,Date,ETa
0,2017-12-23,0.0
1,2017-12-24,0.041
0,2017-12-23,0.0
1,2017-12-24,0.041
0,2017-12-30,0.411
1,2017-12-31,0.106
0,2018-03-04,1.764
1,2018-03-05,1.077
0,2018-03-20,0.698
1,2018-03-21,0.671
0,2018-03-20,0.698
1,2018-03-21,0.671
0,2018-03-20,0.698
1,2018-03-21,0.671
0,2018-03-20,0.698
1,2018-03-21,0.671
0,2018-03-29,0.462
1,2018-03-30,0.55
0,2018-03-29,0.462
1,2018-03-30,0.55
0,2018-04-21,0.991
1,2018-04-22,0.816
0,2018-05-07,2.336
1,2018-05-08,2.546
0,2018-05-16,1.559
1,2018-05-17,1.488
0,2018-05-16,1.559
1,2018-05-17,1.488
0,2018-05-16,1.559
1,2018-05-17,1.488
0,2018-05-16,1.559
1,2018-05-17,1.488
0,2018-05-23,0.0
1,2018-05-24,1.028
0,2018-06-01,1.458
1,2018-06-02,1.354
0,2018-06-01,1.458
1,2018-06-02,1.354
0,2018-06-08,2.038
1,2018-06-09,1.123
0,2018-06-08,2.038
1,2018-06-09,1.123
0,2018-06-08,2.038
1,2018-06-09,1.123
0,2018-06-08,2.038
1,2018-06-09,1.123
0,2018-06-17,1.264
1,2018-06-18,0.787
0,2018-06-17,1.264
1,2018-06-18,0.787
0,2018-06-24,0.612
1,2018-06-25,0.67
0,2018-06-24,0.612
1,2018-06-25,0.67
0,2018-06-24,0.612
1,2018-06-25,0.67
0,2018-06-24,0.612
1,2018-06-25,0.67
0,2018-07-03,0.386
1,2018-07-04,0.455
0,2018-07-10,0.604
1,2018-07-11,0.214
0,2018-07-10,0.604
1,2018-07-11,0.214
0,2018-07-19,1.044
1,2018-07-20,0.929
0,2018-07-19,1.044
1,2018-07-20,0.929
0,2018-07-26,0.846
1,2018-07-27,1.113
0,2018-07-26,0.846
1,2018-07-27,1.113
0,2018-07-26,0.846
1,2018-07-27,1.113
0,2018-07-26,0.846
1,2018-07-27,1.113
0,2018-08-04,1.351
1,2018-08-05,1.16
0,2018-08-04,1.351
1,2018-08-05,1.16
0,2018-08-04,1.351
1,2018-08-05,1.16
0,2018-08-04,1.351
1,2018-08-05,1.16
0,2018-08-11,0.495
1,2018-08-12,0.801
0,2018-08-11,0.495
1,2018-08-12,0.801
0,2018-08-20,0.802
1,2018-08-21,0.712
0,2018-08-20,0.802
1,2018-08-21,0.712
0,2018-09-05,0.384
1,2018-09-06,0.297
0,2018-09-05,0.384
1,2018-09-06,0.297
0,2018-09-12,0.0
1,2018-09-13,1.093
0,2018-09-12,0.0
1,2018-09-13,1.093
0,2018-09-12,0.0
1,2018-09-13,1.093
0,2018-09-12,0.0
1,2018-09-13,1.093
0,2018-09-21,0.758
1,2018-09-22,0.924
0,2018-09-28,0.615
1,2018-09-29,0.734
0,2018-09-28,0.615
1,2018-09-29,0.734
0,2018-10-14,0.6
1,2018-10-15,0.524
0,2018-10-14,0.6
1,2018-10-15,0.524
0,2018-10-14,0.6
1,2018-10-15,0.524
0,2018-10-14,0.6
1,2018-10-15,0.524
0,2018-10-23,0.466
1,2018-10-24,0.567
0,2018-10-23,0.466
1,2018-10-24,0.567
0,2018-10-23,0.466
1,2018-10-24,0.567
0,2018-10-23,0.466
1,2018-10-24,0.567
0,2018-11-08,0.116
1,2018-11-09,0.081
0,2018-11-08,0.116
1,2018-11-09,0.081
0,2018-11-24,0.096
1,2018-11-25,0.032
