,Date,ETa
0,2016-02-04,0.9
1,2016-02-05,0.765
0,2016-02-04,0.9
1,2016-02-05,0.765
0,2016-02-20,0.432
1,2016-02-21,0.614
0,2016-02-20,0.432
1,2016-02-21,0.614
0,2016-04-24,2.817
1,2016-04-25,2.347
0,2016-04-24,2.817
1,2016-04-25,2.347
0,2016-04-24,2.817
1,2016-04-25,2.347
0,2016-04-24,2.817
1,2016-04-25,2.347
0,2016-05-10,1.66
1,2016-05-11,1.478
0,2016-05-10,1.66
1,2016-05-11,1.478
0,2016-06-27,5.946
1,2016-06-28,6.079
0,2016-06-27,5.946
1,2016-06-28,6.079
0,2016-06-27,5.946
1,2016-06-28,6.079
0,2016-06-27,5.946
1,2016-06-28,6.079
0,2016-07-13,5.032
1,2016-07-14,2.186
0,2016-07-13,5.032
1,2016-07-14,2.186
0,2016-07-13,5.032
1,2016-07-14,2.186
0,2016-07-13,5.032
1,2016-07-14,2.186
0,2016-08-30,2.01
1,2016-08-31,1.703
0,2016-08-30,2.01
1,2016-08-31,1.703
0,2016-08-30,2.01
1,2016-08-31,1.703
0,2016-08-30,2.01
1,2016-08-31,1.703
0,2016-10-17,2.484
1,2016-10-18,1.677
0,2016-10-17,2.484
1,2016-10-18,1.677
0,2016-11-18,0.697
1,2016-11-19,0.535
0,2016-11-18,0.697
1,2016-11-19,0.535
0,2016-12-20,0.562
1,2016-12-21,0.667
0,2016-12-20,0.562
1,2016-12-21,0.667
0,2016-12-20,0.562
1,2016-12-21,0.667
0,2016-12-20,0.562
1,2016-12-21,0.667
0,2017-02-22,1.9
1,2017-02-23,1.896
0,2017-02-22,1.9
1,2017-02-23,1.896
0,2017-02-22,1.9
1,2017-02-23,1.896
0,2017-02-22,1.9
1,2017-02-23,1.896
0,2017-03-10,1.448
1,2017-03-11,0.639
0,2017-03-10,1.448
1,2017-03-11,0.639
0,2017-04-11,2.358
1,2017-04-12,2.806
0,2017-04-11,2.358
1,2017-04-12,2.806
0,2017-04-11,2.358
1,2017-04-12,2.806
0,2017-04-11,2.358
1,2017-04-12,2.806
0,2017-05-13,3.876
1,2017-05-14,4.921
0,2017-05-13,3.876
1,2017-05-14,4.921
0,2017-05-13,3.876
1,2017-05-14,4.921
0,2017-05-13,3.876
1,2017-05-14,4.921
0,2017-05-29,0.357
1,2017-05-30,0.71
0,2017-05-29,0.357
1,2017-05-30,0.71
0,2017-07-16,5.414
1,2017-07-17,6.349
0,2017-07-16,5.414
1,2017-07-17,6.349
0,2017-07-16,5.414
1,2017-07-17,6.349
0,2017-08-17,6.198
1,2017-08-18,6.804
0,2017-08-17,6.198
1,2017-08-18,6.804
0,2017-08-17,6.198
1,2017-08-18,6.804
0,2017-08-17,6.198
1,2017-08-18,6.804
0,2017-09-02,4.977
1,2017-09-03,5.011
0,2017-09-02,4.977
1,2017-09-03,5.011
0,2017-09-02,4.977
1,2017-09-03,5.011
0,2017-09-02,4.977
1,2017-09-03,5.011
0,2017-09-18,2.804
1,2017-09-19,5.021
0,2017-09-18,2.804
1,2017-09-19,5.021
0,2017-09-18,2.804
1,2017-09-19,5.021
0,2017-09-18,2.804
1,2017-09-19,5.021
