,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2,H2O,CH4,FC_1_1_1,FC_1_1_2,FCH4_1_1_1,FCH4_1_1_2,FC_SSITC_TEST,FCH4_SSITC_TEST,G_inst_af,H_inst_af,LE_inst_af,H_SSITC_TEST,LE_SSITC_TEST,WD,WS,USTAR,ZL,TAU,MO_LENGTH,V_SIGMA,W_SIGMA,TAU_SSITC_TEST_PI_F,PA,RH,TA,VPD_PI,T_SONIC,T_SONIC_SIGMA,TS_PI_1,TS_PI_2,TS_PI_3,TS_PI_4,TS_PI_5,SWC_PI_1,Rn_inst_af,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,P,FC_PI_F_1_1_1,FC_PI_F_1_1_2,RECO_PI_F,GPP_PI_F,FCH4_PI_F_1_1_1,FCH4_PI_F_1_1_2,H_PI_F,LE_PI_F,SPEC_RED_IN,SPEC_RED_OUT,SPEC_NIR_IN,SPEC_NIR_OUT,SPEC_PRI_TGT_IN,SPEC_PRI_TGT_OUT,SPEC_PRI_REF_IN,SPEC_PRI_REF_OUT,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_044033_20180209,-121.72706597413568,38.04010393708947,2018-02-09 18:45:31.125999872,0.0261049999999999,0.0298724999999999,0.064715,0.0417799999999999,0.380635,0.1956149999999999,0.1001624999999999,295.1887154,21824.0,0.1558953125,0.8021850549814756,0.6019717236460278,0.5510345126651236,295.1887154,1.5888977221468346,0.9658889772214684,0.9752433624830844,-121.72708197519512,38.04020020735227,-0.80218505859375,0.80218505859375,1,1,-0.709374649152352,-295.1887154,295.1887154,295.2241421062185,-295.2241421062185,295.2241421062185,0.6952838358018778,1.2434220868517132,19.7465618924448,415.82373316904,518.6585120339478,0.6952838358018778,2.1323160463125377,1.2434220868517132,301.3383262586206,313.0377157981587,20.33892061865997,0.0663915135385678,0.1215117566718157,202.3455726122557,20.657747493599448,3.4363097675395693,60.13133446480542,0.0663915135385678,0.1215117566718157,0.2222651560967033,0.4552468061447143,-130.9635467529297,0.1328244786780684,0.6844773105650209,90.353222567243,0.3086901075620538,0,-121.72706597413568,38.04010393708947,62.84787956131388,18.51902256747472,58.313217170690585,0.6441580037065568,167.76809676314406,38.94544426641543,-120.70825211563974,0.8431310057640076,367063,287.67590744,551290,38.10280806446609,-121.69178101264148,0.2478831112384796,319.31767981017134,36.11455234876504,297.41384642,19.411776527623992,2018-02-09 18:45:31.125999872+00:00,2018-02-09 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-02-09
1,1,1,1,LC08_044033_20180225,-121.72706597413568,38.04010393708947,2018-02-25 18:45:24.780000000,0.04288,0.0522575,0.083085,0.0878975,0.2928,0.2822125,0.1773549999999999,294.97338014,21824.0,0.1594913775,0.5382291714550266,0.3586591318244394,0.348989011550504,294.97338014,0.6024261933443584,0.9560242619334436,0.9719880064380364,-121.72708197519512,38.04020020735227,-0.5382291674613953,0.5382291674613953,1,1,-0.5579233010096172,-294.97338014,294.97338014,294.9761118575788,-294.9761118575788,294.9761118575788,0.738656927865848,0.5936585541795033,10.525161922153664,410.37724562859455,625.4144434819054,0.738656927865848,1.430498864013933,0.5936585541795033,259.92353468654653,363.7821921618234,36.290738927860936,0.0213291253047682,0.1520215719238457,240.29438056181576,19.310291394731102,3.805671155064005,48.06333725781518,0.0213291253047682,0.1520215719238457,0.2469331661948085,0.229248508810997,-63.817161560058594,0.1281541098504808,0.8602121336635805,87.19707267214667,0.266257552101222,1,-121.72706597413568,38.04010393708947,91.59288833045454,12.299441663547778,41.50010664906905,0.9201331399040454,206.62883453681457,39.45134279084782,-120.96542294038449,0.8384039402008057,412616,278.37547502,677276,38.61376742060952,-121.71528593711196,0.2270740121603012,380.2397238389333,45.7197467780823,299.78253428,24.395616110699144,2018-02-25 18:45:24.780000+00:00,2018-02-25 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-02-25
2,2,2,2,LC08_044034_20180209,-121.72706597413568,38.04010393708947,2018-02-09 18:45:55.012999936,0.0284149999999999,0.0313025,0.0649075,0.0418075,0.38113,0.1950925,0.0995575,295.17846134,21824.0,0.156449795,0.8022993941185164,0.6071446144762093,0.5514823593146883,295.17846134,1.5924448899056582,0.9659244488990564,0.9752550681366886,-121.72708197519512,38.04020020735227,-0.8022993803024292,0.8022993803024292,1,1,-0.7089594484768658,-295.17846134,295.17846134,294.93801054136304,-294.93801054136304,294.93801054136304,0.6996089479388552,1.2430879554300325,19.74181992197858,415.7812265473026,538.319900958378,0.6996089479388552,2.1336443184955387,1.2430879554300325,305.5317048052744,333.43917984694065,21.393015913800127,0.0665588246817652,0.1218252454456265,108.35035711475533,24.529962180297016,2.192926814999524,59.97660054048596,0.0665588246817652,0.1218252454456265,0.2073690388703617,0.3563032150268554,-102.8944320678711,0.2993620697024264,1.445150050157656,203.6958068183852,0.6527745903071872,2,-121.72706597413568,38.04010393708947,62.76590221607755,18.528967291794338,58.261254917433966,0.6456169536407443,167.76809676314406,38.16243528387421,-121.41814442801932,0.9148793816566468,317077,288.78334592,486297,36.90847962871156,-121.7666769848868,0.1168702244758606,321.247372671054,42.67444167791989,299.94318122,40.98445542247112,2018-02-09 18:45:55.012999936+00:00,2018-02-09 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-02-09
3,3,3,3,LC08_044034_20180225,-121.72706597413568,38.04010393708947,2018-02-25 18:45:48.661999872,0.0438425,0.0528075,0.0831675,0.08776,0.2930475,0.2818,0.1771625,295.01097836,21824.0,0.1596837125,0.5390847081530694,0.3605200374766978,0.3496010762851134,295.01097836,0.604400331901321,0.9560440033190132,0.9719945210952744,-121.72708197519512,38.04020020735227,-0.5390847325325012,0.5390847325325012,1,1,-0.5578724931222838,-295.01097836,295.01097836,294.7505023973964,-294.7505023973964,294.7505023973964,0.7418736872999987,0.5935750966755157,10.523977498919526,410.59499584173335,643.8121558610528,0.7418736872999987,1.4314321997555424,0.5935750966755157,282.21894893713176,400.2245785731374,39.50222839717704,0.0214026196418069,0.1521866853437887,233.3155836679397,19.464550796522303,3.7226520615128607,48.01119142146565,0.0214026196418069,0.1521866853437887,0.2464387973608271,0.3546722829341888,-100.8171844482422,0.1872098498718847,1.13315401828034,127.4067665080207,0.3531989810053956,3,-121.72706597413568,38.04010393708947,90.97499874809476,12.309357357997976,41.46721701362352,0.9207860761107196,206.62883453681457,37.110849898680605,-121.85760404541946,0.8740314841270447,330587,284.25446942,531603,36.86622458525376,-121.39815979013424,0.108291856944561,389.6663070958408,48.18037029550735,297.0344462,32.13624795843044,2018-02-25 18:45:48.661999872+00:00,2018-02-25 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-02-25
4,4,0,0,LC08_044033_20180329,-121.72706597413568,38.04010393708947,2018-03-29 18:45:08.904999936,0.0346575,0.0410099999999999,0.078795,0.0635049999999999,0.342575,0.24594,0.14265,302.30845106000004,21824.0,0.160736605,0.6872291174152877,0.4926978948186127,0.4619956295249868,302.30845106000004,1.044788724592291,0.9604478872459228,0.9734478027911544,-121.72708197519512,38.04020020735227,-0.6872290968894958,0.6872290968894958,1,1,-0.6260056482426372,-302.30845106000004,302.30845106000004,302.24938501373634,-302.24938501373634,302.24938501373634,0.7468001937395847,1.089627024607983,17.563912803825193,454.8393359295344,779.3304327262264,0.7468001937395847,2.523170394134436,1.089627024607983,261.74485620389174,450.6164630056131,51.12367006216311,0.0402524437743653,0.2469563693509613,308.0884216333681,15.789199206566932,4.098007355089891,29.58686225037248,0.0402524437743653,0.2469563693509613,0.3674569791238727,0.1769729256629943,-49.39195251464844,0.1352860380060517,1.2075373328849028,91.4043713100819,0.2288010520455636,0,-121.72706597413568,38.04010393708947,148.57484827693224,21.23524862824276,43.18483710577048,1.3909455081724822,272.6675438027688,39.330944938630864,-120.55232891587158,0.9944204688072203,448499,279.09325922,652083,38.55259841527253,-121.9225985874078,0.199206456542015,473.05066148213206,74.2420268133276,307.4423171,34.24575876061584,2018-03-29 18:45:08.904999936+00:00,2018-03-29 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-03-29
5,5,1,1,LC08_044034_20180329,-121.72706597413568,38.04010393708947,2018-03-29 18:45:32.788000000,0.0350425,0.0410649999999999,0.0786025,0.0632025,0.3426849999999999,0.2448675,0.14243,302.28794294,21824.0,0.1606168425,0.6885713405808259,0.4941651269084896,0.4627768348718797,302.28794294,1.0485603253402025,0.960485603253402,0.9734602490736226,-121.72708197519512,38.04020020735227,-0.6885713338851929,0.6885713338851929,1,1,-0.6268462748123311,-302.28794294,302.28794294,302.0277036844495,-302.0277036844495,302.0277036844495,0.7485514111181419,1.089832253642271,17.566825400355356,454.73378253132125,792.8385176674252,0.7485514111181419,2.52447958115973,1.089832253642271,328.27039433716834,526.0605035511489,59.08801673297295,0.0404295555679626,0.2470602657045584,160.15613046048512,17.917801939928534,2.4311645310479264,29.57442007520754,0.0404295555679626,0.2470602657045584,0.3468147109216513,0.3670428693294525,-108.42594909667967,0.4540159157705622,3.4515828390775374,306.8163563576909,0.6570330480244231,1,-121.72706597413568,38.04010393708947,147.92012844302107,21.243709324989144,43.170571145662,1.3908128638959143,272.6675438027688,37.979901837187256,-122.6914191338354,0.8826200366020203,307744,295.40405066,500191,37.55278563692848,-122.01866813457646,0.132724717259407,478.76316363067616,89.53728036016331,310.75096046,97.88688931623896,2018-03-29 18:45:32.788000+00:00,2018-03-29 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-03-29
6,6,0,0,LC08_044033_20180414,-121.72706597413568,38.04010393708947,2018-04-14 18:45:00.068999936,0.030945,0.0348499999999999,0.0729374999999999,0.0465925,0.4238925,0.203095,0.0991175,301.96323104,21824.0,0.1720583,0.8019384252420376,0.6540933274852687,0.583162027233806,301.96323104,1.87781222343013,0.9687781222343012,0.9761967803373194,-121.72708197519512,38.04020020735227,-0.8019384145736694,0.8019384145736694,1,1,-0.7063885031097157,-301.96323104,301.96323104,301.89948616613765,-301.89948616613765,301.89948616613765,0.7496380553456268,1.2873581932602858,20.37010013360231,456.6922443960692,838.246267251772,0.7496380553456268,2.304265523753952,1.2873581932602858,299.42503017052974,527.403213609572,45.74527317137861,0.0795293290135556,0.1152324173688898,221.9288931168037,20.16197205433041,3.769193911094618,63.40806041105962,0.0795293290135556,0.1152324173688898,0.220124873805521,0.2860289812088012,-82.58280944824219,0.3842899749246385,3.190900039165989,259.72904732138977,0.539239625293208,0,-121.72706597413568,38.04010393708947,166.6409093495783,19.76348886058975,55.86848303675567,0.5971009759263217,299.6033552609877,39.44886155399467,-120.93202732706082,0.8903588652610779,494501,288.72182156,749414,39.20496456999941,-122.23617610394554,0.1760982871055603,535.4520379648366,93.31789822902812,310.1767331,90.49392511074744,2018-04-14 18:45:00.068999936+00:00,2018-04-14 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-04-14
7,7,1,1,LC08_044034_20180414,-121.72706597413568,38.04010393708947,2018-04-14 18:45:23.960000000,0.0263525,0.0311924999999999,0.070655,0.0442549999999999,0.42414,0.202655,0.0986225,301.99399322,21824.0,0.1702947525,0.8110355575956192,0.6523977293120874,0.5884246614243155,301.99399322,1.933320617333516,0.9693332061733352,0.9763799580372006,-121.72708197519512,38.04020020735227,-0.8110355734825134,0.8110355734825134,1,1,-0.7144069766266837,-301.99399322,301.99399322,301.76570148613825,-301.76570148613825,301.76570148613825,0.7509437517087918,1.2871601643768844,20.36728972112501,457.1401520460595,849.2690925359932,0.7509437517087918,2.305420293150201,1.2871601643768844,318.6187599170017,556.3506146679365,46.40095758678331,0.0819166179940606,0.1155734655384402,111.38194182550424,24.480372489087856,2.308775385654528,63.22094823234988,0.0819166179940606,0.1155734655384402,0.2035961819292676,0.2721251547336578,-79.80925750732422,0.5896363831965581,4.645548098610763,398.567715255649,0.7815824752917151,1,-121.72706597413568,38.04010393708947,167.4051251013998,19.77156787368922,55.83190918381598,0.5966060879618695,299.6033552609877,37.24449102233517,-122.32270414682256,0.8629529476165771,389769,293.28146024,145607,37.37072856615087,-121.94684596245024,0.0124161392450332,344.18772774408103,81.38038356098403,309.75973466,131.74774407660124,2018-04-14 18:45:23.960000+00:00,2018-04-14 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-04-14
8,8,0,0,LC08_044034_20180516,-121.72706597413568,38.04010393708947,2018-05-16 18:45:04.533999872,,,,,,,,,,,,,,,,,,-121.72708197519512,38.04020020735227,,,1,1,,,,,,,0.7715539986615527,0.9410098038952136,15.4547472909049,,932.6343611074776,0.7715539986615527,2.164962598003634,0.9410098038952136,306.0069326837864,,,,,,,,,,,,0.3293907344341278,-95.84761810302734,,,,,0,-121.72706597413568,38.04010393708947,,18.76189032227884,43.46540696651952,2.4348205183907945,232.1303388741212,37.32399687598793,-122.23463131745582,0.8717116713523865,83267,290.9845508,133103,37.39645248729799,-121.8915808700615,0.0645565241575241,530.6840579656155,101.22096385014623,308.30365814,,2018-05-16 18:45:04.533999872+00:00,2018-05-16 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-05-16
9,9,0,0,LC08_044033_20180601,-121.72706597413568,38.04010393708947,2018-06-01 18:44:28.032999936,0.0402124999999999,0.0491774999999999,0.0908125,0.0846799999999999,0.438,0.185495,0.096065,307.17571154,21824.0,0.186257815,0.6759776536312849,0.5600258044268541,0.5182266202526694,307.17571154,1.3559851521315192,0.9635598515213152,0.974474751002034,-121.72708197519512,38.04020020735227,-0.6759776473045349,0.6759776473045349,1,1,-0.6565417799314501,-307.17571154,307.17571154,307.2191177868125,-307.2191177868125,307.2191177868125,0.7703908999137785,1.0049854499215731,16.36268531866806,486.4175620515101,935.2704406326778,0.7703908999137785,3.012650134540454,1.0049854499215731,321.6725673421701,584.6022211015395,82.0317520926503,0.0552124728288032,0.2833183619752126,171.2532277558359,16.446189058504206,2.4355381752164647,25.78958889532991,0.0552124728288032,0.2833183619752126,0.3904053622832154,0.1930163204669952,-56.86276626586914,0.492754024870512,4.844526138970585,331.31724125305334,0.6592453430589317,0,-121.72706597413568,38.04010393708947,205.8765336339359,24.159757246349457,33.35885034904236,1.5364973603279966,354.3225197450038,39.68554407717133,-121.32972265725247,0.875313937664032,449407,294.60081596,795768,39.10497971880483,-122.43190192225704,0.197880357503891,524.884939593048,135.20939210004806,324.20428718,137.3907613012058,2018-06-01 18:44:28.032999936+00:00,2018-06-01 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Snf,,,2018-06-01
