,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2,H2O,CH4,FC,FCH4,FC_SSITC_TEST,FCH4_SSITC_TEST,G_inst_af,H_inst_af,LE_inst_af,H_SSITC_TEST,LE_SSITC_TEST,WD,WS,USTAR,ZL,TAU,MO_LENGTH,V_SIGMA,W_SIGMA,TAU_SSITC_TEST_PI_F,PA,RH,TA,VPD_PI,T_SONIC,T_SONIC_SIGMA,TS_PI_1,TS_PI_2,TS_PI_3,TS_PI_4,TS_PI_5,WTD,Rn_inst_af,PPFD_IN,PPFD_OUT,SW_IN,P,FC_PI_F,RECO_PI_F,GPP_PI_F,FCH4_PI_F,H_PI_F,LE_PI_F,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
34,34,1,1,LC08_044034_20140318,-121.65322445778106,38.10882505632461,2014-03-18 18:46:32.052999936,0.053935,0.0662825,0.1015924999999999,0.1444099999999999,0.269755,0.376565,0.2734675,294.2829401,21824.0,0.183111375,0.3026450810667247,0.1911800481515348,0.2056712956632556,294.2829401,0.2168777137401438,0.9521687771374014,0.9707156964553424,-121.65334881507606,38.10886256208297,-0.3026450872421264,0.3026450872421264,1,1,-0.4528440342267015,-294.2829401,294.2829401,294.99837881708174,-294.99837881708174,294.99837881708174,0.7650760520387615,0.5084833218497231,9.319729284004634,404.9089164459609,764.8895524304199,0.7650760520387615,1.975035276630364,0.5084833218497231,293.7532391318309,499.62332080009634,55.80938486851072,0.0095317464652605,0.4070051222726047,178.27212340118342,13.688600093882966,2.015271074365998,17.952265664472716,0.0095317464652605,0.4070051222726047,0.4965488965060504,0.2807208597660064,-80.79692840576172,0.390276920640115,2.6771527634334946,265.5418125304022,0.5983178783537246,1,-121.65322445778106,38.10882505632461,126.84985564019264,17.301268753224413,25.745531123740424,2.6804043050736617,242.06996861728493,37.2475547883875,-122.16707659262892,0.8863158822059631,325369,287.81946428000003,485030,36.656909902423344,-121.54448046976296,0.2257251292467117,425.76691460754114,73.86233594904103,306.71086082,75.92405237097391,2014-03-18 18:46:32.052999936+00:00,2014-03-18 19:00:00+00:00,2014-03-18,92.70686357926591,94.39447783333333,-2.68547474035094,-2.7343605,-6.498237604166667,84.62279931249999,-0.5390804166666725,1.0996480777516795,201403181200.0,201403181230.0,398.245303,6.599948,1903.02404,3.775273,12.61345,1.0,0.0,26.558847,123.414329,242.133522,1.0,1.0,333.186506,6.710975,0.435618,-0.059725,-0.182362,-54.415674,1.099164,0.531401,0.0,-9999.0,29.248,19.161,15.693302,21.070124,0.559987,16.525333,15.777333,13.661667,13.508667,14.531,-0.378625,466.985915,1839.53271,219.695238,859.02,0.0,3.775273,4.862208,1.086935,12.61345,123.414329,242.133522,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-03-18 12:00:00,2014-03-18 12:00:00-07:00,2014-03-18
35,35,0,0,LC08_044033_20140403,-121.65322445778106,38.10882505632461,2014-04-03 18:45:52.404999936,0.060645,0.0700224999999999,0.0953224999999999,0.121585,0.2522925,0.32393,0.2280375,290.19498818,21824.0,0.1669090625,0.3495998020742089,0.2243314422722939,0.2243578190306994,290.19498818,0.2601154392534811,0.9526011543925348,0.9708583809495364,-121.65334881507606,38.10886256208297,-0.3495998084545135,0.3495998084545135,1,1,-0.451562792169498,-290.19498818,290.19498818,290.9448993954612,-290.9448993954612,290.9448993954612,0.7582468341292643,0.8625520682080541,14.346994460244836,383.04852385680994,811.4436023427631,0.7582468341292643,1.703248753030883,0.8625520682080541,278.07919461984363,557.8563493547091,49.251984082899725,0.0105872052688167,0.1857265546387863,269.08047992771856,18.159972567805656,3.9453772354956698,39.34097682503992,0.0105872052688167,0.1857265546387863,0.2797072440382941,0.5438596606254578,-154.28781127929688,0.3506672678056465,2.0372613111155427,239.5238853440908,0.4709434320644967,0,-121.65322445778106,38.10882505632461,123.1176591935548,14.98088546180148,50.64157931559716,1.2102272873148228,234.40750018087545,38.3822855853021,-122.4217995098028,0.8195706605911255,138453,283.69049612000003,223279,38.354996228128925,-121.98630553314877,0.2036745995283126,549.566648040419,58.82174701201362,294.37864466,57.77673078323679,2014-04-03 18:45:52.404999936+00:00,2014-04-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Twt,,,2014-04-03
36,36,1,1,LC08_044033_20140419,-121.65322445778106,38.10882505632461,2014-04-19 18:45:35.352999936,0.0628725,0.0667225,0.0825075,0.0927649999999999,0.1810675,0.22119,0.18148,292.16034968,21824.0,0.1267334325,0.3224690275989885,0.1784265567175293,0.1711659176889055,292.16034968,0.1412509803369262,0.9514125098033692,0.9704661282351118,-121.65334881507606,38.10886256208297,-0.322469025850296,0.322469025850296,1,1,-0.3739353125296404,-292.16034968,292.16034968,292.79536173663894,-292.79536173663894,292.79536173663894,0.774007337959109,0.675058773374997,11.684860279842368,393.0402424391664,880.6624987010124,0.774007337959109,2.3776860022573154,0.675058773374997,313.4682170604373,674.250458064498,62.09173424956249,0.0078515246541484,0.5104880571573173,-0.6979397283709668,14.401280254299262,-0.0082949329132588,14.313095045801052,0.0078515246541484,0.5104880571573173,0.5074595372218554,0.2953633666038513,-86.48931884765625,0.8978065154555921,6.7562053835674645,612.1587238149356,1.0,1,-121.65322445778106,38.10882505632461,191.9432711019361,20.27024837933392,28.39141807345937,3.427421818980371,316.4616036081611,38.304439909272496,-121.7358578699738,0.8455049991607666,484006,292.82344556,778655,39.3362217465298,-122.03772574851322,0.2295875698328018,530.9090843900091,100.2808705377628,311.62597358,191.60598467797328,2014-04-19 18:45:35.352999936+00:00,2014-04-19 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Twt,,,2014-04-19
37,37,2,2,LC08_044034_20140403,-121.65322445778106,38.10882505632461,2014-04-03 18:46:16.288000000,0.0636149999999999,0.0717275,0.0957624999999999,0.12164,0.2516875,0.322555,0.23021,290.20524224,21824.0,0.1673367975,0.3483469607784049,0.2252183603684265,0.2233655186628154,290.20524224,0.2577761328638918,0.9525777613286388,0.9708506612384508,-121.65334881507606,38.10886256208297,-0.3483469486236572,0.3483469486236572,1,1,-0.4487696071377178,-290.20524224,290.20524224,290.78804966627587,-290.78804966627587,290.78804966627587,0.7598351154632662,0.8625272585308433,14.346642198635871,383.0932590436856,824.3495065157286,0.7598351154632662,1.7042109689484166,0.8625272585308433,281.9965929387836,571.9359242349256,50.09203297214751,0.0105283276289218,0.185738146509883,83.82372826566014,23.52425795003901,1.6051822362952777,39.33852156455228,0.0105283276289218,0.185738146509883,0.2541070887859675,0.2650977671146393,-75.4820785522461,0.6411728211348896,3.629318177518512,438.0201629971179,0.8393701072885605,2,-121.65322445778106,38.10882505632461,123.07768007037244,14.989656793406114,50.6115307462823,1.2109883021454777,234.40750018087545,37.95495408249044,-122.77962701510955,0.8186377882957458,191242,284.73299222,261219,37.39645248729799,-121.8915808700615,0.0713938772678375,329.9497901790719,60.108874455802685,300.61311314,102.927463514425,2014-04-03 18:46:16.288000+00:00,2014-04-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Twt,,,2014-04-03
38,38,3,3,LC08_044034_20140419,-121.65322445778106,38.10882505632461,2014-04-19 18:45:59.240000000,0.0615525,0.0656775,0.0816824999999999,0.0921049999999999,0.180875,0.221135,0.181865,292.1808578,21824.0,0.12616102,0.325188658509781,0.1788385466874979,0.1722618955212295,292.1808578,0.1435747387947576,0.9514357473879476,0.9704737966380228,-121.65334881507606,38.10886256208297,-0.3251886665821075,0.3251886665821075,1,1,-0.3777934357236034,-292.1808578,292.1808578,292.663494548586,-292.663494548586,292.663494548586,0.775164884543861,0.6749714761812939,11.683620785686498,393.1602139196359,891.2051016994833,0.775164884543861,2.378834090233137,0.6749714761812939,294.7149142292444,666.0118478063129,60.84461102157224,0.0079000345415494,0.5111430238098412,107.11978993931636,12.203720376344767,1.07386799634223,14.29475458234421,0.0079000345415494,0.5111430238098412,0.5813340986378862,0.2507002055644989,-72.29692840576172,0.7303555711921124,5.563680352057083,498.04744684542425,0.8229914254637366,3,-121.65322445778106,38.10882505632461,192.0843534878195,20.27806340361308,28.3740458803978,3.429735765185816,316.4616036081611,37.95494109167479,-122.77279732253275,0.8737565279006958,338210,288.38001956,419091,37.37081863317832,-121.95700890492895,0.0623519606888294,483.1226162066924,94.32230310026269,308.97700808,157.78597478433886,2014-04-19 18:45:59.240000+00:00,2014-04-19 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Twt,,,2014-04-19
39,39,0,0,LC08_044033_20140505,-121.65322445778106,38.10882505632461,2014-05-05 18:45:18.908999936,0.0618825,0.071205,0.0963399999999999,0.1231249999999999,0.204085,0.3337199999999999,0.295055,311.11327058,21824.0,0.157954375,0.2474252009412916,0.143668625192762,0.1468067358953591,311.11327058,0.0908322649765145,0.9509083226497652,0.9702997464744224,-121.65334881507606,38.10886256208297,-0.2474251985549926,0.2474251985549926,1,1,-0.3586419239410836,-311.11327058,311.11327058,311.68328047261946,-311.68328047261946,311.68328047261946,0.7719038035826258,0.8523569442260407,14.202238414167962,505.12149854513217,913.0596462080796,0.7719038035826258,2.296070438836581,0.8523569442260407,298.6927967638776,547.745848266735,104.48982846890874,0.0068469899662432,0.5171358974993843,570.9495661693785,10.248435130033007,5.096650481936152,14.129098593175312,0.0068469899662432,0.5171358974993843,0.6450381462474781,0.2271040380001068,-65.68788146972656,-0.1907437320227756,-1.538703898859053,-127.6935463715522,-0.2880807945480234,0,-121.65322445778106,38.10882505632461,148.98693276026458,19.70605235148755,37.12242141220763,3.518906390491913,258.60367932526674,38.38225150264834,-122.41493013049713,0.8815192580223083,289538,289.2413606,453830,38.7990533009264,-121.5185099620301,0.177707239985466,539.3650361021231,109.82500592372138,315.6626552,-43.637642571642736,2014-05-05 18:45:18.908999936+00:00,2014-05-05 19:00:00+00:00,2014-05-05,21.087230978853203,23.661024479166667,119.59866058084565,134.19622702083333,7.1978322708333335,150.54210689583334,-14.512976875000009,2.658383065301166,201405051200.0,201405051230.0,397.819619,9.742445,1875.633999,5.211237,18.245099,1.0,0.0,55.733577,454.578004,60.079673,1.0,1.0,256.704719,7.292583,0.42532,-0.212151,-0.211739,-15.319304,1.478786,0.509608,0.0,-9999.0,38.539,20.687,14.985346,22.962785,1.566658,27.660667,25.755667,22.022333,19.334,19.061667,-0.462642,584.373239,2231.214953,214.361905,999.82,0.0,5.211237,4.956116,-0.255121,18.245099,454.578004,60.079673,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-05-05 12:00:00,2014-05-05 12:00:00-07:00,2014-05-05
40,40,1,1,LC08_044033_20140521,-121.65322445778106,38.10882505632461,2014-05-21 18:45:10.940000000,0.0629825,0.0730474999999999,0.0990349999999999,0.11911,0.2183025,0.3233525,0.2738525,319.3712069,21824.0,0.15995687,0.2939799207201867,0.1790340993696332,0.1776767722000806,319.3712069,0.1551283590684278,0.9515512835906842,0.9705119235849258,-121.65334881507606,38.10886256208297,-0.2939799129962921,0.2939799129962921,1,1,-0.375838027336826,-319.3712069,319.3712069,319.88856274642035,-319.88856274642035,319.88856274642035,0.7633194683180554,1.18850352979149,18.975034773931924,561.3042057130955,921.9018573664226,0.7633194683180554,2.833612471909279,1.18850352979149,309.25224827090943,507.40248989729656,117.32418519413534,0.0081441407208902,0.1913635172762551,439.6466440243354,15.82950807635489,6.239052214624593,38.18211635027066,0.0081441407208902,0.1913635172762551,0.2958843624606857,0.2196728438138961,-64.03177642822266,-0.0746432989542265,-0.93562159060647,-49.568339321174165,-0.1270727921125844,1,-121.65322445778106,38.10882505632461,203.7276448012961,23.14173502949835,41.943051196082585,1.280182618866916,333.58686028476745,39.6855943370608,-121.33321971562376,0.8324294686317444,478011,291.48699974,729784,38.22267251075512,-121.65228127841414,0.1954620331525802,542.629309513814,118.5681852527294,320.6529644,-26.534228309599488,2014-05-21 18:45:10.940000+00:00,2014-05-21 19:00:00+00:00,2014-05-21,37.546175360704886,39.89929465217392,90.90352089433124,96.60068782608695,15.648990375,157.49797535416667,5.349002500905783,13.399288724130514,201405211200.0,201405211230.0,401.858113,12.811859,1891.284352,-9999.0,-9999.0,1.0,1.0,84.134863,,,1.0,1.0,1.271268,2.226904,0.326305,-9999.0,-0.071876,-9999.0,1.299393,0.419415,1.0,-9999.0,39.512,25.394,19.613118,28.675895,1.124268,33.787333,30.737667,24.763333,21.089333,20.646333,-0.581366,562.34507,2221.495327,193.295238,982.22,0.0,1.631777,6.992421,5.360644,8.084258,277.506813,162.986283,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-05-21 12:00:00,2014-05-21 12:00:00-07:00,2014-05-21
41,41,2,2,LC08_044034_20140505,-121.65322445778106,38.10882505632461,2014-05-05 18:45:42.790999808,0.0619374999999999,0.0712324999999999,0.0962025,0.12285,0.203975,0.333555,0.29258,311.0995985,21824.0,0.157742845,0.2482215252811137,0.1441626349997556,0.147174432316391,311.0995985,0.0915763810171323,0.9509157638101712,0.9703022020573564,-121.65334881507606,38.10886256208297,-0.2482215315103531,0.2482215315103531,1,1,-0.3590292410323891,-311.0995985,311.0995985,311.54305147949725,-311.54305147949725,311.54305147949725,0.7727633839666719,0.8522299853503642,14.200435781371176,505.0366648362999,921.2597743397672,0.7727633839666719,2.296468369962024,0.8522299853503642,303.6331578735578,559.6305279524829,106.3299036240628,0.0068611535844595,0.5175018695518525,588.2580570714382,10.203864923195612,5.222724733477392,14.119106638525665,0.0068611535844595,0.5175018695518525,0.6466590395689993,0.2477000504732132,-71.94650268554688,-0.2015665569351785,-1.5907973463270475,-134.9574327430181,-0.297721700566731,2,-121.65322445778106,38.10882505632461,149.0635486268408,19.70884545105601,37.110460413807374,3.5206889818985667,258.60367932526674,37.95494109167479,-122.77279732253275,0.8930454254150391,229297,290.45817572,126359,37.796889487559554,-122.41685138871632,0.0423354730010032,615.5605997058586,97.58408556402895,306.98430242,-45.115012741835066,2014-05-05 18:45:42.790999808+00:00,2014-05-05 19:00:00+00:00,2014-05-05,21.087230978853203,23.661024479166667,119.59866058084565,134.19622702083333,7.1978322708333335,150.54210689583334,-14.512976875000009,2.658383065301166,201405051200.0,201405051230.0,397.819619,9.742445,1875.633999,5.211237,18.245099,1.0,0.0,55.733577,454.578004,60.079673,1.0,1.0,256.704719,7.292583,0.42532,-0.212151,-0.211739,-15.319304,1.478786,0.509608,0.0,-9999.0,38.539,20.687,14.985346,22.962785,1.566658,27.660667,25.755667,22.022333,19.334,19.061667,-0.462642,584.373239,2231.214953,214.361905,999.82,0.0,5.211237,4.956116,-0.255121,18.245099,454.578004,60.079673,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-05-05 12:00:00,2014-05-05 12:00:00-07:00,2014-05-05
42,42,3,3,LC08_044034_20140521,-121.65322445778106,38.10882505632461,2014-05-21 18:45:34.826999808,0.0629275,0.0730474999999999,0.09898,0.1191375,0.2183574999999999,0.323215,0.27399,319.39513304,21824.0,0.1599531849999999,0.2939895405857864,0.1790552947365286,0.1777085236329768,319.39513304,0.1551964660053488,0.9515519646600534,0.9705121483378176,-121.65334881507606,38.10886256208297,-0.2939895391464233,0.2939895391464233,1,1,-0.3761846614408948,-319.39513304,319.39513304,319.81344856442587,-319.81344856442587,319.81344856442587,0.7639765051652823,1.18817136020373,18.97031844520105,561.4728300416562,928.171647297701,0.7639765051652823,2.835762416945278,1.18817136020373,305.45346046775,508.88964646438046,117.47819097237266,0.0081455941158938,0.1915944590004231,555.0158140064932,14.825208382177568,7.3407866893929565,38.13609287011201,0.0081455941158938,0.1915944590004231,0.3023286238408171,0.2513547837734222,-73.04586029052734,-0.2463480391307907,-3.0780319136022887,-163.6043585144854,-0.4179856164629449,3,-121.65322445778106,38.10882505632461,203.77284031514097,23.15428880087433,41.89953830771353,1.2817049461269423,333.58686028476745,37.24703717215767,-122.29562054579893,0.8682710528373718,265661,290.6085686,455956,37.68911533769887,-121.01318289802866,0.1715194880962371,570.8802848941882,117.04469032988824,316.27106276,-87.2929850697609,2014-05-21 18:45:34.826999808+00:00,2014-05-21 19:00:00+00:00,2014-05-21,37.546175360704886,39.89929465217392,90.90352089433124,96.60068782608695,15.648990375,157.49797535416667,5.349002500905783,13.399288724130514,201405211200.0,201405211230.0,401.858113,12.811859,1891.284352,-9999.0,-9999.0,1.0,1.0,84.134863,,,1.0,1.0,1.271268,2.226904,0.326305,-9999.0,-0.071876,-9999.0,1.299393,0.419415,1.0,-9999.0,39.512,25.394,19.613118,28.675895,1.124268,33.787333,30.737667,24.763333,21.089333,20.646333,-0.581366,562.34507,2221.495327,193.295238,982.22,0.0,1.631777,6.992421,5.360644,8.084258,277.506813,162.986283,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-05-21 12:00:00,2014-05-21 12:00:00-07:00,2014-05-21
43,43,0,0,LC08_044033_20140606,-121.65322445778106,38.10882505632461,2014-06-06 18:45:20.357000192,0.05135,0.0591324999999999,0.0849274999999999,0.0926,0.2617525,0.2751175,0.20029,315.90875264,21824.0,0.1539656924999999,0.4773565870143429,0.307805478547194,0.29698368062363,315.90875264,0.4464520887493803,0.9544645208874938,0.9714732918928728,-121.65334881507606,38.10886256208297,-0.4773565828800201,0.4773565828800201,1,1,-0.510052497980847,-315.90875264,315.90875264,316.4236892640382,-316.4236892640382,316.4236892640382,0.7686091405389273,1.0663020953966935,17.23995077700149,539.00089133826,934.8595474338096,0.7686091405389273,3.1099513680948365,1.0663020953966935,345.3716077220499,581.5673045772363,117.98091902760105,0.0159236203596272,0.3857217597763697,278.019924218452,13.241930811767274,3.293381767304517,18.94283611605213,0.0159236203596272,0.3857217597763697,0.4956690301504742,0.1983948349952697,-59.48344421386719,0.2784853585007701,3.1570492761414184,185.5664613311833,0.4002845362060682,0,-121.65322445778106,38.10882505632461,218.9769614830644,24.69106992578515,34.28677716108187,2.409244036819916,357.72660986073254,39.538724788896985,-121.2707615882186,0.8566938042640686,516325,299.82355052,791016,39.65651119765436,-122.39384161538952,0.1949300020933151,450.3311056182008,134.41502855082663,325.6090934,89.53391747137063,2014-06-06 18:45:20.357000192+00:00,2014-06-06 19:00:00+00:00,2014-06-06,71.6200502043844,71.28398081249999,94.41480298728531,93.97177166666668,13.685496791666669,167.4121625625,-11.529086708333324,-12.30818742083639,201406061200.0,201406061230.0,409.302071,12.800215,1879.161001,6.966651,12.226669,1.0,1.0,86.395922,311.274533,210.194769,1.0,1.0,265.895925,4.657296,0.427158,-0.148921,-0.199661,-21.823682,1.15972,0.497109,0.0,-9999.0,32.928,28.01,25.373048,31.712821,1.217696,36.004667,32.431333,26.894,23.754333,23.217667,-0.64843,614.760563,2238.504673,153.510476,1002.2,0.0,6.966651,9.596177,2.629526,12.226669,311.274533,210.194769,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-06-06 12:00:00,2014-06-06 12:00:00-07:00,2014-06-06
44,44,1,1,LC08_044033_20140622,-121.65322445778106,38.10882505632461,2014-06-22 18:45:23.656000000,0.0125474999999999,0.0168649999999999,0.0400474999999999,0.0282499999999999,0.167895,0.0810225,0.042495,301.6658633,21824.0,0.0720961575,0.7119477937240307,0.2883064973996775,0.3008963649814335,301.6658633,0.4574470492678364,0.9545744704926784,0.971509575262584,-121.65334881507606,38.10886256208297,-0.7119477987289429,0.7119477987289429,1,1,-0.614821404955697,-301.6658633,301.6658633,302.2083655065485,-302.2083655065485,302.2083655065485,0.7663062202123345,1.1373707837487437,18.24902357924127,448.2265170672773,929.5539515540776,0.7663062202123345,3.027846955219207,1.1373707837487437,340.41070730094526,739.2575370626479,69.65255906503002,0.0162776475407248,0.2858945543326123,38.98653532127729,20.28694954841519,0.6751819954419318,25.55719922296373,0.0162776475407248,0.2858945543326123,0.3423491437541945,0.1905397176742553,-56.90751266479492,0.9333303491112048,8.389600170099886,630.6184426763406,0.9417768137897328,1,-121.65322445778106,38.10882505632461,250.79178568527064,24.24371678439622,37.56368140695544,1.7815562381764782,363.4219186320187,39.64352688843166,-121.21256515807818,0.8557925820350647,498625,298.66484174,747715,38.81416906238487,-121.28013216329684,0.2014083117246627,446.9357560214782,128.97229339463635,325.02119396,237.92906082403275,2014-06-22 18:45:23.656000+00:00,2014-06-22 19:00:00+00:00,2014-06-22,209.47222871261877,183.50047282978724,-10.84501971005534,-9.500382255319147,2.1787686666666666,209.0495305208333,32.87067127969857,8.243552851603257,201406221200.0,201406221230.0,396.004896,13.192731,1872.581544,-17.269455,7.281372,1.0,1.0,26.12101,6.228533,293.576696,2.0,1.0,276.343716,2.05178,0.220411,-0.083668,-0.053271,-38.843869,0.793476,0.240979,0.0,101.07,37.146,27.124,22.575271,31.227615,0.527577,23.528667,23.065,22.037667,22.114,22.142333,0.222295,793.028169,2260.560748,103.182857,1006.71,0.0,-17.269455,5.687558,22.957013,7.281372,6.228533,293.576696,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-06-22 12:00:00,2014-06-22 12:00:00-07:00,2014-06-22
45,45,2,2,LC08_044034_20140606,-121.65322445778106,38.10882505632461,2014-06-06 18:45:44.243000064,0.0514049999999999,0.0591324999999999,0.0848174999999999,0.0924349999999999,0.2619725,0.275145,0.1992725,315.81304808,21824.0,0.1539494675,0.4783688268448044,0.3086790638988193,0.2976404701503674,315.81304808,0.4482900543594559,0.9544829005435944,0.9714793571793862,-121.65334881507606,38.10886256208297,-0.4783688187599182,0.4783688187599182,1,1,-0.5108422964906716,-315.81304808,315.81304808,316.2488096401953,-316.2488096401953,316.2488096401953,0.7691256225247032,1.0660749073671538,17.236725034879058,538.3583934923587,939.9029064129884,0.7691256225247032,3.112558387332893,1.0660749073671538,311.3941739542196,554.0673753448482,111.89405020645016,0.0159825055550138,0.3860971837159109,278.224614191484,13.23248423123849,3.2911083619380364,18.92441693440381,0.0159825055550138,0.3860971837159109,0.496113914158638,0.1367229372262954,-39.947357177734375,0.2460005862850729,2.924057617762504,163.948710946914,0.3707792886321192,2,-121.65322445778106,38.10882505632461,218.99342789980363,24.705105003991022,34.25076013692576,2.410645825837732,357.72660986073254,37.13030165950107,-122.22273919907047,0.8415355086326599,313930,292.17743978,468672,37.80370679038649,-121.68548956297548,0.1810806691646576,438.6401542850351,128.5893343946886,325.3527419,82.92627403974461,2014-06-06 18:45:44.243000064+00:00,2014-06-06 19:00:00+00:00,2014-06-06,71.6200502043844,71.28398081249999,94.41480298728531,93.97177166666668,13.685496791666669,167.4121625625,-11.529086708333324,-12.30818742083639,201406061200.0,201406061230.0,409.302071,12.800215,1879.161001,6.966651,12.226669,1.0,1.0,86.395922,311.274533,210.194769,1.0,1.0,265.895925,4.657296,0.427158,-0.148921,-0.199661,-21.823682,1.15972,0.497109,0.0,-9999.0,32.928,28.01,25.373048,31.712821,1.217696,36.004667,32.431333,26.894,23.754333,23.217667,-0.64843,614.760563,2238.504673,153.510476,1002.2,0.0,6.966651,9.596177,2.629526,12.226669,311.274533,210.194769,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-06-06 12:00:00,2014-06-06 12:00:00-07:00,2014-06-06
46,46,3,3,LC08_044034_20140622,-121.65322445778106,38.10882505632461,2014-06-22 18:45:47.538000128,0.0137025,0.018955,0.042825,0.0318525,0.17004,0.0827275,0.0431824999999999,301.68637142,21824.0,0.07434805,0.6844607897767376,0.2834051481038644,0.2953176590432296,301.68637142,0.4418036215939196,0.9544180362159392,0.97145795195126,-121.65334881507606,38.10886256208297,-0.6844608187675476,0.6844608187675476,1,1,-0.597632302163343,-301.68637142,301.68637142,302.16123074116655,-302.16123074116655,302.16123074116655,0.7667765057376369,1.137075708510929,18.24483393674192,448.2749417630274,934.0866007250148,0.7667765057376369,3.030631610270858,1.137075708510929,312.2590892244468,714.3898483951281,70.76655160225235,0.0157752226558812,0.2852108720067423,98.59088597988188,18.25073498944681,1.530607829397205,25.61846268492274,0.0157752226558812,0.2852108720067423,0.3629302600623859,0.1552761942148208,-45.387840270996094,0.8066240747571981,7.522518282420154,545.0324108129939,0.8468189599861403,3,-121.65322445778106,38.10882505632461,250.09936312718588,24.25906160591063,37.5194300969264,1.7832135234846285,363.4219186320187,37.932535639821,-122.67352397704896,0.8615532517433167,326359,292.30390652,513571,38.086499660968,-120.9795547117831,0.1713607609272003,462.454935764661,124.78440551338376,326.28244334,213.3386184894356,2014-06-22 18:45:47.538000128+00:00,2014-06-22 19:00:00+00:00,2014-06-22,209.47222871261877,183.50047282978724,-10.84501971005534,-9.500382255319147,2.1787686666666666,209.0495305208333,32.87067127969857,8.243552851603257,201406221200.0,201406221230.0,396.004896,13.192731,1872.581544,-17.269455,7.281372,1.0,1.0,26.12101,6.228533,293.576696,2.0,1.0,276.343716,2.05178,0.220411,-0.083668,-0.053271,-38.843869,0.793476,0.240979,0.0,101.07,37.146,27.124,22.575271,31.227615,0.527577,23.528667,23.065,22.037667,22.114,22.142333,0.222295,793.028169,2260.560748,103.182857,1006.71,0.0,-17.269455,5.687558,22.957013,7.281372,6.228533,293.576696,CA,CRO,15.6,421.0,38.1087,-121.6531,-7.0,US-Twt,2014-06-22 12:00:00,2014-06-22 12:00:00-07:00,2014-06-22
