,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_PI_1,SC_PI_2,G_inst_af,G_1_1_2,H_inst_af,LE_inst_af,SH_1_1_1,WD_1_1_1,WS_1_1_1,WS_MAX_1_1_1,USTAR_1_1_1,ZL_1_1_1,TAU_1_1_1,MO_LENGTH_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_PI_1_1_1,T_SONIC_1_1_1,SWC_1_1_1,TS_1_1_1,TS_1_2_1,Rn_inst_af,PPFD_IN_1_1_1,P_1_1_1,NEE_PI_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,FCH4_1_1_1,WTD_1_1_1,CH4_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
31,31,0,0,LC08_014035_20151013,-75.90382366814207,35.787937688273416,2015-10-13 15:41:04.404999936,0.01241,0.014775,0.0324575,0.024785,0.2032324999999999,0.1133624999999999,0.0487374999999999,295.98169604,21824.0,0.0838136049999999,0.7826044053636234,0.3594456261632545,0.3676714502055239,295.98169604,0.6643419456843485,0.9566434194568434,0.9721923284207584,-75.90384536489958,35.78798430567691,-0.7826043963432312,0.7826043963432312,1,1,-0.7245746531460817,-295.98169604,295.98169604,295.60762348636496,-295.60762348636496,295.60762348636496,0.7154425593248078,1.7253262856815426,26.53718623904248,416.2867281564709,673.420392647533,0.7154425593248078,2.6326728133001893,1.7253262856815426,331.06531983088377,517.4033333293471,32.4801005497148,0.0236903745647571,0.6978548122368753,52.34356622005938,9.730894395686024,0.4241964866776584,10.470177970713593,0.0236903745647571,0.6978548122368753,0.7455150744178486,0.7827126979827881,-230.9516448974609,0.6361524022191093,3.1692203534784524,432.57966655957296,0.8920580358255462,0,-75.90382366814207,35.787937688273416,100.65909349701523,21.9300077867209,65.53515791879805,4.175380212265639,181.81795852898065,35.70880529881165,-76.28299488137569,0.8749370574951172,261231,295.06566668,171531,35.79399054624172,-76.15057668869706,0.2720658481121063,436.4584447077912,59.40568226835856,299.55010892,89.87908922464891,2015-10-13 15:41:04.404999936+00:00,2015-10-13 16:00:00+00:00,2015-10-13,51.33452395805877,39.27835992307693,15.90250568895999,12.167724446808512,-1.3729375,103.97329733333332,53.90015046344791,38.10920518631458,201510131200.0,201510131230.0,-9999.0,-9999.0,17.008366,-6.310712,-0.495731,-0.125385,-2.235,-0.776,137.250413,98.586014,3.489538,221.713393,4.82139,13.142257,0.976441,-0.033309,-1.12797,-592.424804,2.402991,1.954664,1.225637,99.983491,57.45,23.91,12.62014778,32.457627,81.8,18.86,19.09,514.9139,1476.0,0.0,-6.436097,619.6,56.01,382.7,445.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2015-10-13 12:00:00,2015-10-13 12:00:00-04:00,2015-10-13
32,32,1,1,LC08_014035_20151029,-75.90382366814207,35.787937688273416,2015-10-29 15:41:10.305000192,,,,,,,,,,,,,,,,,,-75.90384536489958,35.78798430567691,,,1,1,,,,,,,0.6935360626434725,2.071608115078928,31.44185477994835,,592.2660501750497,0.6935360626434725,2.610924656308504,2.071608115078928,300.2378963711535,,,,,,,,,,,,1.482579469680786,-426.0462951660156,,,,,1,-75.90382366814207,35.787937688273416,,21.794058087693656,79.34384893388321,2.8296425762689856,148.9631720949656,36.970292399401785,-76.64423421014081,0.733892560005188,31272,287.36828564,3251,36.965040825612384,-76.61311934802686,0.0142516670748591,460.2553977422983,35.109131340397255,290.21207828,,2015-10-29 15:41:10.305000192+00:00,2015-10-29 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC4,,,2015-10-29
33,33,0,0,LC08_014035_20151114,-75.90382366814207,35.787937688273416,2015-11-14 15:41:10.604999936,0.0193675,0.020935,0.0349325,0.0299274999999999,0.14617,0.126755,0.0713975,287.10168008,21824.0,0.0730696025,0.6601030679027244,0.2486529094802231,0.2578973446877115,287.10168008,0.3422630207110114,0.95342263020711,0.9711294679683464,-75.90384536489958,35.78798430567691,-0.6601030826568604,0.6601030826568604,1,1,-0.6142239891773995,-287.10168008,287.10168008,286.71270532199384,-286.71270532199384,286.71270532199384,0.7283819409747814,0.5386922305950373,9.72993207361703,367.2919844337869,560.1471225119136,0.7283819409747814,1.2835717919055687,0.5386922305950373,288.6279395988369,427.1098198182444,20.466094057411222,0.0127832836955152,0.6406858111704447,41.7105033177903,10.62810983820937,0.3570681625592158,11.404441856595412,0.0127832836955152,0.6406858111704447,0.682405598442249,0.2876286208629608,-82.1097183227539,0.5321065476856487,2.1582648064765944,364.9332224430429,0.8974274022309094,0,-75.90382366814207,35.787937688273416,68.72408401266672,10.662717913555452,41.968219774859975,4.094903303050651,159.15890084350855,35.68320169544606,-76.34888722748494,0.87651127576828,305980,285.47128454,157500,36.75265964535331,-76.00980497208215,0.1986950635910034,339.9691120051523,34.87483571296478,292.99776458,61.20838991167621,2015-11-14 15:41:10.604999936+00:00,2015-11-14 16:00:00+00:00,2015-11-14,32.974151330973044,37.35202258536585,37.30941383750609,42.26286385106383,-7.7339375,33.82523895833334,-38.05570997809634,-28.7243887101458,201511141100.0,201511141130.0,-9999.0,-9999.0,4.390193,-3.571835,-0.075722,-0.007883,-9.08,-12.39,255.664906,78.273302,6.470663,341.177529,4.722772,10.353924,0.992445,-0.058515,-1.243861,-337.230844,1.885959,1.690736,1.073229,101.710286,33.3,11.36,8.961241271,20.82426,83.9,15.07,15.19,402.4308,1338.0,0.0,-3.579718,598.3,55.89,263.7,375.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2015-11-14 11:00:00,2015-11-14 11:00:00-05:00,2015-11-14
34,34,0,0,LC08_014035_20151216,-75.90382366814207,35.787937688273416,2015-12-16 15:41:12.108999936,0.0179924999999999,0.0194225,0.0352349999999999,0.0333924999999999,0.14342,0.120485,0.0698024999999999,289.1559101,21824.0,0.0718669724999999,0.6222834924001415,0.2295862741722614,0.2438507710776618,289.1559101,0.3071088426895771,0.9530710884268956,0.9710134591808756,-75.90384536489958,35.78798430567691,-0.6222835183143616,0.6222835183143616,1,1,-0.6055526013825531,-289.1559101,289.1559101,289.0536602423283,-289.0536602423283,289.0536602423283,0.6793712209872707,1.1563839234748792,18.478797179588216,377.7779865414396,446.5859937473651,0.6793712209872707,1.6206746963699463,1.1563839234748792,297.53975213357694,320.2897592906154,18.822743979728795,0.0118129526591691,0.3902532939934054,113.33563509460949,14.743994178177086,1.3527270444124897,18.722876127632304,0.0118129526591691,0.3902532939934054,0.468352251415792,0.5034612417221069,-144.17457580566406,0.274928481555023,0.950376775513854,188.1313802162772,0.6240529499463396,0,-75.90382366814207,35.787937688273416,43.4214818817656,14.211464481213214,71.35200704157319,2.514667197664384,125.83816786603968,36.41539913627376,-76.66390901748336,0.864121675491333,255836,286.36680578,437385,36.33415016686604,-75.81518239788684,0.324878066778183,275.5708562613768,24.66948769579749,292.18769384,26.9526853535729,2015-12-16 15:41:12.108999936+00:00,2015-12-16 16:00:00+00:00,2015-12-16,16.85384803418355,11.797287906976743,33.46446374590395,23.42431904347826,-2.555520833333333,27.8326445625,-4.833441554621675,-19.93014638425417,201512161100.0,201512161130.0,-9999.0,-9999.0,11.509756,-4.580322,-0.873311,-0.551449,-5.218,-8.63,205.735154,45.591137,10.468822,73.692927,2.864819,6.951178,0.582259,-0.233666,-0.422901,-84.449512,1.064435,1.232989,0.853408,101.23168,69.62,14.75,5.093989232,24.423874,84.5,13.5,13.76,319.9167,1208.0,0.0,-5.131771,490.1,43.38,296.9,389.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2015-12-16 11:00:00,2015-12-16 11:00:00-05:00,2015-12-16
35,35,0,0,LC08_014035_20160202,-75.90382366814207,35.787937688273416,2016-02-02 15:41:06.655000064,,,,,,,,,,,,,,,,,,-75.90384536489958,35.78798430567691,,,1,1,,,,,,,0.7024479582634591,1.058528229027606,17.09278813909289,,527.9874291238228,0.7024479582634591,1.3099225840460191,1.058528229027606,294.2991443464374,,,,,,,,,,,,0.6068143844604492,-173.6491241455078,,,,,0,-75.90382366814207,35.787937688273416,,10.96797821250636,80.80845707370587,3.4176554540279165,149.15667606160088,36.3929298352277,-76.50253993960607,0.8209480047225952,220278,286.1651426,312688,35.85593412463985,-76.61924680999873,0.3082237541675567,324.3323529028332,32.18042586956052,291.45965558,,2016-02-02 15:41:06.655000064+00:00,2016-02-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC4,,,2016-02-02
36,36,1,1,LC08_014035_20160218,-75.90382366814207,35.787937688273416,2016-02-18 15:40:57.264000000,0.0176349999999999,0.0223375,0.0375449999999999,0.0366924999999999,0.1398174999999999,0.1179549999999999,0.0707924999999999,280.85353952,21824.0,0.07183609,0.5842445187241516,0.2162056201930284,0.2286551566126147,280.85353952,0.2703041100685325,0.9527030411006852,0.970892003563226,-75.90384536489958,35.78798430567691,-0.5842444896697998,0.5842444896697998,1,1,-0.5766297836352103,-280.85353952,280.85353952,280.9525886310726,-280.9525886310726,280.9525886310726,0.739837734618563,0.5509893023102826,9.904105407782405,336.093579879327,622.5537884607274,0.739837734618563,0.8731087552338312,0.5509893023102826,268.8475327557148,497.87024065248033,14.905464799732938,0.0108460098777404,0.6878247734518276,11.618091098403298,10.35672223914899,0.0949760157334083,10.622856814491769,0.0108460098777404,0.6878247734518276,0.704160034722211,0.5147762298583984,-144.53274536132812,0.6835023933999234,3.349961046343306,471.3466847543441,0.9759442268271226,1,-75.90382366814207,35.787937688273416,98.62884177422174,5.0130966922313736,63.10660602214665,4.4709953536396885,191.526879430242,35.735267383028614,-75.96992933971897,0.8078535199165344,271119,280.76808902,295565,35.84100785317667,-77.06368034383168,0.2923313081264496,421.6057356434989,32.193766492882546,289.16958218,95.00489527429616,2016-02-18 15:40:57.264000+00:00,2016-02-18 16:00:00+00:00,2016-02-18,16.771113122770085,18.90419445,54.3759733386529,61.29193488095238,-3.8264375,71.96158958333334,-4.408102247619048,4.640940621910346,201602181100.0,201602181130.0,409.736075,-9999.0,4.211425,-0.920613,-0.013148,-9999.0,-5.661,-7.723,281.724433,38.788978,5.626519,15.763881,5.723126,13.257621,1.147879,-0.041463,-9999.0,-475.917393,2.360684,1.960618,1.269751,102.449939,46.98,5.774,4.879223525,16.841895,88.1,7.489,7.789,501.8737,1520.0,0.0,-0.920613,670.7,66.58,248.8,351.0,-1.706863,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-02-18 11:00:00,2016-02-18 11:00:00-05:00,2016-02-18
37,37,0,0,LC08_014035_20160406,-75.90382366814207,35.787937688273416,2016-04-06 15:40:42.046999808,0.0179924999999999,0.0224749999999999,0.043045,0.03661,0.16586,0.125765,0.071425,288.49965026,21824.0,0.080858015,0.6383661777053391,0.2655187218945608,0.2759904337551782,288.49965026,0.3892675345822639,0.9538926753458226,0.9712845828641214,-75.90384536489958,35.78798430567691,-0.638366162776947,0.638366162776947,1,1,-0.5878988056772217,-288.49965026,288.49965026,288.4819311931185,-288.4819311931185,288.4819311931185,0.7669919479106224,0.7690947981144944,12.99330926734152,374.6827826293066,853.45011073606,0.7669919479106224,1.3623941366083476,0.7690947981144944,291.6137088828696,687.9272271849037,38.84071680490519,0.0141515126110894,0.3112795919960313,52.9561017376975,18.58816612980807,0.7968111772853774,23.47299427818628,0.0141515126110894,0.3112795919960313,0.3728742236932676,0.7068204879760742,-203.10812377929688,0.8706865993664299,4.920825314693734,596.130408642301,0.9184144164285664,0,-75.90382366814207,35.787937688273416,152.8506991890228,11.56009544221086,56.45171081175821,1.968577427976428,237.38497412487365,36.431626283975,-76.96610481425435,0.7920607924461365,310819,287.35461356,149324,36.96157998375584,-76.32460103864986,0.0286589618772268,509.72814099276405,60.800351335787646,294.22825178,139.55460592471428,2016-04-06 15:40:42.046999808+00:00,2016-04-06 16:00:00+00:00,2016-04-06,44.02716438316792,42.130620925,98.53021167745533,94.2858586511628,-6.206166666666667,168.30459,38.094277090503866,31.953380606043424,201604061200.0,201604061230.0,401.286117,411.1,7.611736,-1.814385,0.051671,-0.636817,-10.23,5.473,379.646784,120.408292,7.830262,117.157688,2.399118,7.901522,0.620138,-0.355326,-9999.0,-55.534966,1.392073,1.514004,0.804099,101.959424,51.28,13.2,7.387509125,21.588502,87.2,11.83,11.57,715.4289,2073.0,0.0,-2.451202,902.0,79.59,291.3,397.9,-0.488175,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-04-06 12:00:00,2016-04-06 12:00:00-04:00,2016-04-06
38,38,1,1,LC08_014035_20160422,-75.90382366814207,35.787937688273416,2016-04-22 15:40:35.517999872,,,,,,,,,,,,,,,,,,-75.90384536489958,35.78798430567691,,,1,1,,,,,,,0.7396441040772131,1.893218038005268,28.9151723936517,,865.5148162520246,0.7396441040772131,2.463504417755035,1.893218038005268,293.319093077833,,,,,,,,,,,,7.116822719573975,-2042.1328125,,,,,1,-75.90382366814207,35.787937688273416,,20.845521436801445,76.85060454369054,3.621445299164433,208.36432606567016,35.77780610514797,-76.02620776041823,0.8444578051567078,62575,286.94445116,25718,35.486390439861715,-76.1855294766906,0.0257340483367443,723.3991121773705,44.89342960126427,287.7374318,,2016-04-22 15:40:35.517999872+00:00,2016-04-22 16:00:00+00:00,2016-04-22,58.78228269757339,50.01783686046512,36.85922850990649,31.363512844444443,7.424062500000001,125.23650608333334,36.431093878423766,22.17093237585345,201604221200.0,201604221230.0,399.537823,403.916667,18.78992,-3.476746,-0.044111,-0.069382,4.621,50.76,178.422299,142.47558,7.905147,208.870888,4.479119,11.751227,0.96591,-0.044412,-9999.0,-444.317222,2.04831,1.695955,1.078758,100.948541,60.61,24.84,12.35219918,32.060807,85.1,15.99,16.27,568.3302,1621.0,0.0,-3.546128,698.0,70.57,395.4,454.5,-1.111043,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-04-22 12:00:00,2016-04-22 12:00:00-04:00,2016-04-22
39,39,0,0,LC08_014035_20160508,-75.90382366814207,35.787937688273416,2016-05-08 15:40:38.444999936,0.0138125,0.01857,0.0537424999999999,0.028085,0.2861175,0.13066,0.0550899999999999,300.42170402,21824.0,0.11349573,0.8212299392907438,0.4904246200163075,0.4753716059579772,300.42170402,1.111224619761478,0.9611122461976148,0.9736670412452127,-75.90384536489958,35.78798430567691,-0.8212299346923828,0.8212299346923828,1,1,-0.68373742129112,-300.42170402,300.42170402,300.40283492772807,-300.40283492772807,300.40283492772807,0.7477292424931548,1.7361674292271934,26.69073808953469,443.8971844786668,901.866591178591,0.7477292424931548,2.885935629737288,1.7361674292271934,348.7176840146006,690.7682361436011,48.4128199457266,0.0433949773204666,0.6530476512362847,44.26716648464974,10.338429650190038,0.3883587738743301,11.188561918884105,0.0433949773204666,0.6530476512362847,0.7016194778711996,0.7355083227157593,-220.5604248046875,0.8836362821973823,6.286581826445847,598.0882497132249,0.9310861785105377,0,-75.90382366814207,35.787937688273416,190.4167645551032,23.444922119641674,60.15960339992891,3.645707206567233,293.51433257996223,36.10433901115058,-76.9379198696645,0.8801353573799133,315780,299.87482082,397541,35.4420890587004,-77.4281920297705,0.2510529458522796,570.9840405517954,100.5459952121957,305.96573246,178.2874605980042,2016-05-08 15:40:38.444999936+00:00,2016-05-08 16:00:00+00:00,2016-05-08,147.9188136981673,140.15868949999998,52.72114686054469,49.95528741860465,4.261770833333333,192.7848538958333,-1.5908938561046495,-12.116877496212012,201605081200.0,201605081230.0,401.445397,401.7,15.821462,-14.890218,1.107518,0.152934,1.304,13.44,282.740142,389.316843,3.035017,277.84444,4.215313,9.919198,1.011933,-0.061549,-9999.0,-320.605153,1.748072,1.404705,1.115555,100.227118,46.22,26.39,18.48959762,33.875849,85.2,16.49,16.58,755.5048,2249.0,0.0,-14.737284,949.0,96.3,366.5,463.8,-1.206657,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-05-08 12:00:00,2016-05-08 12:00:00-04:00,2016-05-08
40,40,1,1,LC08_014035_20160524,-75.90382366814207,35.787937688273416,2016-05-24 15:40:41.329999872,0.0132899999999999,0.0164799999999999,0.0485724999999999,0.0247024999999999,0.2854575,0.1237024999999999,0.0507174999999999,298.56230114,21824.0,0.11071878,0.8407112458086151,0.4975965070635405,0.4827842648365756,298.56230114,1.1498484477906146,0.961498484477906,0.973794499877709,-75.90384536489958,35.78798430567691,-0.840711236000061,0.840711236000061,1,1,-0.7091728287878335,-298.56230114,298.56230114,298.5826176491809,-298.5826176491809,298.5826176491809,0.7535479885200563,1.5971038963098243,24.721069232598136,433.183135361441,921.8893926677728,0.7535479885200563,2.561882550956939,1.5971038963098243,344.4100710742925,717.7855498320749,43.04286374504897,0.0452409589224402,0.5204458823060133,-0.6454582080479889,753.378924869686,-0.4110023758740908,14.039238910805349,0.0452409589224402,0.5204458823060133,0.0172358282653191,0.75599604845047,-226.1382751464844,0.995133082469502,7.504388043488175,674.742686087026,1.0,1,-75.90382366814207,35.787937688273416,212.01230247085047,21.48382342194293,62.341027136987954,2.891095591263586,321.5606250056435,35.45569267173317,-76.11433427161089,0.9100825190544128,287594,299.12627444,446549,36.32663262498589,-76.34719318488821,0.2803306877613067,635.7885345775023,104.58310904829597,306.8099834,212.82444491332464,2016-05-24 15:40:41.329999872+00:00,2016-05-24 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC4,,,2016-05-24
41,41,0,0,LC08_014035_20160609,-75.90382366814207,35.787937688273416,2016-06-09 15:40:45.300000000,0.0137575,0.015985,0.0411199999999999,0.0215124999999999,0.2688475,0.1215025,0.0499749999999999,299.04082394,21824.0,0.1041465275,0.8518218762915003,0.4838189094977838,0.4694095095905664,299.04082394,1.081114877861922,0.9608111487786192,0.9735676790969444,-75.90384536489958,35.78798430567691,-0.8518218994140625,0.8518218994140625,1,1,-0.7346818618080928,-299.04082394,299.04082394,299.1264339649222,-299.1264339649222,299.1264339649222,0.7666684857276187,1.1652574273156433,18.60447976365895,435.655313400945,940.4580949847332,0.7666684857276187,2.70685016816713,1.1652574273156433,342.0264519040421,735.4801648984609,42.26758472863901,0.0419650329570716,0.1826518966574953,1.4328419637716832,36.26471059547524,0.04393351466544,40.00322041845693,0.0419650329570716,0.1826518966574953,0.1994345591577603,0.458289623260498,-137.0426025390625,1.0207968395857303,8.333273772557988,691.7797382060502,0.9979330410255672,0,-75.90382366814207,35.787937688273416,235.79333602923364,22.38643473690832,43.04846426371155,1.0237236011212014,352.42896260004164,36.322233452036016,-75.92869124547084,0.90950745344162,222303,299.03056988000003,444290,36.16342567151488,-76.69758669354863,0.2777811288833618,509.7570905908536,110.52392339151912,311.22264722,236.3316441897445,2016-06-09 15:40:45.300000+00:00,2016-06-09 16:00:00+00:00,2016-06-09,180.6104880669798,196.88340897777772,67.83896551004541,73.95122472727272,3.484833333333333,221.81633302083333,-52.50313401755048,-30.117953889525225,201606091200.0,201606091230.0,391.968624,393.216667,8.775961,-16.96256,0.019643,0.453749,2.177,-1.243,379.418476,584.236019,14.51475,290.535921,2.035202,7.158243,0.476755,-0.786526,-9999.0,-25.088817,1.239945,1.224149,0.874219,100.989991,29.78,24.0,20.9398913,31.283235,83.4,19.88,20.42,789.1739,2314.0,0.0,-16.508811,1003.0,96.1,333.3,451.2,-0.276301,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-06-09 12:00:00,2016-06-09 12:00:00-04:00,2016-06-09
42,42,0,0,LC08_014035_20160727,-75.90382366814207,35.787937688273416,2016-07-27 15:41:04.334000128,0.0110625,0.0141425,0.0397174999999999,0.0211274999999999,0.2547675,0.1202925,0.0441999999999999,304.39002524,21824.0,0.0989847224999999,0.8468439080084814,0.4579510785782819,0.4516848284883908,304.39002524,0.9961851529948256,0.9599618515299482,0.9732874110048828,-75.90384536489958,35.78798430567691,-0.8468438982963562,0.8468438982963562,1,1,-0.7302579078730665,-304.39002524,304.39002524,304.6389061789304,-304.6389061789304,304.6389061789304,0.7203394246997366,3.096494074557006,45.95814035062352,467.260102791936,857.6847072494556,0.7203394246997366,4.10060444412403,3.096494074557006,360.0295297221059,651.1415356754279,46.09375164148234,0.0379862409952245,0.2891420207719994,1796.4169330423044,9.950056441893151,14.597489735468798,25.270156383117392,0.0379862409952245,0.2891420207719994,0.4860053259022812,4.588180541992188,-1383.140869140625,-1.767424491694418,-12.329017080322954,-1191.3691490083588,-1.969049685737744,0,-75.90382366814207,35.787937688273416,175.8595746433312,29.405911085978136,75.51311317028237,1.6396380247469549,269.59249694855407,35.64672204136808,-76.83701177855977,0.9849799275398254,247818,301.45736408,183910,35.93215480345792,-75.93807483753774,0.0947739109396934,730.3107433459879,86.4748874093761,303.05699744000003,-349.650924397959,2016-07-27 15:41:04.334000128+00:00,2016-07-27 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC4,,,2016-07-27
43,43,0,0,LC08_014035_20160812,-75.90382366814207,35.787937688273416,2016-08-12 15:41:06.369999872,,,,,,,,,,,,,,,,,,-75.90384536489958,35.78798430567691,,,1,1,,,,,,,0.714451808393653,3.267679583447397,48.38277863318885,,832.2453327837501,0.714451808393653,4.046730040703934,3.267679583447397,371.9881278042441,,,,,,,,,,,,0.361105352640152,-109.68975830078124,,,,,0,-75.90382366814207,35.787937688273416,,29.17655787296208,80.74864274561244,1.914167357918584,257.43207764875405,35.89209525311939,-76.36438780666496,0.9307692050933838,305142,303.76110956,56947,36.989149464746845,-76.4417135514243,0.035634059458971,485.5848970832532,110.45702827213098,316.91706854,,2016-08-12 15:41:06.369999872+00:00,2016-08-12 16:00:00+00:00,2016-08-12,122.45851826509616,135.11288846511627,32.65695923815759,36.03159791304348,5.873874999999999,176.77634708333335,-0.2420142948263972,15.786994580079616,201608121200.0,201608121230.0,381.814072,379.566667,32.503628,-10.521086,1.569343,0.219203,4.64,4.953,184.016141,430.649163,10.182766,145.034262,2.137581,6.990803,0.771088,-0.089724,-9999.0,-219.930003,1.348048,0.934801,0.697331,101.069732,77.53,30.02,9.542844945,31.985503,81.8,23.08,24.4,584.814,1673.0,0.0,-10.301883,687.2,61.24,442.2,483.4,-0.701592,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-08-12 12:00:00,2016-08-12 12:00:00-04:00,2016-08-12
44,44,1,1,LC08_014035_20160828,-75.90382366814207,35.787937688273416,2016-08-28 15:41:13.874000128,,,,,,,,,,,,,,,,,,-75.90384536489958,35.78798430567691,,,1,1,,,,,,,0.7123626102568282,3.113682938807271,46.20160008366491,,803.4157007613522,0.7123626102568282,3.631102071126953,3.113682938807271,340.8679669164314,,,,,,,,,,,,0.467364102602005,-138.8727569580078,,,,,1,-75.90382366814207,35.787937688273416,,27.31189974510481,85.75035561699053,2.976126707699388,208.89391992237904,35.59836309886969,-76.52297483054689,0.915805459022522,67112,297.14040482,30101,36.92396232345298,-76.1454394338766,0.0609096102416515,544.1737513632054,85.2139436795354,305.02577696000003,,2016-08-28 15:41:13.874000128+00:00,2016-08-28 16:00:00+00:00,2016-08-28,78.96893805735554,78.32855164102564,3.768943625019885,3.738379958333333,4.915770833333333,86.85641502083332,-0.1262874118589754,-0.7972374948754299,201608281200.0,201608281230.0,380.520491,379.833333,29.422857,-9.682312,-0.082744,0.412724,3.466,9.42,67.440673,213.43256,-0.653714,34.964885,3.435929,8.694474,0.654023,-0.05381,-9999.0,-366.716972,1.3822,1.346251,0.837811,101.363647,74.73,28.98,10.10742652,30.651149,82.4,22.75,23.94,379.14,1095.0,0.0,-9.269588,442.8,40.63,452.5,475.5,-0.503893,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,NC,WET,16.6,1311.0,35.7879,-75.9038,1.0,US-NC4,2016-08-28 12:00:00,2016-08-28 12:00:00-04:00,2016-08-28
