,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw.1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,Date,LE_closed,gridMET_ETo,Lat,Long,Elev_volk,Energy_balance,Land_cover_deets,Land_cover_volk,State,Name,Veg,LE_Daily_model,Landcover_wc,Elev_SRTM,Slope_SRTM,Canopy_height,clay_percent,silt_percent,sand_percent,Ksat,doy,R_LST,GR_LST,B_LST,NIR_LST,NDVI_LST,NDWI_LST,SWIR1_LST,SWIR2_LST
0,0,0,0,LC08_030036_20130601,-102.0978888693116,35.1880427415384,2013-06-01 17:22:24.230000128,0.0803349999999999,0.0973299999999999,0.1447399999999999,0.2004825,0.294285,0.400325,0.3613025,310.18356914000003,21824.0,0.21952506,0.1895890494019918,0.1326989511686533,0.1414438549711364,310.18356914000003,0.0800361553691077,0.9508003615536912,0.970264119312718,-102.09782417944255,35.188011172303554,-0.1895890533924102,0.1895890533924102,1,1,-0.3406298046808269,-310.18356914000003,310.18356914000003,318.7547389078268,-318.7547389078268,318.7547389078268,0.7978462729294918,0.6839658114222903,10.537771230323427,499.05401356375273,985.1466537706548,0.7978462729294918,2.7563699707413862,0.6839658114222903,380.0103526092117,631.1422425840839,155.93569772084496,0.0066437046951728,0.6609806620551167,307.3938166731275,9.239437454547508,2.573150329261054,11.054278137458924,0.0066437046951728,0.6609806620551167,0.7617157034611197,0.2422476708889007,-74.64443969726562,0.2524209053392507,2.508522712433554,167.81272819011144,0.3531363993280159,0,-102.0978888693116,35.1880427415384,196.77226702036725,22.68509657608184,24.814006054431168,4.51089714484375,359.0711580070512,34.35725856716886,-102.30817782394055,0.699927568435669,452441,308.13275714,817538,33.981780245091635,-101.6326091121804,0.1932805627584457,554.656000693295,161.1747303348189,318.31503872,2013-06-01,,,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,71.14170412461559,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,152,62.18637740011006,44.89596979732357,30.190166784396173,91.28237164436491,58.80740801336961,-105.65776857135997,124.17423731597052,112.07009898920488
1,1,1,2,LC08_031035_20130608,-102.0978888693116,35.1880427415384,2013-06-08 17:28:09.454999808,0.0440349999999999,0.0589675,0.0997775,0.1362149999999999,0.2227025,0.261945,0.1932225,301.443692,21824.0,0.1502775025,0.2409676318374001,0.1353281869895611,0.1510404084210649,301.443692,0.0994307011455055,0.950994307011455,0.97032812131378,-102.09792818939908,35.18799741296349,-0.2409676313400268,0.2409676313400268,1,1,-0.3811864301662118,-301.443692,301.443692,310.10130835955727,-310.10130835955727,310.10130835955727,0.7716066378436284,1.4846401909778373,20.415322318179868,445.231391434109,949.3924058194364,0.7716066378436284,3.496477924393756,1.4846401909778373,350.4306738763352,694.7462706048985,125.68451702530729,0.0070118556051204,0.8551586611410579,154.96165736658605,7.831700642733673,1.0675942832878675,8.544220404772084,0.0070118556051204,0.8551586611410579,0.9225929238504116,0.1175134479999542,-35.37348175048828,0.6176097067213847,5.028961657770052,414.1000962130052,0.7276892070292464,2,-102.0978888693116,35.1880427415384,193.06892015233504,26.66797805769341,42.46102000587505,5.805553096349151,306.4723532686535,36.085844388111646,-101.90005059956044,0.4575831294059753,380182,301.0164395,725658,36.20860866983951,-103.38197064565269,0.1344563066959381,456.6234840346501,157.32290752953887,322.74821066,2013-06-08,,,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,142.62135261435867,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,159,41.061152505779965,30.07729797853,17.77538090801,67.13226381763,72.63817259356263,-114.90624484960306,78.96166790094,58.24570377747
2,2,2,4,LC08_031036_20130608,-102.0978888693116,35.1880427415384,2013-06-08 17:28:33.345999872,0.04277,0.0580049999999999,0.09931,0.13594,0.2227575,0.2618075,0.1933599999999999,301.44711002,21824.0,0.1498923925,0.2420354198175342,0.1353680708013172,0.1516555597285423,301.44711002,0.1006856681766519,0.9510068566817664,0.970332262704983,-102.09792818939908,35.18799741296349,-0.2420354187488556,0.2420354187488556,1,1,-0.3832969796704106,-301.44711002,301.44711002,310.04189981546364,-310.04189981546364,310.04189981546364,0.7719564468965758,1.4843885681822968,20.412218163630552,445.2574611005462,953.0267192223816,0.7719564468965758,3.498720462418325,1.4843885681822968,351.41104976040793,699.1121208970523,126.1902676767204,0.0070361385949537,0.8552712371347458,315.52093665284303,7.532875163905435,2.0817318860889884,8.54309576259941,0.0070361385949537,0.8552712371347458,0.9504261128202544,0.2364720553159713,-71.23451232910156,0.3838783633146747,3.1059622187570097,257.4009165674888,0.4492775325651589,4,-102.0978888693116,35.1880427415384,193.1464278421184,26.678879906188392,42.42661236091675,5.804360604186978,306.4723532686535,34.61649842363002,-102.61585369107274,0.3795889019966125,442991,301.2386108,738621,35.42541263594628,-103.67304913090422,0.153952270746231,522.8498940558034,150.84495535182285,316.03180136000003,2013-06-08,,,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,88.0850885239488,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,159,40.9787201361188,29.9367124960862,17.48543961671007,67.14960461028015,72.96087782647312,-115.54376680103998,78.92111425656117,58.28781319346717
3,3,3,1,LC08_030036_20130617,-102.0978888693116,35.1880427415384,2013-06-17 17:22:18.100000000,0.0265449999999999,0.0417249999999999,0.0797025,0.1025825,0.2191825,0.218935,0.1363525,307.60296404,21824.0,0.1290736,0.3623762683946357,0.1915570333959808,0.2128345694937116,307.60296404,0.2332519688561229,0.9523325196885613,0.9707697314972252,-102.09782417944255,35.188011172303554,-0.3623762726783752,0.3623762726783752,1,1,-0.4666677819228131,-307.60296404,307.60296404,316.1970318790909,-316.1970318790909,316.1970318790909,0.7637587230888463,1.815880626137105,24.50168302134819,483.4301555059327,940.9301040140984,0.7637587230888463,3.826136744613805,1.815880626137105,369.71929856362,688.1464238132714,138.4796218292848,0.0099233003202168,0.512063733339177,183.8157585264253,11.613482509874832,1.9187778325945928,14.269052084966283,0.0099233003202168,0.512063733339177,0.6015438347359492,0.1685120612382888,-51.36423873901367,0.5489215816379132,4.921006427311897,365.8510434575613,0.6655869376448528,1,-102.0978888693116,35.1880427415384,205.32030104768103,28.208835000626944,47.45989877892858,3.358644136294452,313.88856532947506,34.33762587386117,-101.49403426126536,0.7599634528160095,260672,304.8104417,479542,35.536075720625526,-101.83032214112951,0.1906173527240753,435.05912653333405,146.993504999919,322.47135104,2013-06-17,,,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,139.5597422785654,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,168,31.5546810586333,24.5167252413981,12.83473367456897,67.4211866656973,111.46801425594452,-143.54839294142965,67.3450549320974,41.9424331542641
4,4,4,3,LC08_031035_20130624,-102.0978888693116,35.1880427415384,2013-06-24 17:28:03.960000000,0.0504974999999999,0.0658699999999999,0.1103374999999999,0.1282674999999999,0.340375,0.3008025,0.2252325,308.28656804,21824.0,0.1905979475,0.4525997962199332,0.328145740444505,0.3284609647005991,308.28656804,0.5381895820506245,0.9553818958205064,0.971776025620767,-102.09792818939908,35.18799741296349,-0.4525997936725616,0.4525997936725616,1,1,-0.5103863327509223,-308.28656804,308.28656804,317.0448142112887,-317.0448142112887,317.0448142112887,0.7710667843618191,1.497871162135376,20.57854671612188,489.30367585318425,944.4499839380156,0.7710667843618191,4.418069888783268,1.497871162135376,314.1191527446763,575.2398312925776,126.15319552662702,0.0190050721841354,1.001987813150199,270.88887002353704,6.6059922284918455,1.61617217755132,7.292168613176263,0.0190050721841354,1.001987813150199,1.0931138258920337,0.0668760538101196,-19.58653259277344,0.2675905138793992,2.5741662816986017,178.19776574241354,0.3968004201204608,3,-102.0978888693116,35.1880427415384,180.00508478898928,30.70651041190392,33.903292610608474,6.14117990606777,311.63108893208255,36.19909144259314,-101.5910676105408,0.6101850271224976,166431,292.87813388,262214,35.72331380277085,-102.36577411046363,0.1735757142305374,424.8025053715706,142.3040332492327,325.29121754,2013-06-24,184.20168049078703,10.400001,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,73.00335574897234,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,175,39.54314736607067,34.01556920111347,20.30683623679477,104.933040596615,139.53043787224658,-157.34525089830328,92.7333703828521,69.4361544360693
5,5,5,5,LC08_031036_20130624,-102.0978888693116,35.1880427415384,2013-06-24 17:28:27.851000064,0.0501674999999999,0.0655399999999999,0.109595,0.1273325,0.3400725,0.3004725,0.2211624999999999,308.29340408,21824.0,0.1899510375,0.4551513141707941,0.3298258778586899,0.3298618468996956,308.29340408,0.5424558466529182,0.9554245584665292,0.9717901042939546,-102.09792818939908,35.18799741296349,-0.4551513195037842,0.4551513195037842,1,1,-0.512550940417086,-308.29340408,308.29340408,316.9943380342655,-316.9943380342655,316.9943380342655,0.7713842272728576,1.4975314415656351,20.57435573990371,489.368928998361,947.6992498486608,0.7713842272728576,4.420625209868908,1.4975314415656351,291.33406174877234,556.6615824161564,121.70765370675224,0.0191552888673514,1.002571086866454,238.01056140592348,6.646234480919465,1.4294768381343257,7.287926190526852,0.0191552888673514,1.002571086866454,1.0878489371526925,0.0483454912900924,-13.895770072937012,0.2957251288689685,2.940219997143698,196.9433673034807,0.4527913286996884,5,-102.0978888693116,35.1880427415384,180.1870659304947,30.716644959539924,33.87601007709142,6.139531218842843,311.63108893208255,34.36247830307649,-102.4133681908333,0.6843163371086121,141040,287.42639198,210153,35.2794184241728,-102.59162677849832,0.1857525110244751,382.2148989917811,130.75025655519892,324.28290164,2013-06-24,184.20168049078703,10.400001,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,83.38463911899528,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,175,39.2557698750166,33.7874156201476,20.20554970340317,104.8421086589958,140.32014801719964,-158.0160741855887,92.6336898574278,68.18293997984297
6,6,6,1,LC08_031035_20130710,-102.0978888693116,35.1880427415384,2013-07-10 17:28:07.453000192,0.0191474999999999,0.0262425,0.0534124999999999,0.0436775,0.3544275,0.152385,0.072305,316.0386374,21824.0,0.1400955175,0.7805729644189349,0.5472207963273253,0.5190094699394838,316.0386374,1.3610047930699831,0.9636100479306998,0.9744913158171308,-102.09792818939908,35.18799741296349,-0.7805729508399963,0.7805729508399963,1,1,-0.7380713024715576,-316.0386374,316.0386374,324.9336247427308,-324.9336247427308,324.9336247427308,0.7674251305411618,1.6011152628507928,21.85222163988104,545.0609909738853,930.8386880851124,0.7674251305411618,4.725619639358706,1.6011152628507928,365.44484355980615,607.5176926136141,96.80211692071728,0.0554559216134896,0.3274625421793815,142.73905199528744,15.56412310369832,2.070647944786934,22.312976724637007,0.0554559216134896,0.3274625421793815,0.4295485274487733,0.0991433188319206,-30.14434814453125,0.5568982398544545,5.269003490332879,367.9765236976094,0.7205116530827734,1,-102.0978888693116,35.1880427415384,201.33556712836523,31.89119812387053,33.881594056268,1.7749474577149382,321.9415302599124,36.10814340311416,-102.99744601608828,0.8720199465751648,375269,304.04822324,688691,36.1438513047174,-103.27627262011708,0.1840624064207077,347.5296038076143,145.78512121712907,332.6673047,2013-07-10,249.78421355368053,8.3,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,149.42893898584043,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,191,13.8037775850385,16.880413720127468,8.293643941969501,112.01278415708852,246.6912160662389,-233.25904873715436,48.15954776019901,22.851173677207
7,7,7,3,LC08_031036_20130710,-102.0978888693116,35.1880427415384,2013-07-10 17:28:31.335000064,0.0168375,0.0235475,0.0511575,0.0409275,0.354455,0.15178,0.0722775,316.0044572,21824.0,0.13860906,0.7929726277718412,0.5506612184967302,0.5252406094602028,316.0044572,1.40179820485429,0.9640179820485428,0.9746259340760192,-102.09792818939908,35.18799741296349,-0.7929726243019104,0.7929726243019104,1,1,-0.7477518567598385,-316.0044572,316.0044572,324.83255411155534,-324.83255411155534,324.83255411155534,0.7677929107777921,1.6007643289175573,21.847892329561503,545.0558775498034,934.5371013117592,0.7677929107777921,4.7274373824829965,1.6007643289175573,381.19490857145104,627.4246611422369,95.8474859524825,0.0574323368324482,0.3291430256721125,161.2928862971898,15.2454714283957,2.2887512843986,22.19905485440179,0.0574323368324482,0.3291430256721125,0.4358800461477566,0.1304320096969604,-40.079811096191406,0.5603346167674131,5.10359240811563,370.2842888925646,0.696576727095903,3,-102.0978888693116,35.1880427415384,201.73609619768283,31.89799849852753,33.86114292806955,1.7764283333033215,321.9415302599124,34.50826226726627,-102.71205724594012,0.6808093786239624,444086,307.28508818,692696,34.50194359604193,-103.92214935401944,0.1759675294160843,390.8804338245466,155.50701560934357,333.52864574,2013-07-10,249.78421355368053,8.3,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,144.73788069415926,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,191,12.933272422053,16.165998019209,7.441114955917,112.009359876826,250.5828848134983,-236.2929196156849,47.963156513816,22.840012155273
8,8,8,0,LC08_030036_20130719,-102.0978888693116,35.1880427415384,2013-07-19 17:22:18.783000064,,,,,,,,,,,,,,,,,,-102.09782417944255,35.188011172303554,,,1,1,,,,,,,0.7611894287568882,1.841169218806532,24.81365674301381,,920.0796870840348,0.7611894287568882,3.4066084649743904,1.841169218806532,361.5261916135974,,,,,,,,,,,,0.1486281007528305,-45.03770446777344,,,,,0,-102.0978888693116,35.1880427415384,,26.225992598246737,54.04698654796459,4.359814208190266,308.4889479738448,34.43020530243183,-102.08294818426326,0.899303138256073,389399,303.02281724,567197,35.59527858501016,-101.8423378101437,0.222149983048439,473.3884900809449,144.80656802135556,321.36733058,2013-07-19,204.96733902523147,7.0,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,200,,,,,,,,
9,9,9,2,LC08_031035_20130726,-102.0978888693116,35.1880427415384,2013-07-26 17:28:06.892000000,0.0147199999999999,0.0196425,0.0441175,0.0294599999999999,0.4308774999999999,0.1466925,0.0610025,305.32998074,21824.0,0.1552655625,0.8720069514215114,0.68720870015536,0.626994416025616,305.32998074,2.458130966947261,0.9745813096694724,0.978111832190926,-102.09792818939908,35.18799741296349,-0.8720069527626038,0.8720069527626038,1,1,-0.8142401498963148,-305.32998074,305.32998074,314.2796660180033,-314.2796660180033,314.2796660180033,0.7617403803221315,1.761330449092111,23.828722609010978,480.2627888872065,910.4930286873904,0.7617403803221315,3.3203695196930223,1.761330449092111,314.1800718531828,595.0560534474316,52.490180300680464,0.1017444113030927,0.8062969624343114,371.4660125121223,7.542934631757619,2.492703333441689,9.062001250481298,0.1017444113030927,0.8062969624343114,0.9455100907167272,0.1149312555789947,-33.62785339355469,0.2562341728744705,2.1805288698964125,171.0998606346289,0.3153531563684442,2,-102.0978888693116,35.1880427415384,192.38270357428053,25.792203553520352,53.04621785755192,4.046553075630042,319.52737369692966,36.18309518883154,-102.53623192464636,0.8155925869941711,288453,292.5910202,469754,36.14380327192349,-103.2729394574352,0.1903443485498428,416.0917536429462,132.51540033593182,316.71198734,2013-07-26,196.98144669469903,7.6,35.1881349999999,-102.097929,1174.0,,"Corn and sorghum, mid elevation sprinkler application",Annual crops,TX,LYS_NW,CRO,61.839798750262254,40,1179,2.1735581715990997,0,30.668132781982425,48.3212890625,14.414706230163574,-0.0968379229307174,207,8.995021232600369,13.47039542529695,5.99744414668545,131.55981877629932,266.2498656826762,-248.6119292855765,44.78961819970245,18.62589215009185
