,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,FH2O,SH,SLE,SC,WS,WS_MAX,WD,WD_SIGMA,USTAR,MO_LENGTH,ZL,T_SONIC,PA,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TAU_SSITC_TEST,H_SSITC_TEST,LE_SSITC_TEST,FC_SSITC_TEST,TA_1_1_1,RH_1_1_1,Rn_inst_af,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,SWC_1_1_1,SWC_2_1_1,TS_1_1_1,TS_2_1_1,G_inst_af,G_2_1_1,T_CANOPY_1_1_1,P_RAIN_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
10,10,1,1,LC08_016032_20190920,-78.00561193839651,40.753644915829305,2019-09-20 15:52:32.305000192,0.0630925,0.0789325,0.127415,0.1674275,0.3012425,0.35759,0.2775375,300.22004084,21824.0,0.200561995,0.2855207288710606,0.1952006161696392,0.2072145312645173,300.22004084,0.2203847758527694,0.9522038477585276,0.970727269760314,-78.0055761347669,40.75358660061096,-0.2855207324028015,0.2855207324028015,1,1,-0.4055160588581794,-300.22004084,300.22004084,302.5687442759747,-302.5687442759747,302.5687442759747,0.7438212209342667,1.217784889908141,18.602891771123883,438.6031129965812,743.2357476455791,0.7438212209342667,2.486631821811435,1.217784889908141,320.12518880442803,460.3922268898855,71.10337064901903,0.0096147746813454,0.079628044933088,265.6197507489835,18.86737781280189,4.225072893508212,91.75993317403233,0.0096147746813454,0.079628044933088,0.1534949478653399,0.4613834917545318,-135.37515258789062,0.1830972759859183,1.2680017529943035,123.66910549188292,0.3176795418345204,1,-78.00561193839651,40.753644915829305,112.33076094765092,20.99755438067559,48.97326895064916,0.5239475560062894,238.62367597282253,40.637611332624,-78.19863913916679,0.8818055987358093,568903,293.411345,777794,39.85044695317136,-77.83675603664557,0.4793148934841156,466.34861410531306,71.94341689032433,305.58633224,35.960529714918444,2019-09-20 15:52:32.305000192+00:00,2019-09-20 16:00:00+00:00,2019-09-20,45.76435544039908,28.7657625,59.83765435835922,37.6117119375,-0.1591231250000002,115.00865416666666,48.79030285416666,9.565767492908355,201909201200.0,201909201230.0,0.0201,138.568,91.6174,-0.14257,2.08119,3.31713,2.30775,-0.188634,1.50351,5.11335,194.88,36.1345,0.132551,-1.45201,-1.82506,22.6478,98.453,395.702,390.533,18.0865,17.7652,0.851079,1.02336,0.330682,0.714451,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0.0,0.0,0.0,24.1372,58.3225,534.251,846.553,173.091,332.541,471.752,1433.9,28.9053,28.0542,18.9943,19.8766,52.3865,40.194,30.71,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2019-09-20 12:00:00,2019-09-20 12:00:00-04:00,2019-09-20
11,11,0,0,LC08_016032_20191123,-78.00561193839651,40.753644915829305,2019-11-23 15:52:33.043000064,0.0589124999999999,0.0728825,0.114435,0.154475,0.265245,0.359515,0.280865,281.01760448,21824.0,0.1853676125,0.2639140379300485,0.168294741416049,0.1806582438133344,281.01760448,0.1615421087499332,0.9516154210874992,0.9705330889588748,-78.0055761347669,40.75358660061096,-0.2639140486717224,0.2639140486717224,1,1,-0.3972029077117572,-281.01760448,281.01760448,283.1568957569696,-283.1568957569696,283.1568957569696,0.7142791507447904,0.4426016464798236,8.097945228347125,336.49501866372646,461.2076038908488,0.7142791507447904,0.7421383334052877,0.4426016464798236,240.7866289667212,268.3559021434358,13.82216010601959,0.0082817525714069,0.1750219281665795,243.03057844823223,18.948479372944696,3.617513129493048,41.74713510689236,0.0082817525714069,0.1750219281665795,0.2629187593706332,0.3381481170654297,-92.13146209716795,0.0167158425075281,0.028861452478726,11.50316358918397,0.0451930793029908,0,-78.00561193839651,40.753644915829305,18.311504731556205,2.7067267333669154,59.63869895373203,1.1689199761685352,105.52091567805972,40.937946957645984,-77.31090064957502,0.7121747732162476,242414,272.4588824,365308,40.89653251089656,-77.73393566665345,0.2203511446714401,269.6239898193584,16.703758998688677,283.25298956,0.8185107922966693,2019-11-23 15:52:33.043000064+00:00,2019-11-23 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2019-11-23
12,12,0,0,LC08_016032_20191225,-78.00561193839651,40.753644915829305,2019-12-25 15:52:29.230000128,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.6880919826376193,0.5438916218458963,9.47058296988799,,389.9463739732424,0.6880919826376193,0.8072371113871768,0.5438916218458963,236.2120873288203,,,,,,,,,,,,0.8600673675537109,-232.6602783203125,,,,,0,-78.00561193839651,40.753644915829305,,3.894415108943025,67.37693475356443,0.9496105012390786,88.08441238098831,41.03204195768581,-78.53308243458466,0.6851150393486023,16473,270.51402902,26221,40.35564496477468,-77.41452712254447,0.2924115061759949,262.66824594861936,2.5922520806659284,274.90276670000003,,2019-12-25 15:52:29.230000128+00:00,2019-12-25 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2019-12-25
13,13,0,0,LC08_016032_20200227,-78.00561193839651,40.753644915829305,2020-02-27 15:52:12.545000192,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7637219876424881,0.2397465482320097,5.3489410656686935,,637.323671057144,0.7637219876424881,0.5000215578424438,0.2397465482320097,235.7439229258294,,,,,,,,,,,,0.3720300197601318,-101.33236694335938,,,,,0,-78.00561193839651,40.753644915829305,,-2.71824643019422,47.94724236820878,5.154692236240127,140.35390544018227,39.897511975768886,-77.46888828357659,0.650825023651123,58506,272.37684992,92230,40.2089590223958,-77.42482009439668,0.2925071120262146,422.3837063257088,19.30574466952668,279.85547768000004,,2020-02-27 15:52:12.545000192+00:00,2020-02-27 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2020-02-27
14,14,0,0,LC08_016032_20200314,-78.00561193839651,40.753644915829305,2020-03-14 15:52:05.831000064,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7678359003012383,0.4158187254699511,7.734994718447279,,721.8596988175813,0.7678359003012383,0.8927300769188306,0.4158187254699511,249.55547484131267,,,,,,,,,,,,0.4718548357486725,-130.42384338378906,,,,,0,-78.00561193839651,40.753644915829305,,5.331927166410068,46.5783259935756,1.6170476900844923,174.30841969340307,41.0860718225143,-78.19102759490056,0.7042085528373718,75692,276.4066955,130535,40.18052280407562,-77.14017622143415,0.3004092574119568,464.810340370237,35.17465355832728,286.97863136,,2020-03-14 15:52:05.831000064+00:00,2020-03-14 16:00:00+00:00,2020-03-14,26.729776338028756,19.986556666666665,21.67991214596624,16.210640416666667,-7.050061500000001,46.04014708333333,16.893011499999997,4.680520099338335,202003141200.0,202003141230.0,-0.207904,84.0265,44.1191,-1.33351,0.98882,1.27831,-0.476925,-0.0504,2.12346,6.76073,310.153,42.7486,0.41396,-72.9574,-0.0363,6.62755,98.8403,428.146,427.048,4.67208,4.65035,1.21323,1.57236,0.449565,0.399499,26.0601,47.6462,57.0204,71.3828,0.0,0.0,0.0,0.0,10.1725,37.1224,284.303,440.137,82.8483,294.673,367.659,750.573,32.0571,31.0703,6.20461,6.61553,20.129,19.815,11.68,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-03-14 12:00:00,2020-03-14 12:00:00-04:00,2020-03-14
15,15,1,1,LC08_016032_20200330,-78.00561193839651,40.753644915829305,2020-03-30 15:51:56.645999872,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.768341896129278,0.6461874900285514,10.856852133877084,,795.15560146569,0.768341896129278,1.350584581619949,0.6461874900285514,294.18050646589063,,,,,,,,,,,,0.4237197339534759,-122.04313659667967,,,,,1,-78.00561193839651,40.753644915829305,,11.428599970494083,47.84502198695962,3.919625560964008,121.48963042429376,39.67079407131871,-79.14550019777384,0.8282209634780884,144879,288.0279635,250713,39.48637792175492,-77.70261276483137,0.3567245304584503,538.9076279536985,66.21931022141537,297.99832784,,2020-03-30 15:51:56.645999872+00:00,2020-03-30 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2020-03-30
16,16,0,0,LC08_016032_20200415,-78.00561193839651,40.753644915829305,2020-04-15 15:51:49.789999872,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7943642847189772,0.3238795992446202,6.489075622060083,,882.1096989824492,0.7943642847189772,0.8295953311718212,0.3238795992446202,277.7656170144396,,,,,,,,,,,,0.7961994409561157,-226.747802734375,,,,,0,-78.00561193839651,40.753644915829305,,4.282863476899317,39.04067285276706,2.866666107528147,264.2817610114054,39.88888165471214,-78.45187403501959,0.8954985737800598,342467,284.78768054,481491,39.84958446987054,-77.87178121462436,0.3284404277801513,622.6898344324109,58.57805836998617,291.12810764,,2020-04-15 15:51:49.789999872+00:00,2020-04-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2020-04-15
17,17,0,0,LC08_016032_20200618,-78.00561193839651,40.753644915829305,2020-06-18 15:51:54.621999872,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7506312021533732,1.881008968939196,27.590616357752985,,907.0807013137236,0.7506312021533732,2.3451773836915724,1.881008968939196,320.04419024586605,,,,,,,,,,,,0.2736990749835968,-80.35786437988281,,,,,0,-78.00561193839651,40.753644915829305,,20.047581461197108,80.20753491909754,2.129015355150223,246.87291525803005,40.8301962218883,-78.14207700413779,0.9397372603416444,70178,293.5993361,110933,40.48832725761244,-78.0333376259065,0.2136560082435608,501.0551224371421,111.40168881275837,312.9965996,,2020-06-18 15:51:54.621999872+00:00,2020-06-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2020-06-18
18,18,0,0,LC08_016032_20200704,-78.00561193839651,40.753644915829305,2020-07-04 15:52:02.296999936,0.04585,0.0549799999999999,0.0964499999999999,0.11086,0.3427675,0.32965,0.220695,312.61036334,21824.0,0.1872194075,0.5112289268177084,0.3633598179969322,0.3647768651805868,312.61036334,0.6545176060168804,0.9565451760601688,0.9721599080998556,-78.0055761347669,40.75358660061096,-0.5112289190292358,0.5112289190292358,1,1,-0.5608098493343276,-312.61036334,312.61036334,315.42705818905847,-315.42705818905847,315.42705818905847,0.7507880087847172,1.83889339609496,27.01988441134188,517.9669262225221,899.6444360085977,0.7507880087847172,3.893329612416261,1.83889339609496,355.4424650223907,553.2433867999773,113.16565910280757,0.0233081074971216,0.2154886650857693,253.453235785874,17.40972036510264,3.9210267356547055,33.907417259885975,0.0233081074971216,0.2154886650857693,0.3202021767174937,0.2796545624732971,-84.28958892822266,0.2797987194988966,2.3958603990406653,186.6244919112958,0.4240716586314441,0,-78.00561193839651,40.753644915829305,157.01239361426147,28.50863722644795,47.23189606732819,1.2916240115523947,281.26552465525265,41.10672245267637,-77.73513993108904,0.9185569882392884,270491,301.40609378,466834,40.11343733798425,-77.5562306394886,0.5300881266593933,505.2508616955839,117.22057918075524,321.36733058,67.94660091679327,2020-07-04 15:52:02.296999936+00:00,2020-07-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UC1,,,2020-07-04
19,19,1,1,LC08_016032_20200720,-78.00561193839651,40.753644915829305,2020-07-20 15:52:07.976000000,0.0412299999999999,0.0476649999999999,0.0774199999999999,0.089245,0.3153499999999999,0.25254,0.170535,313.99807946,21824.0,0.1610266749999999,0.5588427934106945,0.3785242067657402,0.3749274537223839,313.99807946,0.6893622186232746,0.9568936221862328,0.9722748953214568,-78.0055761347669,40.75358660061096,-0.5588427782058716,0.5588427782058716,1,1,-0.605774371769738,-313.99807946,313.99807946,316.84908133689595,-316.84908133689595,316.84908133689595,0.750638583017041,1.7650257302323162,26.018861894788312,527.4176822520467,885.4226426532277,0.750638583017041,3.878215800040848,1.7650257302323162,358.5057359248203,558.4801485086609,110.17622483839584,0.0246764061099576,0.395850828890675,162.43479506051224,13.852356055541522,2.0270461974908542,18.4581250020748,0.0246764061099576,0.395850828890675,0.4922450428405446,0.1369588822126388,-41.36824798583984,0.4291923858192834,4.0549269736872615,285.8691286097529,0.6376681387692121,1,-78.00561193839651,40.753644915829305,176.47871255434856,28.441596959611324,45.51128202339142,2.3577580022507223,294.09164199787745,40.9461304001137,-76.77268208742164,0.9265045523643494,479738,302.04868154,690363,39.5219466787106,-77.33338861248608,0.279051274061203,387.9612071313614,120.87387095242087,330.92753252,114.99772897377072,2020-07-20 15:52:07.976000+00:00,2020-07-20 16:00:00+00:00,2020-07-20,113.4615781554504,77.500061125,80.83707301083422,55.21585545833333,19.395988,209.070670625,56.9587660416667,-4.623968541284597,202007201200.0,202007201230.0,-0.268396,176.012,217.663,-15.343,4.97025,1.63436,-11.3483,-0.0975,3.77018,10.9989,273.041,23.0322,0.490231,-57.4618,-0.0461,30.6735,97.6021,401.706,395.413,16.2089,15.9504,1.51506,1.43494,0.598413,0.785178,23.7337,43.3927,51.93,65.0102,0.0,0.0,0.0,0.0,29.4826,37.915,698.618,1008.04,129.076,381.102,561.449,1758.06,16.3707,13.0577,30.7751,32.1783,66.6743,53.4597,40.71,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-07-20 12:00:00,2020-07-20 12:00:00-04:00,2020-07-20
20,20,0,0,LC08_016032_20200805,-78.00561193839651,40.753644915829305,2020-08-05 15:52:11.672000000,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7575597167911636,1.381587318974891,20.822671127180502,,872.3257871313069,0.7575597167911636,2.784597639571444,1.381587318974891,322.719161555116,,,,,,,,,,,,0.2971935272216797,-87.50164794921875,,,,,0,-78.00561193839651,40.753644915829305,,22.853251965528365,49.61533039249148,1.8284328698551169,279.0072270108974,40.4394613975342,-79.01456754449552,0.9318994283676147,322502,294.42649694,418785,39.69328385292999,-77.32060849552575,0.4592297673225403,504.65766442285286,99.66760723576166,312.6547976,,2020-08-05 15:52:11.672000+00:00,2020-08-05 16:00:00+00:00,2020-08-05,108.1429752559811,76.98360933333333,61.47766738652731,43.76403291666667,4.7752056666666665,157.1543920833333,31.631544166666664,-17.241456225841738,202008051200.0,202008051230.0,-0.291714,187.3,245.891,-30.6386,5.58997,1.96602,-1.77421,0.13591,3.19696,7.83862,271.133,24.3374,0.505906,-59.4715,-0.0446,25.7337,97.986,387.31,382.736,12.7886,12.6271,1.40695,1.23895,0.547106,0.785871,26.1483,47.8074,57.2133,71.6242,0.0,0.0,0.0,0.0,24.925,39.3592,629.553,918.329,134.166,357.285,511.895,1589.76,16.7544,14.0127,26.7347,27.7449,47.7466,38.1728,32.83,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-08-05 12:00:00,2020-08-05 12:00:00-04:00,2020-08-05
21,21,1,1,LC08_016032_20200821,-78.00561193839651,40.753644915829305,2020-08-21 15:52:18.144999936,,,,,,,,,,,,,,,,,,-78.0055761347669,40.75358660061096,,,1,1,,,,,,,0.7560130136442018,1.2765982828358442,19.399905321071675,,840.3312356473407,0.7560130136442018,3.774435800725807,1.2765982828358442,337.4466410976332,,,,,,,,,,,,0.4225682616233825,-125.7903060913086,,,,,1,-78.00561193839651,40.753644915829305,,27.975019061629176,33.82222801591592,1.175028286781835,254.488372056262,41.003679425796186,-77.03497415744177,0.900252640247345,154948,297.68045198,282724,40.88784141457594,-78.60050976172847,0.4974536001682281,537.3945601421085,100.63928227570212,310.66892798000003,,2020-08-21 15:52:18.144999936+00:00,2020-08-21 16:00:00+00:00,2020-08-21,55.07377004406214,39.70869989583333,76.29869865285785,55.012070625,10.20808625,132.65329166666666,27.724434895833333,-8.927263280253314,202008211200.0,202008211230.0,0.0988,155.339,64.9752,-3.84246,1.48226,-0.43072,-1.91646,0.119314,1.3388,6.16846,226.691,53.3803,0.29687,-14.4613,-0.183248,29.4101,97.6242,393.866,387.632,16.3892,16.125,1.25329,1.0208,0.39903,0.808553,21.9732,40.174,48.078,60.188,1.0,0.0,0.0,0.0,28.5036,40.5714,411.626,651.428,100.304,399.762,539.26,1076.41,14.7941,11.135,29.7824,31.4224,67.4088,55.7235,37.56,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-08-21 12:00:00,2020-08-21 12:00:00-04:00,2020-08-21
22,22,0,0,LC08_016032_20200906,-78.00561193839651,40.753644915829305,2020-09-06 15:52:25.572000000,0.0186524999999999,0.0241524999999999,0.0525875,0.0402124999999999,0.26618,0.1466374999999999,0.0836899999999999,300.09015608,21824.0,0.114109035,0.7375098933557448,0.4259322613752994,0.4203303602154038,300.09015608,0.8603570147373244,0.9586035701473732,0.9728391781486332,-78.0055761347669,40.75358660061096,-0.7375099062919617,0.7375099062919617,1,1,-0.6700573301857937,-300.09015608,300.09015608,302.5971337724224,-302.5971337724224,302.5971337724224,0.7456106066945728,1.4058234778502,21.151109023053195,440.7873259138834,787.9888086657447,0.7456106066945728,2.7859467691813764,1.4058234778502,334.9353796073494,578.3550908644843,56.16519218168578,0.0318491885161167,0.1893348702753124,147.1157405551643,20.412394665045504,2.548636095777852,38.59122237342947,0.0318491885161167,0.1893348702753124,0.2806972376144062,0.4397905766963959,-130.53073120117188,0.5553282649954172,3.182719674060414,375.0741581276342,0.7182715695453753,0,-78.00561193839651,40.753644915829305,124.69982237646052,22.8612515574622,50.46124690542051,1.0957405536680698,211.13781937638424,40.79796802071685,-78.63190642479496,0.9005500674247742,628374,296.80202083999995,702985,40.8963635043316,-77.74105061764327,0.4465520679950714,476.0727679878898,89.50838093292464,309.0487865,90.26192995635331,2020-09-06 15:52:25.572000+00:00,2020-09-06 16:00:00+00:00,2020-09-06,80.491154443029,55.60356410416667,48.406403620079935,33.439308770833335,0.9682272916666668,140.47744791666668,50.46634775,10.611662561891071,202009061200.0,202009061230.0,0.119594,125.52,212.95,-19.8688,4.83846,0.859185,-1.3928,0.0393,0.639426,5.5656,230.604,84.0797,0.323374,-23.2347,-0.114054,25.1363,98.2586,384.939,379.019,16.1631,15.906,1.32979,1.18382,0.33928,0.747911,26.7893,48.9794,58.6158,73.38,1.0,0.0,0.0,0.0,24.3646,51.4104,560.834,791.063,141.011,382.681,471.898,1346.44,23.7152,20.5594,23.2207,24.3239,61.4452,45.8618,27.93,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-09-06 12:00:00,2020-09-06 12:00:00-04:00,2020-09-06
23,23,1,1,LC08_016032_20200922,-78.00561193839651,40.753644915829305,2020-09-22 15:52:30.854000128,0.0615249999999999,0.0745325,0.121365,0.15464,0.3088599999999999,0.380085,0.296595,303.84997808,21824.0,0.2020557124999999,0.3327292340884573,0.2298078105151005,0.2400934094447327,303.84997808,0.2978929145343326,0.9529789291453432,0.9709830466179632,-78.0055761347669,40.75358660061096,-0.3327292203903198,0.3327292203903198,1,1,-0.4358068452553896,-303.84997808,303.84997808,306.1343231619288,-306.1343231619288,306.1343231619288,0.7649158480357832,0.6144324680095642,10.426521871191255,460.5780052927667,754.0647543856621,0.7649158480357832,2.0681233858283847,0.6144324680095642,302.9073405786239,429.78797092924384,74.16469006614032,0.01156612121608,0.2348940972095596,404.7715303131226,15.42561360848786,5.315215964052584,31.106205599199875,0.01156612121608,0.2348940972095596,0.3459349472644461,0.3300679326057434,-95.72990417480467,-0.0730188372818525,-0.5441516232160354,-49.14824945001914,-0.1382031270020779,1,-78.00561193839651,40.753644915829305,110.42412292649804,18.03182829705645,29.709662016294736,1.5168648147606452,238.3616488341773,39.98897190136466,-77.98090159477802,0.8948187232017517,506361,290.03092322,759791,40.20910645611685,-77.41777577938717,0.4942991137504577,439.5781450365761,71.40023621959799,304.35584504,-15.432140034406764,2020-09-22 15:52:30.854000128+00:00,2020-09-22 16:00:00+00:00,2020-09-22,24.631906349043675,16.077343333333335,66.26085817835936,43.248725916666665,-4.00504575,97.64313458333334,42.32211108333333,10.755415805930298,202009221200.0,202009221230.0,-0.315076,168.169,60.0713,-2.60849,1.35795,2.37056,-1.93254,0.0419,1.14205,6.10551,297.425,68.5828,0.519311,-71.6915,-0.037,19.3407,98.2421,385.394,383.166,6.37293,6.33257,1.47561,1.3841,0.428636,0.79923,32.4576,59.3428,71.0181,88.9063,1.0,1.0,1.0,1.0,19.1001,28.2291,509.476,841.355,166.148,303.401,469.132,1392.63,16.8271,13.4455,16.9084,17.5432,40.4321,35.7557,30.11,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-09-22 12:00:00,2020-09-22 12:00:00-04:00,2020-09-22
24,24,0,0,LC08_016032_20201008,-78.00561193839651,40.753644915829305,2020-10-08 15:52:33.732000000,0.0625149999999999,0.07401,0.1144625,0.1440525,0.2761625,0.3459575,0.27366,295.17846134,21824.0,0.18539448,0.314386683007508,0.2083224922377756,0.2153464136098629,295.17846134,0.239051967843956,0.9523905196784396,0.970788871493885,-78.0055761347669,40.75358660061096,-0.3143866956233978,0.3143866956233978,1,1,-0.413952,-295.17846134,295.17846134,297.28912370955226,-297.28912370955226,297.28912370955226,0.7465323293629131,0.7569563852918795,12.357944079824572,409.9555600598602,672.0384879631055,0.7465323293629131,1.5244010524421534,0.7569563852918795,288.1582851334488,411.9299208152322,50.93528059737133,0.010064376637267,0.4349948912235181,227.98161596633133,12.729540404110956,2.4140638483643784,16.797126194487973,0.010064376637267,0.4349948912235181,0.532772746770442,0.2114907503128051,-60.45983505249024,0.1959269280634193,0.912344725620741,133.01302425152954,0.3684626014703596,0,-78.00561193839651,40.753644915829305,70.04132425701991,13.269708736558506,49.6559867942366,2.849083120875221,143.78673710495212,40.734349285286605,-78.30379485362181,0.8747938871383667,219470,285.8746109,338902,39.52166569305621,-77.34733819712957,0.3059699833393097,348.1965562912353,53.684309165075526,302.15122214,25.87409641860421,2020-10-08 15:52:33.732000+00:00,2020-10-08 16:00:00+00:00,2020-10-08,46.93210212969532,34.8255083125,41.33216522777527,30.670129791666668,-8.7539438125,76.73189166666667,19.990197375,-2.778431878303927,202010081200.0,202010081230.0,-0.327016,144.82,114.795,-5.10556,2.58482,1.30201,0.608229,8.84e-05,3.68204,9.85522,303.668,30.3387,0.526266,-86.469,-0.0306,15.9676,97.9518,404.029,401.197,7.80181,7.74141,1.5146,1.9546,0.76314,0.453609,20.6788,37.8074,45.2459,56.6424,0.0,0.0,0.0,0.0,15.0137,44.5742,399.436,620.855,116.008,307.023,412.434,1020.86,21.8337,19.1836,13.8114,14.2087,14.9364,11.777,20.05,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-10-08 12:00:00,2020-10-08 12:00:00-04:00,2020-10-08
25,25,0,0,LC08_016032_20201109,-78.00561193839651,40.753644915829305,2020-11-09 15:52:31.025000192,0.03716,0.0411475,0.07599,0.0665299999999999,0.35132,0.22053,0.1318424999999999,292.97383844,21824.0,0.1604802775,0.6815603685533087,0.4937777142039766,0.4654191861415264,292.97383844,1.0614141998335482,0.9606141419983354,0.9735026668594506,-78.0055761347669,40.75358660061096,-0.6815603971481323,0.6815603971481323,1,1,-0.6443331539163605,-292.97383844,292.97383844,295.0248669640752,-295.0248669640752,295.0248669640752,0.6919529608851902,1.3712462108627177,20.682532922656087,401.2798931350093,493.1142759253612,0.6919529608851902,1.941929497884194,1.3712462108627177,312.401503546965,312.79656923939604,26.9100607940472,0.0410344150098598,0.0932404459235025,103.20270966588092,26.080730001003754,2.221286479054669,78.3636758648025,0.0410344150098598,0.0932404459235025,0.1677585310536914,0.4599052369594574,-133.46218872070312,0.2685041958862107,0.8210103084115841,182.683798779468,0.6390081146987405,0,-78.00561193839651,40.753644915829305,36.42335546109692,17.0341713403405,70.61256406871323,0.5239759046579566,133.40935242610112,40.99617706150303,-78.660607428879,0.7533220648765564,515218,290.19498818,777930,40.532020336234304,-78.64333907323233,0.3020676970481872,290.88814693219587,40.07818555233951,297.78641059999995,23.283852346552525,2020-11-09 15:52:31.025000192+00:00,2020-11-09 16:00:00+00:00,2020-11-09,37.465614464370354,26.531561666666665,18.440259410629636,13.058610854166666,-3.0506009166666668,52.85527295833333,16.315701354166666,1.0658141036401504e-14,202011091100.0,202011091130.0,-0.00408,46.9723,123.156,-10.8751,2.77922,4.48036,1.30284,0.33859,1.53097,2.9619,245.497,18.394,0.0588,-0.373893,-7.08759,18.1089,98.7422,426.944,422.597,11.2744,11.1487,0.453326,0.447433,0.245477,0.512452,-9999.0,-9999.0,-9999.0,-9999.0,1.0,0.0,0.0,0.0,17.3086,55.8978,352.848,595.861,131.868,305.068,416.214,904.705,25.2092,21.0193,8.26853,8.46545,3.72966,-0.139515,20.04,0.0,PA,CVM,10.1,1006.35,40.7536,-78.0056,390.0,US-UC1,2020-11-09 11:00:00,2020-11-09 11:00:00-05:00,2020-11-09
