,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,USTAR,TA_1_1_1,WD,WS,FC,SC,H_inst_af,LE_inst_af,G_inst_af,TS_PI_1,P_RAIN_1_1_1,RH_1_1_1,CO2,VPD_PI,Rn_inst_af,PPFD_IN_1_1_1,SW_IN_1_1_1,TAU,SH,SLE,WS_MAX,MO_LENGTH,ZL,T_SONIC,PA,CO2_MIXING_RATIO,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TAU_SSITC_TEST,H_SSITC_TEST,LE_SSITC_TEST,FC_SSITC_TEST,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SW_OUT_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
10,10,0,0,LC08_017039_20140321,-82.21889028397389,29.73805374431367,2014-03-21 16:01:36.032999936,0.009385,0.0158474999999999,0.0420824999999999,0.033695,0.2329875,0.1139675,0.0511849999999999,298.4358344,21824.0,0.0950531575,0.74730250391383,0.3785085291076035,0.3899120561640575,298.4358344,0.7429087462447082,0.957429087462447,0.9724515988626076,-82.21877307200812,29.737945284912808,-0.7473025321960449,0.7473025321960449,1,1,-0.6940233395135783,-298.4358344,298.4358344,300.16312452377025,-300.16312452377025,300.16312452377025,0.7388423009019067,1.540008854475626,23.81327906188708,430.6193629935848,806.7849812839285,0.7388423009019067,2.645911966940349,1.540008854475626,324.4199362702301,610.0872419335594,51.53361665440063,0.0268445020499915,0.2450268014125969,164.2624991685619,18.061517902909863,2.4946790093994764,29.81985660228009,0.0268445020499915,0.2450268014125969,0.3406224480956569,0.4213130474090576,-123.96795654296876,0.5824040840051738,4.007286056932173,394.2911261105969,0.7059145411750476,0,-82.21889028397389,29.73805374431367,160.1325305531774,22.01228733910521,58.20332927616048,1.4457676890847295,261.63950443734853,30.997983838483417,-83.10477303799938,0.8146420121192932,381775,294.24192386,721481,29.79898081395289,-82.29121183137703,0.4119342565536499,496.0636494099359,85.57848308099504,307.13811332,113.64663257459644,2014-03-21 16:01:36.032999936+00:00,2014-03-21 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-03-21
11,11,0,0,LC08_017039_20140422,-82.21889028397389,29.73805374431367,2014-04-22 16:01:04.782000128,0.0110075,0.0168925,0.0506074999999999,0.0355099999999999,0.283395,0.1379475,0.0595724999999999,300.85237454,21824.0,0.114036655,0.777300449977266,0.4524237344281714,0.4540544996061815,300.85237454,1.0071666912938289,0.9600716669129382,0.9733236500812696,-82.21877307200812,29.737945284912808,-0.7773004770278931,0.7773004770278931,1,1,-0.696963346082739,-300.85237454,300.85237454,302.0358582447652,-302.0358582447652,302.0358582447652,0.7488918802717219,1.6650372517049603,25.576110796140565,445.9647027792984,902.1638981892496,0.7488918802717219,2.977867330639172,1.6650372517049603,340.0315511803439,679.7741003433936,58.56430549806461,0.0384955082928318,0.335374200194472,122.62085375835794,15.813487584580724,1.6478778160703058,21.786601585936303,0.0384955082928318,0.335374200194472,0.4275860821681128,0.4109230041503906,-122.46560668945312,0.7377999948051471,4.2685550952658,498.588941086971,0.8026095937703485,0,-82.21889028397389,29.73805374431367,149.75085014493868,23.966189446021044,55.91374856003324,1.8988511490050377,261.3574107757968,29.56008015082835,-83.12258887883914,0.8897068500518799,452357,298.025672,682917,30.5916400978457,-83.2742377867268,0.3723167777061462,500.9167540204269,105.41460808355669,310.66209194,121.05622250173808,2014-04-22 16:01:04.782000128+00:00,2014-04-22 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-04-22
12,12,0,0,LC08_017039_20140508,-82.21889028397389,29.73805374431367,2014-05-08 16:00:48.948000000,0.009825,0.0225849999999999,0.0616349999999999,0.0480774999999999,0.2838625,0.1419349999999999,0.0695549999999999,295.71509048,21824.0,0.1193579325,0.7103241549677654,0.4201623020228948,0.4251238070053129,295.71509048,0.8800659520111838,0.9588006595201118,0.9729042176416368,-82.21877307200812,29.737945284912808,-0.7103241682052612,0.7103241682052612,1,1,-0.6432101534743377,-295.71509048,295.71509048,296.65509990335795,-296.65509990335795,296.65509990335795,0.7438684054769438,2.0148253915289605,30.50793146097889,415.7242249947508,915.1224726062654,0.7438684054769438,3.935297515608321,2.0148253915289605,343.5902713526148,719.6057000745241,59.4512026845811,0.0327188405093877,0.2783338888703863,-8.872090814277096e-30,9.966013519144924e+31,-0.7426996762262803,26.251435322852643,0.0327188405093877,0.2783338888703863,2.3752189117464285e-17,0.372719258069992,-111.311767578125,0.9718061162117214,6.470411979224281,660.154497389943,1.0,0,-82.21889028397389,29.73805374431367,183.14145078228373,28.69361350656748,51.198807295704746,1.605843828133803,302.4871987051808,30.961016004869613,-82.08891855421469,0.861783504486084,345481,298.64775164,616534,29.72789246387156,-82.71117652733392,0.4428547024726867,538.140514177125,108.61092270211635,312.81202652,183.5008837308006,2014-05-08 16:00:48.948000+00:00,2014-05-08 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-05-08
13,13,1,1,LC08_017039_20140524,-82.21889028397389,29.73805374431367,2014-05-24 16:00:42.394000128,,,,,,,,,,,,,,,,,,-82.21877307200812,29.737945284912808,,,1,1,,,,,,,0.7456336173438864,2.0071038264385748,30.399061633954968,,924.3165924825051,0.7456336173438864,4.9446489377340885,2.0071038264385748,332.36306862810176,,,,,,,,,,,,0.2166692465543747,-64.18418884277344,,,,,1,-82.21889028397389,29.73805374431367,,32.69471313374699,40.591432308202265,0.9877116549809692,312.0551884689426,30.251217430362587,-82.93684993262809,0.8845203518867493,67708,296.2312115,117432,31.324419461183307,-83.03225257175441,0.392353355884552,478.0863994206858,121.0040756629738,320.88197174,,2014-05-24 16:00:42.394000128+00:00,2014-05-24 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-05-24
14,14,0,0,LC08_017039_20140609,-82.21889028397389,29.73805374431367,2014-06-09 16:00:52.860999936,0.0121624999999999,0.0191749999999999,0.0556674999999999,0.0393874999999999,0.2863375,0.1461974999999999,0.0647424999999999,302.91002258000003,21824.0,0.117805805,0.7581548852559674,0.4477463103310731,0.4486057706863666,302.91002258000003,0.9820781687937268,0.9598207816879372,0.9732408579570192,-82.21877307200812,29.737945284912808,-0.7581548690795898,0.7581548690795898,1,1,-0.6744638236283096,-302.91002258000003,302.91002258000003,303.6985504775791,-303.6985504775791,303.6985504775791,0.7324532167300015,2.684021361595117,39.94322711068106,458.17119432497424,906.7840773426656,0.7324532167300015,4.338913433279767,2.684021361595117,365.67938511579626,692.775128094164,66.85716652466705,0.0373345701180202,0.2184527261848209,11.748728742245206,27.197812568987363,0.274829595181373,33.44734675298688,0.0373345701180202,0.2184527261848209,0.2590540074320092,0.3871311247348785,-117.29633331298828,0.9103018287903768,6.435577121973816,614.1692328272517,0.9812296028176198,0,-82.21889028397389,29.73805374431367,184.3776420408913,30.390019612967187,61.85929733025985,1.2412817984789548,294.30385759507544,29.72426308635049,-82.42330879655654,0.9002199172973633,237647,302.98863704,351887,30.11947349377768,-81.62709618638532,0.2037996053695678,555.7934680140153,126.88784512878578,318.75254528,182.51296717917745,2014-06-09 16:00:52.860999936+00:00,2014-06-09 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-06-09
15,15,1,1,LC08_017039_20140625,-82.21889028397389,29.73805374431367,2014-06-25 16:00:54.622999808,0.0111725,0.0181024999999999,0.0529999999999999,0.0352625,0.290985,0.143805,0.0582249999999999,306.2972804,21824.0,0.1172036375,0.7838297611475948,0.4677424222608974,0.4642480007503804,306.2972804,1.055698339129816,0.960556983391298,0.9734838045191284,-82.21877307200812,29.737945284912808,-0.7838297486305237,0.7838297486305237,1,1,-0.6918470282134396,-306.2972804,306.2972804,307.14950714295765,-307.14950714295765,307.14950714295765,0.7348652305163598,2.5330992305146443,37.81530795018971,479.37872457699336,904.3574668416762,0.7348652305163598,4.350436953214875,2.5330992305146443,343.1850275318617,648.6335323416173,64.85313655473784,0.040765210881331,0.2573764847966405,292.5929251785402,15.696076668932635,3.946507901699505,28.38901186956601,0.040765210881331,0.2573764847966405,0.3771144797107694,0.4453972280025482,-132.85702514648438,0.4330413232591275,3.4193961144144542,291.18747060833925,0.498796247201564,1,-82.21889028397389,29.73805374431367,192.06946983734088,30.43640462019232,58.2263174424983,1.4474792261261875,296.0050642947809,30.257203045004616,-83.17608509627122,0.8823522329330444,238747,298.28885954,405169,30.65292683926812,-82.30085306161602,0.4642108380794525,613.914545805166,109.58786983140976,312.81544454,96.97407380479392,2014-06-25 16:00:54.622999808+00:00,2014-06-25 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-06-25
16,16,0,0,LC08_017039_20140711,-82.21889028397389,29.73805374431367,2014-07-11 16:01:03.578000128,,,,,,,,,,,,,,,,,,-82.21877307200812,29.737945284912808,,,1,1,,,,,,,0.7389820353980661,2.2779516399661883,34.21786705272609,,902.1971818108932,0.7389820353980661,4.493918228908063,2.2779516399661883,330.9932107181143,,,,,,,,,,,,0.3100458979606628,-91.6884307861328,,,,,0,-82.21889028397389,29.73805374431367,,31.00518363989226,50.68965486093607,0.2740852646911534,257.7072747084494,29.716015105090985,-82.40985717708512,0.902761459350586,89330,295.72534454000004,165830,30.22065536016482,-81.51894203346907,0.4577398002147674,511.3406120089445,107.61263455788428,314.31253730000003,,2014-07-11 16:01:03.578000128+00:00,2014-07-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-07-11
17,17,1,1,LC08_017039_20140727,-82.21889028397389,29.73805374431367,2014-07-27 16:01:06.778000128,0.0103475,0.0146649999999999,0.0457674999999999,0.0287725,0.262935,0.1253524999999999,0.0496725,309.31881008,21824.0,0.1042645025,0.8027304748763745,0.4416218907536874,0.4436534326124232,309.31881008,0.9597617383420612,0.9595976173834204,0.9731672137365288,-82.21877307200812,29.737945284912808,-0.8027305006980896,0.8027305006980896,1,1,-0.7034847466411838,-309.31881008,309.31881008,310.46108050570115,-310.46108050570115,310.46108050570115,0.7307550574545407,2.631273889928271,39.19951672954744,498.0782106614864,883.6244576332426,0.7307550574545407,4.667829792821552,2.631273889928271,367.4785044651763,646.0470798241998,65.35550230515696,0.0363097961140297,0.369101345948298,201.12643430035223,13.995463658308774,2.4657782279405183,19.795820746918885,0.0363097961140297,0.369101345948298,0.4773274660900709,0.3448086380958557,-104.5838851928711,0.566301827667066,4.105845506160383,379.56514321869065,0.6536432728030112,1,-82.21889028397389,29.73805374431367,175.42396618570922,31.67380656177548,56.37039066794574,2.104088691971606,276.48747317774297,29.431437868066418,-82.25313480862725,0.8853179216384888,242254,303.30993092,433861,30.230233099578246,-81.55983350912436,0.4885283410549164,554.6427674877493,114.66570612293658,317.23152638,116.44177855470846,2014-07-27 16:01:06.778000128+00:00,2014-07-27 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-07-27
18,18,0,0,LC08_017039_20140828,-82.21889028397389,29.73805374431367,2014-08-28 16:01:16.354000128,0.00966,0.0140875,0.04189,0.0293775,0.2473699999999999,0.1148199999999999,0.0461524999999999,308.29340408,21824.0,0.0980040175,0.7876945591197753,0.4134977517657245,0.4209717443570787,308.29340408,0.8629737618125622,0.9586297376181256,0.9728478134139814,-82.21877307200812,29.737945284912808,-0.7876945734024048,0.7876945734024048,1,1,-0.710364378068174,-308.29340408,308.29340408,309.6928334241907,-309.6928334241907,309.6928334241907,0.7393574022550813,1.9573959971946693,29.69820854158684,491.010623337035,864.1435283990612,0.7393574022550813,4.359800172081258,1.9573959971946693,364.0324795616883,637.4157279489897,65.63904768276046,0.0319641985851721,0.0906499822083154,91.17204233796456,27.12867885911565,2.162576979157919,80.60303933704198,0.0319641985851721,0.0906499822083154,0.1601165851097644,0.3162818551063537,-95.78765106201172,0.7165116444989903,5.459218474325874,480.6046379282647,0.8405460637262904,0,-82.21889028397389,29.73805374431367,181.5191374338344,30.47401529642488,44.8964613041028,0.5244037705731611,280.8062171867056,31.01495291433689,-81.7796543668504,0.8879151940345764,499906,302.85533426,771124,30.487537930513536,-83.0915123159128,0.2852791249752044,463.9860047402741,117.57833353390996,319.14219956,154.82343593188176,2014-08-28 16:01:16.354000128+00:00,2014-08-28 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-08-28
19,19,0,0,LC08_017039_20140913,-82.21889028397389,29.73805374431367,2014-09-13 16:01:20.707000064,,,,,,,,,,,,,,,,,,-82.21877307200812,29.737945284912808,,,1,1,,,,,,,0.723009718394676,2.5149493238670027,37.55940423454411,,817.9494818502661,0.723009718394676,4.278565577594128,2.5149493238670027,364.54777067748,,,,,,,,,,,,0.4273701906204223,-129.26919555664062,,,,,0,-82.21889028397389,29.73805374431367,,30.145341093065905,58.780198135497066,1.002650309831489,252.30882261544016,30.858921995610512,-81.8819334753041,0.9044322371482848,261181,302.47593404,480125,30.5223172706362,-83.29231353709947,0.5248821377754211,492.7166944681084,99.41158421169732,316.11725186,,2014-09-13 16:01:20.707000064+00:00,2014-09-13 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-09-13
20,20,0,0,LC08_017039_20141015,-82.21889028397389,29.73805374431367,2014-10-15 16:01:25.918999808,0.0077625,0.012025,0.0356475,0.0255275,0.22801,0.09799,0.0411199999999999,299.15703662,21824.0,0.0884653125,0.798629394073855,0.392107785706678,0.4030638820231242,299.15703662,0.7921570674311945,0.957921570674312,0.9726141183225228,-82.21877307200812,29.737945284912808,-0.7986294031143188,0.7986294031143188,1,1,-0.7295923688876668,-299.15703662,299.15703662,300.71845550334774,-300.71845550334774,300.71845550334774,0.7295010906031868,1.5396046787800293,23.80758040655596,435.0206790798344,737.046949912698,0.7295010906031868,2.764557833932862,1.5396046787800293,332.2562114626875,555.0985740322988,40.99326807266029,0.0289038353085628,0.2950132434066198,221.38553222144023,15.67823284172358,2.920032032389372,24.767240946428128,0.0289038353085628,0.2950132434066198,0.4023593341202648,0.585212767124176,-173.0642547607422,0.4326066259645562,2.42440606606749,292.7197737381982,0.5693770718662435,0,-82.21889028397389,29.73805374431367,120.0474776581582,22.73402682017871,55.69081101804214,1.7262796541049013,214.09316398424832,29.96222435176366,-83.15874861789308,0.9005530476570129,358101,295.72876256,705924,30.66620969276492,-81.45804972370634,0.441663533449173,502.51954889099534,70.14267190673307,303.83288798,68.75615603367402,2014-10-15 16:01:25.918999808+00:00,2014-10-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-10-15
21,21,0,0,LC08_017039_20141116,-82.21889028397389,29.73805374431367,2014-11-16 16:01:24.252999936,0.0053425,0.0139775,0.0467849999999999,0.0375175,0.2373325,0.1145999999999999,0.0548425,293.34982064,21824.0,0.09711596,0.7269965435692195,0.3679546260191421,0.3868135768213202,293.34982064,0.7316205083171057,0.9573162050831712,0.9724143476774464,-82.21877307200812,29.737945284912808,-0.7269965410232544,0.7269965410232544,1,1,-0.6706644258097442,-293.34982064,293.34982064,295.1475360678072,-295.1475360678072,295.1475360678072,0.7024481219695557,1.7039043818526725,26.12411598505834,401.9590188753784,602.6429375729209,0.7024481219695557,2.6513975825391967,1.7039043818526725,316.8099454701983,445.44496600806485,32.15608881741775,0.0263810930364954,0.0910267571532725,44.42135708912521,33.413764261420496,1.2301513021289878,80.26940990038683,0.0263810930364954,0.0910267571532725,0.1473177713097263,0.3360576629638672,-97.9564437866211,0.5422166065911899,1.8732172842853685,368.8675201015219,0.8925174144751203,0,-82.21889028397389,29.73805374431367,59.49189699170925,22.04627436827853,64.26438618914608,0.5381475513246441,127.0690920197234,30.888648497413463,-82.85793153406543,0.8555389642715454,290108,291.48699974,419631,30.4391833245652,-83.15263260235633,0.2067352384328842,295.1986465130637,52.65390643817509,303.29284082000004,53.12444218233305,2014-11-16 16:01:24.252999936+00:00,2014-11-16 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-11-16
22,22,0,0,LC08_017039_20141202,-82.21889028397389,29.73805374431367,2014-12-02 16:01:23.141999872,0.0076525,0.01263,0.0352075,0.027645,0.23054,0.103435,0.0409549999999999,297.7180502,21824.0,0.0901308775,0.785851230706664,0.3896776101745046,0.4014092866516747,297.7180502,0.7858385377559977,0.95785838537756,0.9725932671745948,-82.21877307200812,29.737945284912808,-0.785851240158081,0.785851240158081,1,1,-0.735030433023829,-297.7180502,297.7180502,299.7146348462563,-299.7146348462563,299.7146348462563,0.6857636715615111,1.9451574261442983,29.52565141130597,426.682694215362,545.8046703930416,0.6857636715615111,2.6664444441615807,1.9451574261442983,329.83807812285204,385.8662912383491,28.67461558675548,0.0286363093400737,0.2535456320483077,127.58047107845375,18.533423626719337,1.9886525167946445,28.817945009783774,0.0286363093400737,0.2535456320483077,0.3430896539958416,0.34815514087677,-102.35853576660156,0.3390094789476235,1.4187714350687433,229.6112045731399,0.6428235040872109,0,-82.21889028397389,29.73805374431367,62.28603447805021,22.13918537365277,72.9494826117002,1.485190834038087,137.6094854338233,30.98335286575245,-82.13535443745036,0.8682194948196411,366130,294.00266246,546473,29.76150014049681,-82.64380441062293,0.3318921327590942,309.9040021437458,47.72277323157785,305.02235894,40.23635789854956,2014-12-02 16:01:23.141999872+00:00,2014-12-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2014-12-02
23,23,0,0,LC08_017039_20150119,-82.21889028397389,29.73805374431367,2015-01-19 16:01:11.316999936,0.009,0.0121074999999999,0.0335024999999999,0.0261049999999999,0.21492,0.10085,0.0435399999999999,289.06704158,21824.0,0.08516512,0.7833834664453896,0.3685651403725374,0.382203704328464,289.06704158,0.7150377477172687,0.9571503774771728,0.9723596245674668,-82.21877307200812,29.737945284912808,-0.7833834886550903,0.7833834886550903,1,1,-0.7302780545240468,-289.06704158,289.06704158,291.4715007011797,-291.4715007011797,291.4715007011797,0.7190667860596223,0.8057598081798979,13.460770765061616,378.928739184746,567.9960655008392,0.7190667860596223,1.648945828397991,0.8057598081798979,299.7965190229062,427.6442245873035,21.89987186422542,0.0257064028064118,0.0890619723386482,118.1242827725604,25.17527685160309,2.4195863110321625,82.04022311628387,0.0257064028064118,0.0890619723386482,0.1605515965333006,0.684306263923645,-197.0361785888672,0.421293958900051,2.185501194045288,287.62006995051763,0.7088701740891988,0,-82.21889028397389,29.73805374431367,87.70150752424664,14.478687177639902,48.86514731431304,0.5280587750991812,184.3335254412582,31.00942326017784,-81.99362098509808,0.8827077746391296,525010,287.93567696,731393,30.11947349377768,-81.62709618638532,0.1726337522268295,375.7817986030528,39.18330481198347,294.74095478000004,61.980813863124375,2015-01-19 16:01:11.316999936+00:00,2015-01-19 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2015-01-19
24,24,0,0,LC08_017039_20150220,-82.21889028397389,29.73805374431367,2015-02-20 16:01:00.775000064,0.012795,0.0163425,0.0348499999999999,0.0327875,0.1580774999999999,0.1208699999999999,0.0784925,282.644582,21824.0,0.07519846,0.6564325570429361,0.2541928428757937,0.2720285439268163,282.644582,0.3788015314427748,0.9537880153144276,0.9712500450537612,-82.21877307200812,29.737945284912808,-0.656432569026947,0.656432569026947,1,1,-0.6387243912868824,-282.644582,282.644582,284.88984753846535,-284.88984753846535,284.88984753846535,0.7716382390654575,0.2586699519525727,5.747104258750239,345.1418157833165,721.5446922429941,0.7716382390654575,0.8212094671849772,0.2586699519525727,255.5516579832906,565.8859354600247,23.67544377536928,0.0138398996003168,0.1871904938127168,171.4150964022678,20.122604479753075,2.7355699932641926,39.03330737056169,0.0138398996003168,0.1871904938127168,0.2732614723269558,0.4071119725704193,-113.24649810791016,0.5397133461935756,3.1102722976515067,370.7953952823876,0.6838587614384245,0,-82.21889028397389,29.73805374431367,130.19428767732128,4.138263584152573,31.49865683347113,1.1865781874364143,229.7238924484845,30.888512987056107,-82.86734304385242,0.8571850657463074,424369,278.17039382,777535,29.72805224984513,-82.6987737653085,0.2009093761444091,405.37734584404006,37.489554230665725,290.1813161,88.20732236139673,2015-02-20 16:01:00.775000064+00:00,2015-02-20 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2015-02-20
25,25,0,0,LC08_017039_20150308,-82.21889028397389,29.73805374431367,2015-03-08 16:00:52.605999872,,,,,,,,,,,,,,,,,,-82.21877307200812,29.737945284912808,,,1,1,,,,,,,0.7363918231581927,1.3219287188548068,20.7384689211354,,753.1194602529396,0.7363918231581927,2.116852428830535,1.3219287188548068,305.92338941663775,,,,,,,,,,,,0.4639537334442138,-134.49273681640625,,,,,0,-82.21889028397389,29.73805374431367,,18.40284630994642,62.447844774192056,1.1239060151340674,202.7375073664028,31.00932591497418,-82.00619020599655,0.8618860840797424,354792,289.88394836,655861,30.89971773380436,-83.00470620157502,0.2946006059646606,504.9255546639619,73.47528183145666,302.50327819999995,,2015-03-08 16:00:52.605999872+00:00,2015-03-08 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2015-03-08
26,26,0,0,LC08_017039_20150409,-82.21889028397389,29.73805374431367,2015-04-09 16:00:34.375000064,0.0228599999999999,0.0251424999999999,0.0504149999999999,0.0410649999999999,0.2258649999999999,0.1677024999999999,0.0905099999999999,305.74356116,21824.0,0.1058455875,0.6923163376166036,0.3599010272175151,0.3614410702410911,305.74356116,0.6433036534346833,0.9564330365343467,0.9721229020563344,-82.21877307200812,29.737945284912808,-0.6923163533210754,0.6923163533210754,1,1,-0.6350441581004779,-305.74356116,305.74356116,307.15827224383685,-307.15827224383685,307.15827224383685,0.7391703942181128,1.8815249631769344,28.62846863096668,473.87839260921226,862.2089495786954,0.7391703942181128,3.844516993635819,1.8815249631769344,350.44951551188745,632.2510384265935,76.36142190949502,0.0228752169149426,0.1916538365663766,108.64959794761177,21.750437330206264,2.0462423804111154,38.124277670321725,0.0228752169149426,0.1916538365663766,0.272483291258831,0.285227358341217,-85.5636978149414,0.6651215615418111,4.873010485749807,447.2400185694867,0.8045482507330305,0,-82.21889028397389,29.73805374431367,169.696794718741,28.29129675686589,48.94047721187329,1.1511374707713415,274.0023273394975,30.880537425969816,-81.80492653508266,0.8860605359077454,239816,299.98419746,448877,30.899620322299185,-83.01098072514934,0.3902828097343445,463.8477763987424,109.76842570686662,318.15439178,138.19857737586457,2015-04-09 16:00:34.375000064+00:00,2015-04-09 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2015-04-09
27,27,0,0,LC08_017039_20150511,-82.21889028397389,29.73805374431367,2015-05-11 16:00:15.048000000,0.0227775,0.028085,0.054815,0.0430174999999999,0.2406875,0.1464174999999999,0.0781625,312.78468236000003,21824.0,0.1085016475,0.6967448582153999,0.3836300755732036,0.3783375122016575,312.78468236000003,0.7013205543986137,0.957013205543986,0.9723143578295154,-82.21877307200812,29.737945284912808,-0.6967448592185974,0.6967448592185974,1,1,-0.629004830754393,-312.78468236000003,312.78468236000003,313.7520205853325,-313.7520205853325,313.7520205853325,0.749997045627038,1.7627568401587348,26.953903324893293,519.3772185611863,923.7660254381248,0.749997045627038,4.754490287937776,1.7627568401587348,362.9062567690009,651.4647513148453,93.63212402493284,0.0251538784544171,0.1516448036505845,160.49146816208312,21.38561624010965,3.039982173658615,48.18275276134618,0.0251538784544171,0.1516448036505845,0.239113211088716,0.2814542353153229,-85.26685333251953,0.594738347044137,4.693216011117947,397.3411591278293,0.7122945838758302,0,-82.21889028397389,29.73805374431367,183.4160231226521,31.99893885720118,37.07562185227046,0.9013001760784688,301.4240572311143,29.956620298430792,-82.19593988347684,0.8894219994544983,405871,302.95103882,708186,29.7686178198472,-82.52415585228762,0.4221667945384979,506.1556362953206,130.80304076913262,323.80096082,133.09960607530496,2015-05-11 16:00:15.048000+00:00,2015-05-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-SP1,,,2015-05-11
