,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,FC_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,H_inst_af,H_SSITC_TEST,G_inst_af,SG,FETCH_MAX,FETCH_90,WD,WS,WS_MAX,USTAR,ZL,TAU,TAU_SSITC_TEST,MO_LENGTH,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_1_2,RH_1_1_2,VPD_PI,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_1_2,TS_2_1_1,SWC_1_1_1,SWC_1_1_2,SWC_2_1_1,ALB,Rn_inst_af,NETRAD_1_1_2,PPFD_IN,SW_IN_1_1_1,SW_IN_PI_F_1_1_1,SW_OUT,LW_IN,LW_OUT,P,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
10,10,0,0,LC08_027039_20210821,-98.38155853890916,29.66340374420334,2021-08-21 17:03:10.812000000,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7318975382743261,2.540359416760324,36.91253514347804,,863.9105248696936,0.7318975382743261,4.282159828498944,2.540359416760324,375.7800913254853,,,,,,,,,,,,0.1805656850337982,-55.08027267456055,,,,,0,-98.38155853890916,29.66340374420334,,30.159997639309527,59.32425501387261,2.422918339219427,249.78239652892088,30.84532108029581,-96.7173932935479,0.8773525357246399,250314,305.04286706,384294,30.57240306525465,-97.46352727620716,0.3311589062213897,441.8197179848445,122.85345082610311,323.72576438,,2021-08-21 17:03:10.812000+00:00,2021-08-21 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-08-21
11,11,1,1,LC08_027040_20210821,-98.38155853890916,29.66340374420334,2021-08-21 17:03:34.711000064,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7325447309461797,2.5403797649044644,36.91281399003744,,869.6574381686214,0.7325447309461797,4.283251182860196,2.5403797649044644,385.3914932546904,,,,,,,,,,,,0.2042333483695984,-62.698524475097656,,,,,1,-98.38155853890916,29.66340374420334,,30.164445819777324,59.30961450661628,2.423709926908717,249.78239652892088,29.32531463102125,-97.48598316312214,0.820437490940094,189403,306.99455648,369331,28.34542184886952,-98.0816199349294,0.4007019400596618,470.42857002198616,121.8190300738748,322.29703202,,2021-08-21 17:03:34.711000064+00:00,2021-08-21 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-08-21
12,12,0,0,LC08_027039_20210906,-98.38155853890916,29.66340374420334,2021-09-06 17:03:15.563000064,0.0292399999999999,0.037325,0.0618274999999999,0.0611399999999999,0.2624675,0.2167075,0.1163049999999999,315.5430245,21824.0,0.129982695,0.6221348392728847,0.3730027716638135,0.3666688926460723,315.5430245,0.6609292731500364,0.9566092927315004,0.9721810666013952,-98.3814361187346,29.66332584650221,-0.6221348643302917,0.6221348643302917,1,1,-0.6186959404246135,-315.5430245,315.5430245,316.46947111713683,-316.46947111713683,316.46947111713683,0.7311487381934918,2.3752785232362235,34.65030233917139,537.7148000079719,839.932281728395,0.7311487381934918,4.433541922835705,2.3752785232362235,403.8470658895717,579.3646761961818,101.96641726944972,0.0235572694804905,0.020336777195737,69.07521270935337,25.415038167935624,1.5819482762986183,359.2832832613521,0.0235572694804905,0.020336777195737,0.0612971537964051,0.2678316831588745,-83.17860412597656,0.6128107049637413,3.732396123677604,408.3230462173787,0.8553090393235921,0,-98.38155853890916,29.66340374420334,121.15210813576869,30.76779558289388,53.57519032360901,0.1217541156803403,222.52814181070528,29.648448536203627,-98.8585537230929,0.7911373376846313,356485,310.56296936,614596,30.172565906110133,-97.60435350177345,0.2838908433914184,458.916850116478,130.27480020573424,330.04226534,105.85075406749684,2021-09-06 17:03:15.563000064+00:00,2021-09-06 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-09-06
13,13,1,1,LC08_027039_20210922,-98.38155853890916,29.66340374420334,2021-09-22 17:03:18.168000000,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7682473342484197,0.8068490757591964,13.15688495101631,,846.828245953732,0.7682473342484197,3.274709685286403,0.8068490757591964,351.1008707569517,,,,,,,,,,,,0.1936418563127517,-58.29534149169922,,,,,1,-98.38155853890916,29.66340374420334,,25.558539855885503,24.638797124045823,3.767083578812209,269.7302756801862,30.84532108029581,-96.7173932935479,0.8433153629302979,387542,301.04720168,710924,30.796277234154385,-96.92262535605428,0.3264180421829223,470.4474684034624,109.08584684570523,315.64214708,,2021-09-22 17:03:18.168000+00:00,2021-09-22 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-09-22
14,14,2,2,LC08_027040_20210906,-98.38155853890916,29.66340374420334,2021-09-06 17:03:39.463000064,0.0293225,0.0379025,0.0625425,0.0620474999999999,0.2621925,0.2173399999999999,0.1159474999999999,315.4063037,21824.0,0.1303014475,0.6172742413027388,0.3705815859954989,0.3642355381927594,315.4063037,0.652690029079988,0.9565269002907998,0.972153877095964,-98.3814361187346,29.66332584650221,-0.6172742247581482,0.6172742247581482,1,1,-0.6148089981061481,-315.4063037,315.4063037,316.1929914488028,-316.1929914488028,316.1929914488028,0.7321579935860153,2.375161447350442,34.64869795659414,536.7372324712842,848.5533632175044,0.7321579935860153,4.435347989204535,2.375161447350442,401.36356952718864,585.1634502874787,102.92451199968362,0.0232373059811135,0.02027591541767,91.54265026466943,22.69375287337482,1.8676444148994875,360.3617361449138,0.0232373059811135,0.02027591541767,0.0638770905555241,0.3072904348373413,-95.2954330444336,0.5861969660567224,3.5333327547859565,390.6962880231257,0.8101715913076315,2,-98.38155853890916,29.66340374420334,121.1133469172966,30.77493734243281,53.55073498475188,0.1215732428726547,222.52814181070528,28.279327750213792,-98.03905737242135,0.7883570790290833,543326,310.11520874,827948,27.99806529021304,-97.60683040958416,0.2582020759582519,452.7552057414536,127.27855249450894,327.28734122000003,100.20531692572972,2021-09-06 17:03:39.463000064+00:00,2021-09-06 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-09-06
15,15,3,3,LC08_027040_20210922,-98.38155853890916,29.66340374420334,2021-09-22 17:03:42.063000064,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7696369485353793,0.8068351103850993,13.156693572554923,,858.9857827866192,0.7696369485353793,3.275851840724747,0.8068351103850993,339.16149787848764,,,,,,,,,,,,0.2284510135650634,-68.19280242919922,,,,,3,-98.38155853890916,29.66340374420334,,25.56441935734356,24.62978027133839,3.764413348018403,269.7302756801862,29.69781884979021,-98.74126181241338,0.7297071218490601,323437,298.50077678,631625,29.30858833257252,-98.31500674338002,0.3237832486629486,547.2318508750631,106.37132993107642,312.77784632,,2021-09-22 17:03:42.063000064+00:00,2021-09-22 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-09-22
16,16,0,0,LC08_027039_20211008,-98.38155853890916,29.66340374420334,2021-10-08 17:03:24.285000192,0.0268474999999999,0.0337224999999999,0.0536875,0.049205,0.2625225,0.17873,0.0937275,304.53358208,21824.0,0.1209106925,0.6843076084079845,0.4087062815473619,0.3941917084243173,304.53358208,0.7586933582374067,0.957586933582374,0.9725036880821836,-98.3814361187346,29.66332584650221,-0.6843076348304749,0.6843076348304749,1,1,-0.6604313589070554,-304.53358208,304.53358208,304.7477133616096,-304.7477133616096,304.7477133616096,0.7365950029625694,1.5460364710280945,23.28654888976374,466.9840356473997,766.175304561109,0.7365950029625694,3.887533185491783,1.5460364710280945,364.6502544327617,555.736801235128,64.7235881407545,0.027497983654417,0.3967308769542346,40.43138187505743,15.736641120826128,0.5489191885193208,18.41718027579152,0.027497983654417,0.3967308769542346,0.4533346905591667,0.2970430552959442,-89.97427368164062,0.6685196439029997,4.328275468896657,450.58183121931614,0.9176572426223356,0,-98.38155853890916,29.66340374420334,132.45936154874795,28.48295286227989,39.76908742021495,2.3345748328674616,240.1922735622926,30.551890299781835,-97.77534985649748,0.7785096764564514,437059,302.89976852,677203,30.56991703997714,-97.48233438091218,0.2742698192596435,467.715418374355,98.74060473978996,314.75346188000003,122.7498922979092,2021-10-08 17:03:24.285000192+00:00,2021-10-08 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-10-08
17,17,1,1,LC08_027039_20211024,-98.38155853890916,29.66340374420334,2021-10-24 17:03:26.365999872,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7079845919834954,2.343960055377384,34.2211208399778,,684.0334362580953,0.7079845919834954,3.2720616632822384,2.343960055377384,365.2550902169772,,,,,,,,,,,,0.4460059702396393,-134.78106689453125,,,,,1,-98.38155853890916,29.66340374420334,,25.544901688738094,71.63557098206192,2.210403409683717,154.53032479239783,29.300162406405786,-97.1840035613587,0.8561385273933411,88011,302.1956564,140269,30.803675866969723,-98.71231827872096,0.3967911005020141,427.4243229071301,80.68750005311686,309.42818672,,2021-10-24 17:03:26.365999872+00:00,2021-10-24 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-10-24
18,18,2,2,LC08_027040_20211008,-98.38155853890916,29.66340374420334,2021-10-08 17:03:48.176000000,0.02495,0.0325949999999999,0.0532199999999999,0.0490674999999999,0.2620275,0.1788675,0.0937549999999999,304.60877852,21824.0,0.1203196625,0.6845497356113085,0.4058019619351052,0.3938379597950919,304.60877852,0.7573799991624895,0.9575737999916248,0.9724993539972362,-98.3814361187346,29.66332584650221,-0.6845497488975525,0.6845497488975525,1,1,-0.6623605262531821,-304.60877852,304.60877852,304.5881255439893,-304.5881255439893,304.5881255439893,0.7385390949355252,1.5462494493075578,23.28946749796922,467.4390323315422,780.9918030325337,0.7385390949355252,3.888800676797654,1.5462494493075578,362.0854932111323,566.3076822008761,65.53506374112655,0.0274433701180816,0.3963534259470733,44.60932997333653,15.633596487633476,0.6011681613575206,18.43471912568933,0.0274433701180816,0.3963534259470733,0.4554097699264773,0.2778732478618622,-84.03572082519531,0.6766956635782482,4.299571987035444,456.163288486413,0.9109189913167706,2,-98.38155853890916,29.66340374420334,132.57485590707728,28.48857204870731,39.76160204181157,2.332875179410967,240.1922735622926,28.29488631878872,-97.43718621403944,0.8166808485984802,437496,302.42466374,732985,29.47386963515697,-98.93367878339296,0.2463658452033996,436.24684532290894,105.17365895344469,316.86579824,121.93586155232518,2021-10-08 17:03:48.176000+00:00,2021-10-08 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-10-08
19,19,3,3,LC08_027040_20211024,-98.38155853890916,29.66340374420334,2021-10-24 17:03:50.256999936,,,,,,,,,,,,,,,,,,-98.3814361187346,29.66332584650221,,,1,1,,,,,,,0.7105702754108874,2.344113478940261,34.22322332324819,,701.0523323983344,0.7105702754108874,3.2726961837105466,2.344113478940261,361.6649154497758,,,,,,,,,,,,0.2415980994701385,-72.84721374511719,,,,,3,-98.38155853890916,29.66340374420334,,25.548170549813115,71.62637004338518,2.2098911591263293,154.53032479239783,28.9218139238892,-97.27340798672329,0.8475922346115112,117695,301.52230646,208679,27.944017200445533,-97.70082811319573,0.3473634421825409,369.7026771468064,83.46330333501662,317.75448344,,2021-10-24 17:03:50.256999936+00:00,2021-10-24 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EA4,,,2021-10-24
