,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,T_SONIC,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TA,PA,Rn_inst_af,G_inst_af,G_2_1_1,SWC_1_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN,P_RAIN,PPFD_IN_1_1_1,P_RAIN_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
27,27,0,0,LC08_018031_20170115,-80.63695706863942,41.822190946289474,2017-01-15 16:04:21.148000000,-0.0005975,0.0176349999999999,0.0497549999999999,0.0758524999999999,0.1656125,0.1112449999999999,0.0716999999999999,270.2542595,21824.0,0.0842817375,0.3717308926759572,0.1507593393193659,0.1815864538447533,270.2542595,0.1635465420434703,0.9516354654204346,0.9705397035887434,-80.63683523290953,41.822296024218616,-0.3717308938503265,0.3717308938503265,1,1,-0.5379525694452506,-270.2542595,270.2542595,271.9696782382771,-271.9696782382771,271.9696782382771,0.6989045503208444,0.3608503702106544,7.0578064181535005,287.8351765611355,401.9311795865156,0.6989045503208444,0.5754008442326921,0.3608503702106544,227.9047006079656,297.1027406889702,-1.5222547926744086,0.0083250675470191,0.0595658146526334,42.34933107646157,35.027229695057265,1.1296196237070577,122.66539330400931,0.0083250675470191,0.0595658146526334,0.1033054945143949,0.3130005598068237,-83.9970474243164,0.3684788233908384,0.7375096272802267,256.275664405183,0.8581855781758744,0,-80.63695706863942,41.822190946289474,24.904055440636995,-0.817523550046042,62.71286770387957,0.3976169214571668,105.61424170760588,41.631132296665534,-79.53437056924713,0.6870304942131042,140234,268.36067642,194490,42.645526436441735,-81.44891515872847,0.2570284605026245,251.9316705351986,4.646679531892606,274.954037,20.91577302966723,2017-01-15 16:04:21.148000+00:00,2017-01-15 16:00:00+00:00,2017-01-15,11.342958918397953,8.824470937500001,25.91270811681824,20.15928483333333,-10.872635416666666,38.179395,20.06827464583333,11.796363381450476,201701151100.0,201701151130.0,0.0217,97.7319,50.6322,-0.234202,0.260608,2.27631,165.642,0.130692,-1.9869,-1.28341,-0.797932,413.852,411.959,4.59439,4.57338,0.53387,0.508379,0.280633,0.542589,-9999.0,-9999.0,-9999.0,-9999.0,-0.351616,99.7786,250.502,-11.1133,-10.2654,55.5934,0.54163,0.639514,701.714,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-01-15 11:00:00,2017-01-15 11:00:00-05:00,2017-01-15
28,28,0,0,LC08_018031_20170304,-80.63695706863942,41.822190946289474,2017-03-04 16:04:01.358000128,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7667493909881491,0.2178411993297302,5.092970453500463,,653.1966401091995,0.7667493909881491,0.4487000034494759,0.2178411993297302,232.95853468448604,,,,,,,,,,,,0.5845054388046265,-158.7862091064453,,,,,0,-80.63695706863942,41.822190946289474,,-4.1634522669096015,48.549408882333424,2.6399983826734994,172.04894656985792,41.27131522824991,-80.91284177345143,0.7316341400146484,35732,271.65906572,53893,40.93705467570325,-81.02981653075042,0.0730863660573959,423.8962286130115,20.47538507982083,279.62988836,,2017-03-04 16:04:01.358000128+00:00,2017-03-04 16:00:00+00:00,2017-03-04,25.04754225451432,17.786506145833332,72.1315149707352,51.22129833333333,-10.278673541666668,50.95969458333334,-7.76943635416665,-35.940689100249514,201703041100.0,201703041130.0,-0.264013,128.458,34.866,-0.15846,2.2419,6.74486,327.293,0.45046,-62.2084,-0.041,-4.39697,405.798,404.671,2.78363,2.7759,1.02491,1.17205,0.580223,0.435785,21.6771,39.6326,47.4301,59.3769,-4.25462,100.53,116.763,-9.8689,-17.1026,63.591,2.59175,2.86522,757.89,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-03-04 11:00:00,2017-03-04 11:00:00-05:00,2017-03-04
29,29,0,0,LC08_018031_20170507,-80.63695706863942,41.822190946289474,2017-05-07 16:03:31.824999936,0.0761,0.1115749999999999,0.168335,0.2286699999999999,0.3923775,0.3562424999999999,0.2376349999999999,285.37216196,21824.0,0.2466695675,0.2635990000764837,0.2123220247096756,0.2190462491553658,285.37216196,0.2476512541103921,0.952476512541104,0.9708172491385644,-80.63683523290953,41.822296024218616,-0.2635990083217621,0.2635990083217621,1,1,-0.3995675145462247,-285.37216196,285.37216196,287.0549731954405,-287.0549731954405,287.0549731954405,0.7892265728047627,0.5044115218805156,9.030226174106216,358.1655043251517,921.1239522081804,0.7892265728047627,1.0253286842231473,0.5044115218805156,282.70984707172875,605.0196901778552,47.10096796339366,0.0102758368182888,0.659471411667238,71.7380926295667,10.129737987979354,0.5855736579489985,11.079576692136982,0.0102758368182888,0.659471411667238,0.7133633235118185,0.4932399690151214,-141.00140380859375,0.7091286307001013,4.632877563679352,486.1806295848948,0.8714183808981572,0,-80.63695706863942,41.822190946289474,151.87472217088967,7.337699337647635,49.19510491045017,4.31026084921888,313.0992183547487,42.13379234708636,-79.62955543426986,0.8798347115516663,236719,285.86777486,374152,41.36099318883282,-81.6243333820952,0.1850433349609375,635.3131743283355,75.48165234157196,295.3596164,131.3884077059464,2017-05-07 16:03:31.824999936+00:00,2017-05-07 16:00:00+00:00,2017-05-07,108.16439849384383,89.5509816,99.97898618571244,82.7741519111111,6.778736833333333,183.10304604166663,3.999175697222213,-31.81907547122296,201705071200.0,201705071230.0,-0.369861,216.049,166.961,0.113866,4.77509,12.1252,295.789,0.552973,-67.1574,-0.038,8.02885,401.667,398.971,6.75695,6.7116,1.93212,2.22736,0.975698,0.539982,16.8524,30.8116,36.8736,46.1613,7.89331,97.825,578.157,32.1479,18.427,57.3051,11.5418,11.7742,1915.41,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-05-07 12:00:00,2017-05-07 12:00:00-04:00,2017-05-07
30,30,1,1,LC08_018031_20170523,-80.63695706863942,41.822190946289474,2017-05-23 16:03:43.206000128,0.0743125,0.1018399999999999,0.1581325,0.201335,0.38267,0.3850075,0.2527875,300.87288266,21824.0,0.2399536275,0.3105024785746698,0.2481484826589595,0.2509236581012081,300.87288266,0.324669493848021,0.95324669493848,0.9710714093296984,-80.63683523290953,41.822296024218616,-0.3105024695396423,0.3105024695396423,1,1,-0.415193162013859,-300.87288266,300.87288266,302.6157301198555,-302.6157301198555,302.6157301198555,0.7661296374911275,1.1699297109713809,18.173933986700185,442.9151698825412,914.483640694636,0.7661296374911275,2.287049412596811,1.1699297109713809,318.5000187640331,555.7438941626687,90.47189429089896,0.0122919704161747,0.1747831072939354,385.3256381537903,16.647764257563633,5.384787658323148,41.80417773184038,0.0122919704161747,0.1747831072939354,0.2782107610758049,0.6061840057373047,-178.05601501464844,0.1183693279853693,1.0476053067702666,79.94636171797941,0.1718271500112039,1,-80.63695706863942,41.822190946289474,171.57506947855853,19.642619430497177,51.15454456416812,1.1216485813994312,324.54911088190005,41.44039976316746,-79.98970302232756,0.8937064409255981,407758,293.73263888,449962,41.47993518281805,-80.63767506714329,0.2376414686441421,608.7352437788734,99.68851735682004,303.50475806,29.71008650000476,2017-05-23 16:03:43.206000128+00:00,2017-05-23 16:00:00+00:00,2017-05-23,79.4586259600064,61.743017979166666,74.22445117702934,57.67582270833333,12.3833659375,167.10034562500002,35.29813900000002,1.0339025504642765,201705231200.0,201705231230.0,-0.108789,215.056,164.934,-2.07819,0.973621,6.75558,137.742,0.307706,-11.6418,-0.219038,22.2725,403.199,398.445,11.932,11.7913,0.785076,1.40098,0.506344,0.720223,17.8198,32.5803,38.9903,48.8113,22.2645,97.8653,502.169,38.3961,25.8123,43.9351,19.0646,18.9679,1714.7,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-05-23 12:00:00,2017-05-23 12:00:00-04:00,2017-05-23
31,31,0,0,LC08_018031_20170608,-80.63695706863942,41.822190946289474,2017-06-08 16:03:51.444999936,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7663692685135839,1.2063364290581156,18.67413427882944,,921.9070572850416,0.7663692685135839,2.1231227908446604,1.2063364290581156,305.85084431348963,,,,,,,,,,,,0.2796748876571655,-81.32371520996094,,,,,0,-80.63695706863942,41.822190946289474,,18.45004400747495,56.81896658356666,1.0227620946950586,258.1584241085453,42.26520921254333,-79.52922858330857,0.9314873218536376,99389,290.7794696,1588,42.118426520299074,-80.09658634149085,0.0461227670311927,568.0278270837392,114.03423394725252,313.43068814000003,,2017-06-08 16:03:51.444999936+00:00,2017-06-08 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2017-06-08
32,32,1,1,LC08_018031_20170624,-80.63695706863942,41.822190946289474,2017-06-24 16:03:56.931000064,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7536440110361327,1.663367659880042,24.953391712160563,,903.7945777698236,0.7536440110361327,2.4448783074653018,1.663367659880042,322.2371866345777,,,,,,,,,,,,0.1759334057569503,-51.75856399536133,,,,,1,-80.63695706863942,41.822190946289474,,20.722169102476656,68.03478335919789,3.14890352506496,307.48603415252705,41.524023311100144,-79.59072471586035,0.91989928483963,349590,294.19407158,50502,41.597502825370725,-81.50061442691694,0.0504697263240814,369.64144886544665,92.5260532472682,308.71040252,,2017-06-24 16:03:56.931000064+00:00,2017-06-24 16:00:00+00:00,2017-06-24,139.7735061710422,121.3761925625,46.71310242008125,40.56461535416667,13.551883062500002,206.88052479166663,31.387833812499984,6.842033138043227,201706241200.0,201706241230.0,-0.33291,121.979,268.662,-17.3116,3.09617,9.24201,274.198,0.540248,-111.23,-0.0229,24.5894,400.584,393.861,17.069,16.7826,1.56398,1.76017,0.795323,0.68523,19.4801,35.6158,42.6231,53.359,24.0333,97.92,600.15,30.8926,25.6843,38.4017,24.4314,23.5258,1843.05,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-06-24 12:00:00,2017-06-24 12:00:00-04:00,2017-06-24
33,33,0,0,LC08_018031_20170912,-80.63695706863942,41.822190946289474,2017-09-12 16:04:18.130000128,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.739548447291842,1.3898188813709045,21.195041986818893,,751.136661842239,0.739548447291842,2.325755088717007,1.3898188813709045,314.80459328548966,,,,,,,,,,,,0.3857752382755279,-112.66867065429688,,,,,0,-80.63695706863942,41.822190946289474,,19.913257707149672,59.75774870335088,1.1644784173153362,226.50540007806944,41.55361176412761,-80.41746461290936,0.8685861229896545,110530,292.05780908,169760,41.43920618215171,-81.54823420532904,0.3208014070987701,451.60994315038766,78.57143764740988,304.99159676,,2017-09-12 16:04:18.130000128+00:00,2017-09-12 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2017-09-12
34,34,1,1,LC08_018031_20170928,-80.63695706863942,41.822190946289474,2017-09-28 16:04:24.872999936,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.740669947470846,1.01031026190749,15.980885581154393,,693.0487311685353,0.740669947470846,1.6792371152482557,1.01031026190749,306.9417365461887,,,,,,,,,,,,0.2282590866088867,-66.25212860107422,,,,,1,-80.63695706863942,41.822190946289474,,14.76058150967961,60.16483632557915,2.7567405383048094,128.0901836181752,41.44816594929134,-79.68825892490645,0.9156699776649476,65212,290.2496765,102012,41.14499708516715,-81.84821531007675,0.3271434903144836,386.8187265550116,70.18594774078635,306.03751088,,2017-09-28 16:04:24.872999936+00:00,2017-09-28 16:00:00+00:00,2017-09-28,68.25227343697917,50.49710236956521,25.022633952190272,18.513236916666667,-3.4287245,70.735834375,5.154219588768118,-19.11034851416944,201709281200.0,201709281230.0,-0.229744,112.264,110.595,-17.5878,2.38677,7.69286,344.872,0.441607,-66.3113,-0.0385,16.9394,397.702,392.669,12.8165,12.6543,1.06976,1.33442,0.568658,0.501426,21.682,39.6416,47.4409,59.3904,17.2485,98.6714,236.031,-0.0362,0.773035,24.8751,18.0786,18.0077,688.628,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-09-28 12:00:00,2017-09-28 12:00:00-04:00,2017-09-28
35,35,0,0,LC08_018031_20171014,-80.63695706863942,41.822190946289474,2017-10-14 16:04:29.140999936,0.0223649999999999,0.0302024999999999,0.0586099999999999,0.0529999999999999,0.2718175,0.1866225,0.0938924999999999,296.829365,21824.0,0.1247813999999999,0.6736629030147698,0.4012647631342726,0.3979380287154431,296.829365,0.7726994799149559,0.9577269947991496,0.9725499082837192,-80.63683523290953,41.822296024218616,-0.6736629009246826,0.6736629009246826,1,1,-0.6452474445982855,-296.829365,296.829365,298.195112094388,-298.195112094388,298.195112094388,0.7068375516114379,1.6543864002505613,24.82999611578596,421.553053716867,595.9158377558994,0.7068375516114379,2.426393651112906,1.6543864002505613,323.39410598207536,409.7268367796492,38.68682970477712,0.0280830727155523,0.2374723459467683,191.91046009603656,17.77229582661239,2.842340798400329,30.768484021616818,0.0280830727155523,0.2374723459467683,0.3376417280273214,0.5586393475532532,-163.74118041992188,0.2640872641886861,1.1631247320257845,179.1295469788355,0.4827769069729696,0,-80.63695706863942,41.822190946289474,68.0907833826629,20.5989387797462,68.18293476376965,1.394104409975709,141.1969487224057,42.31505903239822,-79.34132075741547,0.8313137292861938,281515,293.10714122,442684,41.360730795658704,-81.67095815446172,0.1952608078718185,426.7126828607859,54.80378906074116,301.59408488,32.98621740025125,2017-10-14 16:04:29.140999936+00:00,2017-10-14 16:00:00+00:00,2017-10-14,77.74743143453347,44.68254258536585,21.869529371905603,12.5687261875,-1.325878,107.07636645833334,51.15097568546749,8.785283651894272,201710141200.0,201710141230.0,0.0696,122.953,164.479,-11.3211,0.792527,3.67965,133.959,0.246118,-10.5068,-0.2427,23.8718,424.546,417.443,17.0159,16.7312,0.702448,0.763343,0.379039,0.673756,18.7897,34.3535,41.1124,51.4678,24.6409,98.8888,452.897,3.25753,1.70399,36.651,16.4702,16.272,1272.99,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2017-10-14 12:00:00,2017-10-14 12:00:00-04:00,2017-10-14
36,36,0,0,LC08_018031_20171201,-80.63695706863942,41.822190946289474,2017-12-01 16:04:20.466000128,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.6912430080530145,0.5392395408485132,9.508736355127535,,402.7129349744865,0.6912430080530145,0.9321025054751918,0.5392395408485132,251.952479535432,,,,,,,,,,,,0.3373610973358154,-92.77033233642578,,,,,0,-80.63695706863942,41.822190946289474,,5.95348783488982,57.851957019856464,1.2553410889873091,89.42020897450972,41.66046673018014,-79.48362126068503,0.8385688662528992,191914,274.9882172,356213,42.67467002778068,-80.70733642830835,0.2059728801250457,239.6267808050528,14.475008722486743,284.36042804,,2017-12-01 16:04:20.466000128+00:00,2017-12-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2017-12-01
37,37,0,0,LC08_018031_20180118,-80.63695706863942,41.822190946289474,2018-01-18 16:04:13.052999936,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7096438019926575,0.2445827293633456,5.460378498986206,,414.9860847444988,0.7096438019926575,0.369490358085109,0.2445827293633456,216.1801019202756,,,,,,,,,,,,0.4835269749164581,-128.18295288085938,,,,,0,-80.63695706863942,41.822190946289474,,-6.711305033603514,66.1946175350557,4.342855404919602,111.34890296281208,41.55801705351744,-81.26826313481595,0.9938398599624634,111,265.09988534,151,41.47826112046177,-81.67396554131774,0.0185127891600132,271.688276076068,-8.283636753905835,269.77231868,,2018-01-18 16:04:13.052999936+00:00,2018-01-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2018-01-18
38,38,0,0,LC08_018031_20180323,-80.63695706863942,41.822190946289474,2018-03-23 16:03:42.444000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7718432220096263,0.4029911018877951,7.636787644783938,,752.0179473064229,0.7718432220096263,0.6051924939897197,0.4029911018877951,253.2749132174412,,,,,,,,,,,,0.3057495951652527,-84.86237335205078,,,,,0,-80.63695706863942,41.822190946289474,,-0.1266617419913443,66.5889127657688,3.647688474407839,190.90643502647333,41.71090117901027,-81.15278015542287,0.6299583315849304,34255,277.55515022,56792,41.49183536285696,-81.61444686207646,0.0797833278775215,481.997049925374,44.63119433917363,290.05826738,,2018-03-23 16:03:42.444000+00:00,2018-03-23 16:00:00+00:00,2018-03-23,22.7050967211364,17.182616270833332,59.46997014806668,45.00529943750001,-4.462528125,78.64164354166667,20.91625595833333,0.9291047974635944,201803231200.0,201803231230.0,-0.328018,200.634,65.8433,1.57228,3.04788,8.53654,300.923,0.51233,-57.9972,-0.044,1.27616,408.118,406.112,4.94071,4.91642,1.33195,1.73318,0.68302,0.625672,21.0884,38.5564,46.1421,57.7644,2.40821,99.029,472.991,-5.34437,-14.5022,-9999.0,0.838959,0.806805,1459.55,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2018-03-23 12:00:00,2018-03-23 12:00:00-04:00,2018-03-23
39,39,0,0,LC08_018031_20180408,-80.63695706863942,41.822190946289474,2018-04-08 16:03:34.632000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7898967499323079,0.2903497068486281,6.08918155268284,,839.2230274263324,0.7898967499323079,0.562596780478729,0.2903497068486281,251.3130056483325,,,,,,,,,,,,0.3341045081615448,-92.74727630615234,,,,,0,-80.63695706863942,41.822190946289474,,-1.124213154352702,51.60884614404684,3.114672382058588,239.86673906728845,41.436616981245535,-81.16075339979976,0.6704341173171997,15389,277.59958448,23462,41.59739034377094,-81.52581214344036,0.1345081627368927,538.3711259355202,53.549210463635895,291.03240308,,2018-04-08 16:03:34.632000+00:00,2018-04-08 16:00:00+00:00,2018-04-08,34.98922827098618,32.151660291666666,71.56398062650376,65.76026131249999,-3.815839895833333,94.0740125,-0.0220692083333204,-8.663356501656615,201804081200.0,201804081230.0,-0.316781,225.21,98.2929,1.66159,2.57269,7.45901,327.75,0.502466,-48.5563,-0.0525,-0.711215,405.997,404.233,4.36326,4.34431,1.2298,1.28547,0.587474,0.849456,23.4232,42.825,51.2506,64.1597,-0.0462,98.5211,381.749,-0.135791,-8.87494,-9999.0,3.53389,3.61937,1106.14,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2018-04-08 12:00:00,2018-04-08 12:00:00-04:00,2018-04-08
40,40,0,0,LC08_018031_20180510,-80.63695706863942,41.822190946289474,2018-05-10 16:03:15.880000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7515781944036006,1.589788621139106,23.942472337743897,,881.0422007032663,0.7515781944036006,1.7268600887093135,1.589788621139106,313.8969505805685,,,,,,,,,,,,0.3248012363910675,-94.90959167480467,,,,,0,-80.63695706863942,41.822190946289474,122.088099837692,15.194876877223749,92.06238719242988,3.136021408322935,218.43723956219708,41.49420196081816,-80.37343073607555,0.8249196410179138,87455,292.20820196,135283,41.072907595438,-80.62027821481742,0.1270954459905624,514.4925559537937,98.81520513557618,308.8095251,,2018-05-10 16:03:15.880000+00:00,2018-05-10 16:00:00+00:00,2018-05-10,41.78183600136496,38.1034522,51.4528918209863,46.923088875,18.054609375,117.21069270833334,14.129542258333345,5.921355510982082,201805101200.0,201805101230.0,-0.44972,202.883,96.7601,1.52977,3.16927,10.0016,286.007,0.623919,-102.977,-0.0248,20.594,422.346,415.409,16.6984,16.4241,1.47647,1.56988,0.836782,0.593433,20.9877,38.3721,45.9216,57.4884,20.2483,97.9019,325.918,31.8121,34.6937,44.0991,18.5879,17.9171,981.111,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2018-05-10 12:00:00,2018-05-10 12:00:00-04:00,2018-05-10
41,41,0,0,LC08_018031_20180611,-80.63695706863942,41.822190946289474,2018-06-11 16:03:02.580000000,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7540089515020885,1.6506720492293072,24.778963790887136,,906.37643303754,0.7540089515020885,2.3001472118449806,1.6506720492293072,319.9474190296099,,,,,,,,,,,,-inf,inf,,,,,0,-80.63695706863942,41.822190946289474,,19.73464741056033,71.76375671647902,2.7221212699824413,284.03518630764086,41.84601928255938,-80.32556140684333,0.9246134161949158,141799,293.68136858,5094,42.23357034946202,-79.46524950092521,0.0290150586515665,763.608481748803,74.18715455229369,293.04903488,,2018-06-11 16:03:02.580000+00:00,2018-06-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2018-06-11
42,42,0,0,LC08_018031_20180713,-80.63695706863942,41.822190946289474,2018-07-13 16:03:21.122999808,0.0227499999999999,0.030505,0.0650175,0.0464549999999999,0.331135,0.192315,0.0925725,301.44711002,21824.0,0.1418319775,0.7539394581424298,0.515322275542104,0.4865825727275836,301.44711002,1.1701784364288133,0.961701784364288,0.973861588840215,-80.63683523290953,41.822296024218616,-0.7539394497871399,0.7539394497871399,1,1,-0.6717551952846441,-301.44711002,301.44711002,303.4324280355942,-303.4324280355942,303.4324280355942,0.748145181244609,1.81898294542666,27.09142599211828,450.26478182922,883.5784214177468,0.748145181244609,3.340749974284757,1.81898294542666,346.105341007863,640.8440888277918,64.31196765294496,0.0462170758855178,0.1237271159246362,35.85922093939787,32.064568905661176,0.9851078243935802,59.05467065351774,0.0462170758855178,0.1237271159246362,0.1834871813126051,0.2398076355457306,-71.78030395507812,0.8011606862406527,6.933703239446387,540.6729002354489,0.9378018680618788,0,-80.63695706863942,41.822190946289474,207.90162660713744,25.89559735803563,54.44834122362293,0.685560722066016,328.6263221894768,41.98087489035072,-80.48709922335422,0.8939223289489746,289774,299.32451960000003,594480,41.46269960406922,-81.49203233360903,0.2958589494228363,502.5736658519394,121.93545270067104,317.33406698,196.63982387069956,2018-07-13 16:03:21.122999808+00:00,2018-07-13 16:00:00+00:00,2018-07-13,109.65271867071318,95.30795685416666,59.25306487596505,51.501582625,11.698091791666668,215.19395145833332,56.68632018750003,34.59007611998845,201807131200.0,201807131230.0,-0.0683,139.248,247.743,-16.3577,0.91547,4.10724,166.022,0.245942,-9.2663,-0.275191,29.9576,389.758,382.641,18.6002,18.2606,0.68916,0.886053,0.431021,0.771294,16.9441,30.9793,37.0743,46.4126,30.0748,98.965,641.545,36.3572,34.3826,30.7706,26.115,25.3574,1701.89,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2018-07-13 12:00:00,2018-07-13 12:00:00-04:00,2018-07-13
43,43,1,1,LC08_018031_20180729,-80.63695706863942,41.822190946289474,2018-07-29 16:03:27.956999936,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7458458719939433,1.8015306855447035,26.851645370572747,,862.1330346487196,0.7458458719939433,2.8446073073001155,1.8015306855447035,316.4156057069932,,,,,,,,,,,,1.175853252410889,-344.0762634277344,,,,,1,-80.63695706863942,41.822190946289474,,23.205847875068766,63.331437028985874,1.0936074669900044,270.0026901925443,41.660179510251005,-79.46200904853289,0.915557324886322,27625,292.61836436,4409,42.10625104466921,-81.56918344151623,0.0601380318403244,664.7116066771806,76.84945706746119,297.88553318000004,,2018-07-29 16:03:27.956999936+00:00,2018-07-29 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi3,,,2018-07-29
44,44,0,0,LC08_018031_20180814,-80.63695706863942,41.822190946289474,2018-08-14 16:03:37.309999872,,,,,,,,,,,,,,,,,,-80.63683523290953,41.822296024218616,,,1,1,,,,,,,0.7346046846570349,2.1104863232723843,31.09645809657,,822.3582435373479,0.7346046846570349,3.093344922504553,2.1104863232723843,350.5784118631792,,,,,,,,,,,,0.4547106027603149,-136.35626220703125,,,,,0,-80.63695706863942,41.822190946289474,,24.60142628818716,68.22667294288058,1.6881189077721062,247.3144952025013,41.08034313149407,-80.77666494686964,0.903045415878296,36790,299.87482082,14469,41.10099167429729,-81.38607594035444,0.1499380469322204,463.6620223738481,105.14054174350645,311.01072998,,2018-08-14 16:03:37.309999872+00:00,2018-08-14 16:00:00+00:00,2018-08-14,127.25726471158538,112.838981375,43.85744333008133,38.888382854166665,3.916814458333333,175.03152250000002,19.38734381250002,-2.131628207280301e-14,201808141200.0,201808141230.0,-0.158958,192.167,431.206,-32.3269,1.69546,5.14758,292.8,0.376024,-23.8858,-0.106758,28.3215,390.353,382.493,20.5486,20.1349,0.843392,1.38733,0.468637,0.849006,22.2564,40.6917,48.6976,60.9636,29.093,98.2809,659.9,15.2944,15.1232,29.9782,22.8985,22.8746,1589.18,0.0,-9999.0,-9999.0,OH,CVM,10.5,1012.7,41.8222,-80.637,270.0,US-Mi3,2018-08-14 12:00:00,2018-08-14 12:00:00-04:00,2018-08-14
