,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw.1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,Date,Rn_daily_volk_measured,LE_closed,gridMET_ETo,Lat,Long,Elev_volk,Energy_balance,Land_cover_deets,Land_cover_volk,State,Name,Veg,LE_Daily_model,Landcover_wc,Elev_SRTM,Slope_SRTM,Canopy_height,clay_percent,silt_percent,sand_percent,Ksat,doy,R_LST,GR_LST,B_LST,NIR_LST,NDVI_LST,NDWI_LST,SWIR1_LST,SWIR2_LST
0,0,0,0,LC08_042035_20161003,-120.20091813794502,36.16954202096738,2016-10-03 18:34:22.601999872,0.0308624999999999,0.0416699999999999,0.0731025,0.0731299999999999,0.2767125,0.18797,0.1144625,298.87675898,21824.0,0.13528563,0.5819261524829031,0.3627712331183724,0.3593298169955022,298.87675898,0.6362649277509459,0.9563626492775096,0.972099674261578,-120.20104455930272,36.16942352998485,-0.581926167011261,0.581926167011261,1,1,-0.5820505124137043,-298.87675898,298.87675898,300.6993392345227,-300.6993392345227,300.6993392345227,0.7562061976831467,0.7288510969127713,12.259297366538652,432.6873970752659,747.4351450460689,0.7562061976831467,2.3325508917775792,0.7288510969127713,266.6525273294742,468.6470309624637,55.02056442523028,0.0226054007845582,0.2491056800385529,151.80107697546242,18.23663508880396,2.3340939793256226,29.331583610250007,0.0226054007845582,0.2491056800385529,0.3408214159740615,0.1165277361869812,-32.705718994140625,0.3869410607280782,1.9221444157755696,261.8253895617709,0.632999604096181,0,-120.20091813794502,36.16954202096738,85.61271594519862,19.960368372520566,31.24695368842872,1.4981686120342177,144.16353453432515,36.33130691854582,-118.70155674952008,0.8434217572212219,341287,280.66896644,525582,35.738687772401555,-120.28383921085708,0.1032122746109962,310.1598934148183,73.50949297424705,313.34181962,2016-10-03,,,,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,54.51201563139515,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,277,21.85685738420737,21.84863827333545,12.45419454669657,82.70293516925324,173.92420241979136,-173.9613707128562,56.179864385470594,34.210181024748245
1,1,1,2,LC08_043035_20161010,-120.20091813794502,36.16954202096738,2016-10-10 18:40:36.213999872,0.0323475,0.0413125,0.0707375,0.0743949999999999,0.24649,0.176145,0.1085499999999999,304.03113314,21824.0,0.125309125,0.5363136326098136,0.3110863664834017,0.3144685309148053,304.03113314,0.4964618278985283,0.9549646182789852,0.9716383240320652,-120.20085460664848,36.16949980034,-0.5363136529922485,0.5363136529922485,1,1,-0.5540266843196129,-304.03113314,304.03113314,305.0251067216854,-305.0251067216854,305.0251067216854,0.7483788668616176,0.7983239685968451,13.227664657656767,462.6393537183002,713.0741017790194,0.7483788668616176,3.8638634733939687,0.7983239685968451,328.4914733948036,474.7777908049994,65.74047709594427,0.0175678130317317,0.1931011719132799,90.61877536462862,22.57088634374304,1.7580662709711845,37.83852790453474,0.0175678130317317,0.1931011719132799,0.2675709759027155,0.1835789531469345,-54.23812484741211,0.4725590460492765,3.016839128444127,318.41853834442657,0.7784584136275523,2,-120.20091813794502,36.16954202096738,108.80472533077526,28.377723594749565,20.66128821823012,1.1935655646672625,203.5445232776888,36.18504892114414,-121.08655756391524,0.9249585270881652,237172,295.44848492,392225,36.04240872212767,-119.94569735022118,0.1194062754511833,348.60962798436736,81.6027308844328,320.79310322000003,2016-10-10,,,,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,85.55755768267544,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,284,22.61839614995027,21.50640228049075,12.56028618784625,74.9406340076786,163.0560414407913,-168.44136062348898,53.5535639469453,33.00257950234697
2,2,2,1,LC08_042035_20161019,-120.20091813794502,36.16954202096738,2016-10-19 18:34:27.484999936,0.0273424999999999,0.0369124999999999,0.0666125,0.0650999999999999,0.25738,0.1692699999999999,0.0998324999999999,297.75906644,21824.0,0.123840955,0.5962540312577524,0.3505851442553575,0.3506711409395973,297.75906644,0.6078602351917423,0.9560786023519172,0.9720059387761328,-120.20104455930272,36.16942352998485,-0.5962540507316589,0.5962540507316589,1,1,-0.5888022099276988,-297.75906644,297.75906644,299.51423236602625,-299.51423236602625,299.51423236602625,0.7500802810259248,0.6016831175429791,10.48673048231238,426.1246269282232,678.5372497375757,0.7500802810259248,2.4396720094134645,0.6016831175429791,294.78905068254545,450.22342536399407,49.0485993406377,0.0215317177251671,0.3016671935983041,148.32794249178633,16.595501345544847,2.0680482071811497,24.220943599085743,0.0215317177251671,0.3016671935983041,0.3934659854801037,0.1737378686666488,-49.96891403198242,0.3732433706015278,2.1275547866532696,252.84688353157009,0.6302660763585632,1,-120.20091813794502,36.16954202096738,95.28204747651525,20.68754326529952,24.66245934787083,1.823998200444906,200.1950535966552,36.33106785243372,-118.71826251342964,0.8806700706481934,450662,287.61096506,730125,35.13596296243776,-119.28935304036884,0.1060772538185119,312.47604362870146,63.28263560789272,311.30126168,2016-10-19,91.06262083333333,94.01198574412903,4.1,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,60.33745374948673,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,293,19.38411522524397,19.834475813234505,10.991031539966473,76.63722852032721,177.54004370839496,-175.3211963458805,50.401677176298776,29.72603200037127
3,3,3,3,LC08_043035_20161026,-120.20091813794502,36.16954202096738,2016-10-26 18:40:38.882999808,0.0280574999999999,0.036995,0.0648524999999999,0.065705,0.2415125,0.1622299999999999,0.0958175,299.2390691,21824.0,0.118412895,0.5722574397617323,0.3235847910592808,0.3266916909011512,299.2390691,0.5328249744576666,0.9553282497445766,0.9717583224157104,-120.20085460664848,36.16949980034,-0.5722574591636658,0.5722574591636658,1,1,-0.5766324482235243,-299.2390691,299.2390691,300.21613715223504,-300.21613715223504,300.21613715223504,0.7269084590575485,1.0174847919619696,16.282499842913026,434.3190306489752,629.5333986079821,0.7269084590575485,3.188262812203664,1.0174847919619696,301.8728849392141,409.05719054497206,46.33234874479295,0.0188170350990836,0.1191032949014107,77.42096189280012,27.419793425590434,1.7902925804440812,61.34728756150016,0.0188170350990836,0.1191032949014107,0.1852077313271735,0.154788002371788,-44.67956161499024,0.4214415884166438,2.335294635732542,285.303879907379,0.7865573212229825,3,-120.20091813794502,36.16954202096738,83.74721042653198,25.10826012743269,31.91345418788436,0.7307674255671284,180.06756878845437,35.623452957965306,-121.16230622879192,0.8692911863327026,364257,288.65004314,526505,36.4476031552969,-120.1621096573008,0.1066123023629188,318.9937073606295,60.159175037999496,312.39502808,2016-10-26,83.74727083333333,97.6003832416213,3.7,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,66.22895586937489,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,300,19.6615030352155,19.40640172880772,11.0703493613545,72.26997567601374,171.2417835598501,-172.55095701926138,48.54555418009297,28.67233950348925
4,4,4,0,LC08_042035_20161104,-120.20091813794502,36.16954202096738,2016-11-04 18:34:27.502000128,,,,,,,,,,,,,,,,,,-120.20104455930272,36.16942352998485,,,1,1,,,,,,,0.7211512145625163,0.9489307386231092,15.326939761435389,,589.0126995727071,0.7211512145625163,2.7753882247527475,0.9489307386231092,292.9012512351901,,,,,,,,,,,,0.2367278635501861,-67.78047943115234,,,,,0,-120.20091813794502,36.16954202096738,,22.798554668820326,34.19091895540658,0.559816010031572,157.49756184104103,36.33106785243372,-118.71826251342964,0.8675707578659058,377696,286.32237152,634474,35.29779653145036,-119.55383525525144,0.1423813849687576,286.9441036007468,51.00794190695543,302.23667264,2016-11-04,68.67941666666668,66.05838502811555,2.7,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,309,,,,,,,,
5,5,5,2,LC08_043035_20161111,-120.20091813794502,36.16954202096738,2016-11-11 18:40:37.427000064,0.0225025,0.0346025,0.06884,0.0640275,0.2605425,0.1514225,0.0897124999999999,291.80145758000003,21824.0,0.12160768,0.6054626120713559,0.3546718813591288,0.3574863262063863,291.80145758000003,0.6301555532506741,0.9563015555325068,0.9720795133257272,-120.20085460664848,36.16949980034,-0.6054626107215881,0.6054626107215881,1,1,-0.5820057228298406,-291.80145758000003,291.80145758000003,292.85229291713046,-292.85229291713046,292.85229291713046,0.7153206507933756,0.92809614831756,15.036530925775214,393.1223622028768,557.9415211571769,0.7153206507933756,3.485052411682625,0.92809614831756,321.3109745352454,404.2393697484258,32.50237371770348,0.0223724084113595,0.1776795063296816,-0.0528633104668768,41.63808763212478,-0.0018168643733389,41.12271714826581,0.0223724084113595,0.1776795063296816,0.17554195076116,0.1493041217327118,-43.72587203979492,0.5452281591015979,2.0368733246935333,371.7369960307224,1.0,2,-120.20091813794502,36.16954202096738,57.86424441285987,26.61233944171756,26.630765873316207,1.069816341004418,150.3808989259995,36.45810176223142,-119.88930163052886,0.8128902912139893,258473,292.8644618,432480,36.30175729156385,-120.58728658548254,0.000264977250481,237.4811394457623,64.72960744537252,311.16795890000003,2016-11-11,58.42793749999999,76.7120517486393,2.2,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,57.765727488308606,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,316,18.683317825203453,20.0876123398072,10.097059935911952,76.02668126153716,176.67487271261578,-169.830118241649,44.18530621040755,26.17823826314573
6,6,6,1,LC08_042035_20161120,-120.20091813794502,36.16954202096738,2016-11-20 18:34:27.474999808,,,,,,,,,,,,,,,,,,-120.20104455930272,36.16942352998485,,,1,1,,,,,,,0.7004408378604806,1.1101253327794145,17.573796249473858,,516.0303843178344,0.7004408378604806,1.833245932237168,1.1101253327794145,304.97761313997046,,,,,,,,,,,,0.1685067564249038,-48.643516540527344,,,,,1,-120.20091813794502,36.16954202096738,,16.128341587862707,60.55517774555723,1.1535400162955924,72.44675733823361,35.301660094922525,-120.20835245246072,0.7449054718017578,173096,288.67396928,304533,35.22760261619697,-119.53548362484432,0.1039915010333061,203.16950987251624,41.813861500046,305.5794962,2016-11-20,33.34815483333334,59.58231043534885,3.7,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,325,,,,,,,,
7,7,7,3,LC08_043035_20161127,-120.20091813794502,36.16954202096738,2016-11-27 18:40:38.089999872,0.0149674999999999,0.02088,0.0477475,0.0381499999999999,0.2293025,0.11273,0.054815,287.67590744,21824.0,0.09695294,0.7147156971798733,0.367148380553971,0.3736110703919787,287.67590744,0.6847805386978323,0.9568478053869782,0.9722597757777028,-120.20085460664848,36.16949980034,-0.7147157192230225,0.7147157192230225,1,1,-0.6553149251037719,-287.67590744,287.67590744,288.8656756197179,-288.8656756197179,288.8656756197179,0.7019843107855224,0.9006866663612167,14.654476101358048,371.5693569083195,496.6476882799528,0.7019843107855224,1.4767676152963745,0.9006866663612167,269.05016206664146,334.36693496116504,17.668028310553726,0.0244945218498851,0.4423083560295821,261.4217240111208,12.217652300530162,2.5720471887004948,16.519389657088738,0.0244945218498851,0.4423083560295821,0.5546388030137334,0.2839515209197998,-79.4518051147461,0.0807655497053708,0.256938825488312,55.27718263949055,0.1745417539457231,3,-120.20091813794502,36.16954202096738,41.97965871849807,12.784294070054468,60.99041291479409,2.6366328035128674,109.60127732600824,36.35904466002139,-120.8546334829116,0.7994673252105713,150625,279.8076254,337601,36.52015053069111,-120.39092056944432,0.1420292854309082,303.2553090309723,24.82107743452392,289.78482578,2016-11-27,54.79692291666668,67.0153439569038,3.3,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,7.286785090848528,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,332,10.97483586883597,13.7358053904914,6.0066729473472,65.9648047657606,205.6064867478323,-188.5183157382032,32.4297050457112,15.7689548663236
8,8,8,0,LC08_042035_20161206,-120.20091813794502,36.16954202096738,2016-12-06 18:34:25.796000000,,,,,,,,,,,,,,,,,,-120.20104455930272,36.16942352998485,,,1,1,,,,,,,0.6994954446546949,0.7987636600348335,13.233793421250546,,473.8937791300619,0.6994954446546949,1.3639367684090948,0.7987636600348335,236.3897279686188,,,,,,,,,,,,0.1880660653114318,-50.935577392578125,,,,,0,-120.20091813794502,36.16954202096738,,11.577198117553325,58.56310047030382,0.7782078039168094,117.85818985037804,36.32513997430528,-118.67869737189304,0.722032904624939,102523,270.83874092,148719,36.96719640653646,-119.61528190919869,0.0373377464711666,80.5704167926782,5.466948214468111,279.27099626,2016-12-06,36.495054166666655,19.937185820117826,1.3000001,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,341,,,,,,,,
9,9,9,2,LC08_043035_20161213,-120.20091813794502,36.16954202096738,2016-12-13 18:40:34.602999808,0.02979,0.0387549999999999,0.064935,0.0756875,0.187805,0.164045,0.1041774999999999,291.78436748,21824.0,0.1061045,0.4255054697951553,0.2074302460467671,0.2202723012996198,291.78436748,0.2505157962191012,0.9525051579621908,0.970826702127523,-120.20085460664848,36.16949980034,-0.4255054593086242,0.4255054593086242,1,1,-0.4861517765292394,-291.78436748,291.78436748,293.1477347864623,-293.1477347864623,293.1477347864623,0.6999460332994523,0.7012259714184519,11.874236733614438,391.4699923909138,462.77810858221545,0.6999460332994523,1.7179243446249124,0.7012259714184519,273.78940507825166,282.9910969016743,25.114728456736845,0.0103468860766721,0.0784971794352705,120.8137062099604,25.00917427450859,2.47342638133096,93.08186783786464,0.0103468860766721,0.0784971794352705,0.14026310518727,0.2032775729894638,-57.11693572998047,0.2010875093104929,0.5966973837804636,137.0626622349771,0.5315053219552497,2,-120.20091813794502,36.16954202096738,31.883746143971248,15.11419501535994,40.818210278727726,0.5126943492645237,92.59219549856944,37.070055227704565,-121.75394146759156,0.8885838389396667,131820,280.98000626,228580,36.18595245668193,-120.06385966362852,0.1209904626011848,223.27502254836395,28.20226070174587,297.7180502,2016-12-13,55.18688333333333,17.721321503981464,0.7,36.169669,-120.201004,147.0,0.827785813224454,Almond,Orchards,CA,Almond_High,CRO,16.922337804013946,10,148,1.854334168853263,4,12.401174545288086,22.44921875,61.68402862548828,0.5712147355079651,348,22.084429313642502,18.947017902313803,11.308103161687372,54.7985631345814,124.15584436345964,-141.85148861386244,47.8657665632566,30.397365943147676
