,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_inst_af,H_inst_af,LE_inst_af,WD_1_1_1,WS_1_1_1,USTAR_1_1_1,MO_LENGTH_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_PI_1_1_1,SWC_1_1_1,TS_1_1_1,TS_1_2_1,Rn_inst_af,PPFD_IN_PI_F_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,P_1_1_1,NEE_PI_F_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,WS_MAX_1_1_1,ZL_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_PI_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_PI_1,SC_PI_2,FCH4_1_1_1,WTD_1_1_1,CH4_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
46,46,0,0,LC08_014035_20160913,-76.66837980645619,35.80302938504662,2016-09-13 15:41:17.724000000,0.0078725,0.0118874999999999,0.0272874999999999,0.0164525,0.2385425,0.0897675,0.0336124999999999,302.7767198,21824.0,0.0873911075,0.8709582540834134,0.4448557358627755,0.4412413327240577,302.7767198,0.9490541957667106,0.959490541957667,0.97313187884603,-76.66830401431204,35.80306603808863,-0.8709582686424255,0.8709582686424255,1,1,-0.7946996200579317,-302.7767198,302.7767198,302.65329111545594,-302.65329111545594,302.65329111545594,0.7211903513483884,2.27901457123128,34.38705542887733,457.20784703126736,776.0283215912806,0.7211903513483884,3.5584542819340257,2.27901457123128,357.5841713764852,594.101130474292,33.98888717569216,0.0358209016816579,0.27873521905168,552.1998654159072,13.388543577537922,6.187678292060809,26.213637826959644,0.0358209016816579,0.27873521905168,0.4210369722828686,3.672857999801636,-1105.4149169921875,0.0117155677108032,0.0750094904406459,7.912377882692567,0.0141264147987467,0,-76.66837980645619,35.80302938504662,149.4227417331105,26.96705199045176,64.04507099618071,1.5914506678677702,238.0070525651065,36.31060892245876,-76.11768824253646,0.9227098822593688,326375,300.96858722,204240,36.92396232345298,-76.1454394338766,0.0095467586070299,585.8074748069765,78.39842369566807,302.70152336,2.1272691488967177,2016-09-13 15:41:17.724000+00:00,2016-09-13 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2016-09-13
47,47,0,0,LC08_014035_20161015,-76.66837980645619,35.80302938504662,2016-10-15 15:41:23.792000000,0.0064974999999999,0.0107875,0.0234649999999999,0.0158474999999999,0.2180274999999999,0.09326,0.0376275,293.71554878,21824.0,0.081211445,0.8644788882950295,0.4101991854042292,0.4132447623914154,293.71554878,0.8318560879946844,0.9583185608799468,0.9727451250903824,-76.66830401431204,35.80306603808863,-0.8644788861274719,0.8644788861274719,1,1,-0.8056668426555691,-293.71554878,293.71554878,293.2827267262352,-293.2827267262352,293.2827267262352,0.7245039499983454,1.3183399911119371,20.777070741210785,404.3902818572051,671.6462463708615,0.7245039499983454,2.120435547414058,1.3183399911119371,316.2327217455262,515.762289123374,20.686573704732567,0.0306058400979336,0.2591423305006012,47.23863122513856,21.018476581681337,0.8183351060595498,28.19556368009915,0.0306058400979336,0.2591423305006012,0.3243211764343455,0.6164676547050476,-179.98098754882812,0.6571165394865693,3.1321236337955423,447.8370841935029,0.904583016791294,0,-76.66837980645619,35.80302938504662,98.32339823570572,18.42983179193389,62.17307537216572,1.5065674537635343,180.14317394051142,35.683127229418275,-76.35551618059243,0.9080944657325744,233836,291.95526848,307690,36.22778099203008,-76.94663607443483,0.2760809659957886,415.232266301783,58.18001073562984,300.3328355,88.82702625444158,2016-10-15 15:41:23.792000+00:00,2016-10-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2016-10-15
48,48,0,0,LC08_014035_20161116,-76.66837980645619,35.80302938504662,2016-11-16 15:41:24.264000000,0.0075699999999999,0.012245,0.0273424999999999,0.0183224999999999,0.186595,0.08083,0.0344925,287.5665308,21824.0,0.0722118225,0.8211719350470312,0.3492021822996325,0.3580684973773527,287.5665308,0.6320812161223125,0.9563208121612232,0.9720858680132036,-76.66830401431204,35.80306603808863,-0.8211719393730164,0.8211719393730164,1,1,-0.7443879637744669,-287.5665308,287.5665308,287.1730623079558,-287.1730623079558,287.1730623079558,0.7080277875276502,0.9428864562629404,15.45797833887998,370.80025037256513,535.1986412739017,0.7080277875276502,1.531576351953816,0.9428864562629404,294.9786492486452,407.8449430351093,13.74272963571322,0.0224457263770446,0.1344051211088156,13.833074866652492,36.92518609233588,0.4120467522473348,54.36298871323109,0.0224457263770446,0.1344051211088156,0.1762021852038169,0.5912737250328064,-169.38583374023438,0.5547119356919825,2.158990318036199,380.2691385327436,0.9648997787976552,0,-76.66837980645619,35.80302938504662,63.9117657516323,13.341672266963684,61.56313755171984,0.8089682948586034,152.67120117380875,36.526641587040686,-76.8411889092062,0.8722212314605713,278856,286.47618242,439734,36.40301325674639,-76.21000823538789,0.2485780715942382,339.204200797436,33.46249662781599,294.31028426,61.2289654195066,2016-11-16 15:41:24.264000+00:00,2016-11-16 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2016-11-16
49,49,0,0,LC08_014035_20161202,-76.66837980645619,35.80302938504662,2016-12-02 15:41:23.648000000,0.0104299999999999,0.0116399999999999,0.0232725,0.01802,0.1762274999999999,0.0792625,0.03419,285.23544116,21824.0,0.068782325,0.8144635066088366,0.3304119093018447,0.3418251416101606,285.23544116,0.5795799084416612,0.9557957990844166,0.9719126136978574,-76.66830401431204,35.80306603808863,-0.8144634962081909,0.8144634962081909,1,1,-0.7666917293233082,-285.23544116,285.23544116,284.97778071688214,-284.97778071688214,284.97778071688214,0.7066820007620731,0.6489931836643241,11.294359333390648,358.7253952320692,487.6700996862933,0.7066820007620731,1.2702315219013305,0.6489931836643241,285.168331162152,367.9643141215177,10.666410720544995,0.0204874514602794,0.2469115682198521,28.55495398977277,23.119072328845995,0.5279993094805775,29.59223066994208,0.0204874514602794,0.2469115682198521,0.2991652423942971,0.5564326643943787,-158.04295349121094,0.4785438390032037,1.597013163193922,328.7429494111999,0.9200808241023252,0,-76.66837980645619,35.80302938504662,49.68279187175328,10.5060718898878,51.09251128431191,1.501047628928471,134.92021896146025,36.52658982033184,-76.84453820519036,0.8802309036254883,284683,284.02888010000004,447672,36.43600976803466,-76.12684711530599,0.2602509260177612,296.843698888038,25.951319579863355,290.5914785,45.291293308179625,2016-12-02 15:41:23.648000+00:00,2016-12-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2016-12-02
50,50,1,1,LC08_014035_20161218,-76.66837980645619,35.80302938504662,2016-12-18 15:41:18.970000128,0.0075425,0.012575,0.026875,0.0198625,0.1885474999999999,0.08578,0.03628,295.34594432,21824.0,0.0736148725,0.8093901444268509,0.3475432870999909,0.3571766349995059,295.34594432,0.6291325528394679,0.9562913255283948,0.9720761374243704,-76.66830401431204,35.80306603808863,-0.809390127658844,0.809390127658844,1,1,-0.7504903155427125,-295.34594432,295.34594432,295.25144242067915,-295.25144242067915,295.25144242067915,0.6530552788294409,2.112416338893832,32.02683955762641,412.5696924027075,426.9939743433011,0.6530552788294409,2.373863409008103,2.112416338893832,325.57461914246034,294.3353590591888,16.376260012832113,0.0223335038926798,0.6655843032301876,389.42094876715737,8.8797232726646,2.8493669305674416,10.977819107780318,0.0223335038926798,0.6655843032301876,0.7893390211475455,0.9480060338974,-277.05078125,-0.1638596980156592,-0.4985749456534446,-111.46184972080069,-0.4010009030221083,1,-76.66837980645619,35.80302938504662,35.23935526834924,20.24420422082049,88.98643160671512,4.008279806961644,99.9022122224366,35.23672486935939,-76.64805148946495,0.8571385741233826,184688,292.24580018,115195,35.43117923689196,-76.07334686058958,0.1236226111650466,315.428261620225,26.88368229696505,294.32053832,-14.13958545873169,2016-12-18 15:41:18.970000128+00:00,2016-12-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2016-12-18
51,51,0,0,LC08_014035_20170119,-76.66837980645619,35.80302938504662,2017-01-19 15:41:12.072000000,0.0075425,0.012135,0.0258299999999999,0.0201099999999999,0.17554,0.086,0.0412025,283.2769157,21824.0,0.070034785,0.7944288269869667,0.3224187107815175,0.3351469848343277,283.2769157,0.5587020603847868,0.9555870206038478,0.9718437167992696,-76.66830401431204,35.80306603808863,-0.794428825378418,0.794428825378418,1,1,-0.7434573173759746,-283.2769157,283.2769157,283.3439401837692,-283.3439401837692,283.3439401837692,0.6968948991474957,0.8903166903236202,14.713216559735702,348.8976481551518,483.8426136736224,0.6968948991474957,1.2138935932752086,0.8903166903236202,279.74755183011047,368.38228167055615,9.88633048321134,0.0197327823968006,0.1700776338005077,21.32030405057072,30.41806408562813,0.5156002267180781,42.960758087740935,0.0197327823968006,0.1700776338005077,0.2178078059968505,0.5574373006820679,-157.43087768554688,0.4900547439920504,1.901690720150488,337.1756471367741,0.9405284662770738,0,-76.66837980645619,35.80302938504662,57.96532869903502,9.82815574519168,73.34388246678648,1.0381759694706203,143.90462774020645,35.60370058607888,-76.90788822146416,0.8326729536056519,150489,282.41899268,239994,35.54460688847249,-76.17910498686416,0.2388026416301727,316.74796849457846,24.470888063714632,289.59683468000003,53.93194882346784,2017-01-19 15:41:12.072000+00:00,2017-01-19 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2017-01-19
52,52,0,0,LC08_014035_20170204,-76.66837980645619,35.80302938504662,2017-02-04 15:41:04.614000128,0.0094674999999999,0.012025,0.02429,0.0189274999999999,0.1765574999999999,0.0846525,0.0400474999999999,275.99995112,21824.0,0.0699311925,0.8063534286518148,0.3284136224045469,0.3399713868739081,275.99995112,0.573744652713151,0.9557374465271314,0.9718933573539532,-76.66830401431204,35.80306603808863,-0.8063534498214722,0.8063534498214722,1,1,-0.7581249455432604,-275.99995112,275.99995112,276.0711081942848,-276.0711081942848,276.0711081942848,0.7426900992671901,0.2823220868374931,6.099688717037788,314.4544042446093,568.9192117541515,0.7426900992671901,0.6767077543019784,0.2823220868374931,248.94587142847945,452.60650007794095,3.343227718879094,0.0202751190797234,0.4171214586946097,23.62518512894485,15.708773318902496,0.2876169227228615,17.516874113130886,0.0202751190797234,0.4171214586946097,0.458831817026052,0.5044247508049011,-138.969482421875,0.6143679519689941,2.765988847374859,425.638087230117,0.9474134954213148,0,-76.66837980645619,35.80302938504662,84.27748095269386,1.41640142809805,41.71994262555884,2.538679173184386,179.96635991405407,36.39297186561214,-76.49919580268892,0.8338800072669983,239482,275.5009202,212811,36.6751545715407,-76.93972390001383,0.2667175829410553,363.368965814037,18.85555976455909,284.38093616000003,78.443443711551,2017-02-04 15:41:04.614000128+00:00,2017-02-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2017-02-04
53,53,1,1,LC08_014035_20170220,-76.66837980645619,35.80302938504662,2017-02-20 15:40:58.687000064,0.0093574999999999,0.0163975,0.0340524999999999,0.03012,0.1938274999999999,0.1080275,0.054705,288.96450098,21824.0,0.0818234025,0.7310083836613491,0.327005262406205,0.3391975937481654,288.96450098,0.5713180407675623,0.9557131804076756,0.971885349534533,-76.66830401431204,35.80306603808863,-0.7310084104537964,0.7310084104537964,1,1,-0.7011365631033878,-288.96450098,288.96450098,288.98504579145816,-288.98504579145816,288.98504579145816,0.7254314881867885,0.9442424978106492,15.477189531808458,377.82318767042256,622.7777865162383,0.7254314881867885,1.705490679812066,0.9442424978106492,305.4794464819378,485.94753469806767,24.413498266354534,0.0201871397545303,0.3674063180834387,-3.455421786169875e-11,11168770098831.584,-0.3142954331079011,19.88714870216152,0.0201871397545303,0.3674063180834387,8.374527355888189e-08,0.6521949172019958,-188.78887939453125,0.6744250103480436,3.6250937076226473,461.5340364317132,1.0,1,-76.66837980645619,35.80302938504662,103.36608380293109,15.00131560753281,55.36485827730812,2.237160891921725,199.76484590179857,35.63490771301316,-75.97136584946927,0.8077381253242493,245676,289.46694992,465450,36.22778099203008,-76.94663607443483,0.2409584671258926,366.0282210515288,45.52086997245979,295.36645244,102.80765754817828,2017-02-20 15:40:58.687000064+00:00,2017-02-20 16:00:00+00:00,2017-02-20,71.86098811858538,64.64960347916667,43.05321933948354,38.73274820833333,-0.91575,72.62506437500001,-29.841537312499995,-41.37339308306891,201702201100.0,201702201130.0,410.360562,8.646575,-12.215172,-9999.0,2.956,268.094836,243.560369,38.228661,1.470396,0.564124,-59.162578,101.73063,45.19215,17.13914,10.681568,27.3,10.61,10.82,481.2441,-9999.0,655.8555,66.43119,297.5831,405.7632,0.0,-9999.0,1534.174,16.850982,384.283333,-9999.0,-1.116,7.234,-9999.0,5.637167,-0.224213,-0.387657,0.751487,0.638498,0.953208,-12.154053,384.066667,384.916667,385.233333,384.9,0.01789,0.061119,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-02-20 11:00:00,2017-02-20 11:00:00-05:00,2017-02-20
54,54,0,0,LC08_014035_20170324,-76.66837980645619,35.80302938504662,2017-03-24 15:40:41.232999936,0.0088074999999999,0.014995,0.033255,0.0314675,0.1941574999999999,0.108935,0.0522849999999999,290.85808406,21824.0,0.0818082225,0.7210637119113572,0.32012987012987,0.3363100775193798,290.85808406,0.5623098162732054,0.955623098162732,0.9718556223937016,-76.66830401431204,35.80306603808863,-0.7210637331008911,0.7210637331008911,1,1,-0.7075358654427526,-290.85808406,290.85808406,290.798449161635,-290.798449161635,290.798449161635,0.7508083647833617,0.9892253335877392,16.114466419116084,387.7878995947744,787.8431295520833,0.7508083647833617,1.658702691209176,0.9892253335877392,302.7660616044651,624.9334257288033,35.715459844114235,0.0198621898053545,0.3177602601023183,81.09426494889259,17.419919925600286,1.1519546396133933,22.99426643056708,0.0198621898053545,0.3177602601023183,0.3920427448867656,0.929585874080658,-269.170166015625,0.7437976307360462,4.536335323972629,508.1237009357965,0.8623696668394478,0,-76.66837980645619,35.80302938504662,149.73216289562637,14.569978057572715,59.63849572502983,1.938275341509169,232.545791246582,36.20392357338579,-76.31638915234456,0.7944143414497375,231150,289.55923646,363026,36.22778099203008,-76.94663607443483,0.2415583282709121,503.1126468690708,60.32171125166174,295.16137124,128.65046978786376,2017-03-24 15:40:41.232999936+00:00,2017-03-24 16:00:00+00:00,2017-03-24,45.59201185070758,48.458615145833335,55.8258225685403,59.33587795833333,-2.355833333333333,135.46292083333333,30.02426106249999,36.40091974741877,201703241200.0,201703241230.0,413.948309,8.473132,-11.075095,-9999.0,5.088,258.933349,153.319706,251.814998,1.822449,0.533195,-52.040553,102.627473,42.16056,18.05475,11.942667,30.6,8.24,8.55,630.7939,-9999.0,807.8312,77.18414,315.6544,415.5075,0.0,-9999.0,1964.325,17.576396,404.85,-9999.0,-1.299,11.03,-9999.0,5.902966,-0.254897,-0.348226,0.945148,0.718344,0.970721,-10.158782,404.733333,404.683333,404.866667,404.633333,0.507647,0.916313,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-03-24 12:00:00,2017-03-24 12:00:00-04:00,2017-03-24
55,55,0,0,LC08_014035_20170409,-76.66837980645619,35.80302938504662,2017-04-09 15:40:34.546999808,0.01186,0.0150774999999999,0.03331,0.0236025,0.2334824999999999,0.1132524999999999,0.0500025,296.01587624,21824.0,0.09222745,0.816383686329424,0.4157632677075275,0.415831775824379,296.01587624,0.8421765517151212,0.9584217655171512,0.97277918262066,-76.66830401431204,35.80306603808863,-0.8163836598396301,0.8163836598396301,1,1,-0.7502928305705745,-296.01587624,296.01587624,295.9357495787631,-295.9357495787631,295.9357495787631,0.7593792629354768,1.003421326726739,16.315582648530626,417.2532649761932,853.9135005536122,0.7593792629354768,2.0200527348422788,1.003421326726739,325.45742319309056,669.8314490381704,38.6326046535004,0.0310540693919848,0.2279188176522101,16.9152123056805,25.585321977055305,0.3609720313302489,32.05818702073348,0.0310540693919848,0.2279188176522101,0.2733627302903829,0.4353956580162048,-128.48817443847656,0.903652543466777,6.505190467241876,614.2836320789895,0.9732014523534648,0,-76.66837980645619,35.80302938504662,189.3274105144763,17.658247655700915,49.673026323497616,1.3228513649466125,300.3983585987959,35.886274077376896,-77.00968976663088,0.8122013211250305,294041,295.10668292,428936,35.4420890587004,-77.4281920297705,0.1782628893852234,419.0818208579107,85.50254295403676,306.35196872,184.4872016509796,2017-04-09 15:40:34.546999808+00:00,2017-04-09 16:00:00+00:00,2017-04-09,71.76805773404081,72.6272935625,60.48089117573705,61.20499254166666,-2.0568125,149.27634291666666,17.500869312500008,19.08420650688881,201704091200.0,201704091230.0,414.355435,7.040568,-11.55001,-9999.0,4.308,222.137691,192.460487,188.112553,1.113563,0.392843,-24.113241,101.774676,28.69985,21.13056,17.821395,28.0,11.98,12.15,669.0349,-9999.0,876.0099,87.81054,314.066,433.2305,0.0,-9999.0,2113.349,20.005156,407.833333,-9999.0,0.108,9.19,-9999.0,3.906682,-0.53622,-0.185602,0.594988,0.634434,0.651595,-13.762308,407.016667,408.266667,409.066667,408.45,-0.257253,-2.212298,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-04-09 12:00:00,2017-04-09 12:00:00-04:00,2017-04-09
56,56,1,1,LC08_014035_20170425,-76.66837980645619,35.80302938504662,2017-04-25 15:40:24.323000064,,,,,,,,,,,,,,,,,,-76.66830401431204,35.80306603808863,,,1,1,,,,,,,0.7381592848593108,1.9957826303426167,30.374476707294107,,869.5983546342313,0.7381592848593108,2.329884964644021,1.9957826303426167,334.3907485971645,,,,,,,,,,,,0.7212693095207214,-213.8251953125,,,,,1,-76.66837980645619,35.80302938504662,,19.941901643746057,85.66013604227663,1.9520831210166296,197.53172234246065,37.02973076771561,-76.96725533236774,0.8977741003036499,63992,296.45680082,116627,35.535508427902016,-76.69318612805992,0.2939271330833435,644.1975238882097,92.78853616350462,305.72988908,,2017-04-25 15:40:24.323000064+00:00,2017-04-25 16:00:00+00:00,2017-04-25,116.88058247161602,113.60694061702128,16.709103691548155,16.241107895833334,2.7274375,158.07554420833333,25.50005819547872,21.75842054516914,201704251200.0,201704251230.0,407.737773,18.366444,-18.697063,-9999.0,5.514,187.081005,238.020137,152.667041,0.372675,0.194957,-3.45684,99.776433,68.46842,22.26714,8.448164,40.7,17.28,16.92,702.0378,-9999.0,853.8873,83.09562,373.0862,441.8401,0.0,-9999.0,2089.544,22.186225,397.933333,-9999.0,3.949,7.643,-9999.0,2.30907,-3.740411,-0.044447,0.337715,0.516285,0.452132,-20.32473,396.033333,401.166667,409.25,406.983333,0.287444,-1.627667,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-04-25 12:00:00,2017-04-25 12:00:00-04:00,2017-04-25
57,57,0,0,LC08_014035_20170527,-76.66837980645619,35.80302938504662,2017-05-27 15:40:37.852999936,0.0126574999999999,0.0176074999999999,0.0362524999999999,0.0237399999999999,0.297585,0.1232625,0.0506349999999999,302.74595762,21824.0,0.11218805,0.8522368318680464,0.5234165571616295,0.5001278422061912,302.74595762,1.2459027966194829,0.9624590279661948,0.9741114792288442,-76.66830401431204,35.80306603808863,-0.852236807346344,0.852236807346344,1,1,-0.7828134945894334,-302.74595762,302.74595762,302.75158900414755,-302.75158900414755,302.75158900414755,0.7449590883333054,1.961002601883438,29.881744137325168,458.43600729967847,912.608414351758,0.7449590883333054,3.4581916363733725,1.961002601883438,357.7585721710388,696.1166162506754,46.08589451127288,0.0498726996669734,0.307220793235761,48.3739763670294,18.532466741386628,0.7666703171901759,23.78310401741549,0.0498726996669734,0.307220793235761,0.3758461065484443,0.7386934757232666,-222.8739471435547,0.8909361179428846,6.730225711107812,601.6567453723732,0.9255820152044714,0,-76.66837980645619,35.80302938504662,204.6000356794078,26.48090740004482,56.70601308665341,1.6868054630414602,309.57625068984646,36.39139006267994,-76.9627494839043,0.8895877003669739,227772,301.71371558,353852,35.836307914365705,-76.5696917636891,0.2903187274932861,651.4699296404353,112.4476450955482,310.86717314,190.86920116701756,2017-05-27 15:40:37.852999936+00:00,2017-05-27 16:00:00+00:00,2017-05-27,163.19829997321006,154.5550796875,31.99267842685561,30.29829945833333,3.0671250000000003,204.0494258333333,16.128921687499968,5.7913224332676485,201705271200.0,201705271230.0,398.652888,18.175867,-17.977872,-9999.0,8.88,136.134388,472.404458,264.922735,1.214654,0.360097,-30.138316,-9999.0,46.81223,28.65051,20.819264,34.8,18.74,18.43,698.1083,-9999.0,866.4398,85.83862,393.8973,476.3903,0.0,-9999.0,2159.867,28.786851,392.866667,-9999.0,5.895,14.41,-9999.0,4.286798,-0.485429,-0.149824,0.661354,0.682882,0.762585,-17.977872,390.066667,401.05,406.433333,408.333333,0.389755,-9999.0,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-05-27 12:00:00,2017-05-27 12:00:00-04:00,2017-05-27
58,58,0,0,LC08_014035_20170612,-76.66837980645619,35.80302938504662,2017-06-12 15:40:45.342000128,0.0119424999999999,0.0175249999999999,0.0410925,0.0270674999999999,0.3142225,0.124555,0.0543474999999999,296.70631628,21824.0,0.118347335,0.84138123003897,0.5336699648376809,0.5119905145669152,296.70631628,1.3167974715138149,0.9631679747151382,0.9743454316559956,-76.66830401431204,35.80306603808863,-0.8413812518119812,0.8413812518119812,1,1,-0.7686981973741608,-296.70631628,296.70631628,296.7870541107547,-296.7870541107547,296.7870541107547,0.7401025242625923,2.2129598668682826,33.45125101234218,423.2454124139583,907.5997487667136,0.7401025242625923,3.785171829469886,2.2129598668682826,334.2832180611608,698.9132149607723,39.30753022426168,0.053310961721796,0.266366408178483,11.51896007733617,23.34414463796036,0.2251391511233578,27.430876632698585,0.053310961721796,0.266366408178483,0.306148340043309,0.7604174613952637,-225.45692443847656,0.9541628368981788,6.749807659460148,648.0867246591745,0.9825365967215132,0,-76.66837980645619,35.80302938504662,194.4204966423472,28.023800790396688,58.46392096757752,1.4507411500408394,298.47368683483273,36.51717869742991,-76.51431984536936,0.8803805708885193,185290,296.49098102,150954,36.33417291879717,-75.81183996328257,0.0501023344695568,594.1584292854213,97.20909099996882,303.59020856,191.4245452222898,2017-06-12 15:40:45.342000128+00:00,2017-06-12 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC2,,,2017-06-12
59,59,1,1,LC08_014035_20170628,-76.66837980645619,35.80302938504662,2017-06-28 15:40:50.152000000,0.0165625,0.01824,0.036775,0.0226675,0.3027275,0.119055,0.04838,302.18540234,21824.0,0.1135460275,0.8606770233101307,0.5377774961451534,0.5089563178841645,302.18540234,1.2982243924116894,0.9629822439241168,0.9742841404949586,-76.66830401431204,35.80306603808863,-0.8606770038604736,0.8606770038604736,1,1,-0.7833594745252244,-302.18540234,302.18540234,302.3488133446349,-302.3488133446349,302.3488133446349,0.7506182423396011,1.72761761383016,26.575352795793304,455.2974967478141,914.995931144574,0.7506182423396011,3.2137243733553795,1.72761761383016,345.8755711258649,688.8763148379506,43.143594022017126,0.0524096002535295,0.3143549166175327,94.88157184683894,16.893897903036088,1.365403058733648,23.24335868660464,0.0524096002535295,0.3143549166175327,0.4021193157724627,0.4555976092815399,-136.3839874267578,0.8153840079165909,6.687240588054138,550.8511489690945,0.853063707648346,1,-76.66837980645619,35.80302938504662,220.66137027409184,25.24197776400441,53.7574917175113,1.7156537651798764,339.7892885458716,35.30579358096694,-77.03250738969243,0.917938768863678,246867,299.35186376,435279,36.179879940259305,-76.98180802023201,0.3135304749011993,564.2376575694079,115.7330098706034,313.2529511,189.65014307721532,2017-06-28 15:40:50.152000+00:00,2017-06-28 16:00:00+00:00,2017-06-28,179.45791390018792,177.09436945833332,45.14929401397568,44.55465675,-2.216791666666667,203.35531485416664,-16.076919687499988,-19.035101393330272,201706281200.0,201706281230.0,393.542681,12.250987,-20.349089,-9999.0,4.041,181.261195,687.028375,56.364932,0.883735,0.324435,-16.64559,101.718997,36.62862,26.25755,21.565634,20.6,20.33,20.29,739.8941,-9999.0,934.0355,92.84216,361.1346,462.4338,0.0,-9999.0,2197.716,25.879238,395.933333,-9999.0,1.87,6.009,-9999.0,3.495266,-0.878911,-0.124004,0.620281,0.652692,0.640551,-16.358145,394.466667,400.15,407.766667,405.733333,0.938457,3.990944,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.803,-76.6685,5.0,US-NC2,2017-06-28 12:00:00,2017-06-28 12:00:00-04:00,2017-06-28
