,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,T_SONIC,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TA,PA,Rn_inst_af,G_inst_af,G_2_1_1,SWC_1_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN,P_RAIN,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_018031_20150110,-80.63129768234946,41.77260394260608,2015-01-10 16:04:14.756999936,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7129548096576623,0.1238437808404396,3.797527048145708,,398.129554332517,0.7129548096576623,0.1901171631965512,0.1238437808404396,191.19610545818983,,,,,,,,,,,,0.0479415655136108,-12.328808784484863,,,,,0,-80.63129768234946,41.77260394260608,,-15.021846471883164,65.14076833368517,3.500179466231309,103.54365615959595,41.81771168257573,-79.40298170047888,0.8956158757209778,381,257.1632429,2,42.39984574150011,-79.81697755614476,0.0175620168447494,158.24504607584493,2.32118769807662,274.30119518,,2015-01-10 16:04:14.756999936+00:00,2015-01-10 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-01-10
1,1,0,0,LC08_018031_20150227,-80.63129768234946,41.77260394260608,2015-02-27 16:03:58.680999936,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7696600171501995,0.1168949995803624,3.702280084102946,,626.2541345105386,0.7696600171501995,0.2090121454062139,0.1168949995803624,199.4691819620389,,,,,,,,,,,,0.4537912607192993,-118.62330627441406,,,,,0,-80.63129768234946,41.77260394260608,,-13.873616776064097,55.92737175783623,1.6647225809755783,200.8140863542345,41.44733853224808,-79.57335143109319,0.9459835290908812,174,261.40500572,185,41.60755472715144,-81.48809085095165,0.0059036798775196,284.92142407565603,-3.813817538906202,269.46469688,,2015-02-27 16:03:58.680999936+00:00,2015-02-27 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-02-27
2,2,0,0,LC08_018031_20150502,-80.63129768234946,41.77260394260608,2015-05-02 16:03:23.951000064,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.773628053091304,0.8239884902602844,13.394412525887908,,891.4899561183573,0.773628053091304,1.8037965494093653,0.8239884902602844,305.2467536292162,,,,,,,,,,,,0.5013903975486755,-145.84030151367188,,,,,0,-80.63129768234946,41.77260394260608,,15.874797849942514,45.68078869704519,1.4595071217645923,314.44043860740203,41.8464585843753,-80.40505859799087,0.7633761167526245,259539,290.87175614,448283,41.089732076350266,-80.6419702942877,0.0707976594567298,593.9689069816854,93.0781559256915,303.72009332,,2015-05-02 16:03:23.951000064+00:00,2015-05-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-05-02
3,3,1,1,LC08_018031_20150518,-80.63129768234946,41.77260394260608,2015-05-18 16:03:13.723000064,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7422117837592825,2.0649124769614247,30.40376106016762,,880.0891672397862,0.7422117837592825,2.947343539269001,2.0649124769614247,316.0580672620999,,,,,,,,,,,,0.1425362974405288,-41.681453704833984,,,,,1,-80.63129768234946,41.77260394260608,,23.79469120109399,70.06012191824652,2.447233408072002,230.8738985644562,41.46045477687039,-79.56336530661834,0.8696771264076233,85671,292.42695524,5635,41.68658762964976,-81.29006473165185,0.0956098288297653,408.5479171000478,104.10504846933044,315.04399358,,2015-05-18 16:03:13.723000064+00:00,2015-05-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-05-18
4,4,0,0,LC08_018031_20150705,-80.63129768234946,41.77260394260608,2015-07-05 16:03:38.790999808,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7554130124121419,1.5746154574397682,23.68325845103328,,899.4376981962702,0.7554130124121419,2.8552390367623715,1.5746154574397682,316.7607299685004,,,,,,,,,,,,0.3277043402194977,-96.01439666748048,,,,,0,-80.63129768234946,41.77260394260608,,23.26763801025119,55.14828836275876,0.3720910353402363,321.2423371116603,42.06462936232057,-79.67600632263927,0.872681736946106,173315,292.99092854,292602,41.352049545069946,-81.52096410392785,0.3017598688602447,570.7898480027332,113.27235339408628,311.63280962,,2015-07-05 16:03:38.790999808+00:00,2015-07-05 16:00:00+00:00,2015-07-05,105.08726849298569,90.51190653658536,47.04242838201432,40.51775197916667,15.161569791666668,167.29126666666667,21.100038359247986,7.105427357601002e-15,201507051200.0,201507051230.0,-0.0217,96.3331,188.558,-18.9276,1.64468,5.97205,149.891,0.137448,-2.33193,-1.30793,24.6636,365.874,359.872,16.6805,16.4068,0.784975,0.88684,0.320254,0.566278,-9999.0,-9999.0,-9999.0,-9999.0,24.6082,98.6742,509.46,88.8576,71.7593,39.7893,24.0388,23.5129,1533.23,0.0,OH,CVM,10.5,1012.7,41.7727,-80.6313,290.0,US-Mi1,2015-07-05 12:00:00,2015-07-05 12:00:00-04:00,2015-07-05
5,5,1,1,LC08_018031_20150721,-80.63129768234946,41.77260394260608,2015-07-21 16:03:46.801000192,0.034245,0.0382599999999999,0.0670799999999999,0.05036,0.3570675,0.21888,0.1127575,302.87242436,21824.0,0.1562198125,0.7527903737474765,0.5587563375483457,0.5069950491912577,302.87242436,1.2863838800270349,0.9628638388002704,0.9742450668040892,-80.63134058023061,41.77256007203108,-0.7527903914451599,0.7527903914451599,1,1,-0.6836949410287696,-302.87242436,302.87242436,305.2213970195044,-305.2213970195044,305.2213970195044,0.7460343194207875,1.872432962756463,27.765443824053527,459.395642217323,873.3421336277861,0.7460343194207875,2.3334096592112177,1.872432962756463,332.7993325075111,597.9535898951301,65.1310348942197,0.0518350963438306,0.5213607657456251,191.5306664334319,11.14812875657906,1.8361685410696325,14.01460286600079,0.0518350963438306,0.5213607657456251,0.6292031413340905,0.20675690472126,-61.27046203613281,0.5066017477473269,3.794200210849244,341.2918885674785,0.6405357381443723,1,-80.63129768234946,41.77260394260608,166.27421996331125,19.96631307656932,80.24450209010524,2.849231885448898,278.0644082199401,42.26959461062911,-79.43200032433971,0.9120170474052428,204029,296.34058814,5700,42.09476249790494,-80.14662260665438,0.0838257372379303,502.6780600839782,112.92269668210704,315.55669658,107.60351797968455,2015-07-21 16:03:46.801000192+00:00,2015-07-21 16:00:00+00:00,2015-07-21,101.02235088130276,94.21549583333332,58.66957411428689,54.7164361875,7.154075979166668,165.70755625,9.621548250000023,-1.1384447247562974,201507211200.0,201507211230.0,-0.239441,216.029,275.673,-27.6662,3.1282,7.69122,324.819,0.458483,-38.2451,-0.0797,23.4402,390.117,383.459,17.3613,17.065,1.1916,1.53134,0.637922,0.694049,24.3756,44.5664,53.3345,66.7685,22.858,97.408,607.609,59.9063,33.9581,37.0391,25.5609,24.2865,1773.95,0.0,OH,CVM,10.5,1012.7,41.7727,-80.6313,290.0,US-Mi1,2015-07-21 12:00:00,2015-07-21 12:00:00-04:00,2015-07-21
6,6,0,0,LC08_018031_20150806,-80.63129768234946,41.77260394260608,2015-08-06 16:03:48.964000000,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.757472915435098,1.3058968866913534,19.99993225500732,,863.8403529752304,0.757472915435098,2.417222848837384,1.3058968866913534,299.35601757396114,,,,,,,,,,,,3.125621795654297,-903.129638671875,,,,,0,-80.63129768234946,41.77260394260608,,20.53749560489081,54.02467907828412,1.339190343189726,253.33726123336464,42.31248044695484,-79.46660952929216,0.8878191709518433,69995,288.94399286,1513,42.30049753130582,-80.09216825216805,0.0457723326981067,635.3753080360458,59.01817900448016,290.76921554,,2015-08-06 16:03:48.964000+00:00,2015-08-06 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-08-06
7,7,1,1,LC08_018031_20150822,-80.63129768234946,41.77260394260608,2015-08-22 16:03:57.690000128,0.0256099999999999,0.0283875,0.0572349999999999,0.0325675,0.4091525,0.183185,0.07962,300.18927866,21824.0,0.1587404899999999,0.8525423345105495,0.6765074942446968,0.5998359384955188,300.18927866,2.064276505978209,0.970642765059782,0.976812112469728,-80.63134058023061,41.77256007203108,-0.8525423407554626,0.8525423407554626,1,1,-0.7545603173326901,-300.18927866,300.18927866,302.4250263555482,-302.4250263555482,302.4250263555482,0.7539510154050925,1.2568462258409443,19.32759471041742,446.9132076930046,827.4884365525731,0.7539510154050925,2.6585871887218864,1.2568462258409443,324.417181279842,564.1124988422456,39.62167294467838,0.0873421577848956,0.1923055300084004,132.2638404285602,20.28227221894434,2.2776179302605044,37.99508044058757,0.0873421577848956,0.1923055300084004,0.2936099065085659,0.2948339283466339,-86.88753509521484,0.5806274085217803,4.459717974986971,392.226985469007,0.7478243014027641,1,-80.63129768234946,41.77260394260608,167.8558637347005,22.090725873315726,47.274967365097865,0.984545908816958,291.2442036570047,41.82572094049013,-79.47539238949584,0.9339460134506226,284784,294.69993854,405449,42.14362366154074,-80.00691684701356,0.1866725534200668,491.4100647840388,100.77856761674975,313.71780182,126.47760177063049,2015-08-22 16:03:57.690000128+00:00,2015-08-22 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-08-22
8,8,0,0,LC08_018031_20150907,-80.63129768234946,41.77260394260608,2015-09-07 16:04:03.328999936,0.018955,0.0287175,0.0684825,0.0437049999999999,0.43349,0.2036724999999999,0.0845699999999999,304.007207,21824.0,0.17078582,0.8168254068043462,0.6582699399039578,0.5983222386524695,304.007207,2.0459809915857594,0.9704598099158576,0.976751737272233,-80.63134058023061,41.77256007203108,-0.8168253898620605,0.8168253898620605,1,1,-0.7271464074227174,-304.007207,304.007207,306.0872325929557,-306.0872325929557,306.0872325929557,0.72694976770209,2.0189219529068883,29.773368819142963,469.9981310819229,755.6496453144442,0.72694976770209,3.950965309310773,2.0189219529068883,350.25710265813086,496.50771119207343,46.68438320214816,0.086602290136159,0.4237422073843723,152.76405745488006,13.027007129591317,1.718060878858182,17.24318218602944,0.086602290136159,0.4237422073843723,0.532108911418669,0.2640586197376251,-79.1069107055664,0.4413163759923622,2.897328661721993,297.0592705350452,0.6603909847505696,0,-80.63129768234946,41.77260394260608,123.04910299760957,28.762230474925943,51.09946038121705,2.171816977363559,235.22497714160136,42.3629299689173,-79.34479778454623,0.8902174234390259,292191,299.5808711,413263,42.14362366154074,-80.00691684701356,0.2684855461120605,464.2813904852301,93.254568590626,314.35355354,82.16824084643572,2015-09-07 16:04:03.328999936+00:00,2015-09-07 16:00:00+00:00,2015-09-07,102.00804415397349,80.60704837499999,24.108998215409738,19.050999375,13.693249708333331,141.15295479166664,27.801657333333328,1.3426627139501086,201509071200.0,201509071230.0,-0.116642,113.076,252.414,-28.0461,2.35046,6.3656,240.183,0.322423,-25.6342,-0.118982,30.9166,401.953,392.812,23.2722,22.7429,0.903905,0.999251,0.438064,0.557313,24.844,45.4228,54.3595,68.0516,29.9006,98.4541,424.774,63.78,35.4333,26.6161,25.7781,23.8373,1228.02,0.0,OH,CVM,10.5,1012.7,41.7727,-80.6313,290.0,US-Mi1,2015-09-07 12:00:00,2015-09-07 12:00:00-04:00,2015-09-07
9,9,1,1,LC08_018031_20150923,-80.63129768234946,41.77260394260608,2015-09-23 16:04:10.952000000,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7318102781754203,1.4288161445124414,21.68478686355749,,706.1783603862242,0.7318102781754203,2.5209833324922446,1.4288161445124414,324.4837672873288,,,,,,,,,,,,0.2576012909412384,-75.74779510498047,,,,,1,-80.63129768234946,41.77260394260608,,21.22110605536016,56.67693737189104,1.207517824347793,225.6443128547633,42.00953253358576,-79.72569596870994,0.8979082703590393,204685,294.05051474,361971,42.14374843061526,-80.02143707927405,0.0500748306512832,401.41756387007615,78.52699316176827,311.6806619,,2015-09-23 16:04:10.952000+00:00,2015-09-23 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-09-23
10,10,0,0,LC08_018031_20151025,-80.63129768234946,41.77260394260608,2015-10-25 16:04:16.966000128,,,,,,,,,,,,,,,,,,-80.63134058023061,41.77256007203108,,,1,1,,,,,,,0.7245625666019289,0.7754541021184118,12.729151532748654,,564.4378569078535,0.7245625666019289,1.204818892496275,0.7754541021184118,281.9374274258454,,,,,,,,,,,,0.4519393742084503,-128.2139892578125,,,,,0,-80.63129768234946,41.77260394260608,,9.71638246135525,64.3627110222136,3.054639976951063,82.48920629391027,41.78571918110893,-80.47205019404386,0.7959142923355103,50082,283.69733216,76818,41.120343040137925,-81.48553569220289,0.2755284309387207,389.0694529584501,34.693158694765906,292.00653878,,2015-10-25 16:04:16.966000128+00:00,2015-10-25 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Mi1,,,2015-10-25
