,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_inst_af,H2O_1_1_1,H2O_SIGMA_1_1_1,H_inst_af,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WD_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_PI_1_1_1,RH_1_1_1,PA,TS_PI_1_1_A,TS_PI_1_2_A,TS_PI_1_3_A,TS_PI_1_4_A,TS_PI_1_5_A,SWC_PI_1_1_A,SWC_PI_1_2_A,SWC_PI_1_3_A,P,ZL_1_1_1,G_PI_1_1_A,Rn_inst_af,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIR_1_1_1,PPFD_DIF_1_1_1,NEE_PI_F_1_1_1,GPP_PI_F_1_1_1,RECO_PI_F_1_1_1,FC_PI_F_1_1_1,LE_PI_F_1_1_1,H_PI_F_1_1_1,TA_PI_F_1_1_1,VPD_PI_F_1_1_1,RH_PI_F_1_1_1,PA_PI_F,TS_PI_F_1_1_A,TS_PI_F_1_2_A,TS_PI_F_1_3_A,TS_PI_F_1_4_A,TS_PI_F_1_5_A,SWC_PI_F_1_1_A,SWC_PI_F_1_2_A,SWC_PI_F_1_3_A,P_PI_F,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WD_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_PI_1_2_1,RH_1_2_1,NEE_PI_F_1_2_1,GPP_PI_F_1_2_1,RECO_PI_F_1_2_1,FC_PI_F_1_2_1,LE_PI_F_1_2_1,H_PI_F_1_2_1,TAU_1_1_1,MO_LENGTH_1_1_1,TAU_1_2_1,MO_LENGTH_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,G_inst_af,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,WTD_1_1_1,TW_1_1_1,COND_WATER_1_1_1,WTD_2_1_1,SWP_1_1_1,SWP_2_1_1,SWP_3_1_1,SWC_1_2_1,SWC_2_2_1,SWC_3_2_1,SWC_4_2_1,SWC_5_1_1,SWC_6_3_1,SWC_7_3_1,PA_1_2_1,PPFD_IN_1_1_2,P_1_1_1,P_1_1_2,P_2_1_1,P_3_1_1,PA_1_1_1,LW_IN_1_2_1,LW_OUT_1_2_1,NETRAD_1_2_1,TS_PI_F_1_3_1,TS_PI_F_1_4_1,G_PI_F_1_1_1,G_PI_F_2_1_1,G_PI_F_3_1_1,G_PI_F_4_1_1,G_PI_F_5_1_1,TA_PI_F_1_2_1,RH_PI_F_1_2_1,WTD_PI_F_1_1_1,TW_PI_F_1_1_1,SWC_PI_F_1_2_1,SWC_PI_F_2_2_1,SWC_PI_F_3_2_1,SWC_PI_F_4_2_1,SWC_PI_F_5_1_1,SWC_PI_F_6_3_1,SWC_PI_F_7_3_1,PA_PI_F_1_2_1,PPFD_IN_PI_F_1_1_1,PPFD_OUT_PI_F_1_1_1,SW_IN_PI_F_1_1_1,SW_OUT_PI_F_1_1_1,P_PI_F_2_1_1,P_PI_F_3_1_1,PA_PI_F_1_1_1,VPD_PI_F_1_2_1,LW_IN_PI_F_1_1_1,LW_OUT_PI_F_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_043033_20130425,-120.96601326542962,38.43087108568146,2013-04-25 18:41:15.132999936,0.0472249999999999,0.0463175,0.0620749999999999,0.0604799999999999,0.2507525,0.2180825,0.12791,305.25136628,21824.0,0.13061547,0.6113516422610108,0.3756610309367909,0.3518211486842551,305.25136628,0.6115908081983554,0.9561159080819835,0.9720182496670544,-120.96586545538034,38.43094047728879,-0.6113516688346863,0.6113516688346863,1,1,-0.6031359135625864,-305.25136628,305.25136628,306.1378777675974,-306.1378777675974,306.1378777675974,0.7673731214643029,0.9647749224679846,15.511617039125978,470.6781838137992,891.223699816967,0.7673731214643029,2.1045369593066123,0.9647749224679846,310.93738271431675,601.4300916069701,81.62200825850748,0.0216713288243241,0.2865430086696197,169.7553016106004,16.702925388833474,2.4413241748331345,25.49936261143781,0.0216713288243241,0.2865430086696197,0.3822009411607784,0.172843188047409,-50.4725227355957,0.5200701128529299,4.74603174028662,350.05278173786223,0.6734269684359604,0,-120.96601326542962,38.43087108568146,197.6516884822896,18.309789158089536,45.84262196972068,1.731325866276971,326.0805724022062,39.809362230777545,-120.94439133436646,0.86949622631073,449213,292.01337482,608441,39.42211219662345,-118.92758886607965,0.1197233870625495,448.886100683833,135.10329857345346,320.06164694,134.59746015452853,2013-04-25 18:41:15.132999936+00:00,2013-04-25 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-04-25
1,1,1,1,LC08_044033_20130409,-120.96601326542962,38.43087108568146,2013-04-09 18:46:10.892000000,0.0173049999999999,0.021815,0.0480224999999999,0.0453824999999999,0.230925,0.19578,0.1103649999999999,297.12331472,21824.0,0.1104639375,0.6715072880757852,0.3462628045901504,0.3585096756117905,297.12331472,0.633542763808452,0.9563354276380844,0.972090691120568,-120.96586545538034,38.43094047728879,-0.6715072989463806,0.6715072989463806,1,1,-0.6556878982604253,-297.12331472,297.12331472,298.1045710866107,-298.1045710866107,298.1045710866107,0.7731716468148967,0.6502731778473261,11.13963673702682,422.6104475186853,852.2409936315646,0.7731716468148967,2.04312170847169,0.6502731778473261,274.8354656460871,598.3235428261869,55.20471000291637,0.0225014478475571,0.678791116113217,311.45980052797216,8.922545015292393,2.3197834170449525,10.764230568716386,0.0225014478475571,0.678791116113217,0.7918722172371808,0.1569563150405883,-44.46961212158203,0.3415005836292527,2.7803417899085905,231.6590322952984,0.4265347071304368,1,-120.96601326542962,38.43087108568146,184.24272902369523,17.838488176726585,31.827432264607864,4.084448486863342,306.948530747238,39.6357307967152,-121.0313401376077,0.8893513679504395,454847,283.32476798,751434,38.565589562797,-121.28848529219324,0.104855790734291,546.6890636781762,83.97938848082018,306.08878118,78.85049316180762,2013-04-09 18:46:10.892000+00:00,2013-04-09 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-04-09
2,2,2,2,LC08_044033_20130416,-120.96601326542962,38.43087108568146,2013-04-16 18:47:29.671000064,0.0155724999999999,0.02187,0.044915,0.0407625,0.2356,0.1948725,0.107835,296.61402974,21824.0,0.11007847,0.7050070107196164,0.3700898453823653,0.3764430275805439,296.61402974,0.6946609484968371,0.9569466094849683,0.9722923811300396,-120.96586545538034,38.43094047728879,-0.705007016658783,0.705007016658783,1,1,-0.6797675703616561,-296.61402974,296.61402974,297.6124775419825,-297.6124775419825,297.6124775419825,0.7852787430184804,0.4703627501195366,8.638649510018405,419.9886206133861,888.1192591232615,0.7852787430184804,1.8067673245193183,0.4703627501195366,268.45171523687293,627.261787994403,53.665084246742936,0.0248874856795992,0.6580171346010095,332.7326432482487,9.06614480146137,2.5114895448571843,11.10406355340491,0.0248874856795992,0.6580171346010095,0.7760774324805423,0.1614858955144882,-45.54872894287109,0.3549013465994439,2.789418764487538,240.86406049941127,0.4199188365722786,2,-120.96601326542962,38.43087108568146,187.84579433278265,15.90053852065791,26.03338812565001,3.91555811818364,297.3415689649911,39.19578758540821,-120.64317102699135,0.8813322186470032,448437,282.06010058,664122,39.00913706592039,-122.18042287534595,0.1302697956562042,538.2231066425271,88.72798816799877,304.78309754,79.10791616086658,2013-04-16 18:47:29.671000064+00:00,2013-04-16 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-04-16
3,3,0,0,LC08_043033_20130511,-120.96601326542962,38.43087108568146,2013-05-11 18:41:25.175000064,0.036995,0.042,0.0614974999999999,0.071535,0.2359025,0.2573525,0.1485625,315.29692706000003,21824.0,0.13163209,0.5346371213661313,0.3043588960179244,0.305350259307996,315.29692706000003,0.4700982210276547,0.9547009822102764,0.9715513241293912,-120.96586545538034,38.43094047728879,-0.5346370935440063,0.5346370935440063,1,1,-0.5864324142568932,-315.29692706000003,315.29692706000003,316.21452972682994,-316.21452972682994,316.21452972682994,0.7587899532842481,1.3701022291147291,21.14618991788664,534.9699410187815,909.2697856624328,0.7587899532842481,3.302176069959768,1.3701022291147291,341.38588322269635,580.5322004084841,109.7971084758071,0.0166902336385919,0.1855079152827946,207.9134851724149,19.165801746754425,3.557752034661391,39.38734404243868,0.0166902336385919,0.1855079152827946,0.2783727300171972,0.2023697942495346,-60.43451690673828,0.3943433774935209,4.208038649353269,262.82160676026206,0.5583216787199922,0,-120.96601326542962,38.43087108568146,209.30061353404648,25.69943646910511,41.49088964633621,1.1529224469217445,331.970537578198,39.10686133870723,-120.79496530416938,0.8568200469017029,412954,298.63407956000003,646502,39.54655008766463,-119.5492306366092,0.1357416808605194,484.62098133438207,152.25378285035887,322.5157853,119.33997609565871,2013-05-11 18:41:25.175000064+00:00,2013-05-11 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-05-11
4,4,0,0,LC08_043033_20130612,-120.96601326542962,38.43087108568146,2013-06-12 18:41:29.759000064,0.0535224999999999,0.0574549999999999,0.0761275,0.0963125,0.2381575,0.303855,0.1915724999999999,318.021089,21824.0,0.149572375,0.424088856997638,0.2560157242693773,0.2549732165326494,318.021089,0.3348515785903267,0.9533485157859032,0.971105010209348,-120.96586545538034,38.43094047728879,-0.4240888655185699,0.4240888655185699,1,1,-0.5155511717072084,-318.021089,318.021089,319.07997485362523,-319.07997485362523,319.07997485362523,0.7771572406870311,0.8963952693217341,14.561051575712192,552.9150804951554,947.7244246721184,0.7771572406870311,3.255453081036681,0.8963952693217341,320.80601752369114,558.8958917946431,121.9659913272873,0.0125749250520893,0.286698024450356,139.4405455045671,17.352224524577984,2.19858003695288,25.48557526982265,0.0125749250520893,0.286698024450356,0.3718386261667182,0.0899147987365722,-26.491432189941406,0.4476217850563299,5.490231469278882,297.48935496278875,0.6808628904650001,0,-120.96601326542962,38.43087108568146,223.2954964715068,25.459142048636664,27.53519239897268,1.8355304658603,359.4830824880938,39.54021285271623,-120.82808524867164,0.8595271110534668,434826,294.62816012,636323,39.05329143155922,-119.19909701422036,0.1576405167579651,437.3938419767772,148.07051163410833,324.3615161,155.7029644687491,2013-06-12 18:41:29.759000064+00:00,2013-06-12 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-06-12
5,5,1,1,LC08_043033_20130628,-120.96601326542962,38.43087108568146,2013-06-28 18:41:27.588999936,0.05806,0.0586924999999999,0.070985,0.0849274999999999,0.20172,0.2796,0.1893175,326.3439677,21824.0,0.1345666975,0.4074429394988619,0.2297091180511234,0.2227029895855514,326.3439677,0.2562170162485523,0.9525621701624856,0.9708455161536202,-120.96586545538034,38.43094047728879,-0.4074429273605346,0.4074429273605346,1,1,-0.4794008177334481,-326.3439677,326.3439677,327.49204453701105,-327.49204453701105,327.49204453701105,0.7533290855414098,1.6758466292856269,25.396431825563745,612.6024742103336,913.4384872327248,0.7533290855414098,4.80773577138743,1.6758466292856269,366.37355851116985,526.9112044116399,133.6112829886718,0.0104891992034567,0.2499545691627941,189.1685050400127,17.661668396204973,3.1341734281319447,29.231968458556995,0.0104891992034567,0.2499545691627941,0.3405007707768792,0.1321664005517959,-40.14926910400391,0.309720396323826,4.24864927657855,204.13141638295545,0.5190222658687632,1,-120.96601326542962,38.43087108568146,224.7986472188126,32.19616087668354,34.857294763559906,1.6302868464713516,346.64670552780296,39.1093610940513,-120.64640071976204,0.8800048232078552,483259,303.77819966,719468,39.57547825282733,-119.00240674244864,0.0671293959021568,410.7905573296274,158.72545646826617,336.97059188000003,120.49169348376766,2013-06-28 18:41:27.588999936+00:00,2013-06-28 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-06-28
6,6,2,2,LC08_043034_20130628,-120.96601326542962,38.43087108568146,2013-06-28 18:41:51.476000000,0.0357575,0.0440625,0.0648524999999999,0.0832775,0.202875,0.28356,0.1953675,326.34054968,21824.0,0.12981731,0.417950218851836,0.2179141571547396,0.2281952292971147,326.34054968,0.2692091311690757,0.9526920913116907,0.970888390132858,-120.96586545538034,38.43094047728879,-0.4179502129554748,0.4179502129554748,1,1,-0.51553351822282,-326.34054968,326.34054968,327.41257728449864,-327.41257728449864,327.41257728449864,0.7538188771569482,1.675389023186911,25.390070509978298,612.6603599410446,918.0409052793073,0.7538188771569482,4.810331488845054,1.675389023186911,368.0815413016237,536.8713179008123,134.5400445341723,0.0108180114041543,0.2507446751062073,256.1630761433736,16.623301780308452,3.978700098622582,29.13985742167461,0.0108180114041543,0.2507446751062073,0.3497615833918412,0.1710148453712463,-52.01371383666992,0.2217575972044804,2.9936008220305825,146.16819722326647,0.363303095978982,2,-120.96601326542962,38.43087108568146,226.3017603196253,32.205726871023515,34.82897232908094,1.6303182717452114,346.64670552780296,38.12204030003245,-120.2189106252787,0.846511960029602,498603,304.14734582,844771,37.70022717125277,-121.51002842910616,0.1858649104833603,444.4679913202887,139.50241562088175,334.29428222,84.89851931278731,2013-06-28 18:41:51.476000+00:00,2013-06-28 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-06-28
7,7,3,3,LC08_044033_20130603,-120.96601326542962,38.43087108568146,2013-06-03 18:47:43.687000064,0.0291025,0.0393324999999999,0.0622674999999999,0.0867974999999999,0.20777,0.28092,0.1801325,318.50986586,21824.0,0.12912266,0.4106783674370052,0.2109650006234474,0.2283742413325489,318.50986586,0.2696351870956724,0.9526963518709568,0.9708897961174155,-120.96586545538034,38.43094047728879,-0.41067835688591,0.41067835688591,1,1,-0.538823311577096,-318.50986586,318.50986586,319.6352324146581,-319.6352324146581,319.6352324146581,0.7648945546561907,1.257708230477978,19.583768225419625,555.9415297708427,932.5056010170008,0.7648945546561907,3.577932697720807,1.257708230477978,343.8457626719125,583.737071281762,125.44424746337822,0.0108289003154509,0.265390597755535,260.90124333525506,16.21714889581137,3.827336220307558,27.53173678206019,0.0108289003154509,0.265390597755535,0.3655303609278238,0.1888524442911148,-56.53656005859375,0.2971710089855747,3.5493843694655367,197.3915804831288,0.4307106073329063,3,-120.96601326542962,38.43087108568146,228.07538088534235,27.06011030504942,35.15181353967769,1.7253679893970606,355.2388207060109,38.50685220883666,-122.52643563309567,0.8689694404602051,500818,299.36895386000003,790277,39.75005350402478,-121.77812066831044,0.2164103239774704,506.6678671496889,139.92325689995678,327.5744549,100.66054071804264,2013-06-03 18:47:43.687000064+00:00,2013-06-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-06-03
8,8,4,4,LC08_044033_20130619,-120.96601326542962,38.43087108568146,2013-06-19 18:47:36.573999872,0.0254725,0.036665,0.0663099999999999,0.0914725,0.2138749999999999,0.28664,0.1826074999999999,312.38477402,21824.0,0.13220079,0.4008629512276995,0.2056877206602709,0.2279807784838221,312.38477402,0.2686989468902405,0.9526869894689024,0.9708867065247376,-120.96586545538034,38.43094047728879,-0.4008629620075226,0.4008629620075226,1,1,-0.5266698788300588,-312.38477402,312.38477402,313.5969311276073,-313.5969311276073,313.5969311276073,0.7803151461444517,0.8120870152792037,13.389057994490884,514.390245113757,950.039334331254,0.7803151461444517,2.6630109499298533,0.8120870152792037,293.905439295074,590.0530268383906,111.1520288345923,0.0108049812436423,0.329587976261368,256.27733036018725,14.7326374458673,3.3379807656501086,22.16908567090661,0.0108049812436423,0.329587976261368,0.4312144129815027,0.1322273463010788,-38.12810516357422,0.3331713181284783,3.921437289957781,222.623667643611,0.4648636535976593,4,-120.96601326542962,38.43087108568146,234.86168246205145,22.11802471455905,30.495068572684424,2.1432128685637144,370.5637121555102,39.52525953893298,-121.16813588168397,0.8731379508972168,447510,288.3526754,712020,38.78477018642137,-122.07385127638788,0.2156256437301635,427.9473114155304,119.79805089902962,321.22035572,111.21196154320266,2013-06-19 18:47:36.573999872+00:00,2013-06-19 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-06-19
9,9,0,0,LC08_043033_20130714,-120.96601326542962,38.43087108568146,2013-07-14 18:41:29.078000128,0.0440349999999999,0.0513224999999999,0.0750549999999999,0.0953224999999999,0.2141225,0.29731,0.199465,321.24086384,21824.0,0.140172985,0.3839131348058622,0.2119704418994907,0.2201508440968812,321.24086384,0.2502316907653569,0.9525023169076536,0.9708257645795256,-120.96586545538034,38.43094047728879,-0.3839131295681,0.3839131295681,1,1,-0.4809070553552749,-321.24086384,321.24086384,322.4586709329865,-322.4586709329865,322.4586709329865,0.7668377482858235,1.1457114489720783,18.02686836391681,575.1382345619857,918.4040831959456,0.7668377482858235,3.894681656974054,1.1457114489720783,351.54371617340064,549.3766110056864,128.24755914225102,0.0103398258109974,0.2536321864078934,168.80085465384644,17.941019406263337,2.784452821254334,28.808110616088623,0.0103398258109974,0.2536321864078934,0.3410938846414676,0.1303362101316452,-39.24358749389648,0.3809394783354249,4.831421520946575,252.3281972095889,0.599170719980189,0,-120.96601326542962,38.43087108568146,222.5475961386701,28.51462344151388,29.417332400467124,1.6566809568494267,356.3740972194026,39.55883568914724,-120.71402514462504,0.8921532034873962,535476,301.09505396,743648,39.51954237712196,-119.632560988619,0.1248398348689079,454.56952883343627,166.64699921959414,335.68541636,137.01911433404487,2013-07-14 18:41:29.078000128+00:00,2013-07-14 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Ton,,,2013-07-14
