,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw.1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,Date,Rn_daily_volk_measured,LE_closed,gridMET_ETo,Lat,Long,Elev_volk,Energy_balance,Land_cover_deets,Land_cover_volk,State,Name,Veg,LE_Daily_model,Landcover_wc,Elev_SRTM,Slope_SRTM,Canopy_height,clay_percent,silt_percent,sand_percent,Ksat,doy,R_LST,GR_LST,B_LST,NIR_LST,NDVI_LST,NDWI_LST,SWIR1_LST,SWIR2_LST
0,0,0,0,LC08_022031_20130329,-88.24101628565434,41.84051657808551,2013-03-29 16:31:56.338000128,0.0740925,0.0891624999999999,0.1069275,0.144795,0.2117575,0.314305,0.2277075,242.06926658,21824.0,0.1642519575,0.187805442396281,0.1185757277676596,0.1172651413661158,242.06926658,0.0326369804093001,0.9503263698040928,0.9701077020353508,-88.24107400094931,41.84048337008343,-0.1878054440021515,0.1878054440021515,1,1,-0.3289455104570343,-242.06926658,242.06926658,243.9353204520139,-243.9353204520139,243.9353204520139,0.7707618648430989,0.5037767313455634,9.058147758313408,185.0182022020708,781.6677611762342,0.7707618648430989,1.1431587896365871,0.5037767313455634,131.04187059631906,592.7916442624622,-86.7530125262091,0.0057995792595238,0.0278084579974002,297.78558692604395,14.106590589557438,2.8954706003304977,262.7497030767432,0.0057995792595238,0.0278084579974002,0.0778443373500176,0.3380437195301056,-79.5653305053711,0.5347648099520437,2.3247373630848736,381.75906986262737,0.5617865817188656,0,-88.24101628565434,41.84051657808551,123.08860082988164,8.936680601002799,44.06883242403405,0.1922809729029437,243.3120466890864,42.3643260713096,-86.25082358970586,0.4375285804271698,229312,235.36994738,318331,41.96796975776167,-87.78771971660606,0.0529772341251373,591.8287965324149,-55.41789313211233,251.59870634,2013-03-29,118.22916666666664,22.417222399757804,2.3,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,65.92955161708701,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,88,35.0504194544511,25.88386150223295,21.583500981439222,51.259982717814346,45.461925700600176,-79.62759846111801,76.0835808324269,55.12098751976535
1,1,1,0,LC08_023031_20130429,-88.24101628565434,41.84051657808551,2013-04-29 16:36:52.180999936,,,,,,,,,,,,,,,,,,-88.24107400094931,41.84048337008343,,,1,1,,,,,,,0.7548651873440888,1.3476153492733625,20.71321918654305,,867.6931340220584,0.7548651873440888,2.197053798356428,1.3476153492733625,295.07845651796265,,,,,,,,,,,,0.4619368314743042,-132.9575653076172,,,,,0,-88.24101628565434,41.84051657808551,,18.99752314189249,61.33738510552115,2.791815188649444,284.4617066096086,41.37155445045633,-88.14781866789617,0.6722496747970581,128331,287.82630032,241017,41.90552395257175,-87.79201545264958,0.1900292932987213,595.3579893889671,77.9795262555043,298.6238255,2013-04-29,143.92916666666662,82.79301149758436,5.1,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,119,,,,,,,,
2,2,2,0,LC08_023031_20130515,-88.24101628565434,41.84051657808551,2013-05-15 16:37:04.275000064,,,,,,,,,,,,,,,,,,-88.24107400094931,41.84048337008343,,,1,1,,,,,,,0.7567870964100485,1.4317042627557042,21.87465251293624,,897.4792738315998,0.7567870964100485,3.045250600078937,1.4317042627557042,336.25210507010183,,,,,,,,,,,,0.4612998366355896,-137.20956420898438,,,,,0,-88.24101628565434,41.84051657808551,,24.339418236982773,47.014333162551296,2.141018996457658,308.2673483925349,41.94730355844908,-89.36908703303565,0.7766411900520325,253394,297.44119058,377029,42.00196788005744,-87.93774757693754,0.0744050592184066,568.231188088344,109.96290207806614,309.5273093,2013-05-15,180.3,176.9616539847817,6.4,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,135,,,,,,,,
3,3,3,0,LC08_023031_20130616,-88.24101628565434,41.84051657808551,2013-06-16 16:37:03.516000000,0.04321,0.042715,0.0909225,0.0410375,0.6234875,0.209915,0.0820124999999999,302.0418455,21824.0,0.232233525,0.8764907264587486,0.9398296059637912,0.7502415147807044,302.0418455,7.011123666922817,0.98,0.98,-88.24107400094931,41.84048337008343,-0.8764907121658325,0.8764907121658325,1,1,-0.745461289735586,-302.0418455,302.0418455,304.1033757653703,-304.1033757653703,304.1033757653703,0.7426629535129494,2.134803142180591,31.585831269993832,462.46364229456987,895.244620850191,0.7426629535129494,3.1440128766190707,2.134803142180591,333.8129981772199,552.0119027319683,39.75557395480843,0.2033874116452875,0.3500416633955928,20.584067841938182,17.704986435474105,0.3139040099902583,20.873698321966653,0.2033874116452875,0.3500416633955928,0.4056397191359411,0.0410883165895938,-12.181191444396973,0.7290276492656048,5.113688687694651,491.6722609352217,0.9598168598695974,0,-88.24101628565434,41.84051657808551,149.71536609451417,24.87363941885032,67.90058520613509,1.596297265830805,293.12911199766427,41.34685140723783,-88.31018338903411,0.8490070104598999,221349,296.46363686,122856,42.00687448988636,-88.14178011532812,0.0391723625361919,66.64401921040762,27.723301234961543,318.94737242,2013-06-16,194.59166666666667,166.45374681849154,6.4,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,145.0242111830203,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,167,12.395042234706253,27.462399697473757,12.901717430532502,188.31931514618125,264.7368765832361,-225.16050370054663,63.4031139981325,24.771206854068723
4,4,4,0,LC08_023031_20130702,-88.24101628565434,41.84051657808551,2013-07-02 16:37:04.476999936,,,,,,,,,,,,,,,,,,-88.24107400094931,41.84048337008343,,,1,1,,,,,,,0.7578683978251441,1.4721724685423163,22.43359804943409,,906.7401915288368,0.7578683978251441,2.2117649590126462,1.4721724685423163,333.37056639830416,,,,,,,,,,,,0.3443152606487274,-102.20523834228516,,,,,0,-88.24101628565434,41.84051657808551,,19.10453609219441,66.56098165148202,2.9902308821139445,219.010969245687,42.27011885869094,-88.92389892133342,0.8883119225502014,106202,296.83620104,164822,42.24731856980858,-88.9777506168435,0.0976756662130355,543.6027477629249,114.05829735352624,310.33054400000003,2013-07-02,,125.97918669281384,3.8,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,183,,,,,,,,
5,5,5,1,LC08_023031_20130718,-88.24101628565434,41.84051657808551,2013-07-18 16:37:03.928000000,,,,,,,,,,,,,,,,,,-88.24107400094931,41.84048337008343,,,1,1,,,,,,,0.7342632336281939,2.420344006495347,35.52971236119042,,864.7951295218207,0.7342632336281939,4.621801367922474,2.420344006495347,362.4257608221605,,,,,,,,,,,,0.1146590337157249,-34.6690559387207,,,,,1,-88.24101628565434,41.84051657808551,,31.49897947480432,52.36797979449526,2.5145796605981654,294.3479757425925,41.74340367802177,-88.6165814411911,0.9307017922401428,355014,302.36655740000003,338663,42.0679441217803,-87.96446422841758,0.0952164828777313,409.8008293414629,128.03208941893072,336.86121524,2013-07-18,166.47500000000005,163.38173165615743,5.7000003,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,199,,,,,,,,
6,6,6,0,LC08_023031_20130803,-88.24101628565434,41.84051657808551,2013-08-03 16:37:06.345999872,0.0230249999999999,0.0250874999999999,0.0671625,0.0338324999999999,0.46198,0.160855,0.0632025,299.5466909,21824.0,0.171415625,0.8635270389512165,0.7247800381732694,0.6449218602899642,299.5466909,2.826071554938616,0.978260715549386,0.9793260361312974,-88.24107400094931,41.84048337008343,-0.8635270595550537,0.8635270595550537,1,1,-0.7461458869775154,-299.5466909,299.5466909,301.78359648723745,-301.78359648723745,301.78359648723745,0.755744947796868,1.3698104889802527,21.019777731207185,446.5764096412491,868.4134157653526,0.755744947796868,3.051494076999408,1.3698104889802527,341.533276499518,607.0859651546455,40.095412704921095,0.1125295815073155,0.4080321081207065,238.77939775676583,12.562671216438588,2.537868903021206,17.90708117430185,0.1125295815073155,0.4080321081207065,0.5394709082966193,0.7895165681838989,-235.72528076171875,0.4855601466773838,3.6078369230890224,328.21115469295853,0.5788652972697659,0,-88.24101628565434,41.84051657808551,175.53690860687408,24.37363443225732,44.889829520076056,2.020580023844735,298.11592460893354,42.64567235606268,-88.37882150337758,0.930609166622162,521546,298.56913718,431780,41.98251920940391,-89.39067087324086,0.1166602224111557,266.7478731798701,65.86302679791443,301.92905084,2013-08-03,193.88333333333333,160.80019415532428,5.9,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,102.31825513880467,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,215,10.13441341987422,20.11830462757125,7.51487760795372,138.384580261982,258.6666670205123,-223.5055313727601,48.1835829647195,18.93209973160725
7,7,7,1,LC08_023031_20130819,-88.24101628565434,41.84051657808551,2013-08-19 16:37:07.362999808,,,,,,,,,,,,,,,,,,-88.24107400094931,41.84048337008343,,,1,1,,,,,,,0.7431205671141704,1.6617616255029557,25.05219729275903,,823.4555818300154,0.7431205671141704,3.423703416496439,1.6617616255029557,334.0586758654102,,,,,,,,,,,,0.3263504803180694,-96.77336120605467,,,,,1,-88.24101628565434,41.84051657808551,,26.31084319356893,48.53696197795888,1.576205922190968,234.83740729254345,42.1747875343135,-88.75283557648002,0.8967008590698242,240884,296.53199726,351824,41.46317203046546,-87.6181277878053,0.5142472386360168,487.5578256047153,95.38821791257256,313.99124342,2013-08-19,154.97500000000005,128.37814643998078,6.5,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,231,,,,,,,,
8,8,8,0,LC08_023031_20130904,-88.24101628565434,41.84051657808551,2013-09-04 16:37:07.908999936,0.0223375,0.02715,0.0665574999999999,0.0423574999999999,0.338505,0.150845,0.067465,296.7268244,21824.0,0.1374128925,0.7775706455741902,0.5330132647000595,0.5043026011437653,296.7268244,1.2703341493136524,0.9627033414931364,0.974192102692735,-88.24107400094931,41.84048337008343,-0.7775706648826599,0.7775706648826599,1,1,-0.6713717018978553,-296.7268244,296.7268244,298.8037493187601,-298.8037493187601,298.8037493187601,0.7395217856950238,1.5368654500929124,23.327135397521964,423.1582117020776,778.1326587451841,0.7395217856950238,3.0412518012980185,1.5368654500929124,346.66201767370944,581.7816704394482,46.13608686136142,0.0510566549441464,0.3844573873442883,-6.137881594059558,29.75852734486012,-0.1543591867471008,19.0051337868968,0.0510566549441464,0.3844573873442883,0.2490346954435249,0.409209132194519,-122.42758178710938,0.7901570286128937,5.220845645207697,535.6455835780869,1.0,0,-88.24101628565434,41.84051657808551,147.46662219932594,24.317471414326324,50.53397582656497,2.1049060272937923,260.04734703825005,41.6074047380843,-89.2345628820594,0.9068865180015564,392161,299.18096276,599731,41.65649853176581,-88.10638523106344,0.1412048786878585,426.9678187011999,91.27179668809782,309.51363722,2013-09-04,157.81250000000003,107.10649007994544,6.5,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,148.06318249809027,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,247,12.56860646452297,19.749395615002967,8.05613328246,100.443513693522,230.72606840788737,-199.21399309617408,44.759757826618,20.018675208146
9,9,9,0,LC08_023031_20131006,-88.24101628565434,41.84051657808551,2013-10-06 16:36:59.194999808,0.0217874999999999,0.0254175,0.0544299999999999,0.042385,0.2409625,0.1564275,0.07478,289.6173428,21824.0,0.10891357,0.7008267233697139,0.3805212735685002,0.3802479104101308,289.6173428,0.7080772201762873,0.9570807722017628,0.9723366548265816,-88.24107400094931,41.84048337008343,-0.7008267045021057,0.7008267045021057,1,1,-0.6314733786402839,-289.6173428,289.6173428,291.40757932293496,-291.40757932293496,291.40757932293496,0.742248470630871,0.7853889640153278,12.947766717551607,381.794711793582,662.5734476252303,0.742248470630871,1.6888440026023044,0.7853889640153278,296.0088912652497,491.9199144943093,31.587638044155835,0.0254253964691621,0.4852371178225083,138.39581880172076,12.248381105440757,1.384259500124159,15.05792490613148,0.0254253964691621,0.4852371178225083,0.573825903501663,0.3709488809108734,-106.71305847167967,0.4715302270167824,1.7094647448874871,321.9364576484327,0.6993566910646406,0,-88.24101628565434,41.84051657808551,69.53617467466285,14.849053037817477,46.50452989175663,2.8805568312092684,140.18810030344693,42.03451455914095,-89.34550691245353,0.8471874594688416,370209,287.67590744,589488,41.03914774278931,-88.9529106073751,0.2575275599956512,438.947994649262,52.25630874518261,296.46021884000004,2013-10-06,70.39791666666666,78.4569688223274,2.2,41.84062,-88.24103,226.5,0.77620031148597,Restored prairie,Grasslands,IL,US-IB2,GRA,48.480420165009136,30,226,0.0,0,24.931928634643555,63.990234375,7.008325099945068,0.3654650449752807,279,12.275431074578,15.763871968603972,7.361348810619,69.78691896444501,202.9715733855672,-182.8856419707373,45.304116890847,21.657584894584
