,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,H_inst_af,LE_inst_af,FC,FH2O,FCH4,WS,WS_MAX,WD,WD_SIGMA,USTAR,MO_LENGTH,ZL,T_SONIC,CO2_MIXING_RATIO,CO2,H2O_MIXING_RATIO,H2O,CH4_MIXING_RATIO,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,FETCH_MAX,FETCH_70,FETCH_80,FETCH_90,TAU_SSITC_TEST,H_SSITC_TEST,LE_SSITC_TEST,FC_SSITC_TEST,FCH4_SSITC_TEST,LW_OUT_1_1_1,LW_IN_1_1_1,Rn_inst_af,SW_OUT_1_1_1,SW_IN_1_1_1,TA_1_1_1,RH_1_1_1,WD_1_1_1,WS_1_1_1,G_inst_af,G_1_2_1,G_2_1_1,G_2_2_1,LEAF_WET_2_1_1,LEAF_WET_3_1_1,LEAF_WET_4_1_1,LEAF_WET_5_1_1,LEAF_WET_6_1_1,LEAF_WET_7_1_1,LEAF_WET_8_1_1,PA_1_1_1,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_10_1_1,PPFD_OUT_11_1_1,PPFD_OUT_12_1_1,PPFD_OUT_1_1_1,PPFD_OUT_2_1_1,PPFD_OUT_3_1_1,PPFD_OUT_4_1_1,PPFD_OUT_5_1_1,PPFD_OUT_6_1_1,PPFD_OUT_7_1_1,PPFD_OUT_8_1_1,PPFD_OUT_9_1_1,P_RAIN_1_1_1,P_RAIN_2_1_1,P_RAIN_3_1_1,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,SWC_2_1_1,SWC_2_2_1,SWC_2_3_1,SWC_2_4_1,SWC_3_1_1,SWC_3_2_1,SWC_3_3_1,SWC_3_4_1,SWC_4_1_1,SWC_4_2_1,SWC_4_3_1,SWC_4_4_1,TS_PI_1,TS_PI_1_SD,TS_PI_1_N,TS_PI_2,TS_PI_2_SD,TS_PI_2_N,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_033037_20130318,-106.63509970634249,32.58203010230766,2013-03-18 17:42:46.109999872,,,,,,,,,,,,,,,,,,-106.635106928977,32.5819240221203,,,1,1,,,,,,,0.8015046678338069,0.2734284990165284,5.385976412062059,,842.381828426693,0.8015046678338069,2.085747567305732,0.2734284990165284,279.1757631621608,,,,,,,,,,,,0.1747419089078903,-49.87185287475586,,,,,0,-106.63509970634249,32.58203010230766,,18.1668918160514,13.10937638391832,2.543258194036593,262.58624314903284,33.016233987876184,-107.81574153610669,0.7173843383789062,239263,285.40292414,453951,33.288732539161224,-107.46601505804372,0.0825488343834877,417.8013156757096,111.87856121781822,309.58541564,,2013-03-18 17:42:46.109999872+00:00,2013-03-18 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-03-18
1,1,1,1,LC08_033037_20130323,-106.63509970634249,32.58203010230766,2013-03-23 17:38:32.760999936,0.09766,0.113995,0.16553,0.2266625,0.2910125,0.371615,0.33768,305.6820368,21824.0,0.2263667575,0.1243057903124547,0.0895728066146073,0.0948485518461198,305.6820368,-0.0095531549118726,0.9499044684508812,0.9699684745887908,-106.635106928977,32.5819240221203,-0.1243057921528816,0.1243057921528816,1,1,-0.2748539292617883,-305.6820368,305.6820368,314.6591364055598,-314.6591364055598,314.6591364055598,0.8038589316064473,0.2804991072842129,5.470948725007162,470.2650067686932,865.8968444860725,0.8038589316064473,1.957978196086656,0.2804991072842129,273.25946711177426,459.19196555756633,104.33487840595578,0.0051130911362508,0.8478485965077602,388.4933392653581,7.505022803850579,2.5967994472340123,8.617887806779102,0.0051130911362508,0.8478485965077602,0.9495762969364154,0.084599532186985,-24.0232162475586,-0.05039145333514,-0.4849155620810364,-33.6362521137475,-0.0947881649588602,1,-106.63509970634249,32.58203010230766,142.28249739935487,17.16414614307853,14.325956634493528,5.933117347147493,299.44809475008685,32.80466136868584,-105.651663215515,0.5761261582374573,369554,283.96393772,647988,32.79509178893722,-105.9610927972505,0.105460837483406,356.79179141812284,97.5913569544656,310.21433132,-13.752205340618191,2013-03-23 17:38:32.760999936+00:00,2013-03-23 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-03-23
2,2,2,2,LC08_033038_20130323,-106.63509970634249,32.58203010230766,2013-03-23 17:38:56.551000064,0.0979074999999999,0.1137199999999999,0.1645674999999999,0.2259749999999999,0.290765,0.3727975,0.340815,305.67520076,21824.0,0.2262957525,0.1253822038162325,0.0903014135467451,0.0955849086295415,305.67520076,-0.0081926872878215,0.9499180731271216,0.96997296413195,-106.635106928977,32.5819240221203,-0.125382199883461,0.125382199883461,1,1,-0.2771546067983287,-305.67520076,305.67520076,314.4196305092918,-314.4196305092918,314.4196305092918,0.8052060235295033,0.2800661667154003,5.465745783462809,470.2296761920536,878.655064266455,0.8052060235295033,1.95898611446043,0.2800661667154003,333.2458068942048,526.1456938809241,118.84554030932074,0.005134294612935,0.8488506972588857,453.0173546285249,7.419627110324701,2.9859202662593702,8.607714060239015,0.005134294612935,0.8488506972588857,0.9574308243959634,0.1870892643928527,-55.83861541748047,-0.0684741630351684,-0.5738598256630905,-45.71720105692157,-0.1122444974695657,2,-106.63509970634249,32.58203010230766,142.2271218568384,17.172277869398453,14.29648554668494,5.93780518027811,299.44809475008685,31.421762100841395,-106.08032014259084,0.3887891471385956,410745,298.45976054,776278,31.08722159384025,-107.07529458082392,0.0931810513138771,545.7594134032782,127.32370611714428,312.28565144000004,-16.274664655805246,2013-03-23 17:38:56.551000064+00:00,2013-03-23 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-03-23
3,3,0,0,LC08_033037_20130419,-106.63509970634249,32.58203010230766,2013-04-19 17:41:05.224999936,,,,,,,,,,,,,,,,,,-106.635106928977,32.5819240221203,,,1,1,,,,,,,0.8281549193177549,0.1012892085900809,3.317261373341044,,981.466796632572,0.8281549193177549,1.37586817756909,0.1012892085900809,283.2882037911151,,,,,,,,,,,,0.1877549439668655,-53.97599411010742,,,,,0,-106.63509970634249,32.58203010230766,,11.70890690444686,7.361839618170446,1.1256809343562937,349.8903453201703,32.73216791706258,-105.74334441693576,0.6359137892723083,152298,287.48108030000003,275288,33.30856472881545,-106.10493297377236,0.1057778373360633,531.3791016018497,141.98307568222845,315.98053106,,2013-04-19 17:41:05.224999936+00:00,2013-04-19 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-04-19
4,4,0,0,LC08_032037_20130530,-106.63509970634249,32.58203010230766,2013-05-30 17:35:13.316000000,0.112675,0.1350875,0.191215,0.260625,0.3338575,0.4175125,0.378875,326.3610578,21824.0,0.259257115,0.1231869735442169,0.0971536143479434,0.1003659263624589,326.3610578,0.0006817654791558,0.9500068176547916,0.9700022498260812,-106.635106928977,32.5819240221203,-0.1231869757175445,0.1231869757175445,1,1,-0.271662484704493,-326.3610578,326.3610578,335.3888529619521,-335.3888529619521,335.3888529619521,0.8042944813402617,0.5762346640011746,9.025004235223872,611.0870906472421,988.114660744934,0.8042944813402617,3.591071745788807,0.5762346640011746,358.0027134141018,460.95683234606776,164.02352560192074,0.0052741197064338,0.4467727568308391,483.2964210930917,11.421381323643567,5.309763267307758,16.35431876748365,0.0052741197064338,0.4467727568308391,0.5653018985523565,0.1681920886039734,-51.09999084472656,-0.2850007655862831,-4.234690600923815,-186.36311434894475,-0.6276261709823101,0,-106.63509970634249,32.58203010230766,183.832939387606,27.122633333857262,16.046314437379756,3.1172808629027937,363.06824877273897,33.00951129135279,-105.70166223467582,0.5681590437889099,475907,303.8192159,952398,32.99640307071757,-107.48898466191604,0.0876532942056655,435.8167223138239,166.46451079313732,328.64771318,-120.0958254421994,2013-05-30 17:35:13.316000+00:00,2013-05-30 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-05-30
5,5,1,1,LC08_033037_20130505,-106.63509970634249,32.58203010230766,2013-05-05 17:41:06.168999936,0.1034625,0.1228774999999999,0.17939,0.2444825,0.314195,0.3993075,0.35935,313.74514598,21824.0,0.2437473625,0.1247812915322347,0.0937243505845294,0.098772997442564,313.74514598,-0.0022829734517802,0.949977170265482,0.9699924661876091,-106.635106928977,32.5819240221203,-0.1247812882065773,0.1247812882065773,1,1,-0.273114053303889,-313.74514598,313.74514598,322.6918993018728,-322.6918993018728,322.6918993018728,0.8116561878866171,0.3939850481114836,6.83478653269867,521.9204205444091,989.9975655926244,0.8116561878866171,2.5174557400791886,0.3939850481114836,288.24485043964904,500.5938769178474,138.9415787663898,0.005227115125308,0.6250022607554334,348.1793307554478,9.551879810219868,3.057291863310727,11.690620243529228,0.005227115125308,0.6250022607554334,0.7294360153264057,0.0883112624287605,-25.44003677368164,0.0203448155297237,0.2332890015118966,13.472967396009835,0.0372539244596959,1,-106.63509970634249,32.58203010230766,172.79075228234527,21.19827236908492,15.650128097151391,4.364549674901914,335.83317255954785,33.72091530480492,-105.6963870563666,0.4146449267864227,297974,288.07239776,565873,33.05519454302295,-106.08601221015756,0.0952790156006813,357.04538411216885,124.50875394627867,319.04307698,6.616076082877387,2013-05-05 17:41:06.168999936+00:00,2013-05-05 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-05-05
6,6,2,2,LC08_033037_20130521,-106.63509970634249,32.58203010230766,2013-05-21 17:41:19.256999936,0.09876,0.11812,0.175925,0.2445375,0.3117475,0.392185,0.3593774999999999,324.48798284,21824.0,0.2406475075,0.1208193641748384,0.0887578262322229,0.0954429912381601,324.48798284,-0.0084550200676494,0.9499154497993234,0.9699720984337769,-106.635106928977,32.5819240221203,-0.120819367468357,0.120819367468357,1,1,-0.2785117061142467,-324.48798284,324.48798284,333.47188649203366,-333.47188649203366,333.47188649203366,0.8135847023808742,0.3933346454584637,6.826970201248756,597.1211867415417,1005.3617469059658,0.8135847023808742,2.7729577031774086,0.3933346454584637,338.84282462721706,488.1747958026937,164.30673710031152,0.0051302012567098,0.2972031296791411,594.8042734504535,13.215577966503128,7.428245127760434,24.58474811394899,0.0051302012567098,0.2972031296791411,0.4159650417844345,0.2221603095531463,-66.65597534179688,-0.4135413521458514,-5.878979175808915,-270.9362147480713,-0.8365635556455028,2,-106.63509970634249,32.58203010230766,191.84030437555853,22.784092693131164,14.184660840941032,2.079125867274988,365.9114031241152,32.810150340037985,-105.822502623217,0.5773456692695618,466294,300.03546776,667599,33.253411441732794,-107.13855032988845,0.0718482136726379,566.9834115147003,169.96002472551754,324.49481888,-166.72784942594083,2013-05-21 17:41:19.256999936+00:00,2013-05-21 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-05-21
7,7,0,0,LC08_033037_20130606,-106.63509970634249,32.58203010230766,2013-06-06 17:41:19.535000064,0.0995849999999999,0.1186424999999999,0.16982,0.23384,0.304295,0.3829725,0.34461,327.88891274,21824.0,0.2343069425,0.1309243962946101,0.096911100519734,0.1018003438859108,327.88891274,0.0033583466166685,0.9500335834661666,0.970011082543835,-106.635106928977,32.5819240221203,-0.1309244036674499,0.1309244036674499,1,1,-0.2836337175579764,-327.88891274,327.88891274,336.9577706939918,-336.9577706939918,336.9577706939918,0.7838791213916587,1.1597098475492325,16.037022722903902,622.6284243168666,970.6609862229634,0.7838791213916587,3.6294082917458,1.1597098475492325,336.25865091906894,440.0569651243016,155.34113026016684,0.0053168084696838,0.3753322512337247,435.39526917471375,12.723018136065662,5.364727490124835,19.46718955757692,0.0053168084696838,0.3753322512337247,0.488683451472986,0.1389436870813369,-41.453426361083984,-0.2307937104492554,-3.609326240356066,-150.67943431057904,-0.5292274466661915,0,-106.63509970634249,32.58203010230766,185.52504670001085,27.30392833270008,31.953138206762475,2.616814535792222,346.7755198774277,32.8101922752683,-105.81609407621256,0.6771460771560669,427523,298.34696588,664066,33.3110088980538,-106.13396680525088,0.1003652587532997,432.0738195247501,157.01761017135752,331.36503908,-102.36049217649804,2013-06-06 17:41:19.535000064+00:00,2013-06-06 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-06-06
8,8,1,1,LC08_033037_20130622,-106.63509970634249,32.58203010230766,2013-06-22 17:41:12.367000064,0.0968625,0.1143799999999999,0.16542,0.2285599999999999,0.2965125,0.372825,0.3356174999999999,328.29907514,21824.0,0.2282227325,0.1294154616743402,0.093855877482186,0.0994356496735597,328.29907514,-0.0010506250522614,0.9499894937494774,0.9699965329373276,-106.635106928977,32.5819240221203,-0.1294154673814773,0.1294154673814773,1,1,-0.2837914630384309,-328.29907514,328.29907514,337.4796339423975,-337.4796339423975,337.4796339423975,0.8105958813695456,0.4604352682374963,7.633364064652316,625.7206651246352,999.1137909736276,0.8105958813695456,4.927127281958643,0.4604352682374963,330.8349284279124,459.6623525664344,162.26013553585986,0.0052466177460638,0.5722008169388316,282.6531264186348,10.359051424018825,2.8743424507810538,12.769405190520876,0.0052466177460638,0.5722008169388316,0.6706638510629359,0.0730429142713546,-21.776153564453125,0.0226028374093664,0.3474763847768362,14.749090611939778,0.0495930755298421,1,-106.63509970634249,32.58203010230766,190.50013745098948,32.63158409424891,9.344903061941258,3.994413556425953,364.09096011442256,32.80773105347278,-105.77761895411848,0.509358286857605,370211,298.1282126,630211,32.99853146299883,-107.37989746097384,0.1060041114687919,416.840581218124,156.5084812729818,330.17556812,9.854430272271074,2013-06-22 17:41:12.367000064+00:00,2013-06-22 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-06-22
9,9,0,0,LC08_033037_20130708,-106.63509970634249,32.58203010230766,2013-07-08 17:41:16.838000128,,,,,,,,,,,,,,,,,,-106.635106928977,32.5819240221203,,,1,1,,,,,,,0.7825625908279097,1.1712935476481343,16.176231932720366,,956.429127914356,0.7825625908279097,4.40239545124249,1.1712935476481343,306.65837880847243,,,,,,,,,,,,0.0444871224462986,-12.96833038330078,,,,,0,-106.63509970634249,32.58203010230766,,30.64423299326384,26.60582313925388,2.625595891753076,325.46231360068083,33.06945134528035,-105.625004476875,0.5461342930793762,241941,291.50750786000003,534302,32.50761445440634,-106.32783543469192,0.1171338409185409,256.7397942393084,110.45716665753991,332.49298568,,2013-07-08 17:41:16.838000128+00:00,2013-07-08 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo1,,,2013-07-08
