,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,ALB,CO2,FC,FC_SSITC_TEST,FETCH_70,FETCH_90,FETCH_MAX,G_inst_af,G_2_1_1,H_inst_af,H2O,H_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,LW_IN,LW_OUT,MO_LENGTH,Rn_inst_af,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,SWC_1_6_1,SWC_2_1_1,SWC_2_2_1,SWC_2_3_1,SWC_2_4_1,SWC_2_6_1,SW_IN,SW_OUT,TAU,TAU_SSITC_TEST,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD_PI,V_SIGMA,WD,WS,WS_MAX,W_SIGMA,ZL,PPFD_IN_PI_F,TA_2_1_1,TA_1_1_2,SWC_1_5_1,TS_1_5_1,VPD_PI_F,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
28,28,1,1,LC08_022032_20140425,-88.19843614118707,40.06454726138122,2014-04-25 16:29:09.163000064,0.0535224999999999,0.0737625,0.1129775,0.146995,0.292965,0.35495,0.235545,297.41726444,21824.0,0.18860615,0.331780161832894,0.2250239522481199,0.232940763436742,297.41726444,0.2805599273813636,0.9528055992738136,0.9709258477603584,-88.19840197779757,40.06464303573559,-0.3317801654338836,0.3317801654338836,1,1,-0.4433817597319817,-297.41726444,297.41726444,299.361742013692,-299.361742013692,299.361742013692,0.7715037836049734,0.8287474001944937,13.55603216557958,422.7192824282714,883.6313359418673,0.7715037836049734,1.8407280146195173,0.8287474001944937,306.157651120632,585.9624734705005,78.85341419173157,0.0111104084760478,0.7683587744182742,660.2576017015488,7.700271108286311,4.233295591968414,9.509443147012789,0.0111104084760478,0.7683587744182742,0.9061953668778076,0.5074062347412109,-147.6647186279297,-0.2260389367996424,-1.8283879983697344,-153.14854242277983,-0.3020031679982091,1,-88.19843614118707,40.06454726138122,170.91305355348962,16.192189499669226,45.0228058470549,4.982235164320438,303.5281755175328,39.51954828144847,-86.60095425498494,0.6380808353424072,426742,291.018731,665686,40.63957880186942,-87.85562095194956,0.2233258038759231,595.6572372854687,80.14479875401288,297.78299258,-51.853083633765664,2014-04-25 16:29:09.163000064+00:00,2014-04-25 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-04-25
29,29,2,2,LC08_023032_20140416,-88.19843614118707,40.06454726138122,2014-04-16 16:35:25.552000000,0.0603974999999999,0.0786574999999999,0.1191375,0.1580774999999999,0.2747875,0.365455,0.25342,288.80385404000003,21824.0,0.1897159675,0.2696221685744979,0.1786390766666387,0.1876638098760271,288.80385404000003,0.1767614724349447,0.9517676147243496,0.9705833128590352,-88.19840197779757,40.06464303573559,-0.2696221768856048,0.2696221768856048,1,1,-0.3951259757568065,-288.80385404000003,288.80385404000003,290.84603563124443,-290.84603563124443,290.84603563124443,0.7866071457288534,0.4251802356666312,7.977398173222042,375.42736061449705,875.7042640122922,0.7866071457288534,1.0273962688302842,0.4251802356666312,281.71356845342007,602.2676727892241,55.17460804262607,0.0086143196185234,0.724374223289666,398.8237376921519,8.429309075847863,2.7257309325633514,10.086863732749336,0.0086143196185234,0.724374223289666,0.8360214188985934,0.5123493671417236,-146.2890625,0.21704835322568,1.5653313410207796,148.26932705444608,0.2710129895781467,2,-88.19843614118707,40.06454726138122,164.3992202612493,7.367121297013289,41.38424954090103,4.819008674598939,297.47859095999723,40.82694313013676,-89.4898896387923,0.5211966037750244,438039,285.52597286,661296,39.76944091441304,-90.07786060300964,0.2019487619400024,551.6887543615455,62.30784852585058,291.67499084,44.39279683134931,2014-04-16 16:35:25.552000+00:00,2014-04-16 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-04-16
30,30,0,0,LC08_022032_20140511,-88.19843614118707,40.06454726138122,2014-05-11 16:28:54.378000128,0.0304774999999999,0.0451074999999999,0.08831,0.0853399999999999,0.3392475,0.2696725,0.14617,304.09949354,21824.0,0.1677312849999999,0.598009833073277,0.4195483255327851,0.4119255884380873,304.09949354,0.8266305401503131,0.958266305401503,0.972727880782496,-88.19840197779757,40.06464303573559,-0.5980098247528076,0.5980098247528076,1,1,-0.5869093630681254,-304.09949354,304.09949354,305.9971861867552,-305.9971861867552,305.9971861867552,0.7415071521243267,2.035799893461408,30.24149288034452,464.6565505429775,878.5648364801422,0.7415071521243267,3.202817062858217,2.035799893461408,311.70823433810057,565.2449750409332,81.86785489811774,0.030379774849689,0.6398612214677568,294.3593776707195,9.3231375140484,2.362343085024712,11.419138770557907,0.030379774849689,0.6398612214677568,0.7556503595551725,0.161776915192604,-47.14093780517578,0.2807833842136175,2.389381490592524,189.017742472096,0.3910357660624277,0,-88.19843614118707,40.06454726138122,171.39136560731416,25.18480885059445,63.56279030325402,3.723079997896909,274.5307081470265,39.75304300460208,-87.21455308893222,0.8376985788345337,314931,291.3947132,392966,40.883946920244185,-87.88368625501568,0.2264854311943054,498.7022974923673,104.78057689399772,312.03613598,67.76285907320398,2014-05-11 16:28:54.378000128+00:00,2014-05-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-05-11
31,31,1,1,LC08_023032_20140518,-88.19843614118707,40.06454726138122,2014-05-18 16:35:00.950000128,0.0293499999999999,0.0386449999999999,0.0805549999999999,0.0674374999999999,0.3483775,0.2454175,0.1337125,300.48322838,21824.0,0.1619328825,0.6756370020321538,0.4800210502574898,0.4601475188766291,300.48322838,1.0359173848054497,0.9603591738480544,0.973418527369858,-88.19840197779757,40.06464303573559,-0.6756370067596436,0.6756370067596436,1,1,-0.6243931154668859,-300.48322838,300.48322838,302.48255659896466,-302.48255659896466,302.48255659896466,0.7810490674494351,0.7372792417010277,12.291639462107373,443.91282757815776,934.1300089390512,0.7810490674494351,1.8040322667094235,0.7372792417010277,313.2867912098872,639.8186603674775,74.64954986988658,0.0398365301808281,0.217037741535648,247.5348781440332,17.318580789828154,3.621485822544457,33.665407823269746,0.0398365301808281,0.217037741535648,0.3280258561933271,0.3826476335525512,-112.12274932861328,0.4702313952988605,3.833049677572302,317.63423235355776,0.5620162646077801,1,-88.19843614118707,40.06454726138122,191.95525316759097,15.87684160999002,40.86840658597719,1.2239250388617051,327.7292336242776,39.36367790190672,-88.18041137393892,0.8696371912956238,548468,293.0182727,722817,40.15708928946874,-89.90513140306223,0.2211027890443802,597.7452370789412,106.93982384615713,307.87640564000003,108.70528885595049,2014-05-18 16:35:00.950000128+00:00,2014-05-18 17:00:00+00:00,2014-05-18,117.10327642388476,92.38066362270833,66.99127787922507,52.8482113943125,14.015145833333332,195.99895833333332,36.7549374829792,-2.1107418031097893,201405181200.0,201405181230.0,17.4,385.2646909,-13.93609759,1.0,90.0,-9999.0,15.16083438,103.9,69.64,152.6836763,8.477855794,1.0,223.6609918,1.0,313.1,441.7,-59.44924705,577.6,99.49384165,-9999.0,67.96,40.14,0.031096776,0.780802453,-0.047124814,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,861.0,154.4,-0.262903245,1.0,16.97,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14.5,16.94653735,0.470954775,1.23654202718711,12.58224243,1.0885823707924,159.0926652,0.482889634,4.587972803,0.334459875022401,-0.039798654,2045.0,16.35534,-9999.0,-9999.0,-9999.0,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-05-18 12:00:00,2014-05-18 12:00:00-05:00,2014-05-18
32,32,0,0,LC08_022032_20140612,-88.19843614118707,40.06454726138122,2014-06-12 16:29:00.803000064,0.02429,0.0332,0.0924349999999999,0.05146,0.5256149999999999,0.208595,0.0992,294.30686624,21824.0,0.20384918,0.8216522982281331,0.7477016478751084,0.6603370238841305,294.30686624,3.285959191387693,0.98,0.98,-88.19840197779757,40.06464303573559,-0.8216522932052612,0.8216522932052612,1,1,-0.7008818056791521,-294.30686624,294.30686624,296.2530161625725,-296.2530161625725,296.2530161625725,0.747067083734885,1.9454830410744897,28.993015038006043,416.8796659715451,903.974269055724,0.747067083734885,3.105794011707084,1.9454830410744897,336.7743852860079,632.859087176358,42.947433578192886,0.122713129785765,0.6904205330720885,-31.8197913658425,16.14565173036105,-0.4303449288946694,10.58291828217701,0.122713129785765,0.6904205330720885,0.4579355736244197,0.4302660524845123,-127.89796447753906,0.8680654305924415,5.489149112186549,589.9116535981651,1.0,0,-88.19843614118707,40.06454726138122,155.42765726997598,24.66866725154706,62.64044021403612,3.379387640188059,264.1668988094208,40.59760830796917,-86.44002640832639,0.9308944940567015,228888,297.25319948000003,343043,40.78777689143392,-87.38496730022773,0.2916055023670196,573.3903992068459,106.19571896389807,307.05608084,155.67226882161054,2014-06-12 16:29:00.803000064+00:00,2014-06-12 16:00:00+00:00,2014-06-12,176.63595154468592,144.05048887325,14.143152976385412,11.534051152333332,13.680354166666667,187.0465,17.78160580775001,-17.412958687737987,201406121100.0,201406121130.0,20.7,358.5561176,-27.65986511,0.0,80.0,-9999.0,13.7507719,60.13,36.58,84.50610222,23.49145241,0.0,338.4513908,0.0,400.6,457.6,-140.6558269,600.5,98.16117766,-9999.0,50.23,68.07,-0.090047426,-0.066979115,-0.595012965,-9999.0,33.9,34.5,42.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,829.0,171.4,-0.301981819,0.0,25.15,-9999.0,23.54,19.77,18.03,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.9,26.60479819,0.516425899,1.25709568410682,10.81955194,1.15100301824105,262.6367579,4.322169041,8.796295534,0.503152873389391,-0.015058743,1660.0,-9999.0,25.03495,42.6,17.5,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-06-12 11:00:00,2014-06-12 11:00:00-05:00,2014-06-12
33,33,1,1,LC08_022032_20140628,-88.19843614118707,40.06454726138122,2014-06-28 16:29:02.887000064,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7335732671147681,2.585118277094037,37.83489114688835,,882.8851054966539,0.7335732671147681,3.462718441084645,2.585118277094037,344.9848732227201,,,,,,,,,,,,0.2015115618705749,-60.179595947265625,,,,,1,-88.19843614118707,40.06454726138122,,26.5031196125313,74.65574579850295,3.559489345645638,284.87091677577394,39.94953946592888,-86.77898104048937,0.9375815987586976,116070,298.6409156,193529,39.82815265887114,-87.7455558881455,0.4302317500114441,481.3968882345527,112.50477423385584,315.66607322,,2014-06-28 16:29:02.887000064+00:00,2014-06-28 16:00:00+00:00,2014-06-28,132.13969636649918,103.94063524804444,7.468450902629808,5.874658051166667,8.268166666666668,150.01247916666668,31.929019200788897,2.1361652308710184,201406281100.0,201406281130.0,21.9,361.6289162,-34.39923413,0.0,80.0,-9999.0,13.94215407,25.49,18.51,103.2340454,29.62519758,0.0,314.3485486,0.0,427.7,469.0,-105.6478927,566.3,98.78356954,-9999.0,53.02,77.01,-0.116161783,0.855657916,-1.821097902,-9999.0,28.9,30.0,41.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,775.0,167.5,-0.283350767,0.0,26.61,-9999.0,25.12,23.05,21.13,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,28.7,28.40443757,0.500879864,1.1468368183835,8.738850262,1.04953516806251,179.3557959,3.678561984,8.142976172,0.529250377420744,-0.019921836,1410.0,-9999.0,26.47614,42.4,19.9,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-06-28 11:00:00,2014-06-28 11:00:00-05:00,2014-06-28
34,34,2,2,LC08_023032_20140603,-88.19843614118707,40.06454726138122,2014-06-03 16:35:07.532000000,0.0496999999999999,0.0613325,0.1016199999999999,0.0844325,0.4199325,0.2569125,0.150955,301.30013516,21824.0,0.19533144,0.6651928662773983,0.5719268308690475,0.5010628606134224,301.30013516,1.2513276626380214,0.9625132766263802,0.9741293812867056,-88.19840197779757,40.06464303573559,-0.6651928424835205,0.6651928424835205,1,1,-0.6103172739081876,-301.30013516,301.30013516,303.29754454515205,-303.29754454515205,303.29754454515205,0.7470839738512166,1.9296283836415395,28.77385119449535,449.7664885155964,903.1708941447034,0.7470839738512166,3.5200042287777977,1.9296283836415395,353.26896429046207,617.0128026593549,78.85116351116496,0.0501354606752688,0.4838444033371472,47.217265103355565,13.207606206994592,0.5349639860768036,15.101268158614316,0.0501354606752688,0.4838444033371472,0.5442341325612754,0.2166638970375061,-65.17866516113281,0.7273783853659824,6.232383487484424,490.9443740448344,0.91226192714499,2,-88.19843614118707,40.06454726138122,192.1300397028536,26.782046617174384,54.81892231452056,2.6548803866323123,323.4229357543401,39.402217172409294,-88.16503349216117,0.8949304223060608,470821,300.8284484,616847,39.94329564648019,-89.12222954935551,0.2621107697486877,459.4719944507234,125.58221878747936,321.47670722,176.75039570505825,2014-06-03 16:35:07.532000+00:00,2014-06-03 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-06-03
35,35,3,3,LC08_023032_20140619,-88.19843614118707,40.06454726138122,2014-06-19 16:35:12.601999872,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7300668531372414,2.798022435186306,40.77793130932901,,882.2137138486005,0.7300668531372414,3.901756597318868,2.798022435186306,387.1951833077349,,,,,,,,,,,,0.3779004514217376,-116.12059020996094,,,,,3,-88.19843614118707,40.06454726138122,,28.5459184766888,71.71186529444189,2.39268566012669,275.87062832204646,39.84022050131202,-89.18601505767764,0.8993642330169678,211225,307.27825214,266715,39.42711795183021,-88.61471403244069,0.4109638631343841,517.1733375774002,127.4520606033591,319.05674906,,2014-06-19 16:35:12.601999872+00:00,2014-06-19 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-06-19
36,36,0,0,LC08_022032_20140714,-88.19843614118707,40.06454726138122,2014-07-14 16:29:11.042000128,0.0162324999999999,0.0248124999999999,0.0767875,0.0368574999999999,0.5272375,0.180545,0.070985,303.69616718,21824.0,0.1932125925,0.8693216568131255,0.7847140933454204,0.6912634680174233,303.69616718,7.011123666922817,0.98,0.98,-88.19840197779757,40.06464303573559,-0.8693216443061829,0.8693216443061829,1,1,-0.7457472786722403,-303.69616718,303.69616718,305.8015527617681,-305.8015527617681,305.8015527617681,0.7351968096276209,2.421587788981989,35.57435852690681,472.6790763500021,873.5374852626338,0.7351968096276209,3.5281103717405347,2.421587788981989,347.8348328508624,572.958102932953,43.07918130230504,0.146007204917402,0.6109139901798485,312.6071809694391,9.307092384731426,2.5011454232255943,11.96021731256797,0.146007204917402,0.6109139901798485,0.7553531875412418,0.3849371969699859,-115.21324920654295,0.3226928262080877,2.101114816644884,217.2717406612088,0.4100403541106662,0,-88.19843614118707,40.06454726138122,143.7559657932034,26.821195876081312,68.63696239149512,2.919960048845437,238.7668959175102,39.4164208436695,-86.9521386023634,0.926182210445404,336955,299.30401148,483613,40.03584298002297,-86.46996589372104,0.3003211915493011,566.6938856883945,120.12274389162464,314.52103652,59.58761620004891,2014-07-14 16:29:11.042000128+00:00,2014-07-14 16:00:00+00:00,2014-07-14,125.89971984586128,104.26977158159092,12.47799569661974,10.334238731234043,1.0726458333333333,131.40758333333335,15.730927187175064,-8.042778042480988,201407141100.0,201407141130.0,20.7,339.3980143,-34.40600681,0.0,50.0,-9999.0,8.564764037,26.6,26.29,97.2071457,29.85080575,0.0,405.0375881,0.0,429.0,476.0,-56.66677598,642.0,98.12920692,-9999.0,55.93,72.69,-0.035962228,0.669414951,0.453392485,-9999.0,34.0,34.3,43.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,869.0,179.6,-0.178455372,0.0,27.71,-9999.0,25.25,22.2,20.93,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,30.43,29.41624982,0.399508894,0.947049705136959,11.0082392,0.931005615987358,210.3364377,2.929392111,7.096574758,0.474571820697352,-0.033121701,1691.0,-9999.0,27.40027,48.8,20.47,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-07-14 11:00:00,2014-07-14 11:00:00-05:00,2014-07-14
37,37,1,1,LC08_022032_20140730,-88.19843614118707,40.06454726138122,2014-07-30 16:29:16.012999936,0.0167275,0.0225575,0.0632575,0.0352075,0.45934,0.161955,0.06873,300.93098899999995,21824.0,0.1696042,0.8576173168401418,0.7062265896165505,0.6396866414123006,300.93098899999995,2.705331776669736,0.9770533177666972,0.97892759486301,-88.19840197779757,40.06464303573559,-0.8576173186302185,0.8576173186302185,1,1,-0.7579112031726136,-300.93098899999995,300.93098899999995,303.0947801484984,-303.0947801484984,303.0947801484984,0.7473789331086429,1.7419264292650296,26.179188904906503,454.3274449487199,869.9442084718038,0.7473789331086429,2.929378964151056,1.7419264292650296,338.4067833420368,598.7120424196835,42.58179397461616,0.1092669754631871,0.4817381354364424,299.64034676659304,11.024978613728395,2.806347235053181,15.16729431274805,0.1092669754631871,0.4817381354364424,0.622318715064635,0.5128151178359985,-152.625244140625,0.3799380751015517,2.669825207361256,256.48990167847427,0.4612047310780461,1,-88.19843614118707,40.06454726138122,162.83032389311745,23.693031227708243,59.46401782023604,2.39495304149612,255.0365006799028,40.85273756438696,-86.09940740716057,0.9109283685684204,415699,297.62234564,573376,40.619384869537264,-86.83282788034276,0.410683274269104,559.84578771015,101.41173217334224,307.6132181,75.71624288076522,2014-07-30 16:29:16.012999936+00:00,2014-07-30 16:00:00+00:00,2014-07-30,150.13775923591243,118.89543465902128,40.090863300293634,31.74831329708333,0.2749166666666666,191.48160416666667,40.56293954389541,0.9780649637939264,201407301100.0,201407301130.0,18.7,341.3446497,-26.11434482,0.0,40.0,-9999.0,6.78952621,22.45,22.63,106.6223767,21.92244367,0.0,345.6132671,0.0,381.4,457.7,-54.41210663,592.8,98.83202035,-9999.0,52.35,62.32,-0.120834292,0.718479242,-0.407223886,-9999.0,29.7,29.7,40.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,825.0,155.8,-0.187742302,0.0,24.5,-9999.0,22.74,19.7,18.94,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.31,25.86584261,0.405983827,0.928837770011534,13.10347743,0.868588989108197,282.149352,2.523889077,6.575838863,0.439244956715498,-0.030676996,1793.0,-9999.0,24.3423,43.4,19.1,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-07-30 11:00:00,2014-07-30 11:00:00-05:00,2014-07-30
38,38,2,2,LC08_023032_20140721,-88.19843614118707,40.06454726138122,2014-07-21 16:35:22.265000192,0.01483,0.0206324999999999,0.0610574999999999,0.0316049999999999,0.4695425,0.1564275,0.0627074999999999,303.05357942,21824.0,0.1701900875,0.8738694695673429,0.7277471598438944,0.6561533140721022,303.05357942,3.1409686230500915,0.98,0.98,-88.19840197779757,40.06464303573559,-0.8738694787025452,0.8738694787025452,1,1,-0.7698548812664909,-303.05357942,303.05357942,305.26280708480766,-305.26280708480766,305.26280708480766,0.7437634422955924,1.9652886633776736,29.2667942934358,468.6912073287514,876.7144329115038,0.7437634422955924,3.349740352265219,1.9652886633776736,355.8460422482301,607.5442409362961,42.29721603903881,0.1198614993425898,0.2718775408956285,115.28209188285346,17.53523590561794,1.7393389177788663,26.87483511057637,0.1198614993425898,0.2718775408956285,0.3761334828486258,0.435922771692276,-131.33168029785156,0.6679391420105801,5.556716497815942,449.96493301440375,0.7960500687220639,2,-88.19843614118707,40.06454726138122,195.9333612299252,25.94103255249515,58.669880549060245,1.3349840272326947,328.1055792877577,39.78706663025992,-87.93255541451137,0.9121018648147584,485252,301.272791,800357,40.43447745796168,-89.6988510590845,0.5901504755020142,555.4908224490882,99.68549581637402,312.23779916,157.5884798780601,2014-07-21 16:35:22.265000192+00:00,2014-07-21 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-07-21
39,39,0,0,LC08_022032_20140815,-88.19843614118707,40.06454726138122,2014-08-15 16:29:22.776999936,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7606827253469494,1.1258076275299331,17.662387755558523,,858.9306314716056,0.7606827253469494,2.542088851119765,1.1258076275299331,327.55590615040785,,,,,,,,,,,,0.5107748508453369,-150.9967041015625,,,,,0,-88.19843614118707,40.06454726138122,,21.357139225839312,44.28671433077667,1.259408963194585,260.2431506854262,40.47042483969853,-86.68350071999201,0.9407141208648682,360764,295.62280394,634399,40.616082217274055,-87.40809696707662,0.6958690285682678,547.1805029417118,77.74455403899506,307.29876026,,2014-08-15 16:29:22.776999936+00:00,2014-08-15 16:00:00+00:00,2014-08-15,92.92664982558614,78.24912214734042,33.03528442970821,27.817445386916663,-5.791916666666666,140.3273333333333,40.05268246574292,20.15731574470564,201408151100.0,201408151130.0,18.1,341.3588745,-19.30106068,0.0,10.0,35.0,1.596472502,7.967,11.59,97.33380052,16.68752473,0.0,208.8374817,0.0,381.3,442.3,-2.626438165,486.8,98.91893384,-9999.0,41.66,53.42,-0.277560832,1.097463961,4.049899436,-9999.0,23.2,24.9,34.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,669.5,121.7,-0.023651241,0.0,21.97,-9999.0,19.9,18.73,19.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,26.8,22.34552998,0.143412219,0.519148703167021,14.39737872,0.631293565625375,143.7930285,0.645360288,2.730583448,0.226911121366935,-0.566660971,1381.0,-9999.0,21.28274,40.6,19.1,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-08-15 11:00:00,2014-08-15 11:00:00-05:00,2014-08-15
40,40,0,0,LC08_022032_20140916,-88.19843614118707,40.06454726138122,2014-09-16 16:29:27.010999808,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7428329621951977,1.249960933986655,19.37859738939565,,754.9262389642918,0.7428329621951977,1.811504611782878,1.249960933986655,306.4844505854056,,,,,,,,,,,,0.774005651473999,-224.62049865722656,,,,,0,-88.19843614118707,40.06454726138122,,15.9415087318058,69.00125596458994,1.219995811666725,195.8323837946012,39.43994608627484,-86.97582883767394,0.948538601398468,111420,290.20524224,176345,40.78501782353885,-86.68556762324334,0.4865909218788147,532.4588314136458,61.04153130209176,297.38308424,,2014-09-16 16:29:27.010999808+00:00,2014-09-16 16:00:00+00:00,2014-09-16,92.81323013891088,83.36583850977499,43.47602319958803,39.0506302138125,-4.286333333333333,127.64816666666668,9.518031276412522,-4.354753338498895,201409161100.0,201409161130.0,15.2,370.486871,-9.16770573,0.0,10.0,35.0,1.652003204,4.15,7.364,152.2826617,14.97270845,0.0,219.6893294,0.0,361.5,414.7,-5.285970297,464.7,99.24573824,-9999.0,35.58,63.51,-0.013916308,0.913520591,-0.502653232,-9999.0,30.4,32.9,28.3,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,613.0,95.1,-0.051739608,0.0,17.08,-9999.0,16.09,14.92,16.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,19.23,17.88917398,0.210064008,0.709980338460158,8.540051006,0.727958452111108,327.4380837,0.633980217,4.686465002,0.276357959899837,-0.244798954,687.2,-9999.0,16.65937,38.0,17.28,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2014-09-16 11:00:00,2014-09-16 11:00:00-05:00,2014-09-16
41,41,1,1,LC08_023032_20140907,-88.19843614118707,40.06454726138122,2014-09-07 16:35:37.994999808,0.0178824999999999,0.0228325,0.0510475,0.039965,0.3217025,0.1674824999999999,0.0756875,298.49735876,21824.0,0.1311093425,0.778995900931104,0.506631457140314,0.4904516533349582,298.49735876,1.1912813085231864,0.9619128130852318,0.9739312283181264,-88.19840197779757,40.06464303573559,-0.7789958715438843,0.7789958715438843,1,1,-0.7261032863849765,-298.49735876,298.49735876,300.62405145240825,-300.62405145240825,300.62405145240825,0.7462333119639968,1.2996993427638177,20.066146829287952,432.9928642819364,786.8980728252245,0.7462333119639968,2.5801351383226208,1.2996993427638177,331.8058777611614,569.9038448761091,47.73554561995142,0.0472330363639449,0.3460095678809251,233.42977632322632,14.161299106944808,2.781474801077394,21.11694230476742,0.0472330363639449,0.3460095678809251,0.4627061038980344,0.6182705760002136,-183.0855255126953,0.4266837468848894,2.9901187446366286,288.73852293293146,0.5529606514685915,1,-88.19843614118707,40.06454726138122,152.4690154847173,21.59988850913561,50.37330500482115,1.9122285678114328,262.5031744056725,39.33747915814135,-88.06614197918087,0.9302593469619752,389840,296.12525288,603917,41.04728924428112,-88.71292980196357,0.2889983654022217,515.1705651676365,85.3521217452729,304.92323636000003,84.79976759789479,2014-09-07 16:35:37.994999808+00:00,2014-09-07 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-09-07
