,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,ALB,CO2,FC,FC_SSITC_TEST,FETCH_70,FETCH_90,FETCH_MAX,G_inst_af,G_2_1_1,H_inst_af,H2O,H_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,LW_IN,LW_OUT,MO_LENGTH,Rn_inst_af,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,SWC_1_6_1,SWC_2_1_1,SWC_2_2_1,SWC_2_3_1,SWC_2_4_1,SWC_2_6_1,SW_IN,SW_OUT,TAU,TAU_SSITC_TEST,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD_PI,V_SIGMA,WD,WS,WS_MAX,W_SIGMA,ZL,PPFD_IN_PI_F,TA_2_1_1,TA_1_1_2,SWC_1_5_1,TS_1_5_1,VPD_PI_F,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
10,10,2,2,LC08_023032_20130718,-88.19843614118707,40.06454726138122,2013-07-18 16:37:27.806999808,0.0172225,0.02429,0.0772824999999999,0.0382049999999999,0.5873250000000001,0.1925075,0.072635,309.27779384,21824.0,0.2118403775,0.8778475852477098,0.8399515412572354,0.7318152337121179,309.27779384,7.011123666922817,0.98,0.98,-88.19840197779757,40.06464303573559,-0.8778476119041443,0.8778476119041443,1,1,-0.7674341622687078,-309.27779384,309.27779384,311.46284630725484,-311.46284630725484,311.46284630725484,0.7308088664740283,2.637179054469353,38.55454340768185,508.3982999347487,866.5229666676508,0.7308088664740283,4.37238852691177,2.637179054469353,382.8801085602499,549.7826207506519,47.26305826844272,0.1833793379668422,0.3246986778286101,116.5088641184944,15.621593332929244,1.6064388977497115,22.502906789462727,0.1833793379668422,0.3246986778286101,0.4356717019117251,0.3198797404766083,-98.02420806884766,0.5764835146629782,4.549994765951093,386.0106983637148,0.7681505899133645,2,-88.19843614118707,40.06454726138122,165.25923414152817,30.524470361459382,60.31438053223509,1.5029774729721503,295.3909478469533,39.793877978911766,-87.89130084855213,0.9539047479629515,286522,306.44083724,426600,40.76677815183772,-89.36999925746325,0.6001933813095093,498.35194321822496,113.55536327855772,321.5074694,129.037851562373,2013-07-18 16:37:27.806999808+00:00,2013-07-18 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-07-18
11,11,0,0,LC08_022032_20130812,-88.19843614118707,40.06454726138122,2013-08-12 16:31:19.270999808,0.0048475,0.0131799999999999,0.0434849999999999,0.0286349999999999,0.27949,0.09854,0.0444475,298.59648134,21824.0,0.104564335,0.8141338742393511,0.4637047580317203,0.4656241299303945,298.59648134,1.062417472436478,0.9606241747243648,0.9735059776590403,-88.19840197779757,40.06464303573559,-0.814133882522583,0.814133882522583,1,1,-0.7307221921201331,-298.59648134,298.59648134,300.7478013849175,-300.7478013849175,300.7478013849175,0.7405696734356806,1.9052758186122016,28.43721814053344,432.9874547441273,843.4435111277625,0.7405696734356806,3.548046022591071,1.9052758186122016,340.0058985734994,648.8798322510796,46.64230517901638,0.0410817050250674,0.3596665870508632,103.55630303870556,15.40718403013439,1.3506634752824311,20.315103890386432,0.0410817050250674,0.3596665870508632,0.4468984470091598,0.4529541432857513,-134.87429809570312,0.7370152530462825,4.213100425016316,498.6812240333577,0.8280474092304213,0,-88.19843614118707,40.06454726138122,143.4438416064431,26.917144403632125,53.69929833155926,2.020915513159067,210.6410865321621,39.94424324028787,-86.6143004985012,0.9179483652114868,283877,297.76590248,408829,40.03590646334318,-86.48403082622319,0.4236029982566833,534.7915544332519,99.78033227108678,309.02827838,119.48352805346272,2013-08-12 16:31:19.270999808+00:00,2013-08-12 17:00:00+00:00,2013-08-12,123.66606609953016,91.68412788868888,30.46886776953225,22.589152039145837,2.158496170212766,142.13247916666668,25.7007030686192,-14.160950872608506,201308121200.0,201308121230.0,18.7,350.155871,-24.78623973,0.0,25.0,85.0,4.347070071,16.35108,-9999.0,105.2556487,25.90133621,0.0,290.5901066,0.0,421.6,476.1,-25.43443087,570.4,98.69528164,-9999.0,50.55,60.44,-0.003887274,1.359620261,3.851038979,15.4,-9999.0,13.3,-9999.0,-9999.0,26.7,24.0,-9999.0,-9999.0,15.2,768.5,143.7,-0.110402039,0.0,28.19,20.4,-9999.0,19.53,19.3,-9999.0,20.47,19.64,18.8,19.53,-9999.0,32.3,29.14939604,0.313745633,0.741172692427345,17.76915944,0.843844019354288,258.9314114,1.621895072,5.125235783,0.339897416877504,-0.06088597,1553.0,-9999.0,27.45646,-9999.0,-9999.0,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2013-08-12 12:00:00,2013-08-12 12:00:00-05:00,2013-08-12
12,12,1,1,LC08_022032_20130828,-88.19843614118707,40.06454726138122,2013-08-28 16:31:21.740000000,0.0143349999999999,0.0223649999999999,0.0527799999999999,0.0476925,0.2940925,0.1642925,0.0751649999999999,309.66061208,21824.0,0.1241082275,0.7209210468569421,0.4361031072346389,0.4390669826618436,309.66061208,0.9394906555790064,0.95939490655579,0.9731003191634108,-88.19840197779757,40.06464303573559,-0.7209210395812988,0.7209210395812988,1,1,-0.6956806895905556,-309.66061208,309.66061208,311.7803358548729,-311.7803358548729,311.7803358548729,0.7269678316754463,2.274342143148228,33.53893632887973,500.17771581177215,794.433138271413,0.7269678316754463,4.602069198576295,2.274342143148228,372.1536459478456,552.7020461800432,74.07483549777702,0.0353858393426481,0.6672798597458816,235.37264446540365,9.181794896819012,1.9076221562119144,10.949924495880303,0.0353858393426481,0.6672798597458816,0.773980480097636,0.2502542734146118,-76.11673736572266,0.3633989126878529,2.717319635508078,243.2545662168625,0.5082338838824306,1,-88.19843614118707,40.06454726138122,149.12252443369985,31.423568320309283,49.4199901177458,3.815259131074757,234.7077664692749,40.173968643720336,-86.83110707978497,0.9139475226402284,570608,304.15759988,672884,40.06245248238792,-88.25218296621317,0.3447641730308532,485.7250338131398,109.14809490775885,317.50154996000003,77.06318486300908,2013-08-28 16:31:21.740000+00:00,2013-08-28 17:00:00+00:00,2013-08-28,120.63374446189157,91.543221581,44.972870920927846,34.1277766533125,11.80616425531915,193.43652083333333,55.95935834370169,16.023741195194773,201308281200.0,201308281230.0,14.4,379.827549,-9.758616653,0.0,25.0,85.0,4.323645326,33.92592,-9999.0,167.0558569,31.584959,0.0,241.3267134,0.0,438.9,508.2,-45.84410978,701.4,98.61608646,-9999.0,60.41,58.77,-0.053652543,0.587277734,0.983688852,12.7,-9999.0,9.2,-9999.0,-9999.0,20.6,18.4,-9999.0,-9999.0,15.2,901.0,129.9,-0.219230873,0.0,31.85,21.9,-9999.0,20.3,19.67,-9999.0,22.25,21.2,18.8,19.8,-9999.0,32.69,33.51957749,0.445307628,1.03057802809879,21.58834422,0.961049809843382,274.3153989,2.530853672,6.95390329,0.485286797677415,-0.032172072,1840.0,-9999.0,31.6267,-9999.0,-9999.0,-9999.0,IL,GRA,10.9,1051.0,40.0646,-88.1985,224.0,US-UiD,2013-08-28 12:00:00,2013-08-28 12:00:00-05:00,2013-08-28
13,13,2,2,LC08_023032_20130803,-88.19843614118707,40.06454726138122,2013-08-03 16:37:30.224999936,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7394171276686268,2.0591031650718623,30.563621226170937,,856.9011731679445,0.7394171276686268,3.1355168442789414,2.0591031650718623,336.60158468950027,,,,,,,,,,,,0.4170465171337127,-123.85579681396484,,,,,2,-88.19843614118707,40.06454726138122,,24.828262804022373,65.67029511670137,1.9933001405601063,269.64715543754653,39.99479382614549,-89.97518207423339,0.9412537217140198,439375,296.9831759,548857,40.425409717445774,-88.52376696447232,0.6454526782035828,566.0967306450693,86.94726096031967,309.07271264,,2013-08-03 16:37:30.224999936+00:00,2013-08-03 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-08-03
14,14,3,3,LC08_023032_20130819,-88.19843614118707,40.06454726138122,2013-08-19 16:37:31.244999936,0.0176899999999999,0.0224199999999999,0.0595999999999999,0.030285,0.4055225,0.149085,0.0620749999999999,304.21912424,21824.0,0.1515122525,0.8610166185758621,0.6610565277212566,0.6014658463412614,304.21912424,2.084323233280021,0.9708432323328,0.976878266669824,-88.19840197779757,40.06464303573559,-0.8610166311264038,0.8610166311264038,1,1,-0.7437234276991546,-304.21912424,304.21912424,306.4411139921244,-306.4411139921244,306.4411139921244,0.7398531022018615,1.84315923098749,27.578561298077297,471.4962181008546,829.0240486159709,0.7398531022018615,3.433915917957381,1.84315923098749,351.0721361740006,572.7565369977888,43.29515724082963,0.0881458946482882,0.114160703007476,242.5993850334569,19.69984890144333,4.092980645667723,64.0033206642089,0.0881458946482882,0.114160703007476,0.222642243306236,0.6493593454360962,-194.89743041992188,0.4263141171907409,2.854657223580485,286.8619947235022,0.541799658466462,3,-88.19843614118707,40.06454726138122,147.72272089434577,26.36135684368378,53.675141588320216,0.5837760892531035,244.6021106923029,39.80453088157034,-87.91176441780094,0.9208007454872132,417805,300.13800836,590571,40.08749912589688,-88.28501559641019,0.6816475987434387,547.8359132354734,80.47342573763783,309.12398294,80.95807886074255,2013-08-19 16:37:31.244999936+00:00,2013-08-19 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-08-19
15,15,0,0,LC08_022032_20130913,-88.19843614118707,40.06454726138122,2013-09-13 16:31:18.168999936,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7530015323544486,0.9989826047008628,15.909246158264558,,776.2922641539127,0.7530015323544486,2.1671692871175363,0.9989826047008628,313.5918107346526,,,,,,,,,,,,0.3551892042160034,-103.77948760986328,,,,,0,-88.19843614118707,40.06454726138122,,18.778190674179346,46.09619611348262,3.224419691679771,211.06996692555245,39.96245299660964,-87.01568968451234,0.9267904758453368,100074,292.1808578,163414,39.68455162666648,-86.38030237240456,0.4603921473026275,484.7793802221029,74.89080445845089,302.4178277,,2013-09-13 16:31:18.168999936+00:00,2013-09-13 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-09-13
16,16,1,1,LC08_022032_20130929,-88.19843614118707,40.06454726138122,2013-09-29 16:31:11.387000064,0.0257199999999999,0.031,0.0487924999999999,0.06433,0.18192,0.194625,0.112455,298.53495698,21824.0,0.1023274575,0.477522842639594,0.2201400329489292,0.2363618090452261,298.53495698,0.288816036048207,0.952888160360482,0.970953092918959,-88.19840197779757,40.06464303573559,-0.4775228500366211,0.4775228500366211,1,1,-0.5770276859728017,-298.53495698,298.53495698,300.4339978296736,-300.4339978296736,300.4339978296736,0.7309429648951715,1.357506093902838,20.86522746625991,429.14668148799103,696.6610988310266,0.7309429648951715,2.272764447024741,1.357506093902838,322.9675956001297,503.9788563879561,59.471182565872354,0.0113260869627741,0.3240398782105786,221.9367448971622,15.192264757878622,2.834377371566532,22.54865704242345,0.0113260869627741,0.3240398782105786,0.4216258635411979,0.4197442531585693,-123.27107238769533,0.3288439239537053,1.875356197258986,222.5709289249216,0.5007133555449181,1,-88.19843614118707,40.06454726138122,105.62384362679911,19.541723152278973,59.72929115817257,2.097034647933784,169.2268487986381,41.16424259797802,-87.14542432970163,0.8821222186088562,115171,293.68136858,168127,39.9313899753722,-88.27471835527018,0.2845506966114044,396.2288925845387,68.41280356427157,302.97154694,53.18510175426484,2013-09-29 16:31:11.387000064+00:00,2013-09-29 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-09-29
17,17,2,2,LC08_023032_20130904,-88.19843614118707,40.06454726138122,2013-09-04 16:37:31.800000000,0.0171675,0.02132,0.04574,0.042825,0.24616,0.1560975,0.07632,303.18004616,21824.0,0.108167825,0.703617834835718,0.3784497584145442,0.3865757904142664,303.18004616,0.730758987785531,0.9573075898778552,0.9724115046596922,-88.19840197779757,40.06464303573559,-0.7036178112030029,0.7036178112030029,1,1,-0.6866050017129154,-303.18004616,303.18004616,305.33314864413285,-305.33314864413285,305.33314864413285,0.7411213172785003,1.5376259086023147,23.35507948916964,458.6031358543599,791.3277862667298,0.7411213172785003,3.270465667786532,1.5376259086023147,350.30103188316525,582.4742814736317,65.52454135217961,0.026345861955296,0.2529748691169636,172.84513308253364,17.634982951556722,2.614306820437861,28.882964174835664,0.026345861955296,0.2529748691169636,0.3502228427465522,0.491262674331665,-147.38446044921875,0.5108324220535341,3.851225250294149,344.1046070389184,0.6656442209605804,2,-88.19843614118707,40.06454726138122,162.38935104893793,25.536677149632,47.01550374760509,1.4958038230174733,268.9288879556732,40.003337864737965,-89.54895452183686,0.9349797964096068,641325,300.01154162,822452,40.59895164215993,-89.44843529738472,0.4050946831703186,494.53409280019287,96.04248139711424,311.19530306,109.22074809834206,2013-09-04 16:37:31.800000+00:00,2013-09-04 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-09-04
18,18,0,0,LC08_023032_20131006,-88.19843614118707,40.06454726138122,2013-10-06 16:37:23.078000128,0.0184324999999999,0.0256099999999999,0.0440075,0.0629825,0.1602225,0.1838725,0.1106125,293.43185312,21824.0,0.0924977749999999,0.4356533231782442,0.1806035099188918,0.2016855525058593,293.43185312,0.207871405426374,0.9520787140542636,0.970685975637907,-88.19840197779757,40.06464303573559,-0.4356533288955688,0.4356533288955688,1,1,-0.5690398080595407,-293.43185312,293.43185312,295.36311556011896,-295.36311556011896,295.36311556011896,0.744488509142045,0.8024315258386969,13.192259678311917,400.207238944945,680.9411394544749,0.744488509142045,1.845786067738577,0.8024315258386969,299.63669164762706,503.026076271373,48.33971885909153,0.0093206100639914,0.6152884269875826,316.2819024570239,9.69507907901015,2.5308529223969174,11.875185297425498,0.0093206100639914,0.6152884269875826,0.7211149709334611,0.3752839565277099,-108.3141860961914,0.2034898426154045,0.9297530759823612,138.40445495525756,0.304395442482478,0,-88.19843614118707,40.06454726138122,86.56165871676808,16.235223385923664,43.47370152283255,4.061211811507958,161.61583828250355,39.53302273289159,-89.29292269597448,0.837904155254364,389184,288.61928096,576148,39.47542791030844,-88.51991768538609,0.2382713556289672,448.5484040961244,57.29631704392873,297.24294542,26.367797234859765,2013-10-06 16:37:23.078000128+00:00,2013-10-06 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-10-06
19,19,0,0,LC08_023032_20131107,-88.19843614118707,40.06454726138122,2013-11-07 16:37:14.576999936,0.0265175,0.0378749999999999,0.058885,0.08787,0.16553,0.2086775,0.1280474999999999,284.02888010000004,21824.0,0.10646915,0.3064719810576164,0.1378233284529038,0.1546190602601539,284.02888010000004,0.1067516554778595,0.9510675165547784,0.9703522804630768,-88.19840197779757,40.06464303573559,-0.306471973657608,0.306471973657608,1,1,-0.4752133324421272,-284.02888010000004,284.02888010000004,285.9170081661112,-285.9170081661112,285.9170081661112,0.7267936011913538,0.488588946524087,8.853916435590612,350.9493264981002,528.0711012223612,0.7267936011913538,0.99139746210915,0.488588946524087,272.6551709819692,380.2119697791922,22.077768596465617,0.0071543058887393,0.441940151562374,361.49554413089857,11.971653068650264,3.4363010824500293,16.53315286245894,0.0071543058887393,0.441940151562374,0.5520060398214326,0.7596685886383057,-213.765853881836,-0.0048974239117979,-0.0149756586280196,-3.3613429481719663,-0.0093857077516507,0,-88.19843614118707,40.06454726138122,45.630243883683605,6.847233605682276,49.28285225631279,2.9943880474301605,127.74605608264086,40.87844383784038,-87.70131373093369,0.6152778267860413,357083,281.39358668,538908,39.506966801634455,-88.17794716675589,0.1845961809158325,343.94571816469465,24.79711682593251,285.93955328,-0.4247096786906358,2013-11-07 16:37:14.576999936+00:00,2013-11-07 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-11-07
20,20,1,1,LC08_023032_20131123,-88.19843614118707,40.06454726138122,2013-11-23 16:37:05.212000000,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7250421438202364,0.2364188687509291,5.368091295761481,,467.5226180624508,0.7250421438202364,0.5407965061270106,0.2364188687509291,234.7417520390566,,,,,,,,,,,,0.4161132872104645,-112.77071380615234,,,,,1,-88.19843614118707,40.06454726138122,,-1.660887469568361,43.716789230772925,4.837623696027529,121.52130341608203,41.12203552367076,-88.58837003038239,0.6196144223213196,25812,271.00964192,52018,39.427704051945256,-88.74263890443389,0.1154653578996658,356.3932381077404,5.248800913200742,277.69528904000003,,2013-11-23 16:37:05.212000+00:00,2013-11-23 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-11-23
21,21,0,0,LC08_022032_20131218,-88.19843614118707,40.06454726138122,2013-12-18 16:30:47.544000000,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7017266796258739,0.2936579256823083,6.15932451975643,,401.51867237274615,0.7017266796258739,0.3650872161316416,0.2936579256823083,232.9256531921764,,,,,,,,,,,,0.6552289128303528,-176.84324645996094,,,,,0,-88.19843614118707,40.06454726138122,,-6.866741643187832,80.43500640581796,2.288290305102493,109.5171124315165,41.200689122551154,-87.98131742915187,0.9438247084617616,345,269.8953674,632,39.42459772365129,-86.45127397293533,0.2595070600509643,231.8117584114636,4.182787796830515,274.41740786,,2013-12-18 16:30:47.544000+00:00,2013-12-18 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-12-18
22,22,1,1,LC08_023032_20131209,-88.19843614118707,40.06454726138122,2013-12-09 16:37:05.724999936,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7113146344758032,0.2267354161322323,5.23423392903234,,418.6155258134141,0.7113146344758032,0.419960821572634,0.2267354161322323,221.00207224057945,,,,,,,,,,,,0.5695646405220032,-151.8500518798828,,,,,1,-88.19843614118707,40.06454726138122,,-5.038055414146305,53.98965915038755,3.803746709681445,77.80313186169579,40.47214658179515,-89.84083318360388,0.9491668343544006,968,266.60723216,1585,40.840185981645085,-89.55158356486662,0.1292295455932617,284.88352423560605,-1.8683045386283947,270.81139676,,2013-12-09 16:37:05.724999936+00:00,2013-12-09 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2013-12-09
23,23,0,0,LC08_023032_20140211,-88.19843614118707,40.06454726138122,2014-02-11 16:36:22.676000000,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7566361435256882,0.0934906987622067,3.3923509044504963,,556.2576306141566,0.7566361435256882,0.1211725076580928,0.0934906987622067,193.88287864466847,,,,,,,,,,,,0.1219916343688964,-31.61861038208008,,,,,0,-88.19843614118707,40.06454726138122,,-20.32267610193187,77.15504165846374,0.5240483837469486,180.47242032374865,40.37837311267469,-89.85208122543368,0.9911489486694336,39,259.18671074,45,39.75240045943527,-89.60409868503137,0.0060368250124156,64.98724243215874,-0.0822361500647088,271.06774826000003,,2014-02-11 16:36:22.676000+00:00,2014-02-11 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-02-11
24,24,1,1,LC08_023032_20140227,-88.19843614118707,40.06454726138122,2014-02-27 16:36:10.052000000,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7745570550101194,0.0978498925883046,3.45260939174838,,649.9630047647421,0.7745570550101194,0.2846574688354602,0.0978498925883046,227.8056925589621,,,,,,,,,,,,0.8914353251457214,-241.0269317626953,,,,,1,-88.19843614118707,40.06454726138122,,-10.046562345748894,34.37460924127887,4.060406255710841,209.8799489196928,40.02282962369072,-88.59527600290407,0.5412894487380981,96096,270.38072624,132936,39.83131035143346,-89.60427366501945,0.1058306843042373,464.8568524881664,6.228306855390523,274.53703856,,2014-02-27 16:36:10.052000+00:00,2014-02-27 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-02-27
25,25,0,0,LC08_022032_20140324,-88.19843614118707,40.06454726138122,2014-03-24 16:29:38.668000000,,,,,,,,,,,,,,,,,,-88.19840197779757,40.06464303573559,,,1,1,,,,,,,0.7843415363104826,0.2484269671397067,5.534082961445132,,783.8461453314384,0.7843415363104826,0.6321748468005958,0.2484269671397067,251.0760566889589,,,,,,,,,,,,0.8149975538253784,-226.0396270751953,,,,,0,-88.19843614118707,40.06454726138122,,0.4735705897929703,39.29719260375239,1.3811090490507167,210.8395479124124,41.037619716463546,-86.57550998120584,0.6837398409843445,237712,277.35006902,390834,39.52914977498846,-86.97021284621945,0.1851062476634979,604.9738342811688,34.90550354915341,284.02204406,,2014-03-24 16:29:38.668000+00:00,2014-03-24 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-03-24
26,26,1,1,LC08_023032_20140315,-88.19843614118707,40.06454726138122,2014-03-15 16:35:59.857000192,0.0496725,0.067575,0.0989249999999999,0.14012,0.235545,0.28719,0.1898675,289.29946694,21824.0,0.158775525,0.2540162112520463,0.1520036445830631,0.16346148355821,289.29946694,0.1250528047984057,0.951250528047984,0.9704126742558348,-88.19840197779757,40.06464303573559,-0.2540162205696106,0.2540162205696106,1,1,-0.4084671270966006,-289.29946694,289.29946694,291.4698746912532,-291.4698746912532,291.4698746912532,0.7604389408534646,0.5199854411519986,9.287919911510285,377.8056978723639,718.180223801243,0.7604389408534646,1.0108433714815348,0.5199854411519986,269.6213379602677,482.822523957928,43.82502544747429,0.007518817036259,0.1166957622298571,276.59301963968977,19.04863547006059,4.257368984966135,62.61293419933254,0.007518817036259,0.1166957622298571,0.1976332630998134,0.4302487969398498,-121.1471939086914,0.2378829787017458,1.4857815641796324,162.4044788707639,0.3699439733069382,1,-88.19843614118707,40.06454726138122,114.24636768316142,7.13009390781217,51.44075292197702,0.7868403386994623,225.65789534019137,41.18434862136686,-88.89891745052564,0.4795475900173187,427276,281.57474174000004,551148,39.62082103625378,-88.14527328948792,0.1980285048484802,420.27222357357965,49.0347835602734,292.81660952,42.13676516013437,2014-03-15 16:35:59.857000192+00:00,2014-03-15 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-03-15
27,27,0,0,LC08_022032_20140409,-88.19843614118707,40.06454726138122,2014-04-09 16:29:24.860000000,0.06455,0.0850925,0.1226025,0.166575,0.27267,0.3829725,0.2666475,296.25513764,21824.0,0.19487329,0.2415394597548065,0.1623313781757285,0.1694366219676442,296.25513764,0.1375943873696942,0.951375943873697,0.97045406147832,-88.19840197779757,40.06464303573559,-0.2415394634008407,0.2415394634008407,1,1,-0.3796558070698063,-296.25513764,296.25513764,298.2481449635095,-298.2481449635095,298.2481449635095,0.7651112313227351,0.807951067966115,13.268558019804312,415.52655852297744,828.8220766763787,0.7651112313227351,1.4975202730016968,0.807951067966115,313.8498426648851,550.3694235467594,72.16839292397138,0.007775588095056,0.321143009965577,536.5682945652352,13.137723318455675,5.809453459212534,22.752057043440544,0.007775588095056,0.321143009965577,0.4423854925891963,1.0325416326522827,-302.1441650390625,-0.0860541531684217,-0.6228636335096017,-58.36726394244715,-0.1220559141548318,0,-88.19843614118707,40.06454726138122,144.21831123924085,12.997441704162576,53.95259633758558,2.158222783835752,274.51873049829163,41.13271235284389,-86.96985677108692,0.6397416591644287,488169,292.62178238,870044,41.24105424646576,-87.79288991013792,0.1954495757818222,504.801917192499,72.6317431375458,297.14724086,-17.664412646332305,2014-04-09 16:29:24.860000+00:00,2014-04-09 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-UiD,,,2014-04-09
