,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,FC_SSITC_TEST,FETCH_FILTER,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,G_inst_af,G_1_2_1,H_inst_af,H_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,PA,RH_PI_F,T_SONIC,T_SONIC_SIGMA,TA_PI_F,VPD_PI,ALB_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NDVI_1_1_1,Rn_inst_af,PPFD_IN_PI_F_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_PI_F_1_1_1,TS_PI_F_1_2_1,TS_PI_F_1_3_1,TS_PI_F_1_4_1,WTD_PI_F,MO_LENGTH,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WD,WS,WS_MAX,ZL,GPP_PI_F,NEE_PI_F,RECO_PI_F,ALB_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,NDVI_2_1_1,NETRAD_2_1_1,PPFD_IN_2_1_1,PPFD_OUT_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date_daily,Date
10,10,1,1,LC08_012030_20130923,-70.83004911190659,42.74224546028469,2013-09-23 15:28:36.867000064,0.0222825,0.02737,0.05069,0.0468949999999999,0.21404,0.13671,0.0724974999999999,293.2917143,21824.0,0.09968886,0.640561825742043,0.3238905230847935,0.3294860927674506,293.2917143,0.5413098937333654,0.9554130989373336,0.97178632264932,-70.82994849155081,42.7422823439096,-0.6405618190765381,0.6405618190765381,1,1,-0.6170437804555584,-293.2917143,293.2917143,294.02796266327294,-294.02796266327294,294.02796266327294,0.7446243326788871,0.8469497706975997,14.110040106104517,400.8421900263837,703.5376938564835,0.7446243326788871,1.552567800990584,0.8469497706975997,288.7431893682249,508.4296585138631,40.22015258336617,0.0191148805925392,0.5791463512970219,228.63466876367988,10.331966553427762,1.9441466921086168,12.616265414563056,0.0191148805925392,0.5791463512970219,0.6805244929717249,0.2410751730203628,-68.9386978149414,0.3517832139057595,2.177746573074677,239.57483716681705,0.5116829840750405,1,-70.83004911190659,42.74224546028469,120.77059662449322,13.550516580916202,54.55154809710859,3.5473779300023667,169.23906730295892,42.89294999656122,-71.78486328751774,0.8938893675804138,453951,285.96347942,34577,42.4781608312234,-70.95507937108432,0.0069487267173826,421.0958355743977,60.00902803771182,301.272791,61.76089281239784,2013-09-23 15:28:36.867000064+00:00,2013-09-23 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2013-09-23
11,11,0,0,LC08_012030_20131009,-70.83004911190659,42.74224546028469,2013-10-09 15:28:36.119000064,0.0256099999999999,0.0320449999999999,0.05058,0.0553925,0.2045799999999999,0.138745,0.0775575,291.57928628,21824.0,0.09994692,0.5738587735241226,0.2876519120235847,0.2944596679485112,291.57928628,0.4394173379310047,0.95439417337931,0.9714500772151724,-70.82994849155081,42.7422823439096,-0.5738587975502014,0.5738587975502014,1,1,-0.6035428750587866,-291.57928628,291.57928628,292.2174830359779,-292.2174830359779,292.2174830359779,0.7265764017432419,0.9452718284622804,15.504280824885182,391.14475629992137,619.1993788085374,0.7265764017432419,1.5676631758160906,0.9452718284622804,284.5252023991852,437.7167470801406,33.861557003816124,0.0156993390517394,0.4646616615576343,467.5444611447143,11.084736199066963,4.200398119041523,15.724697530124768,0.0156993390517394,0.4646616615576343,0.5944550891574369,0.5374075174331665,-152.8394775390625,-0.0933563057121485,-0.4761533790950286,-63.68927106838987,-0.157703237777762,0,-70.83004911190659,42.74224546028469,85.82575647185378,13.699174400311463,60.29814586734763,2.9066699020418367,179.24505923424434,44.02887980675103,-71.58522451764821,0.8410937190055847,321954,284.40144428,133544,42.93875780949468,-70.8420083778575,0.0981455147266388,418.3382201522013,40.1067570782956,293.13448538,-13.50370983113501,2013-10-09 15:28:36.119000064+00:00,2013-10-09 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2013-10-09
12,12,1,1,LC08_012030_20131025,-70.83004911190659,42.74224546028469,2013-10-25 15:28:28.181999872,,,,,,,,,,,,,,,,,,-70.82994849155081,42.7422823439096,,,1,1,,,,,,,0.7257002599871508,0.5537821683235746,9.952822306254983,,545.9208055348959,0.7257002599871508,1.04552957075666,0.5537821683235746,262.8756087488519,,,,,,,,,,,,0.5140416622161865,-143.31796264648438,,,,,1,-70.83004911190659,42.74224546028469,,7.6229499707514705,52.96666720988074,3.784179392827861,111.4820427371994,43.56429548748797,-71.37395677461153,0.8097509741783142,42371,278.80614554,21038,43.67819194515668,-70.25783914874464,0.0457745380699634,419.5131510114278,21.417333166978693,285.72763604,,2013-10-25 15:28:28.181999872+00:00,2013-10-25 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2013-10-25
13,13,0,0,LC08_012030_20140113,-70.83004911190659,42.74224546028469,2014-01-13 15:27:54.229000192,0.0456574999999999,0.0560249999999999,0.0891899999999999,0.10943,0.1640725,0.163165,0.1024725,278.03709104,21824.0,0.1128599575,0.1997879361248982,0.0975434944821898,0.1059644280399869,278.03709104,0.0111655439957117,0.9501116554399572,0.9700368462951858,-70.82994849155081,42.7422823439096,-0.1997879296541214,0.1997879296541214,1,1,-0.2956714870934308,-278.03709104,278.03709104,278.9792809153419,-278.9792809153419,278.9792809153419,0.6758523231109453,0.5122689456084502,9.364150478253144,321.93533671662686,366.0138167749144,0.6758523231109453,0.7849809008882406,0.5122689456084502,242.59134261140787,233.25903837658444,6.292741922211993,0.0054427005622167,0.3871677376729541,205.6325328547157,14.011191762305064,2.2405326352175337,18.87208920287424,0.0054427005622167,0.3871677376729541,0.4761508463864316,0.3226465284824371,-87.77116394042969,0.0308782584315398,0.04675020600879,21.333763599656663,0.0939952932789095,0,-70.83004911190659,42.74224546028469,14.317950632669056,3.4981942197196254,65.25877827457907,2.6933353811103093,92.58277634430702,42.50662374719108,-71.46787624374784,0.8965402245521545,79636,272.03504792,114730,42.32357807246302,-71.11011126465297,0.276003897190094,240.4861499670516,10.415416089071655,280.58009792,1.3258358424092844,2014-01-13 15:27:54.229000192+00:00,2014-01-13 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-01-13
14,14,1,1,LC08_012030_20140129,-70.83004911190659,42.74224546028469,2014-01-29 15:27:48.387000064,,,,,,,,,,,,,,,,,,-70.82994849155081,42.7422823439096,,,1,1,,,,,,,0.7188536036516613,0.1606174587720629,4.377611008742825,,438.1470968294342,0.7188536036516613,0.3515977294453133,0.1606174587720629,204.23908101609544,,,,,,,,,,,,0.2942061424255371,-76.96025848388672,,,,,1,-70.83004911190659,42.74224546028469,42.27521864837121,-7.353518905917879,45.68216610086072,2.323942245353644,125.30273047637849,43.86876934215803,-71.22323329277893,0.9778980016708374,88066,261.58616078,4124,42.50550748403023,-71.13338251216847,0.028452718630433,301.8282956446976,2.76863038961608,274.84124234,,2014-01-29 15:27:48.387000064+00:00,2014-01-29 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-01-29
15,15,0,0,LC08_012030_20140318,-70.83004911190659,42.74224546028469,2014-03-18 15:27:10.391000064,0.048655,0.0781625,0.103655,0.12989,0.194735,0.1878874999999999,0.14144,280.2348779,21824.0,0.1344695675,0.1997535618020793,0.1168078466339723,0.1179536152796725,280.2348779,0.0339587435597304,0.9503395874355972,0.970112063853747,-70.82994849155081,42.7422823439096,-0.1997535675764084,0.1997535675764084,1,1,-0.3052381111967559,-280.2348779,280.2348779,281.0891523076671,-281.0891523076671,281.0891523076671,0.7705699018702306,0.2669148697899109,5.884944989656374,332.3155205407664,712.4204442819997,0.7705699018702306,0.4971007101443788,0.2669148697899109,216.94867731668973,490.4809712163165,18.642902583130788,0.0058220625957468,0.2676911740317916,368.4179831681545,15.269738908768772,4.374408774429568,27.29512509430456,0.0058220625957468,0.2676911740317916,0.3705815244006739,0.3100360333919525,-82.77335357666016,0.1499895089226577,0.906763397600632,103.42008546503126,0.2191855476278486,0,-70.83004911190659,42.74224546028469,118.85428223843498,-2.796886610487737,53.694324780261866,1.850259307320703,186.39677539289207,43.97196269387603,-71.26373306918622,0.9456455707550048,80075,266.97979634,116202,42.42288511542255,-71.08682064103223,0.1033788621425628,490.2083866622739,28.125631310942456,285.30380156,25.71580995595392,2014-03-18 15:27:10.391000064+00:00,2014-03-18 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-03-18
16,16,0,0,LC08_012030_20140403,-70.83004911190659,42.74224546028469,2014-04-03 15:26:54.579000064,0.05201,0.0635049999999999,0.08787,0.1095674999999999,0.1762825,0.20854,0.1464725,287.2418189,21824.0,0.1245614825,0.2333916389714886,0.1228727714748784,0.1273430043901508,287.2418189,0.0521454268756853,0.9505214542687568,0.9701720799086896,-70.82994849155081,42.7422823439096,-0.2333916425704956,0.2333916425704956,1,1,-0.3347024919317439,-287.2418189,287.2418189,288.0330185539775,-288.0330185539775,288.0330185539775,0.7699678066512092,0.4858873532651355,8.99005039219357,366.8898145968302,786.1547744829982,0.7699678066512092,0.9532617259251216,0.4858873532651355,255.127834679222,563.8448361458455,39.50839505036356,0.0061375335754951,0.4688996576126217,335.4672040599384,11.675295970585186,3.137723953086777,15.58257499918107,0.0061375335754951,0.4688996576126217,0.5747686663775275,0.3128305375576019,-86.9677963256836,0.2757370346735683,1.9187779169234176,188.8692370355436,0.3602062001278114,0,-70.83004911190659,42.74224546028469,152.02969038406502,6.27802148079348,50.97103345816086,3.2246212506376883,271.0972074901361,44.11326994499008,-71.163778795099,0.849385142326355,180761,278.00291084,182936,43.6282431020905,-70.32745162283649,0.0530702248215675,546.4602316057305,51.29014166494605,292.75166714,54.41654172394812,2014-04-03 15:26:54.579000064+00:00,2014-04-03 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-04-03
17,17,1,1,LC08_012030_20140419,-70.83004911190659,42.74224546028469,2014-04-19 15:26:37.492999936,0.061305,0.07346,0.09788,0.1225474999999999,0.19831,0.2456375,0.1887125,291.3092627,21824.0,0.142652825,0.2361250710985407,0.1369883448028959,0.1384451625282098,291.3092627,0.074045351469197,0.950740453514692,0.9702443496598484,-70.82994849155081,42.7422823439096,-0.2361250668764114,0.2361250668764114,1,1,-0.3390728924001484,-291.3092627,291.3092627,292.0454178294822,-292.0454178294822,292.0454178294822,0.7682050448708112,0.7174140224038021,12.273178481003214,388.2059685722099,842.8188053634924,0.7682050448708112,1.3271509088949254,0.7174140224038021,276.659711232385,597.4139325693766,54.64525241398743,0.0065326788229591,0.5001974093018547,203.0478874847204,11.78186057520593,1.954067892401369,14.607560826908722,0.0065326788229591,0.5001974093018547,0.5891625500685085,0.232361301779747,-65.9059829711914,0.4978834346160383,3.6616111378543352,339.72079267066874,0.6259034559131345,1,-70.83004911190659,42.74224546028469,166.32138053124615,11.164654608661843,54.05670279057933,3.4192019999497933,282.2616123740311,43.68270346362996,-71.60491558382436,0.9017173647880554,196376,283.6358078,19798,43.08008404600091,-70.7356796479812,0.0324860103428363,499.5443177425139,74.7571758938988,300.85237454,103.84329186954896,2014-04-19 15:26:37.492999936+00:00,2014-04-19 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-04-19
18,18,0,0,LC08_012030_20140521,-70.83004911190659,42.74224546028469,2014-05-21 15:26:13.064000000,0.05157,0.0606725,0.0836075,0.094965,0.1896749999999999,0.204305,0.1522474999999999,299.43047822,21824.0,0.12448902,0.3327360876897132,0.1815172820896623,0.1810575550570961,299.43047822,0.1624039577044372,0.9516240395770444,0.9705359330604246,-70.82994849155081,42.7422823439096,-0.332736074924469,0.332736074924469,1,1,-0.3881240108678748,-299.43047822,299.43047822,300.1172932901818,-300.1172932901818,300.1172932901818,0.7579425956249799,1.2891974003510749,20.381264153538982,433.7430001082068,895.4149047100352,0.7579425956249799,1.832387010660846,1.2891974003510749,321.79809942992586,656.4333879288042,82.57216797678223,0.0083003587636373,0.2330129253277501,209.44482253926984,17.96898847851911,3.155908512014406,31.357333811253746,0.0083003587636373,0.2330129253277501,0.3224067955108249,0.5358951091766357,-157.67547607421875,0.538252477907667,4.113432731551735,364.4163974127521,0.6350253070650416,0,-70.83004911190659,42.74224546028469,182.73174318792056,16.120997425950033,70.35617436985262,1.5558787357306594,282.72183179012706,43.24847891390272,-71.90263849524898,0.8635053038597107,192006,294.22825178,158277,42.450117833261366,-70.96770446506639,0.0247356258332729,591.6706294102261,95.58367981584767,306.74504102000003,116.6569522668072,2014-05-21 15:26:13.064000+00:00,2014-05-21 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-05-21
19,19,0,0,LC08_012030_20140606,-70.83004911190659,42.74224546028469,2014-06-06 15:26:22.357000192,0.045355,0.0528899999999999,0.0779699999999999,0.0836624999999999,0.2041675,0.212445,0.1437775,300.61311314,21824.0,0.1245412425,0.4186672688739882,0.23006489279039,0.2294371882258863,300.61311314,0.2721684521216992,0.952721684521217,0.9708981558920016,-70.82994849155081,42.7422823439096,-0.4186672568321228,0.4186672568321228,1,1,-0.4472907713437598,-300.61311314,300.61311314,301.32214668309547,-301.32214668309547,301.32214668309547,0.7551843075889553,1.447440705998126,22.625208851437968,441.1444234861493,901.9390646746218,0.7551843075889553,2.224432291543481,1.447440705998126,315.0654521855424,648.6357177552562,83.68222531432284,0.0108937831881368,0.4609344731976079,-1.6175413964772693e-42,7.689138542919606e+45,-11.093471375253614,15.851849897776145,0.0108937831881368,0.4609344731976079,3.692831521695832e-24,-1.2705658674240112,371.7561645507813,0.8354260155820485,6.25216564457799,564.9534924409334,1.0,0,-70.83004911190659,42.74224546028469,176.1667475806067,19.19618389035922,65.07011750821964,2.994823446291891,247.99894331068447,43.01266356620439,-72.00708292017354,0.9043625593185424,278801,292.5910202,34887,43.83909977538979,-69.60479765931449,0.0559735558927059,784.0759791655017,48.07871355761512,287.37170366,177.31141768023178,2014-06-06 15:26:22.357000192+00:00,2014-06-06 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-06-06
20,20,1,1,LC08_012030_20140622,-70.83004911190659,42.74224546028469,2014-06-22 15:26:25.724000000,0.0561074999999999,0.089245,0.1421549999999999,0.1416049999999999,0.28741,0.231255,0.1542,301.04378366000003,21824.0,0.1755883649999999,0.3398599116581006,0.2483558486818685,0.235418696145918,301.04378366000003,0.2865337944097504,0.9528653379440974,0.9709455615215522,-70.82994849155081,42.7422823439096,-0.3398599028587341,0.3398599028587341,1,1,-0.3381444018949403,-301.04378366000003,301.04378366000003,301.8199346169308,-301.8199346169308,301.8199346169308,0.7630845686404106,1.1856139932140035,18.912415684498715,443.7447654288465,910.2981508653417,0.7630845686404106,2.285458914179393,1.1856139932140035,322.8627516441406,614.3603464184816,88.64400980735968,0.0112662141782682,0.2257999208362856,-1.8120095960876645e-59,7.5694406605909335e+62,-12.32130833631885,32.35901967891582,0.0112662141782682,0.2257999208362856,8.223637538302637e-33,-1.714880108833313,505.2637023925781,0.7777794817032494,6.283886097581693,525.716336611122,1.0,1,-70.83004911190659,42.74224546028469,176.97505401680084,19.6314128780997,51.87640809722039,1.4620635809362583,258.99006167764185,44.23290127810652,-71.6745340378328,0.9261942505836488,224712,294.63499616,51147,43.80579114350773,-69.79504914281276,0.0362583845853805,770.332250642094,61.55956152485012,291.48699974,178.2110097274168,2014-06-22 15:26:25.724000+00:00,2014-06-22 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-06-22
21,21,0,0,LC08_012030_20140708,-70.83004911190659,42.74224546028469,2014-07-08 15:26:33.454999808,0.0323475,0.0410099999999999,0.0738725,0.0618274999999999,0.262495,0.17741,0.097495,303.72009332,21824.0,0.1276302074999999,0.6187282720131968,0.3783652051271414,0.3651498654956039,303.72009332,0.6557786654093742,0.9565577866540936,0.9721640695958508,-70.82994849155081,42.7422823439096,-0.6187282800674438,0.6187282800674438,1,1,-0.560763153396211,-303.72009332,303.72009332,304.54860079272964,-304.54860079272964,304.54860079272964,0.7322867783234951,2.3905311439746524,35.9985568062435,461.5177076413295,864.1282953723512,0.7322867783234951,3.403355023857099,2.3905311439746524,346.6956489429133,623.9561366814651,79.60056319960579,0.0233570186391758,0.4535198871688408,1466.967592945703,9.221936176204068,11.1881705887115,16.111011421024642,0.0233570186391758,0.4535198871688408,0.644233465720527,2.0064375400543213,-599.8695678710938,-1.368596644770376,-10.530995001074803,-922.6120194638436,-1.6948701628285796,0,-70.83004911190659,42.74224546028469,174.52810283956012,26.209802169367,70.24042826027035,2.717737382841299,265.94538441684136,43.461597188234,-70.69389905924126,0.8970205187797546,185134,298.97246354000004,164953,43.33066023462755,-70.55555942269626,0.0250392742455005,716.3335750517095,87.46865274475692,302.1785663,-298.6590182304814,2014-07-08 15:26:33.454999808+00:00,2014-07-08 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-07-08
22,22,1,1,LC08_012030_20140724,-70.83004911190659,42.74224546028469,2014-07-24 15:26:35.400999936,,,,,,,,,,,,,,,,,,-70.82994849155081,42.7422823439096,,,1,1,,,,,,,0.7352989724405512,2.1230058479345426,32.20495576164697,,850.5583107450285,0.7352989724405512,2.611300462868257,2.1230058479345426,329.44806227758835,,,,,,,,,,,,0.7872051000595093,-232.4386444091797,,,,,1,-70.83004911190659,42.74224546028469,,21.796415673704985,81.30071120205866,2.5720432322847087,189.20319256661736,44.15108099286687,-71.3418465909676,0.9183468818664552,91958,295.27074788,158186,43.32636775656584,-71.7457684743289,0.6833171844482422,657.5762860428224,73.30966176284254,303.02965328,,2014-07-24 15:26:35.400999936+00:00,2014-07-24 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-07-24
23,23,0,0,LC08_012030_20140809,-70.83004911190659,42.74224546028469,2014-08-09 15:26:45.210000128,0.0258299999999999,0.03111,0.0565749999999999,0.0485724999999999,0.2145075,0.1311824999999999,0.06917,303.26207864,21824.0,0.1011182825,0.6307396989508897,0.3259718650733626,0.3261813964459821,303.26207864,0.5312825663309633,0.9553128256633096,0.971753232468892,-70.82994849155081,42.7422823439096,-0.630739688873291,0.630739688873291,1,1,-0.5825993931736649,-303.26207864,303.26207864,304.1995060979462,-304.1995060979462,304.1995060979462,0.7399181490173177,1.7476638575949155,26.882476774763184,458.1430439792727,830.147370393921,0.7399181490173177,2.7979020374299384,1.7476638575949155,343.119308899211,615.8475266226708,73.48136372437226,0.0187631478812295,0.2158762281313821,134.24378204754237,19.9516591443249,2.2898537344674708,33.84654320248809,0.0187631478812295,0.2158762281313821,0.3011300802676107,0.3965852260589599,-118.35118103027344,0.6052005364754987,4.398890511942161,408.12238085075614,0.7524849608423765,0,-70.83004911190659,42.74224546028469,164.25749429175576,22.931992290857853,62.46336841729679,1.32493490950771,243.66029516905184,43.869237088298014,-70.79762354960627,0.9023690819740297,423904,298.42558034,26338,42.389601990323925,-71.0142847729045,0.066344067454338,529.4303705236912,104.2929300253634,313.41018002,124.75253491867969,2014-08-09 15:26:45.210000128+00:00,2014-08-09 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-08-09
24,24,1,1,LC08_012030_20140825,-70.83004911190659,42.74224546028469,2014-08-25 15:26:47.598000128,0.0279474999999999,0.0346025,0.0651275,0.0586924999999999,0.237085,0.1646774999999999,0.0895475,307.06975292,21824.0,0.1156573949999999,0.6031307317155633,0.3353945422771878,0.336260763844165,307.06975292,0.5621566112453648,0.9556215661124536,0.9718551168171096,-70.82994849155081,42.7422823439096,-0.6031307578086853,0.6031307578086853,1,1,-0.5689953261364106,-307.06975292,307.06975292,307.9773982298211,-307.9773982298211,307.9773982298211,0.726263438944457,2.0789852032652134,31.580727824800423,481.7449372178707,779.5182798951475,0.726263438944457,3.102298884310741,2.0789852032652134,350.3983174330844,542.4644779382959,76.55469254365867,0.0198566859040898,0.14758874297419,217.0495599535501,19.93491930293492,3.733610791655877,49.50691993573504,0.0198566859040898,0.14758874297419,0.2387962452775807,0.4452050030231476,-133.3794708251953,0.3703931671351952,3.084688296392453,248.8602254410871,0.534138224270813,1,-70.83004911190659,42.74224546028469,161.67352578539163,24.649812873436463,67.01434261473861,0.9002894903594675,254.8291001142909,43.91046946814589,-71.77399273828138,0.903830885887146,325351,299.59112516,511089,42.44770643809665,-70.96653459214208,0.3058036565780639,525.7613429767405,95.14598246893736,313.41701606000004,87.48176008568997,2014-08-25 15:26:47.598000128+00:00,2014-08-25 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-08-25
25,25,0,0,LC08_012030_20140910,-70.83004911190659,42.74224546028469,2014-09-10 15:26:51.635000064,0.0283049999999999,0.0349599999999999,0.066255,0.0579775,0.227845,0.158545,0.0848174999999999,296.63453786,21824.0,0.112320105,0.5943111546501761,0.3233083493844736,0.324247842229002,296.63453786,0.525457799382409,0.955254577993824,0.971734010737962,-70.82994849155081,42.7422823439096,-0.5943111777305603,0.5943111777305603,1,1,-0.5494389663379803,-296.63453786,296.63453786,297.4395147809139,-297.4395147809139,297.4395147809139,0.7281708545658101,1.6466654578437354,25.45028460277056,419.3619749309525,734.506788206097,0.7281708545658101,2.1913565780570234,1.6466654578437354,313.0273777429814,531.6657693270079,52.49457527748093,0.0185603605305935,0.4409029852597195,138.93829898788024,13.17420550288219,1.5286716363572026,16.57204493077977,0.0185603605305935,0.4409029852597195,0.5280272914840002,0.2496436089277267,-72.7251968383789,0.5012326607304125,2.279006097726299,340.2328950616467,0.7100445504378136,0,-70.83004911190659,42.74224546028469,90.77903990919076,18.955911558121983,75.14365641504857,2.709201622554567,144.4805563277881,43.85254895402284,-70.16893022385287,0.9103797674179076,57296,291.31609874000003,32913,42.50512205392346,-71.23852401453233,0.0696936175227165,212.8595090399988,47.00841832680094,301.75473182,64.63261293151784,2014-09-10 15:26:51.635000064+00:00,2014-09-10 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-09-10
26,26,1,1,LC08_012030_20140926,-70.83004911190659,42.74224546028469,2014-09-26 15:26:48.890000128,0.0288825,0.0349875,0.0586924999999999,0.060645,0.21261,0.1480125,0.0827,296.30640794,21824.0,0.106289575,0.5561288905966955,0.2891104856177213,0.2947895584250991,296.30640794,0.4403342311933615,0.9544033423119336,0.971453102962938,-70.82994849155081,42.7422823439096,-0.5561289191246033,0.5561289191246033,1,1,-0.5673279826024458,-296.30640794,296.30640794,297.01038595634054,-297.01038595634054,297.01038595634054,0.7246865656133401,1.3589747919930968,21.37073165340004,417.1374530380672,672.3030769258362,0.7246865656133401,2.012158130615025,1.3589747919930968,320.7960284292605,489.8756173034098,48.58489293507439,0.0157284723806878,0.2639097164144812,511.05314878213005,14.070772013668684,5.896440023752689,27.686226112128363,0.0157284723806878,0.2639097164144812,0.3888527044837995,1.4732381105422974,-431.6705627441406,-0.1027317294174696,-0.6150689194602794,-69.76242441379463,-0.1580872213293237,1,-70.83004911190659,42.74224546028469,110.08616428445912,17.596152181616723,67.53817064952645,1.650551435452592,162.04376663825383,42.84805729436896,-72.0717679446229,0.8859973549842834,310106,293.00801864,364130,42.93670116486696,-70.80150340577784,0.2420234382152557,537.7568331358168,52.67715477513676,297.22927334,-17.443354555893524,2014-09-26 15:26:48.890000128+00:00,2014-09-26 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-PHM,,,,2014-09-26
