,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_inst_af,G_PI_2,H_inst_af,LE_inst_af,H_PI_F,LE_PI_F,PA,MO_LENGTH,ZL,RH,T_SONIC,T_SONIC_SIGMA,TA_PI_F,TA,VPD_PI,P,P_RAIN,LW_IN,LW_OUT,SW_IN,SW_OUT,Rn_inst_af,PPFD_IN_PI_F,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,WTD,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WD,WS,WS_MAX,NEE_PI_F,GPP_PI_F,RECO_PI_F,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
10,10,2,2,LC08_015043_20200307,-80.38093721266534,25.35391583169676,2020-03-07 15:50:21.032999936,0.0379025,0.041945,0.0579775,0.0628449999999999,0.173285,0.17961,0.0996949999999999,299.41680614,21824.0,0.1016320375,0.4677084656756872,0.2234239045775197,0.2250417725130073,299.41680614,0.2617307348450252,0.9526173073484502,0.9708637114249884,-80.38093812960389,25.35390336993284,-0.4677084684371948,0.4677084684371948,1,1,-0.4986000756715852,-299.41680614,299.41680614,299.86105440347325,-299.86105440347325,299.86105440347325,0.7471709993316794,1.1664385848554495,18.63664185089667,434.11642743947226,807.4369851223408,0.7471709993316794,2.377780525107622,1.1664385848554495,330.1945959702545,605.8081786462212,70.20636642680145,0.0106279788780153,1.0079557216280717,679.5390813361004,6.257164195403631,3.556475644482134,7.248993110567518,0.0106279788780153,1.0079557216280717,1.1389791739038648,0.8743963837623596,-258.64093017578125,-0.2125463255555057,-1.3381534843226803,-143.93726911668057,-0.2687393243130287,2,-80.38093721266534,25.35391583169676,140.50219980627827,20.27089192012288,49.05577165506707,6.565454883567683,159.64267472270708,25.30903373384353,-80.28370975695788,0.9302228093147278,61593,295.79370494,49267,25.135749813810985,-81.04424666321594,0.1938932389020919,589.4820312291463,74.7400131628234,299.35528178,-37.95003281539121,2020-03-07 15:50:21.032999936+00:00,2020-03-07 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-03-07
11,11,3,3,LC08_015043_20200323,-80.38093721266534,25.35391583169676,2020-03-23 15:50:12.948999936,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7357805139860687,1.8777728590166047,28.7212534890896,,844.7639799152615,0.7357805139860687,3.480134457155877,1.8777728590166047,344.761366270778,,,,,,,,,,,,0.4182128310203552,-124.90260314941406,,,,,3,-80.38093721266534,25.35391583169676,,26.588341630719327,53.95690546253219,3.0210592078662306,248.97785524326656,25.330900437269342,-80.26808076156743,0.9444491863250732,70701,298.6580057,153146,25.17629567275209,-80.82811550525135,0.0770471319556236,543.9534089118267,99.15960393768442,308.8949756,,2020-03-23 15:50:12.948999936+00:00,2020-03-23 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-03-23
12,12,0,0,LC08_015043_20200526,-80.38093721266534,25.35391583169676,2020-05-26 15:49:53.212000000,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7284051820000486,2.875425274679549,42.86500773702069,,904.781535327833,0.7284051820000486,3.255967339616907,2.875425274679549,337.96532652065633,,,,,,,,,,,,0.8853882551193237,-262.9242248535156,,,,,0,-80.38093721266534,25.35391583169676,,25.461803176845944,88.31247290760194,4.154219711315544,159.00294187091978,25.229450805173496,-81.11665825766308,0.9412740468978882,10596,296.95924976000003,40266,25.207549198572405,-81.02848931067692,0.1049306839704513,731.3920253890336,90.7891656618903,302.59898276,,2020-05-26 15:49:53.212000+00:00,2020-05-26 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-05-26
13,13,0,0,LC08_015042_20200611,-80.38093721266534,25.35391583169676,2020-06-11 15:49:38.742000128,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7254554869588692,3.048234882322248,45.31493577188197,,897.0579729065422,0.7254554869588692,3.566411922754292,3.048234882322248,360.4656092870621,,,,,,,,,,,,0.2846911549568176,-85.89036560058594,,,,,0,-80.38093721266534,25.35391583169676,,27.0051231690038,85.47063402502694,3.4275733002107787,244.3820912243249,26.47427592414968,-80.03466512801849,0.934386909008026,101370,301.69662548,64768,26.12071306150193,-80.1048001382624,0.0717922002077102,519.6998523749413,121.4135796296518,316.57868456,,2020-06-11 15:49:38.742000128+00:00,2020-06-11 16:00:00+00:00,2020-06-11,182.9965097481896,195.40783658536583,27.37475969095916,29.231391219512197,8.662562104166666,196.249,-37.05278990904471,-22.78483154331544,202006111200.0,202006111230.0,394.773,0.0446023541979569,-1.5978,-0.521464,1894.58,-17.0156,-1.00834,-9999.0,-9999.0,2.3949,8.491743,67.5458,145.751,63.05442,136.12647,-9999.0,-30.3484,-0.116975,77.6084904238742,29.645,0.565275154239066,29.91,29.91,0.944960058652058,0.0,0.0,434.805470006067,486.855470006067,808.0,63.88,692.07,1784.0,33.3,33.18,34.36,34.31,-9999.0,30.9,30.7,0.365,-0.0946195,1.17742940340387,0.284977,0.890955105490731,0.39144859177164,80.4,4.565,7.186,-1.076336,1.89590539333667,0.819569393336675,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-06-11 12:00:00,2020-06-11 12:00:00-04:00,2020-06-11
14,14,1,1,LC08_015042_20200627,-80.38093721266534,25.35391583169676,2020-06-27 15:49:47.272000000,0.0306974999999999,0.0406249999999999,0.0794825,0.0819575,0.167565,0.0681525,0.0400474999999999,309.87594734,21824.0,0.0909091275,0.343085292909457,0.1579914330376175,0.1713240763285958,309.87594734,0.1415860146080187,0.9514158601460802,0.9704672338482064,-80.38093812960389,25.35390336993284,-0.3430852890014648,0.3430852890014648,1,1,-0.3565407462127728,-309.87594734,309.87594734,310.4126030277051,-310.4126030277051,310.4126030277051,0.7248914088085188,3.049091023562353,45.32707331709457,497.3990090282225,890.210396350411,0.7248914088085188,4.183622326611893,3.049091023562353,381.08200817605416,674.4506034935595,110.88136131625936,0.0078585065965423,0.6699135791686632,13257.12786677145,5.198392025362065,50.532678877319086,10.906875616562797,0.0078585065965423,0.6699135791686632,0.9883882660057312,11.208574295043944,-3428.75,-18.93757794989933,-166.4643362356006,-12693.55862459415,-22.523512063138337,1,-80.38093721266534,25.35391583169676,206.41098716978783,29.754253431827543,72.88160320225799,4.497412276306556,303.1156184851948,26.52023873876256,-80.49013159468684,0.8268327713012695,199901,305.9042081,351049,25.3246829691169,-80.39002898187898,0.007539530750364,673.1392060412321,105.97509610409897,306.26651822,-4720.928575641633,2020-06-27 15:49:47.272000+00:00,2020-06-27 16:00:00+00:00,2020-06-27,199.42537924875955,212.72549791666663,24.52298104355769,26.15847277083333,6.466578019166668,233.8854166666667,-11.465132039999933,3.4704783551828093,202006271200.0,202006271230.0,403.334,0.0871897929806007,-3.68258,-0.0098624,1864.58,-0.0750413,-0.0455225,-9999.0,-9999.0,0.4124992,8.886757,104.748,466.817,104.7138118,465.848679,-9999.0,-58.2503,-0.0609439,73.8862826298717,33.314,0.518552793840704,32.28,32.28,1.26137968536484,0.0,0.0,424.845458777158,499.195458777158,975.0,76.37,824.28,2168.0,35.51,35.68,37.4,36.3,-9999.0,30.32,30.19,0.331,-0.193033,1.09071994572392,0.409642,1.19336918009474,0.525774666563538,99.4,4.945,7.475,-3.6727176,4.55616947703983,0.883451877039834,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-06-27 12:00:00,2020-06-27 12:00:00-04:00,2020-06-27
15,15,2,2,LC08_015043_20200611,-80.38093721266534,25.35391583169676,2020-06-11 15:50:02.645999872,0.882455,0.8815200000000001,0.8259975000000002,0.8211575,0.8088650000000002,0.5300150000000001,0.334985,287.77503002000003,21824.0,0.7806219975,-0.0075413069451494,-0.2470159151193612,-0.0086565986979009,287.77503002000003,-0.1857547357237264,0.9481424526427626,0.9693870093721116,-80.38093812960389,25.35390336993284,,,1,1,0.0104794745735497,-287.77503002000003,,288.2371151995081,-288.2371151995081,,0.7252941702236899,3.048523713431125,45.31903054092076,368.6965576510729,895.6141928907402,0.7252941702236899,3.5670276220831547,3.048523713431125,354.06229155152187,163.48298449592426,23.62056255314388,0.0028579517424836,0.4642679864973961,1503.4393562515895,9.390881123621272,10.999073675205407,15.738031254239802,0.0028579517424836,0.4642679864973961,0.618697348281637,-0.9085657596588136,272.8814392089844,-1.991124417111112,1.2571796116263405,-1363.576934308809,-9.74941600015097,2,-80.38093721266534,25.35391583169676,-3.67949937792469,27.008065730947862,85.46397831510983,3.427601111599904,244.3820912243249,25.43022689755598,-81.08075141738051,0.9433139562606812,98456,300.34308956,159629,25.204108083455505,-80.45465379832345,0.0284114889800548,387.5125285245064,69.08824636146477,297.00368402000004,35.65361378572302,2020-06-11 15:50:02.645999872+00:00,2020-06-11 16:00:00+00:00,2020-06-11,182.9965097481896,195.40783658536583,27.37475969095916,29.231391219512197,8.662562104166666,196.249,-37.05278990904471,-22.78483154331544,202006111200.0,202006111230.0,394.773,0.0446023541979569,-1.5978,-0.521464,1894.58,-17.0156,-1.00834,-9999.0,-9999.0,2.3949,8.491743,67.5458,145.751,63.05442,136.12647,-9999.0,-30.3484,-0.116975,77.6084904238742,29.645,0.565275154239066,29.91,29.91,0.944960058652058,0.0,0.0,434.805470006067,486.855470006067,808.0,63.88,692.07,1784.0,33.3,33.18,34.36,34.31,-9999.0,30.9,30.7,0.365,-0.0946195,1.17742940340387,0.284977,0.890955105490731,0.39144859177164,80.4,4.565,7.186,-1.076336,1.89590539333667,0.819569393336675,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-06-11 12:00:00,2020-06-11 12:00:00-04:00,2020-06-11
16,16,3,3,LC08_015043_20200627,-80.38093721266534,25.35391583169676,2020-06-27 15:50:11.176000000,0.0319349999999999,0.0415049999999999,0.0795925,0.0820124999999999,0.1676475,0.0682349999999999,0.0402124999999999,309.88278338,21824.0,0.0912358549999999,0.3430064888248018,0.1587673858955011,0.1713476776138516,309.88278338,0.1416360189888037,0.951416360189888,0.970467398862663,-80.38093812960389,25.35390336993284,-0.3430064916610718,0.3430064916610718,1,1,-0.3561519171655071,-309.88278338,309.88278338,310.4624155777522,-310.4624155777522,310.4624155777522,0.7247149481389186,3.049027470940644,45.32617232928644,497.4431635484441,888.5961620403639,0.7247149481389186,4.18405242034233,3.049027470940644,359.9318556069587,652.5262238764136,107.4797722239165,0.0078595490118834,0.6699523365635831,1518.7146700578105,7.700712817632567,9.944030837511832,10.906244643189702,0.0078595490118834,0.6699523365635831,0.8480676331246498,1.117420673370361,-336.9731140136719,-1.4526908536920868,-13.196462678211883,-973.6682184053132,-1.7863949310252376,3,-80.38093721266534,25.35391583169676,206.3035050564792,29.756042389847785,72.87259251620894,4.497613663882184,303.1156184851948,25.44564969688287,-81.1105997467487,0.8612020015716553,57441,301.5633227,97646,25.23382707280292,-80.96326372964316,0.0474222414195537,734.6118473088231,97.77759647682409,305.74356116,-374.251681554089,2020-06-27 15:50:11.176000+00:00,2020-06-27 16:00:00+00:00,2020-06-27,199.42537924875955,212.72549791666663,24.52298104355769,26.15847277083333,6.466578019166668,233.8854166666667,-11.465132039999933,3.4704783551828093,202006271200.0,202006271230.0,403.334,0.0871897929806007,-3.68258,-0.0098624,1864.58,-0.0750413,-0.0455225,-9999.0,-9999.0,0.4124992,8.886757,104.748,466.817,104.7138118,465.848679,-9999.0,-58.2503,-0.0609439,73.8862826298717,33.314,0.518552793840704,32.28,32.28,1.26137968536484,0.0,0.0,424.845458777158,499.195458777158,975.0,76.37,824.28,2168.0,35.51,35.68,37.4,36.3,-9999.0,30.32,30.19,0.331,-0.193033,1.09071994572392,0.409642,1.19336918009474,0.525774666563538,99.4,4.945,7.475,-3.6727176,4.55616947703983,0.883451877039834,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-06-27 12:00:00,2020-06-27 12:00:00-04:00,2020-06-27
17,17,0,0,LC08_015042_20200713,-80.38093721266534,25.35391583169676,2020-07-13 15:49:53.811000064,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7256534827079373,2.9587101438580614,44.04574032859089,,885.6590122770443,0.7256534827079373,4.2825739827258245,2.9587101438580614,379.2190682057274,,,,,,,,,,,,0.3044505417346954,-93.0255126953125,,,,,0,-80.38093721266534,25.35391583169676,191.412674254456,30.16168577970644,69.08719279088474,3.3861618259534625,277.4302282744498,25.83198921410608,-81.07383784393225,0.8985326290130615,138773,305.55215204,231736,26.00211895167433,-80.20581834210321,0.1514366418123245,407.93186550255,114.1795746255848,317.20760024000003,,2020-07-13 15:49:53.811000064+00:00,2020-07-13 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-07-13
18,18,1,1,LC08_015042_20200729,-80.38093721266534,25.35391583169676,2020-07-29 15:49:58.376000000,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7244704212330719,2.97046594280526,44.21240271389346,,879.2651246683171,0.7244704212330719,4.123100342166888,2.97046594280526,282.45052500512014,,,,,,,,,,,,0.2678226232528686,-76.01443481445312,,,,,1,-80.38093721266534,25.35391583169676,,29.5009052152775,72.04447372833367,3.978104817673736,272.04080593987214,26.491580234365507,-80.88761510048073,0.8687783479690552,181071,283.8237989,283594,25.572679033857,-81.14416994513205,0.0364931747317314,657.556048752551,88.35560113507987,306.69718874,,2020-07-29 15:49:58.376000+00:00,2020-07-29 16:00:00+00:00,2020-07-29,175.3780910996139,180.25882291666667,27.21572616104377,27.973133541666662,5.579718697375,218.9469375,5.135262344291679,10.773401541967347,202007291200.0,202007291230.0,382.6,0.0598396189827442,-1.03226,-0.05378,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.3406366,3.143369,92.315,377.26,92.784205,378.000832,101.9679,-40.5036,-0.0876466,70.6069390192262,32.882,0.498065256768629,32.15,32.15,1.40939071250633,0.0,0.0,417.843269416404,498.593269416404,947.0,63.24,803.01,2155.0,35.33,36.61,37.51,35.44,-9999.0,30.05,30.13,0.439,-0.139475,1.04868012282106,0.34802,1.06750175643884,0.475580697673907,96.0,4.247,6.22,-0.97848,1.85830210179708,0.879822101797082,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-07-29 12:00:00,2020-07-29 12:00:00-04:00,2020-07-29
19,19,2,2,LC08_015043_20200713,-80.38093721266534,25.35391583169676,2020-07-13 15:50:17.701999872,0.03001,0.041945,0.0804725,0.0771724999999999,0.16069,0.0703524999999999,0.047995,292.82002754,21824.0,0.0888913425,0.3511167165904673,0.1594895494170781,0.1697826492063223,292.82002754,0.1383250883066194,0.9513832508830662,0.9704564727914118,-80.38093812960389,25.35390336993284,-0.3511167168617248,0.3511167168617248,1,1,-0.3326284144508371,-292.82002754,292.82002754,293.4256213924465,-293.4256213924465,293.4256213924465,0.725545596189825,2.9587810713666385,44.04674587043591,396.58991741482487,884.6925780927821,0.725545596189825,4.283307758912654,2.9587810713666385,343.1798894313964,735.9567485564369,65.52836007213935,0.0077907237841299,0.5038839624802463,-1.1345711634524099e-33,5.434112301660192e+36,-5.203622848525242,14.500687908132116,0.0077907237841299,0.5038839624802463,1.4769677106797424e-19,1.1337372064590454,-337.87115478515625,0.9838626280202728,6.737596439914774,670.4283884842976,1.0,2,-80.38093721266534,25.35391583169676,191.2985527155884,30.16467638757271,69.07701332480822,3.385674176750614,277.4302282744498,25.45406670312692,-81.08225932243475,0.9282971024513244,49466,298.01541794,168326,25.31936988252381,-80.4159868407121,0.0868384391069412,645.3499046226547,92.12829904221584,302.37681146,191.07823503598297,2020-07-13 15:50:17.701999872+00:00,2020-07-13 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-07-13
20,20,3,3,LC08_015043_20200729,-80.38093721266534,25.35391583169676,2020-07-29 15:50:22.267000064,,,,,,,,,,,,,,,,,,-80.38093812960389,25.35390336993284,,,1,1,,,,,,,0.7245270618732503,2.9703681669324378,44.21101654182104,,879.7598816566502,0.7245270618732503,4.123457298099768,2.9703681669324378,348.2394698761598,,,,,,,,,,,,0.778802752494812,-232.923095703125,,,,,3,-80.38093721266534,25.35391583169676,194.50732877103243,29.5024089072149,72.03586583281187,3.978737575333296,272.04080593987214,25.341161835598754,-80.26146064941636,0.8830969333648682,114037,299.07842216,74493,25.28737300780633,-80.66853438878825,0.0771484225988388,694.0680620233275,96.2991153816978,305.56924214000003,,2020-07-29 15:50:22.267000064+00:00,2020-07-29 16:00:00+00:00,2020-07-29,175.3780910996139,180.25882291666667,27.21572616104377,27.973133541666662,5.579718697375,218.9469375,5.135262344291679,10.773401541967347,202007291200.0,202007291230.0,382.6,0.0598396189827442,-1.03226,-0.05378,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.3406366,3.143369,92.315,377.26,92.784205,378.000832,101.9679,-40.5036,-0.0876466,70.6069390192262,32.882,0.498065256768629,32.15,32.15,1.40939071250633,0.0,0.0,417.843269416404,498.593269416404,947.0,63.24,803.01,2155.0,35.33,36.61,37.51,35.44,-9999.0,30.05,30.13,0.439,-0.139475,1.04868012282106,0.34802,1.06750175643884,0.475580697673907,96.0,4.247,6.22,-0.97848,1.85830210179708,0.879822101797082,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-07-29 12:00:00,2020-07-29 12:00:00-04:00,2020-07-29
21,21,0,0,LC08_015042_20200915,-80.38093721266534,25.35391583169676,2020-09-15 15:50:16.912000000,0.0204399999999999,0.0261325,0.0550625,0.0519549999999999,0.1076975,0.0434299999999999,0.0280574999999999,302.20932847999995,21824.0,0.0590201275,0.3491489328385088,0.1139058408352721,0.1267542380268399,302.20932847999995,0.0509961339047685,0.9505099613390476,0.9701682872418858,-80.38093812960389,25.35390336993284,-0.3491489291191101,0.3491489291191101,1,1,-0.3233902678790856,-302.20932847999995,302.20932847999995,302.4929420932668,-302.4929420932668,302.4929420932668,0.7161491359149288,3.0065023243482485,44.72329179362372,449.5429538339063,830.0302562655597,0.7161491359149288,4.164447561595307,3.0065023243482485,317.68658237584526,633.4630720100013,77.60438937956769,0.0061172588550947,0.5475380048209139,239.58039350753504,10.874482749104892,2.213138225464043,13.344578855724968,0.0061172588550947,0.5475380048209139,0.6406903677088363,0.2120852917432785,-61.941165924072266,0.4682287540185495,3.23478575727914,316.2782891228985,0.5689904628748568,0,-80.38093721266534,25.35391583169676,160.00759370650468,29.67433376426352,72.19450551075073,3.766615848940338,225.1342555577953,25.41991572137626,-81.10639981784016,0.8623828291893005,247784,292.05780908,403592,25.98898609789592,-80.13577220759396,0.2341267764568328,440.0740321891512,88.19004749402517,307.91058583999995,91.7385240764364,2020-09-15 15:50:16.912000+00:00,2020-09-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-09-15
22,22,1,1,LC08_015043_20200915,-80.38093721266534,25.35391583169676,2020-09-15 15:50:40.811000064,0.0209624999999999,0.0265449999999999,0.055365,0.0523124999999999,0.1085775,0.0438975,0.0285525,302.22300056,21824.0,0.0595616575,0.3497109826589596,0.114979993705885,0.127702794716216,302.22300056,0.0528483425994609,0.9505284834259946,0.9701743995305782,-80.38093812960389,25.35390336993284,-0.3497109711170196,0.3497109711170196,1,1,-0.3245802644219772,-302.22300056,302.22300056,302.38285081150804,-302.38285081150804,302.38285081150804,0.7171545196988278,3.006522010013852,44.72357087801437,449.63307101294015,838.3993448964497,0.7171545196988278,4.164675116791335,3.006522010013852,340.7259569410064,662.6995463695686,80.95027392475593,0.0061499563564882,0.5478688745390146,787.6478066136168,9.5089800949644,6.260207611630051,13.336519779458076,0.0061499563564882,0.5478688745390146,0.6880723830556359,1.217961668968201,-362.030517578125,-0.3047863655564845,-2.0103267642904554,-205.8985341688042,-0.3539300243617179,1,-80.38093721266534,25.35391583169676,159.88058422044256,29.67528408014377,72.19103353085127,3.766959147222184,225.1342555577953,25.310616253014345,-80.33228019906355,0.9404044151306152,98319,297.24294542,154018,25.342190643860683,-80.59683575694149,0.1321369558572769,677.2675011702214,79.3634430920561,301.5120524,-57.01286703527732,2020-09-15 15:50:40.811000064+00:00,2020-09-15 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-09-15
23,23,0,0,LC08_015042_20201001,-80.38093721266534,25.35391583169676,2020-10-01 15:50:20.923000064,0.0182124999999999,0.0256925,0.0613325,0.0529724999999999,0.066585,0.018845,0.0110899999999999,302.39390156,21824.0,0.0448392849999999,0.1138573489743431,0.0285562644944676,0.0329569894642548,302.39390156,-0.1182713675702185,0.9488172863242976,0.9696097044870182,-80.38093812960389,25.35390336993284,-0.1138573512434959,0.1138573512434959,1,1,-0.0410616217483924,-302.39390156,302.39390156,302.49271249069403,-302.49271249069403,302.49271249069403,0.7057043282751296,3.2946222785843498,48.807978767425766,449.83967937914485,786.356240458505,0.7057043282751296,3.844305692848503,3.2946222785843498,362.5272131983808,645.2289961475104,78.21373415968029,0.0036109596201313,0.303409790859605,19.54937899451016,20.90534573864963,0.3497237882660045,24.081833553024563,0.0036109596201313,0.303409790859605,0.3401372734504456,0.3776829838752746,-113.8966293334961,0.8104862708979054,4.4985197935440775,547.4658829933201,0.9655223054737992,0,-80.38093721266534,25.35391583169676,131.13163617955672,28.290350721610288,85.70136044886544,2.1930574147878668,116.37726477273806,25.44969214222514,-81.13596661117865,0.8949192762374878,119316,301.56674072,223158,25.85708455977796,-80.18553345289098,0.1600108444690704,473.7940947489935,99.31616233921594,314.11771016,127.57802134491004,2020-10-01 15:50:20.923000064+00:00,2020-10-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-10-01
24,24,1,1,LC08_015042_20201017,-80.38093721266534,25.35391583169676,2020-10-17 15:50:22.282000128,0.0199725,0.0276724999999999,0.0683725,0.061305,0.06928,0.0202199999999999,0.0106499999999999,302.78697386,21952.0,0.04868967,0.0610713328483364,0.0162150677118862,0.0189704797925735,302.78697386,-0.1414182345627165,0.9485858176543728,0.969533319825943,-80.38093812960389,25.35390336993284,-0.0610713325440883,0.0610713325440883,1,1,-0.0065926881095512,-302.78697386,302.78697386,302.75262018301066,-302.75262018301066,302.75262018301066,0.703278669124136,2.9748830891077698,44.27502475619899,452.072861136227,741.7034015685474,0.703278669124136,3.474764556963104,2.9748830891077698,362.8645250777148,597.7253887906801,73.61239635009483,0.0033379918225,0.644205050853106,107.41995193564632,10.19576663408744,0.9360086688997172,11.34214032032651,0.0033379918225,0.644205050853106,0.7044780799497823,0.7915765047073364,-238.71585083007807,0.6170416180303065,2.6745669440716564,416.6930405049389,0.795044287233876,1,-80.38093721266534,25.35391583169676,94.65699203393775,26.562104724812706,85.61394708445445,4.689849156389041,160.74614192198814,26.67240738780752,-80.47408043297469,0.8742303252220154,120392,301.57015874,220026,25.636407500526303,-80.59973797030702,0.2350537627935409,567.2004683212214,80.53860513790438,307.14153134000003,75.85071853387217,2020-10-17 15:50:22.282000128+00:00,2020-10-17 16:00:00+00:00,2020-10-17,162.5310003088285,148.07387977272728,13.233984119671824,12.056822204545457,-3.901818002083333,163.21710416666664,6.98822019147724,-8.646062259750359,202010171200.0,202010171230.0,372.78,0.0292794979465154,-0.13277,0.10098,1903.65,4.89243,-0.0697737,-9999.0,-9999.0,-7.217446,-7.341095,45.2663,252.218,47.42399,253.25956,101.8013,-390.275,-0.00927551,74.0739842211325,30.968,0.274712941085781,30.18,30.18,1.11121709768567,0.0,0.0,407.600345467956,473.818345467956,917.0,62.85,787.932,2008.0,31.43,31.28,30.73,29.34,-9999.0,27.45,28.74,0.455328014184397,-0.392957,1.54825062570632,0.584342,1.1651394766293,0.604075326428749,52.99,6.065,8.15,-0.23375,1.06035748326545,0.826607483265446,FL,WET,24.2,1200.0,25.3539,-80.381,0.332,US-EvM,2020-10-17 12:00:00,2020-10-17 12:00:00-04:00,2020-10-17
25,25,2,2,LC08_015043_20201001,-80.38093721266534,25.35391583169676,2020-10-01 15:50:44.826999808,0.0162049999999999,0.0239324999999999,0.0607274999999999,0.0526975,0.0659799999999999,0.0188174999999999,0.0116674999999999,302.39390156,21824.0,0.0440911749999999,0.1119209622717025,0.027610413070072,0.0322037733714252,302.39390156,-0.1195303961408103,0.948804696038592,0.9696055496927352,-80.38093812960389,25.35390336993284,-0.1119209602475166,0.1119209602475166,1,1,-0.0414537418858393,-302.39390156,302.39390156,302.3252369427409,-302.3252369427409,302.3252369427409,0.7071619367415547,3.294786295143177,48.8103040360907,449.8337102529844,797.702549321525,0.7071619367415547,3.844755770670168,3.294786295143177,326.06392058938127,622.0681754324186,74.87618788741433,0.0035957064658986,0.303203220911739,325.264281362357,14.965517204967863,4.101917626369726,24.098240315085363,0.0035957064658986,0.303203220911739,0.3999889290463216,0.4766196608543396,-139.9922332763672,0.3284955678597174,1.8914609163521348,221.92770618264728,0.4055755771906193,2,-80.38093721266534,25.35391583169676,131.27932807508589,28.29236575422832,85.69559399006698,2.1924137032924134,116.37726477273806,25.30797034340186,-80.2878883997468,0.9164719581604004,11437,293.7189668,13872,25.33420260924644,-80.79599578691553,0.0556396543979644,584.6476842128743,84.18068636965305,307.77044702,53.64183158774654,2020-10-01 15:50:44.826999808+00:00,2020-10-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-EvM,,,2020-10-01
