,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,TAU,TAU_SSITC_TEST,H_inst_af,H_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,FC,FC_SSITC_TEST,CO2,T_SONIC,TA,PA,RH,VPD_PI,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,FETCH_MAX,FETCH_70,FETCH_90,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,Rn_inst_af,G_inst_af,SWC,P_RAIN,TS,PPFD_IN,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
39,39,3,3,LC08_040035_20140117,-116.69317661651512,36.765394548923865,2014-01-17 18:22:54.137000192,0.1199625,0.1386899999999999,0.1862375,0.233455,0.2770975,0.3017924999999999,0.281855,296.47730894,21824.0,0.222494235,0.0854809250762653,0.066623566354889,0.0647801573891509,296.47730894,-0.0637151639177007,0.949362848360823,0.9697897399590716,-116.69332890558616,36.76547403894031,-0.0854809284210205,0.0854809284210205,1,1,-0.1961000140287265,-296.47730894,296.47730894,302.5929350338301,-302.5929350338301,302.5929350338301,0.742377985217288,0.2490589667694038,5.296360208762609,415.8925408538588,511.2552507647659,0.742377985217288,1.4054194232428487,0.2490589667694038,252.82996857923143,221.638743123624,35.540060345951,0.0043181184504812,0.1293107918289307,132.77045441627652,23.683474416687098,2.667425371197659,56.50467357361182,0.0043181184504812,0.1293107918289307,0.1948970492157974,0.1024654805660247,-28.337905883789062,0.07895652406271,0.3438373739581936,53.32822836139647,0.2865588706240669,3,-116.69317661651512,36.765394548923865,33.767360763275214,12.030848470902066,17.721326648149493,0.91935844165805,149.66425445188702,36.10375649822036,-117.08487999994696,0.3308117389678955,476115,276.5605064,763599,36.77443163643156,-117.14780659653168,0.0281996391713619,140.80252903815452,23.6193811577721,299.24590514,9.75122792545437,2014-01-17 18:22:54.137000192+00:00,2014-01-17 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-ADR,,,2014-01-17
40,40,4,4,LC08_041034_20140108,-116.69317661651512,36.765394548923865,2014-01-08 18:28:49.477999872,0.108935,0.1291475,0.173395,0.2204749999999999,0.26376,0.2849075,0.2621925,292.24580018,21824.0,0.2093931524999999,0.0893884167811083,0.0668802529042346,0.0659674772793083,292.24580018,-0.061626318523268,0.9493837368147672,0.9697966331488732,-116.69332890558616,36.76547403894031,-0.0893884152173996,0.0893884152173996,1,1,-0.2067115782731524,-292.24580018,292.24580018,298.7227039579821,-298.7227039579821,298.7227039579821,0.7299851095869883,0.2699432203152915,5.564383472047042,392.6611747514066,465.8381244770512,0.7299851095869883,1.1898733438800717,0.2699432203152915,239.30681262115075,202.8276322982068,27.74537170850715,0.0043470284698359,0.0526190658628788,299.2258338181144,16.47050840540713,4.095704482949948,138.8596312386008,0.0043470284698359,0.0526190658628788,0.1123618350598175,0.1558838635683059,-42.47034454345703,-0.1831159059921771,-0.7126750173048536,-124.14357322841474,-0.7090585465956584,4,-116.69317661651512,36.765394548923865,28.3920249899144,9.5306736117086,22.68671885992761,0.3738723972321889,135.03151649287574,36.989634343902416,-118.59408764524925,0.6172175407409668,334408,272.44862834,604867,36.66831819037466,-117.21306808706076,0.0339172668755054,198.56051200308235,21.16197873262458,292.54316792,-20.21146349076565,2014-01-08 18:28:49.477999872+00:00,2014-01-08 18:00:00+00:00,2014-01-08,1.0685995089649345,0.9393869627708332,20.63362224879661,18.138653043208333,-0.9322968285208328,19.462875270625,1.3171320931666664,-1.3070496586157103,201401081000.0,201401081030.0,-0.147662741,0.0,122.760744,0.0,-8.735894125,2.0,-9999.0,-9999.0,-9999.0,14.6631413,13.82300663,-9999.0,53.3725992,7.34500434,3.989677941,7.524191829,270.8914636,0.36540477,-32.50961591,-0.052658266,26.80396032,49.00618815,73.42019995,0.965276324,0.91026843,0.374380253,0.668053949,233.7856219,89.17070902,3.446003161,0.0,5.0654965,946.5964,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-01-08 10:00:00,2014-01-08 10:00:00-08:00,2014-01-08
41,41,5,5,LC08_041034_20140124,-116.69317661651512,36.765394548923865,2014-01-24 18:28:39.874000128,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7381985228594417,0.3140087574731566,6.129909505404269,,509.1723660283933,0.7381985228594417,1.290322401706232,0.3140087574731566,248.4839504888168,,,,,,,,,,,,0.1866794526576995,-51.38314437866211,,,,,5,-116.69317661651512,36.765394548923865,,10.741441317671796,24.33568207898533,1.221138569020224,139.03347700129564,38.03812251237969,-117.51508711948944,0.4673450589179992,168363,275.24798672,282459,37.956276615111626,-118.09572204072526,0.0521674863994121,275.20249629681314,44.953930287269706,292.35859484,,2014-01-24 18:28:39.874000128+00:00,2014-01-24 18:00:00+00:00,2014-01-24,0.9660128889172154,0.8290450547916666,20.977209951608685,18.002919395,-1.472595825,19.20376927270833,1.8444006479166648,-1.266857742817571,201401241000.0,201401241030.0,-0.062063923,0.0,93.92044387,0.0,1.912574351,0.0,-9999.0,-9999.0,-9999.0,13.08707753,12.33522727,-9999.0,52.93340103,6.727345515,0.327084008,2.749566757,248.9505639,0.23624041,-11.48077276,-0.149110172,25.81589944,47.19969774,70.71374813,0.670112805,0.692430962,0.253677845,0.6699396,183.6088465,88.64977331,2.986801801,0.0,8.6990345,809.0523,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-01-24 10:00:00,2014-01-24 10:00:00-08:00,2014-01-24
42,42,0,0,LC08_040034_20140202,-116.69317661651512,36.765394548923865,2014-02-02 18:22:24.155000064,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7536532210943816,0.2172805273677688,4.8885237011374665,,552.1005287478984,0.7536532210943816,0.8145892967786454,0.2172805273677688,239.22358674968024,,,,,,,,,,,,0.4043136835098266,-110.41036987304688,,,,,0,-116.69317661651512,36.765394548923865,,4.0231870601756645,26.67362905786032,1.1696560974647243,148.84085944968362,37.8981041699977,-116.38124931244307,0.2992681562900543,115997,273.08096204000003,169794,36.74767584700102,-115.62744793153652,0.0622104741632938,260.5412754049726,24.74994504801889,280.3032383,,2014-02-02 18:22:24.155000064+00:00,2014-02-02 18:00:00+00:00,2014-02-02,2.341954130345139,2.1417161837708334,34.575610304699126,31.619382802520832,-4.376028459291667,31.02258323208333,1.6375127050833385,-1.51895274366926,201402021000.0,201402021030.0,-0.132433419,0.0,182.093097,0.0,2.698871524,1.0,-9999.0,-9999.0,-9999.0,5.833460898,5.079991978,-9999.0,88.9406234,0.967311705,3.723520252,7.947737109,103.1728778,0.340692561,-17.75925069,-0.096394833,25.36841805,46.38155904,69.48802727,1.052401693,1.320674785,0.373924006,0.921419891,265.6685272,100.8922282,2.863280896,0.0,5.3596875,1025.042,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-02-02 10:00:00,2014-02-02 10:00:00-08:00,2014-02-02
43,43,1,1,LC08_040035_20140202,-116.69317661651512,36.765394548923865,2014-02-02 18:22:48.036999936,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7579124565982299,0.2172947719887698,4.8887065130247365,,573.4129239009151,0.7579124565982299,0.8149995798902732,0.2172947719887698,256.16213075008744,,,,,,,,,,,,0.2101130187511444,-58.39407730102539,,,,,1,-116.69317661651512,36.765394548923865,,4.030342832269652,26.66194895683568,1.1719543030968087,148.84085944968362,36.22401802015928,-115.2845276379752,0.3262715339660644,90470,277.91746034,130463,36.58870359371479,-116.9267772027608,0.0296014808118343,280.436358125958,35.75973173676079,295.97486000000004,,2014-02-02 18:22:48.036999936+00:00,2014-02-02 18:00:00+00:00,2014-02-02,2.341954130345139,2.1417161837708334,34.575610304699126,31.619382802520832,-4.376028459291667,31.02258323208333,1.6375127050833385,-1.51895274366926,201402021000.0,201402021030.0,-0.132433419,0.0,182.093097,0.0,2.698871524,1.0,-9999.0,-9999.0,-9999.0,5.833460898,5.079991978,-9999.0,88.9406234,0.967311705,3.723520252,7.947737109,103.1728778,0.340692561,-17.75925069,-0.096394833,25.36841805,46.38155904,69.48802727,1.052401693,1.320674785,0.373924006,0.921419891,265.6685272,100.8922282,2.863280896,0.0,5.3596875,1025.042,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-02-02 10:00:00,2014-02-02 10:00:00-08:00,2014-02-02
44,44,2,2,LC08_040035_20140218,-116.69317661651512,36.765394548923865,2014-02-18 18:22:34.440999936,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7730967189975935,0.2150484429987803,4.859877691109482,,654.7216335263437,0.7730967189975935,1.8802660181135489,0.2150484429987803,259.56373185965424,,,,,,,,,,,,0.2142550200223922,-59.84180450439453,,,,,2,-116.69317661651512,36.765394548923865,,16.525855894577415,11.437128625796054,0.7659274579602428,148.35665615747354,36.205636551947805,-115.48547631347532,0.3420561254024505,23681,279.30175844,37709,35.90746899814761,-116.65644483338409,0.0579537004232406,316.57843370422506,45.23332996956592,297.85135298,,2014-02-18 18:22:34.440999936+00:00,2014-02-18 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-ADR,,,2014-02-18
45,45,3,3,LC08_041034_20140209,-116.69317661651512,36.765394548923865,2014-02-09 18:28:27.852000000,0.1095674999999999,0.1273325,0.1727075,0.218385,0.262495,0.284275,0.2586725,300.8113583,21824.0,0.208220525,0.091727665945766,0.068163081447233,0.0674547345241007,300.8113583,-0.0590041806806365,0.9494099581931936,0.9698052862037538,-116.69332890558616,36.76547403894031,-0.0917276665568351,0.0917276665568351,1,1,-0.2063120041819612,-300.8113583,300.8113583,307.33399091986223,-307.33399091986223,307.33399091986223,0.7290533712095225,0.7937958072100456,12.287375965459436,440.7717626554008,562.1566740618872,0.7290533712095225,1.4255795375816012,0.7937958072100456,253.63667545380588,245.13753903992483,44.75188800257489,0.0043835148818371,0.1360279551293368,153.33881690859917,22.53703229190609,2.983249900167536,53.71443005881952,0.0043835148818371,0.1360279551293368,0.2050609916461682,0.0964814200997352,-26.66876983642578,0.0699785939193333,0.494775400921652,47.04683412875076,0.2347814520910067,3,-116.69317661651512,36.765394548923865,59.033463710131045,12.247084998318536,55.68232331369362,0.96576221545404,172.68710341412958,36.75292719500264,-118.0101445488606,0.2514788210391998,304799,276.41353154,512502,36.668324149056005,-117.2097109423664,0.0397867411375045,220.63100598891847,38.19008035871043,305.62393046,14.031830370138051,2014-02-09 18:28:27.852000+00:00,2014-02-09 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-ADR,,,2014-02-09
46,46,4,4,LC08_041034_20140225,-116.69317661651512,36.765394548923865,2014-02-25 18:28:15.028999936,0.11691,0.13462,0.1817825,0.22955,0.2735775,0.29643,0.2759425,308.37543656,21824.0,0.2184728,0.0875076397135914,0.0670648950252174,0.065835349943053,308.37543656,-0.0618589658625101,0.9493814103413748,0.9697958654126536,-116.69332890558616,36.76547403894031,-0.0875076428055763,0.0875076428055763,1,1,-0.2015877547434996,-308.37543656,308.37543656,314.9150034047455,-314.9150034047455,314.9150034047455,0.7714679781158686,0.2864048637358186,5.775648068069109,486.79139408439096,670.6118481672443,0.7714679781158686,1.94772034270236,0.2864048637358186,274.31747505641545,297.7419172509252,67.35381883821294,0.0043438017575279,0.0757700295310206,244.55912917064663,19.076110885373577,4.133280224033385,96.43211342352208,0.0043438017575279,0.0757700295310206,0.1405993042865619,0.1300664246082306,-36.82658767700195,-0.0212353742302376,-0.1902300874830157,-14.171030757934403,-0.0615093872277583,4,-116.69317661651512,36.765394548923865,85.99398743993267,17.081178212046563,14.70461941874298,0.5384033588890333,221.22203104007147,36.752955676316695,-118.0067842200334,0.2911568582057953,490043,283.13677688,696788,36.668330013106825,-117.20635379669332,0.0397945344448089,292.7003939494222,58.300180393664974,310.37156024,-5.394925281018325,2014-02-25 18:28:15.028999936+00:00,2014-02-25 18:00:00+00:00,2014-02-25,6.7950580765865904,6.0140585169375,46.828542377459215,41.44623797864583,2.1043352892500007,53.56186270791667,3.997230923083329,-2.166073035379142,201402251000.0,201402251030.0,-0.023756002,1.0,151.1400442,0.0,5.291816866,0.0,-9999.0,-9999.0,-9999.0,19.08255094,18.17497399,-9999.0,43.00212154,11.85602372,0.887170039,4.829115908,108.6403304,0.147686884,-1.743730495,-0.981745749,4.347260403,14.0,32.0,1.142079286,1.055941961,0.264467025,0.976174546,311.6942716,133.0871598,2.516581395,0.0,15.18079,1322.55,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-02-25 10:00:00,2014-02-25 10:00:00-08:00,2014-02-25
47,47,0,0,LC08_040034_20140322,-116.69317661651512,36.765394548923865,2014-03-22 18:21:44.046000128,0.1327225,0.1518074999999999,0.1997675,0.2475075,0.2893625,0.31799,0.2935425,310.5356252,21824.0,0.2358124575,0.0779611451561831,0.0639651679821133,0.0605500207354827,310.5356252,-0.0711251124948118,0.949288748875052,0.9697652871287672,-116.69332890558616,36.76547403894031,-0.0779611468315124,0.0779611468315124,1,1,-0.1831721628197003,-310.5356252,310.5356252,316.8720641377139,-316.8720641377139,316.8720641377139,0.7855004532109141,0.3852652871953611,7.044397906175007,500.526544114456,803.21513003777,0.7855004532109141,2.159197089886481,0.3852652871953611,294.5970234753722,392.9380920451757,95.2602180068194,0.0042166728609972,0.1694749783766699,301.1911413920012,18.02172909258415,4.833906831010836,43.11352715206981,0.0042166728609972,0.1694749783766699,0.2554366048318129,0.1715722978115081,-49.532562255859375,-0.0052747973466627,-0.0527397430575746,-3.513267353644892,-0.0118022455145329,0,-116.69317661651512,36.765394548923865,124.01309439752472,18.719233000909007,17.8429884423203,1.207579293538881,273.7150593913621,38.15297521371604,-115.6337067330152,0.3457728326320648,462818,288.69789542,741976,37.07253215774395,-116.94622657014608,0.0799958854913711,399.9011903995752,99.13646734015228,308.55659162,-1.4956991131128157,2014-03-22 18:21:44.046000128+00:00,2014-03-22 18:00:00+00:00,2014-03-22,0.7262157597512349,0.6453457881874999,82.00256303579006,72.8709174445,2.3617556865000005,85.78124339229167,9.903224473104174,0.6907089102503647,201403221100.0,201403221130.0,-0.168389783,1.0,308.0145116,0.0,0.285403049,1.0,-9999.0,-9999.0,-9999.0,21.16042091,20.35137419,-9999.0,33.23953235,15.90294271,4.069917261,9.846054217,292.9167579,0.394581994,-16.31607433,-0.104921071,24.08632851,44.03749046,65.9761854,1.62464404,1.843607454,0.462073897,1.357587941,465.4410392,143.5010679,4.889771822,0.0,25.451945,1752.076,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-03-22 11:00:00,2014-03-22 11:00:00-07:00,2014-03-22
48,48,1,1,LC08_040035_20140306,-116.69317661651512,36.765394548923865,2014-03-06 18:22:19.568999936,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7554249381501903,0.8052734364552566,12.434676975682809,,714.2704514716165,0.7554249381501903,1.959181253863798,0.8052734364552566,284.4743512421346,,,,,,,,,,,,0.1417637318372726,-40.4341049194336,,,,,1,-116.69317661651512,36.765394548923865,,17.173851799895537,41.10254908100704,1.9404783556717808,217.65557843901067,35.46447507952809,-115.51999761047811,0.2481524646282196,131911,285.22176908,219384,35.63862930819655,-117.33489006029788,0.0688427686691284,295.7285471540731,62.824598783875096,305.37783302,,2014-03-06 18:22:19.568999936+00:00,2014-03-06 18:00:00+00:00,2014-03-06,3.9706585508223897,3.772233855625,37.55530479755984,35.6785632414375,9.299017191770837,62.33209390458333,13.582279615749997,11.507113364430268,201403061000.0,201403061030.0,-0.055441468,0.0,146.3449798,0.0,0.295373886,0.0,-9999.0,-9999.0,-9999.0,18.8152469,17.65164118,-9999.0,57.02819977,8.647901728,2.667196707,5.739410515,92.56825852,0.225532496,-6.41625093,-0.266806897,21.96700097,40.16268378,60.17101891,0.927154874,1.03289428,0.296335099,0.910297392,351.2191329,160.9889228,5.833744992,0.0,17.292955,1319.924,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-03-06 10:00:00,2014-03-06 10:00:00-08:00,2014-03-06
49,49,2,2,LC08_040035_20140322,-116.69317661651512,36.765394548923865,2014-03-22 18:22:07.933000192,0.1355,0.1529625,0.19798,0.24517,0.2868875,0.3178249999999999,0.295165,310.57664144,21824.0,0.234984845,0.0784078788476809,0.0647510265406647,0.0606325228972223,310.57664144,-0.0709810698206838,0.9492901893017932,0.9697657624695916,-116.69332890558616,36.76547403894031,-0.0784078761935234,0.0784078761935234,1,1,-0.1833645274224402,-310.57664144,310.57664144,316.67835940166395,-316.67835940166395,316.67835940166395,0.7872549209766657,0.3849743361962011,7.040663914147023,500.7917990612058,817.8208262912589,0.7872549209766657,2.160224358820404,0.3849743361962011,267.4460782157182,378.73746534365097,91.3097287812698,0.0042186284259232,0.1698195906572727,282.50417582746934,18.33952694486177,4.614436257053704,43.02603753524055,0.0042186284259232,0.1698195906572727,0.2544800000590912,0.1325358897447586,-37.3568115234375,0.0073907932183024,0.0766939985691984,4.923560734911803,0.0171297342204941,2,-116.69317661651512,36.765394548923865,124.276141982489,18.726840757196136,17.821034867249498,1.2099826906052724,273.7150593913621,36.63908636652232,-115.22704903002844,0.3770104348659515,484577,281.86185542,704202,35.98404618594987,-116.7865680697415,0.0634656623005867,380.6172591508079,83.91196014266846,318.3458009,2.1750417994224667,2014-03-22 18:22:07.933000192+00:00,2014-03-22 18:00:00+00:00,2014-03-22,0.7262157597512349,0.6453457881874999,82.00256303579006,72.8709174445,2.3617556865000005,85.78124339229167,9.903224473104174,0.6907089102503647,201403221100.0,201403221130.0,-0.168389783,1.0,308.0145116,0.0,0.285403049,1.0,-9999.0,-9999.0,-9999.0,21.16042091,20.35137419,-9999.0,33.23953235,15.90294271,4.069917261,9.846054217,292.9167579,0.394581994,-16.31607433,-0.104921071,24.08632851,44.03749046,65.9761854,1.62464404,1.843607454,0.462073897,1.357587941,465.4410392,143.5010679,4.889771822,0.0,25.451945,1752.076,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-03-22 11:00:00,2014-03-22 11:00:00-07:00,2014-03-22
50,50,3,3,LC08_041034_20140313,-116.69317661651512,36.765394548923865,2014-03-13 18:28:03.812000000,0.12362,0.1465274999999999,0.1962749999999999,0.2439049999999999,0.2836425,0.2899675,0.2707725,300.44904818,21824.0,0.227283965,0.0753249707372322,0.06027714974596,0.058008267257718,300.44904818,-0.0755536000632415,0.9492444639993676,0.9697506731197912,-116.69332890558616,36.76547403894031,-0.0753249675035476,0.0753249675035476,1,1,-0.1820469143133977,-300.44904818,300.44904818,306.9006858877204,-306.9006858877204,306.9006858877204,0.7904071769650538,0.2139377187748223,4.845622935464988,438.5755957105858,766.5713917339732,0.7904071769650538,1.6975143978148466,0.2139377187748223,277.6485298529362,417.3227405549844,77.20975374739888,0.0041568673135875,0.1951835601064004,202.0262466400851,19.39436767738642,3.3713535084536232,37.434833537496296,0.0041568673135875,0.1951835601064004,0.2751202013296471,0.1513141691684723,-43.06706619262695,0.2053067611770461,1.437143677877783,138.0867401675005,0.4060025506924298,3,-116.69317661651512,36.765394548923865,99.19936918466902,14.92852215328406,12.602998775752196,1.392608699356306,237.08369412409635,36.850639743256586,-118.72982288768192,0.7453300356864929,454136,284.62019756,691051,36.66830598912076,-117.21978237345051,0.0407876372337341,339.592903283596,75.89951402156647,313.73489192,40.75739470461393,2014-03-13 18:28:03.812000+00:00,2014-03-13 18:00:00+00:00,2014-03-13,7.899961426153284,7.196971652958333,68.21759066366714,62.14714727772917,-1.2301634730625002,74.98886567264583,6.874910215020826,0.1014770558879121,201403131100.0,201403131130.0,-0.23722534,1.0,287.8546575,0.0,4.500787278,0.0,-9999.0,-9999.0,-9999.0,18.16065996,17.40892348,-9999.0,37.49900394,12.38897971,5.071310041,13.02622084,298.8545749,0.465938386,-28.74208634,-0.059560742,25.61396704,46.83050091,70.160624,1.761873138,1.964509794,0.505265752,1.22221238,448.4302601,152.6455758,5.368656931,0.0,20.599095,1672.747,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-03-13 11:00:00,2014-03-13 11:00:00-07:00,2014-03-13
51,51,4,4,LC08_041034_20140329,-116.69317661651512,36.765394548923865,2014-03-29 18:27:46.288999936,,,,,,,,,,,,,,,,,,-116.69332890558616,36.76547403894031,,,1,1,,,,,,,0.7842076420573552,0.4887305875520273,8.372245577501438,,831.4131236758273,0.7842076420573552,2.04556290800319,0.4887305875520273,291.27515102730985,,,,,,,,,,,,0.1474629789590835,-42.44523239135742,,,,,4,-116.69317661651512,36.765394548923865,,17.85745715243503,23.892229646904863,2.569269346230839,255.785305372537,37.80156844548871,-118.21133612592357,0.3955971300601959,284336,287.83655438,429139,37.130312387684576,-117.7331297425396,0.0442772731184959,317.8799206965991,89.28454877720908,311.40380228000004,,2014-03-29 18:27:46.288999936+00:00,2014-03-29 18:00:00+00:00,2014-03-29,5.689463844270583,5.065832839208333,64.31234853583548,57.2629717135,6.755810474145835,76.69943237,7.614817343145837,-0.0581904842518952,201403291100.0,201403291130.0,-0.097673078,1.0,224.1378226,0.0,34.40637573,1.0,-9999.0,-9999.0,-9999.0,19.38933518,18.44083267,-9999.0,44.15107046,11.81222846,2.987878429,6.832128017,93.39470114,0.299623605,-9.819289346,-0.174340519,25.0380537,45.77754764,68.58310813,1.144743673,1.193091077,0.334281811,1.235917232,443.2064522,139.8744434,4.544719534,0.0,24.10492,1670.103,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-03-29 11:00:00,2014-03-29 11:00:00-07:00,2014-03-29
52,52,0,0,LC08_040034_20140407,-116.69317661651512,36.765394548923865,2014-04-07 18:21:29.548000000,0.1292575,0.14936,0.200125,0.250505,0.29313,0.32107,0.29863,318.33554684,21824.0,0.2372762,0.0784073873094999,0.0635829614071935,0.0612642351013525,318.33554684,-0.0698775208105992,0.949301224791894,0.969769404181325,-116.69332890558616,36.76547403894031,-0.078407384455204,0.078407384455204,1,1,-0.1885535879007815,-318.33554684,318.33554684,324.6171379347419,-324.6171379347419,324.6171379347419,0.7921407436036823,0.4299225857870165,7.617518457106053,552.7485943640335,873.7978107245266,0.7921407436036823,2.3339484007263143,0.4299225857870165,303.9562981421447,402.2638783730063,115.0204340195513,0.0042336321133039,0.0377455487963309,387.91055351287474,13.47981890832179,4.810367683299958,193.5768405770072,0.0042336321133039,0.0377455487963309,0.0940236080312002,0.1439339071512222,-41.913047790527344,-0.1523024635036356,-1.8861591649301304,-100.6671091594198,-0.3504592050342783,0,-116.69317661651512,36.765394548923865,148.22118945360816,19.970041467001785,18.42039805392556,0.2688523777983046,308.7876973453299,37.97864036265396,-116.485442759673,0.4289482533931732,510078,291.19646804,920596,36.65303375980261,-115.6757815400704,0.0809826850891113,391.6525633403075,114.40210227363832,318.52695596,-53.491473917418496,2014-04-07 18:21:29.548000+00:00,2014-04-07 18:00:00+00:00,2014-04-07,13.91622959033336,12.769341694416669,68.53688928413872,62.8885110195,12.384614510291664,89.710699977,1.668232752791674,-5.127033407763747,201404071100.0,201404071130.0,-0.056581449,0.0,284.2235608,0.0,45.15605984,0.0,-9999.0,-9999.0,-9999.0,22.23247739,21.35929184,-9999.0,33.59507753,16.82961826,1.853741352,4.967439584,227.0114612,0.229147082,-3.463505838,-0.49426797,20.32745721,37.1650749,55.68005456,0.920430881,1.528325572,0.331740077,1.388736938,470.2397847,168.9667713,4.156815566,0.0,30.114575,1872.864,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-04-07 11:00:00,2014-04-07 11:00:00-07:00,2014-04-07
53,53,1,1,LC08_040034_20140423,-116.69317661651512,36.765394548923865,2014-04-23 18:21:13.401999872,0.1288174999999999,0.151505,0.2093375,0.260845,0.3048175,0.3274499999999999,0.3059725,310.07077447999995,21824.0,0.244925875,0.0777362826773916,0.0634121192893401,0.0618945960845953,310.07077447999995,-0.0687752264993363,0.9493122477350066,0.9697730417525522,-116.69332890558616,36.76547403894031,-0.0777362808585167,0.0777362808585167,1,1,-0.1857027550057862,-310.07077447999995,310.07077447999995,316.287834879872,-316.287834879872,316.287834879872,0.809310763753866,0.2520700931846013,5.335004248693934,497.5485661580222,940.6813969668552,0.809310763753866,1.9347736856370463,0.2520700931846013,302.9428309064825,500.3229563035424,121.12835819488294,0.0042486568979462,0.3393385726411241,305.0869788705346,14.28732948024598,3.8876001437006025,21.53207643024521,0.0042486568979462,0.3393385726411241,0.4374718524231435,0.1573818027973175,-45.89035034179688,0.1112007396229998,1.1819081082501344,74.10761923812487,0.1954342693903278,1,-116.69317661651512,36.765394548923865,167.92947736854916,16.97591452518258,13.02840198085516,2.41623068618756,338.8954147674648,37.97864036265396,-116.485442759673,0.4333471059799194,505803,291.58612232,921120,36.65303375980261,-115.6757815400704,0.0757548809051513,449.58302974065066,126.7989560152076,316.18561226,33.51891394997381,2014-04-23 18:21:13.401999872+00:00,2014-04-23 18:00:00+00:00,2014-04-23,3.660650807838112,3.289432693666667,115.3669467906028,103.6678521013125,0.2588141657499993,116.06155801197916,8.845459051250003,-3.224853752211729,201404231100.0,201404231130.0,-0.208429363,1.0,333.4623084,0.0,4.789484624,2.0,-9999.0,-9999.0,-9999.0,18.45043509,17.69990235,-9999.0,36.72126098,12.77560134,4.325720486,10.60054368,307.1548783,0.436961352,-20.46396861,-0.08365435,26.26183168,48.01500409,71.93522561,1.796569547,1.728595931,0.459276462,1.463498674,528.7961879,132.0881591,3.049133733,0.0,29.560465,1965.909,NV,BSV,17.5,110.0,36.7653,-116.6933,842.0,US-ADR,2014-04-23 11:00:00,2014-04-23 11:00:00-07:00,2014-04-23
