,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,LEAF_WET_1_1_1,LEAF_WET_1_2_1,FC_SSITC_TEST,FETCH_70,FETCH_80,FETCH_90,FETCH_MAX,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,SC,G_inst_af,G_2_1_1,G_3_1_1,H_inst_af,H_SSITC_TEST,LE_inst_af,LE_SSITC_TEST,SH,SLE,PA_1_1_1,PA_1_2_2,RH_1_2_2,RH_1_1_1,RH_1_3_1,T_SONIC,T_SONIC_SIGMA,TA_1_2_2,TA_1_1_1,TA_1_3_1,VPD_PI,P_RAIN,ALB,LW_IN,LW_OUT,NDVI,Rn_inst_af,PPFD_IN,PPFD_OUT,PRI,SW_IN,SW_OUT,SWC_1_1_1,SWC_2_1_1,SWC_1_2_1,SWC_3_1_1,SWC_3_2_1,SWC_3_3_1,SWC_3_4_1,SWC_3_5_1,SWC_3_6_1,SWC_3_7_1,SWC_3_8_1,SWC_3_9_1,SWP_1_1_1,SWP_1_2_1,SWP_1_3_1,TS_1_1_1,TS_2_1_1,TS_1_2_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TW,MO_LENGTH,TAU,TAU_SSITC_TEST,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WD,WS,WS_MAX,WTD,ZL,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_015037_20190116,-79.23208179580489,33.34820320813321,2019-01-16 15:47:52.438999808,0.0701875,0.0689225,0.0765124999999999,0.0881449999999999,0.23054,0.3313275,0.2121974999999999,287.9083328,21824.0,0.153335255,0.4468205281076927,0.2865110720095615,0.2608970483152862,287.9083328,0.3499183144455406,0.9534991831444554,0.9711547304376704,-79.23219046627469,33.348246498125604,-0.4468205273151397,0.4468205273151397,1,1,-0.5016324569902543,-287.9083328,287.9083328,288.79405656319483,-288.79405656319483,288.79405656319483,0.7065983023881891,0.8384524924575821,13.9742921334593,371.4670721917212,517.5836738203066,0.7065983023881891,1.216313035979841,0.8384524924575821,282.6459943327628,336.2555017348535,24.94439941753899,0.0130006153442455,0.2067803006164836,203.2965236549116,18.76835018054888,3.0661455133567586,35.33539732776918,0.0130006153442455,0.2067803006164836,0.2979254752830333,0.5680666565895081,-160.98812866210938,0.1578093843462562,,108.01457866240295,0.3469666769298365,0,-79.23208179580489,33.34820320813321,,9.857831980720546,68.93393950860184,1.3193164127023205,152.17233697996377,33.98116788447789,-78.08832477176804,0.8520098924636841,53080,283.39654640000003,64402,33.65440293670901,-78.99563209742446,0.2539295554161072,336.46843166040264,28.033636478658224,291.02556704,,2019-01-16 15:47:52.438999808+00:00,2019-01-16 16:00:00+00:00,2019-01-16,14.919338961712874,11.660898815,45.18366735137022,35.31538323695652,-3.215288482971012,61.33522902941367,17.574235460428163,4.447511199301594,201901161100.0,201901161130.0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,419.921,2.38216092335706,-3.61879,7.33474,0.186597951610722,-0.149425,-0.425748256666667,-2.74351838666667,1.38308434666667,163.878,0.0,54.9283,0.0,1.85285,-4.3052,102.823,-9999.0,58.0561,60.3154233333333,-9999.0,11.9742,0.701921,10.892,10.819682,-9999.0,5.14888841249456,0.0,15.4372008434143,278.346786666667,403.811063333333,-9999.0,368.419971,-9999.0,-9999.0,-9999.0,585.739753333333,91.8555123333333,7.6163889,11.0398333333333,10.034611,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,12.3928476666667,10.593615,10.6923506666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-1.74653,-0.0274148,0.0,0.902161,0.147644,0.917894,0.374139,111.061,1.25437,4.1952,-9999.0,-2.76548,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-01-16 11:00:00,2019-01-16 11:00:00-05:00,2019-01-16
1,1,1,1,LC08_016037_20190107,-79.23208179580489,33.34820320813321,2019-01-07 15:54:05.055000064,0.0383699999999999,0.0416699999999999,0.055145,0.06961,0.1802425,0.265905,0.1696825,291.78094946,21824.0,0.1166882325,0.442791246835633,0.2151751139256755,0.2213085240097219,291.78094946,0.2529426578356563,0.9525294265783564,0.9708347107708576,-79.23219046627469,33.348246498125604,-0.4427912533283233,0.4427912533283233,1,1,-0.531453454410281,-291.78094946,291.78094946,292.72032292141307,-292.72032292141307,292.72032292141307,0.6824162084728236,1.4272814707637087,22.313377970701342,391.4616233730286,485.682639133575,0.6824162084728236,1.779567060064096,1.4272814707637087,303.3630392125909,326.50978883035083,28.676655869322705,0.010407317702055,0.3974389365691109,249.4544949055556,13.321594555862156,2.713540525322088,18.38436904273581,0.010407317702055,0.3974389365691109,0.4985876648567187,0.555235743522644,-159.8152313232422,0.0709481381434003,,48.37863805547252,0.1624353797527387,1,-79.23208179580489,33.34820320813321,,15.6634595620038,80.20385984849041,2.594290192026566,136.5792701965772,33.893080037881255,-79.58663012033084,0.8409391045570374,310282,287.83313636,573761,33.35122285084463,-79.82596403656943,0.2585324048995971,293.7815356906289,33.14647665055843,294.26585,,2019-01-07 15:54:05.055000064+00:00,2019-01-07 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-HB3,,,2019-01-07
2,2,0,0,LC08_015037_20190201,-79.23208179580489,33.34820320813321,2019-02-01 15:47:48.625999872,0.0630375,0.0658425,0.0777499999999999,0.0946624999999999,0.2115099999999999,0.316395,0.2087875,289.84635014,21824.0,0.1462983075,0.3816394352856641,0.2272119611135472,0.2174115961534287,289.84635014,0.2438436366798358,0.9524384363667984,0.9708046840010436,-79.23219046627469,33.348246498125604,-0.3816394209861755,0.3816394209861755,1,1,-0.4624213510336721,-289.84635014,289.84635014,290.7564757396249,-290.7564757396249,290.7564757396249,0.7143808561131388,0.9399048635239622,15.411076092611587,381.1459558002671,567.5652062083258,0.7143808561131388,1.4007122270437986,0.9399048635239622,285.15042995557826,374.9736509801034,31.56466346868787,0.0101818675725907,0.2047463521098241,516.1305285706173,15.015423627643075,6.200811278103004,35.686418861908585,0.0101818675725907,0.2047463521098241,0.3176795580345444,0.9496827125549316,-269.92559814453125,-0.2528216972974058,,-172.7215410592018,-0.5029616211004385,0,-79.23208179580489,33.34820320813321,,11.979967196639086,67.1019246763934,1.3394531836626793,165.1234737105067,33.500151026663104,-79.38023620808997,0.8117652535438538,83732,284.22712526,98291,33.78037933190858,-79.1459327390883,0.2563690841197967,392.4921456622638,28.1436618131573,289.9249646,,2019-02-01 15:47:48.625999872+00:00,2019-02-01 16:00:00+00:00,2019-02-01,14.203543637221888,9.5268536194375,64.06660268572948,42.971892175,-4.183077485333336,74.08706883761803,25.771400528513876,1.4210854715202004e-14,201902011100.0,201902011130.0,0.0,0.0,0.0,94.8602,113.523,142.118,51.8838,407.583,1.63194292702918,-4.2968,8.25779,0.309465624891547,0.0329742,16.58439,11.7074524,40.847101,194.724,0.0,49.7722,1.0,1.9847,-0.156457,103.267,-9999.0,53.4024,51.2251583333333,-9999.0,15.0795,0.792146,14.0345,15.238378,-9999.0,8.4487739766252,0.0,19.5699529936281,287.71457,438.80688,-9999.0,338.453986666667,1291.75703333333,136.517916666667,-9999.0,608.676306666667,119.130023333333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-13.1704,-0.117181,0.0,0.969546,0.306321,1.31036,0.413971,265.769,1.02173,5.74553,-9999.0,-0.366731,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-02-01 11:00:00,2019-02-01 11:00:00-05:00,2019-02-01
3,3,1,1,LC08_016037_20190208,-79.23208179580489,33.34820320813321,2019-02-08 15:53:58.898999808,,,,,,,,,,,,,,,,,,-79.23219046627469,33.348246498125604,,,1,1,,,,,,,0.694284142623921,1.8117561193516003,27.75836660906799,,575.8864882948866,0.694284142623921,2.3556841745929016,1.8117561193516003,293.19357351509564,,,,,,,,,,,,0.912725567817688,-260.75347900390625,,,,,1,-79.23208179580489,33.34820320813321,,20.11984103238853,76.90997540723811,2.9192143250196385,153.82511879750268,32.774147829695096,-80.41657457603263,0.762900173664093,163364,285.6866198,127553,32.630365800341416,-80.16262295697618,0.0685479938983917,451.60532762758174,33.35734864952952,290.30778284,,2019-02-08 15:53:58.898999808+00:00,2019-02-08 16:00:00+00:00,2019-02-08,26.741392743556503,19.42069833333333,14.26775929386774,10.361833125,11.38369528266667,47.4394835469444,6.2732568059443885,-4.9533637731465205,201902081100.0,201902081130.0,0.0,0.0,0.0,83.2863,99.6724,124.778,45.5535,405.494,1.41601134271322,-3.51367,18.8561,0.1629588703778,-0.0611426,25.336218,16.21948,52.4687173333333,144.473,0.0,51.933,0.0,2.39615,-0.224884,102.547,-9999.0,65.6245,63.429357,-9999.0,26.2314,0.682582,23.8436,24.7859303333333,-9999.0,11.440962618571,0.0,18.489504718534,373.52324,487.60782,-9999.0,338.756353333333,1242.32362666667,130.531353,-9999.0,555.803033333333,102.962102666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-26.7652,-0.147648,0.0,1.13557,0.351603,1.34348,0.560215,92.2092,1.60572,7.48946,-9999.0,-0.180458,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-02-08 11:00:00,2019-02-08 11:00:00-05:00,2019-02-08
4,4,0,0,LC08_015037_20190321,-79.23208179580489,33.34820320813321,2019-03-21 15:47:37.417999872,0.0557774999999999,0.059435,0.07555,0.0907299999999999,0.216735,0.31799,0.212775,296.63453786,21824.0,0.145403155,0.4098190037890493,0.2394890343082939,0.2340751611524958,296.63453786,0.283290734131498,0.952832907341315,0.970934859422634,-79.23219046627469,33.348246498125604,-0.4098190069198608,0.4098190069198608,1,1,-0.4830388148553637,-296.63453786,296.63453786,297.3411794007497,-297.3411794007497,297.3411794007497,0.7522142194482577,0.982142477411578,16.009251625314395,418.2988482934426,798.1236074172233,0.7522142194482577,1.4993375415029409,0.982142477411578,292.8074449445179,542.7716375830021,62.25322902357368,0.0111814671015542,0.4252988184400455,270.6303181828976,12.629574681867712,2.839092449243495,17.18007143457189,0.0111814671015542,0.4252988184400455,0.5300557571389173,0.2796961665153503,-80.32609558105469,0.309178722060609,,209.8880903765308,0.4367951084449926,0,-79.23208179580489,33.34820320813321,,13.015982907853584,65.50509476519045,2.755952147705066,203.6655309873414,33.406352150789914,-79.38649571064684,0.806459903717041,59313,287.1905486,7246,33.75147048968292,-78.95969609611267,0.0806526541709899,545.9812968230372,74.78379986845175,303.67907708,,2019-03-21 15:47:37.417999872+00:00,2019-03-21 16:00:00+00:00,2019-03-21,44.88908147695008,37.62334600208333,57.40161782575301,48.11060635416666,5.675222611034723,126.2268534103125,34.81767844302777,18.260931496574685,201903211200.0,201903211230.0,0.0,0.0,1.0,65.5105,78.3994,98.1467,35.831,407.054,1.83182981061512,-3.89168,9.56134,0.265808810283862,-0.0066056,35.807563,22.1853403333333,60.1919193333333,195.924,1.0,91.694,1.0,1.03311,-1.19011,101.515,-9999.0,50.8463,53.626697,53.452007,18.5053,0.850423,16.8164,16.8330696666667,17.7047243333333,8.89382905589059,0.0,18.8484931395751,324.591746666667,470.748146666667,-9999.0,538.866443333333,1773.10146666667,185.263036666667,-9999.0,845.303253333333,160.280334,7.0542222,10.2405,8.80727776666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14.882974,14.6924893333333,14.3626406666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-11.1363,-0.103201,1.0,1.30532,0.291413,1.57958,0.627147,89.1755,2.13817,8.13379,-9999.0,-0.433716,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-03-21 12:00:00,2019-03-21 12:00:00-04:00,2019-03-21
5,5,1,1,LC08_016037_20190312,-79.23208179580489,33.34820320813321,2019-03-12 15:53:50.039000064,0.043265,0.0528624999999999,0.0712875,0.0891624999999999,0.2069725,0.3088875,0.2129125,296.56959548,21824.0,0.1384084475,0.3978253161564828,0.2188997782387867,0.2219661238357816,296.56959548,0.2544855589401156,0.9525448555894012,0.9708398023445024,-79.23219046627469,33.348246498125604,-0.3978253304958343,0.3978253304958343,1,1,-0.4876194925609142,-296.56959548,296.56959548,297.45725187442054,-297.45725187442054,297.45725187442054,0.7579180485791619,0.6856876431317147,11.810813027681563,417.8063092980837,767.3891009447397,0.7579180485791619,1.5970860197756604,0.6856876431317147,299.9651515046783,529.0999194783506,60.521168398783296,0.0104458513014662,0.524792233648665,154.92880406618298,11.581076095346376,1.4987483700494124,13.922965343901463,0.0104458513014662,0.524792233648665,0.6081599687361365,0.1794346868991851,-51.87540054321289,0.4620784585170682,0.0,313.6499470133843,0.6693644265574578,1,-79.23208179580489,33.34820320813321,0.0,13.985353064160892,42.93367011177218,3.424307741413228,201.43127326645265,33.67567838372969,-79.41772365832958,0.7674679160118103,405212,289.1046398,169069,32.9117102432737,-79.90590539491441,0.053893107920885,189.4523254599692,37.99789850412969,298.06327022,0.0,2019-03-12 15:53:50.039000064+00:00,2019-03-12 16:00:00+00:00,2019-03-12,48.71907538739163,40.19035146875,66.40145390417635,54.77726638333333,-3.316870517506947,98.21254113194448,6.561793797368097,-13.591117642116544,201903121200.0,201903121230.0,0.0,0.0,0.0,90.6114,108.439,135.752,49.5599,410.813,1.89240352548521,-4.78462,3.49819,0.270621268546858,-0.0804198,36.948117,24.6384776666667,53.065937,247.799,0.0,108.129,0.0,2.31173,-0.338948,102.866,-9999.0,17.7948,20.0505926666667,20.49488,18.8619,0.911818,17.7278,17.7533823333333,18.9589953333333,16.2519632864325,0.0,19.425325187737,292.486656666667,488.741313333333,-9999.0,512.839333333333,1828.69293333333,191.940866666667,-9999.0,880.04594,170.951963333333,7.941,11.5105276666667,10.6644723333333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16.4486063333333,16.2577096666667,15.9248966666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-23.3152,-0.198859,0.0,1.32247,0.402023,1.69592,0.576816,209.736,2.57052,7.80745,-9999.0,-0.207161,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-03-12 12:00:00,2019-03-12 12:00:00-04:00,2019-03-12
6,6,2,2,LC08_016037_20190328,-79.23208179580489,33.34820320813321,2019-03-28 15:53:46.820000000,0.0519275,0.05762,0.0756875,0.096615,0.2235275,0.31095,0.212225,301.36849556,21824.0,0.146898165,0.39642502947906,0.2314118378562689,0.2321166748461395,301.36849556,0.278580366826227,0.9527858036682624,0.9709193152105264,-79.23219046627469,33.348246498125604,-0.3964250385761261,0.3964250385761261,1,1,-0.494092876359808,-301.36849556,301.36849556,302.14620058882,-302.14620058882,302.14620058882,0.753919091389343,1.0529160393977048,17.011557609146003,445.6251946763388,825.9150939127417,0.753919091389343,1.7898988790012298,1.0529160393977048,312.4595318293473,556.6714936426522,76.97434326399296,0.0110590709495099,0.4181226425506579,353.48056869997373,12.31546161910654,3.671971999330353,17.474930411006767,0.0110590709495099,0.4181226425506579,0.5323025357123086,0.3599554002285003,-105.0871810913086,0.186792282786918,,126.21658167868549,0.2631172221453759,2,-79.23208179580489,33.34820320813321,,15.75388392889012,58.825448283717336,2.712495875131072,282.2984723691157,33.15007519352424,-80.27255865193197,0.7923351526260376,386963,291.94501442,641948,32.926537025279465,-80.03021565886543,0.1485282480716705,530.5399691138704,86.86976325655554,307.30901432,,2019-03-28 15:53:46.820000+00:00,2019-03-28 16:00:00+00:00,2019-03-28,27.06538375919867,21.223869247916667,121.29175533881404,95.11338834375,1.3419118589583332,130.7312859416667,13.0521164910417,-18.967765015304337,201903281200.0,201903281230.0,0.0,0.0,0.0,91.2941,109.256,136.775,49.9333,405.248,1.94687624962489,-7.15688,8.61425,0.301742001507812,0.0944279,40.376438,26.0148813333333,54.821777,347.051,0.0,96.8726,0.0,-0.172694,-5.14913,103.221,-9999.0,41.8481,43.8034913333333,42.935266,20.115,0.963458,18.5153,18.754513,19.8802056666667,12.1641724418296,0.0,19.279149463175,311.34049,512.414566666667,-9999.0,548.76316,1942.05553333333,204.145786666667,-9999.0,928.926523333333,179.089293333333,6.67655506666667,9.63024993333333,7.02391633333333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16.0724536666667,16.221451,15.768407,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-40.3675,-0.357708,0.0,1.55896,0.539513,1.68479,0.766845,257.068,2.62693,11.1856,-9999.0,-0.119651,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-03-28 12:00:00,2019-03-28 12:00:00-04:00,2019-03-28
7,7,0,0,LC08_015037_20190406,-79.23208179580489,33.34820320813321,2019-04-06 15:47:33.564000000,,,,,,,,,,,,,,,,,,-79.23219046627469,33.348246498125604,,,1,1,,,,,,,0.7406582396458765,1.661458195146769,25.629824473270144,,840.2368140950798,0.7406582396458765,2.343967303289411,1.661458195146769,303.6599240239664,,,,,,,,,,,,0.5383319854736328,-155.83116149902344,,,,,0,-79.23208179580489,33.34820320813321,,20.03924106598231,70.88231106360394,1.5751414879397077,214.42570645838293,33.60296449994842,-79.30007517805447,0.8571732640266418,23854,289.47036794,43942,33.71902863845696,-79.09642759423723,0.0659602656960487,556.9131469033488,75.24819415787091,300.0423038,,2019-04-06 15:47:33.564000+00:00,2019-04-06 16:00:00+00:00,2019-04-06,41.11514386497221,32.08667238333333,66.99378838446987,52.28262721566667,10.768965123690272,128.4929660773681,33.35470135467782,9.615068704235767,201904061200.0,201904061230.0,0.0,0.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,408.162,1.77343965237735,-2.90784,16.623,0.366660804258436,0.0108694,43.3354363333333,28.7890586666667,70.4680346666667,205.403,0.0,130.757,0.0,3.15541,-0.227696,102.559,-9999.0,65.7525,67.5014233333333,67.0079936666667,23.8578,0.956494,21.7335,21.436763,22.5840753333333,8.30411229632167,0.0,17.536402390699,355.60103,496.15573,-9999.0,584.901513333333,1949.98524333333,185.285376666667,-9999.0,881.66849,156.212258,9.30616646666667,13.274139,12.093,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,17.054527,18.0958133333333,17.6753173333333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.125053,-0.00526112,2.0,1.27435,0.0661026,0.927395,0.373065,180.006,1.21419,5.68292,-9999.0,-38.6236,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-04-06 12:00:00,2019-04-06 12:00:00-04:00,2019-04-06
8,8,1,1,LC08_015037_20190422,-79.23208179580489,33.34820320813321,2019-04-22 15:47:27.049999872,0.0453824999999999,0.0496175,0.0771999999999999,0.0878424999999999,0.2705525,0.3451325,0.222675,306.24259208,21824.0,0.1611089,0.509800638959807,0.3204367663088039,0.3192760908439588,306.24259208,0.5106208038508173,0.955106208038508,0.9716850486527076,-79.23219046627469,33.348246498125604,-0.5098006129264832,0.5098006129264832,1,1,-0.5560060675336627,-306.24259208,306.24259208,306.7662818384965,-306.7662818384965,306.7662818384965,0.7617990588899939,1.1373807236312556,18.20775935530554,476.3181110138442,904.3444451160688,0.7617990588899939,2.332165210786351,1.1373807236312556,322.1599119803818,590.0253272420665,92.46318345451994,0.0180489391378471,0.2679093304501219,414.753873791764,14.61235737571786,5.174875446459339,27.27289889293095,0.0180489391378471,0.2679093304501219,0.3883350571995462,0.4195975661277771,-123.54351043701172,0.1231028401853881,,82.80826999578255,0.1664279950348086,1,-79.23208179580489,33.34820320813321,,19.957697924037188,48.76930323678732,1.651167285123311,314.75899880712785,33.85264570472423,-79.35837204146627,0.8690228462219238,281586,294.43333298,254697,33.66861197387719,-78.90633248587073,0.0829825550317764,507.7478764144631,96.10922520755076,307.91058583999995,,2019-04-22 15:47:27.049999872+00:00,2019-04-22 16:00:00+00:00,2019-04-22,56.7702771018345,42.66623172854167,103.711658171457,77.9454648875,5.096390130493054,175.66930183673614,49.96121509020141,10.090976432951592,201904221200.0,201904221230.0,0.0,0.0,0.0,91.3712,109.348,136.891,49.9755,408.066,3.13146708814357,-7.15937,10.127,0.356113876981847,0.133199,60.5681136666667,37.7408826666667,62.61314,258.245,0.0,128.988,0.0,1.69291,0.0873987,102.544,-9999.0,39.6593,42.262432,42.818458,23.8717,1.01925,21.8947,22.002203,22.9997976666667,15.2716872585462,0.0,17.5559118185704,336.77977,520.40113,0.528205786666667,622.481966666667,2095.03806666667,168.72191,-0.114342963333333,977.759946666667,171.65661,8.17983323333333,11.5588333333333,10.0298333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,18.8946793333333,20.217778,19.3654306666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-15.1307,-0.150312,0.0,0.966804,0.353012,1.44543,0.50107,87.2494,1.76038,6.80856,-9999.0,-0.319218,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-04-22 12:00:00,2019-04-22 12:00:00-04:00,2019-04-22
9,9,2,2,LC08_016037_20190429,-79.23208179580489,33.34820320813321,2019-04-29 15:53:38.100000000,,,,,,,,,,,,,,,,,,-79.23219046627469,33.348246498125604,,,1,1,,,,,,,0.7395552687431787,2.054987729866181,31.2030497906712,,890.1652383697927,0.7395552687431787,3.050848674575371,2.054987729866181,350.0918242255232,,,,,,,,,,,,0.3507017493247986,-105.18220520019533,,,,,2,-79.23208179580489,33.34820320813321,,24.37010025779922,67.35790427731399,2.208479964314317,282.77200913552053,33.85271655491908,-80.90195328658051,0.9006833434104919,352565,299.91925508,348752,32.89940944091632,-80.0215300914448,0.1173764690756797,519.908114145953,115.72140739164416,315.45415598,,2019-04-29 15:53:38.100000+00:00,2019-04-29 16:00:00+00:00,2019-04-29,44.6797256491888,34.19460933958333,91.26999844126252,69.851412375,7.424042451236802,147.44178007591876,35.971715910098624,4.068013534230644,201904291200.0,201904291230.0,0.0,0.0,0.0,96.4384,115.412,144.482,52.747,398.308,2.68219293080173,-9.37096,21.0545,0.301844099194719,-0.203879,34.578052,23.760493,33.5801316666667,259.436,0.0,114.091,0.0,1.32976,0.127869,102.851,-9999.0,69.5488,72.2011683333333,71.7877336666667,27.7272,1.02602,24.7645,24.8141676666667,25.861317,8.71140233429022,0.0,17.3945020289262,391.674753333333,534.968173333333,0.560698166666667,613.151290333333,1994.47601666667,159.094473666667,-0.103581151,918.753496666667,162.308831,6.33991666666667,5.6068889,4.45291666666667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,21.6148693333333,22.8755136666667,22.328683,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-19.5816,-0.17664,0.0,1.01656,0.384763,1.17958,0.510209,323.841,1.44104,5.5838,-9999.0,-0.246661,SC,ENF,18.3,1429.0,33.3482,-79.2322,7.3,US-HB3,2019-04-29 12:00:00,2019-04-29 12:00:00-04:00,2019-04-29
