,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2,H2O,CH4,FC,FCH4,FC_SSITC_TEST,FCH4_SSITC_TEST,G_inst_af,H_inst_af,LE_inst_af,H_SSITC_TEST,LE_SSITC_TEST,WD,WS,USTAR,ZL,TAU,MO_LENGTH,V_SIGMA,W_SIGMA,TAU_SSITC_TEST,PA,RH,TA,VPD_PI,T_SONIC,T_SONIC_SIGMA,TS_PI_1,TS_PI_2,TS_PI_3,TS_PI_4,TS_PI_5,WTD,Rn_inst_af,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,P,FC_PI_F,RECO_PI_F,GPP_PI_F,FCH4_PI_F,H_PI_F,LE_PI_F,SPEC_RED_IN,SPEC_RED_OUT,SPEC_NIR_IN,SPEC_NIR_OUT,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
0,0,0,0,LC08_044033_20130416,-121.64136669603069,38.10262668086418,2013-04-16 18:47:29.671000064,0.0396074999999999,0.04827,0.0808575,0.082865,0.3169725,0.28224,0.19754,298.68534986,21824.0,0.16502622,0.5855066120611498,0.4030394848972635,0.3902496284051287,298.68534986,0.744145608033264,0.9574414560803326,0.9724556805065098,-121.6414902366333,38.10250765871043,-0.5855066180229187,0.5855066180229187,1,1,-0.5935072769776034,-298.68534986,298.68534986,298.8679762961015,-298.8679762961015,298.8679762961015,0.7872340985571264,0.3981292842919403,7.750223790250503,432.0668761891874,890.3306890489332,0.7872340985571264,1.9801515390237048,0.3981292842919403,268.2019650866716,568.1235846721943,64.9149370692683,0.0268954785979258,0.750179477412425,401.58743548344586,8.085231199239374,2.7142348874025046,9.739887989260508,0.0268954785979258,0.750179477412425,0.8751465558449677,0.1614858955144882,-45.54872894287109,0.149915741195037,1.2867067025596977,101.6212121194801,0.2019464740988867,0,-121.64136669603069,38.10262668086418,179.95718086243917,17.34219641233689,20.106000800738425,4.425452498664209,310.2700310550157,39.19578758540821,-120.64317102699135,0.8813322186470032,448437,282.06010058,664122,39.00913706592039,-122.18042287534595,0.1302697956562042,538.2231066425271,88.72798816799877,304.78309754,36.49100208459303,2013-04-16 18:47:29.671000064+00:00,2013-04-16 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-04-16
1,1,1,1,LC08_044034_20130409,-121.64136669603069,38.10262668086418,2013-04-09 18:46:34.756999936,0.0446125,0.0528899999999999,0.0800874999999999,0.0838275,0.28741,0.28708,0.20018,299.1023483,21824.0,0.1585978475,0.548388834640897,0.3651835043409628,0.3505057461369603,299.1023483,0.6073247421288023,0.956073247421288,0.972004171649025,-121.6414902366333,38.10250765871043,-0.5483888387680054,0.5483888387680054,1,1,-0.5641466948754754,-299.1023483,299.1023483,299.1119389795323,-299.1119389795323,299.1119389795323,0.774513013001645,0.6041516151152653,10.674078731016976,433.8639001801935,864.3404117023989,0.774513013001645,2.1672829016225488,0.6041516151152653,299.0742973495946,579.330917406208,68.17600380906205,0.0215117128878194,0.7489937216559859,330.2351638802064,8.246384320190224,2.2824238341461864,9.755307515374565,0.0215117128878194,0.7489937216559859,0.8616277199920352,0.2354752123355865,-68.1510238647461,0.2669631790591785,2.130348994281263,180.91974971693952,0.3539430902537052,1,-121.64136669603069,38.10262668086418,169.95763859351953,18.77902952762308,27.87599231567617,4.529170615486601,301.72783873869764,37.068091653909285,-121.8825422935237,0.8843948841094971,370243,289.41909764,638274,37.06347303348558,-122.00138686048535,0.1356781423091888,533.6766992675703,91.86482752589396,305.68887284,60.41669747781661,2013-04-09 18:46:34.756999936+00:00,2013-04-09 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-04-09
2,2,2,2,LC08_044034_20130416,-121.64136669603069,38.10262668086418,2013-04-16 18:47:53.562000128,0.039855,0.04838,0.0801149999999999,0.0826724999999999,0.314525,0.2825975,0.1982825,298.68193184,21824.0,0.1643122649999999,0.5837209448699955,0.4003780107894538,0.3876278634302927,298.68193184,0.7345758657283711,0.9573457586572836,0.9724241003569036,-121.6414902366333,38.10250765871043,-0.5837209224700928,0.5837209224700928,1,1,-0.5939843908372188,-298.68193184,298.68193184,298.69747303653656,-298.69747303653656,298.69747303653656,0.7884476731318264,0.3978846593080679,7.746752089076791,432.0039153910567,901.5438400342864,0.7884476731318264,1.981089748744384,0.3978846593080679,283.059334062994,592.3908672039611,67.27443496382793,0.026502097252393,0.7487992093079343,253.68808559258724,8.388536116098054,1.7841712249387314,9.757841609624656,0.026502097252393,0.7487992093079343,0.8516453375359228,0.1397358179092407,-39.95456314086914,0.4003560813406593,3.295794229470277,271.4283466475459,0.5168917405415016,2,-121.64136669603069,38.10262668086418,180.11837751425273,17.349691592653894,20.08413094662913,4.424611493247838,310.2700310550157,37.18752849952179,-122.29279370014868,0.8934346437454224,387948,285.92929922,238257,37.83692896378928,-121.2652373610106,0.0504058413207531,332.10752336455283,65.79171315858156,302.12045996,93.46872434777706,2013-04-16 18:47:53.562000128+00:00,2013-04-16 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-04-16
3,3,0,0,LC08_044033_20130603,-121.64136669603069,38.10262668086418,2013-06-03 18:47:43.687000064,0.0603425,0.0695549999999999,0.0971374999999999,0.1257924999999999,0.205845,0.364245,0.3291825,315.4746641,21824.0,0.1633832324999999,0.241385548980438,0.1390826564739608,0.144388330252063,315.4746641,0.0859505953462146,0.950859505953462,0.9702836369646424,-121.6414902366333,38.10250765871043,-0.2413855493068695,0.2413855493068695,1,1,-0.3587913493353577,-315.4746641,315.4746641,315.6332207311199,-315.6332207311199,315.6332207311199,0.7650648618625878,1.18230200596381,18.8791498513812,534.0197977196735,932.713227575318,0.7650648618625878,3.460723876868567,1.18230200596381,343.82004742611286,573.2282881713704,121.57711301778475,0.0067545590722185,0.3998563153007449,259.41803860459805,13.26664714188783,3.071546536020442,18.27322416139264,0.0067545590722185,0.3998563153007449,0.4984430278715705,0.1888524442911148,-56.53656005859375,0.2882659736649979,3.3220635418657265,192.2331365489876,0.4256230186573034,0,-121.64136669603069,38.10262668086418,216.8734837053372,26.49333576618457,34.16343077430422,2.724461490525533,353.460547023265,38.50685220883666,-122.52643563309567,0.8689694404602051,500818,299.36895386000003,790277,39.75005350402478,-121.77812066831044,0.2164103239774704,506.6678671496889,139.92325689995678,327.5744549,94.213722047312,2013-06-03 18:47:43.687000064+00:00,2013-06-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-06-03
4,4,1,1,LC08_044033_20130619,-121.64136669603069,38.10262668086418,2013-06-19 18:47:36.573999872,0.0573449999999999,0.066365,0.0887775,0.1150674999999999,0.1873099999999999,0.3160925,0.2897475,318.0552692,21824.0,0.1474356525,0.2389149324933237,0.1308762280544429,0.1350533258970995,318.0552692,0.0673082532604893,0.9506730825326049,0.9702221172357596,-121.6414902366333,38.10250765871043,-0.2389149367809295,0.2389149367809295,1,1,-0.3568886675419929,-318.0552692,318.0552692,318.2882993160076,-318.2882993160076,318.2882993160076,0.7764170838218601,0.8592687421807359,14.294683689050364,551.6004806161147,945.2934152594088,0.7764170838218601,2.728450059262748,0.8592687421807359,294.4346234699681,534.2340542590908,117.56759034760856,0.0064093314692445,0.2688782960987298,272.9274430165021,16.132051551032703,3.9583078985406734,27.17461464110163,0.0064093314692445,0.2688782960987298,0.3649385749225246,0.1322273463010788,-38.12810516357422,0.2161102244467228,2.82971044097297,143.73902089498017,0.3449738180165046,1,-121.64136669603069,38.10262668086418,227.3233189128672,22.51728889882805,31.492925416158,1.8413646360068632,364.86152270798897,39.52525953893298,-121.16813588168397,0.8731379508972168,447510,288.3526754,712020,38.78477018642137,-122.07385127638788,0.2156256437301635,427.9473114155304,119.79805089902962,321.22035572,80.25058810599343,2013-06-19 18:47:36.573999872+00:00,2013-06-19 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-06-19
5,5,2,2,LC08_044034_20130603,-121.64136669603069,38.10262668086418,2013-06-03 18:48:07.578000128,0.060315,0.0695275,0.0971099999999999,0.125765,0.205845,0.364245,0.3297325,315.48150014,21824.0,0.1633907125,0.2414884955218479,0.139126446446829,0.1444427075191496,315.48150014,0.0860601205264105,0.950860601205264,0.9702839983977372,-121.6414902366333,38.10250765871043,-0.2414885014295578,0.2414885014295578,1,1,-0.3589146903005398,-315.48150014,315.48150014,315.5752532608687,-315.5752532608687,315.5752532608687,0.7655999563819296,1.1823677684532834,18.880083148169923,534.0667012226548,937.9983591989628,0.7655999563819296,3.461835288943763,1.1823677684532834,310.9624270396816,546.3533580701584,115.71966368209443,0.0067566235825403,0.4004227629430114,388.5072022754552,12.527096810958092,4.320285329715816,18.24737442031709,0.0067566235825403,0.4004227629430114,0.5123907032555768,0.1829610019922256,-53.41767883300781,0.063167787966608,0.7634917870137135,42.12649211260873,0.0978244216873717,2,-121.64136669603069,38.10262668086418,216.87298981831265,26.498788131848087,34.154362347321104,2.728240057216236,353.460547023265,37.054200182039175,-121.87194952681465,0.8376744985580444,245643,291.96210452,413538,37.72472182612672,-121.48026357033903,0.1851321458816528,522.6552437813135,126.69652798686502,324.15985292,21.652627079708918,2013-06-03 18:48:07.578000128+00:00,2013-06-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-06-03
6,6,3,3,LC08_044034_20130619,-121.64136669603069,38.10262668086418,2013-06-19 18:48:00.460999936,0.0572075,0.0661725,0.0883375,0.1143799999999999,0.1867325,0.3157899999999999,0.2883725,318.06210524,21824.0,0.1469562725,0.2402839470297647,0.1313857677902622,0.1354725459907317,318.06210524,0.068138703348194,0.950681387033482,0.970224857721049,-121.6414902366333,38.10250765871043,-0.2402839511632919,0.2402839511632919,1,1,-0.3577089468135384,-318.06210524,318.06210524,318.2389538121477,-318.2389538121477,318.2389538121477,0.7768927402718651,0.8589991423693064,14.290857546818462,551.6527237433658,950.0039564431444,0.7768927402718651,2.729914672660501,0.8589991423693064,306.87526162131985,550.4827917650608,120.91425287359554,0.0064244497651591,0.2690767031491415,-3.728866706705052e-68,1.5652284149134501e+72,-81.0911592369622,27.15457710134469,0.0064244497651591,0.2690767031491415,2.0300395253242506e-37,-3.017729043960572,879.2677612304688,0.6458207103619722,8.20543432236629,429.56853889146527,1.0,3,-121.64136669603069,38.10262668086418,227.4106662702341,22.52612887817421,31.466153538496823,1.8423038554114788,364.86152270798897,37.18746754243908,-122.28265445377612,0.8573687672615051,435975,291.36736904,320109,36.63680346172578,-121.88678973554518,0.0247682407498359,797.1767770288318,55.62189658492703,289.45327784,232.706117382308,2013-06-19 18:48:00.460999936+00:00,2013-06-19 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-06-19
7,7,0,0,LC08_044033_20130705,-121.64136669603069,38.10262668086418,2013-07-05 18:47:40.033999872,0.0581149999999999,0.066585,0.08754,0.1120149999999999,0.1776575,0.2981625,0.2741275,319.46007542,21824.0,0.1415298075,0.2266093605709898,0.1215277777777778,0.1246893490655937,319.46007542,0.0469748705372039,0.950469748705372,0.9701550170727729,-121.6414902366333,38.10250765871043,-0.2266093641519546,0.2266093641519546,1,1,-0.3398127810405453,-319.46007542,319.46007542,319.7754317785207,-319.7754317785207,319.7754317785207,0.7581094606449448,1.394873371247873,21.895948244873185,561.2905328306501,914.9964008317984,0.7581094606449448,3.1105245663654566,1.394873371247873,350.54829057058373,557.3921491759514,125.64976214965785,0.00604668036064,0.4870287029151628,399.4942007661909,11.135901622085086,4.023284015791212,15.002532783189524,0.00604668036064,0.4870287029151628,0.5997254628877261,0.2097710072994232,-63.05633163452149,0.0485560365630658,0.6114055202905887,32.24818626010273,0.0746931207802368,0,-121.64136669603069,38.10262668086418,226.5163591181065,24.694156660256454,44.84366998193284,3.3541013591726294,356.2804917507043,38.87590838159289,-120.62369527433135,0.8902809023857117,485134,300.59602304,784861,38.99352816515574,-122.36524259818704,0.2047264128923416,518.6789460238973,140.58676418762053,326.9250311,17.339460555441097,2013-07-05 18:47:40.033999872+00:00,2013-07-05 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-07-05
8,8,1,1,LC08_044033_20130721,-121.64136669603069,38.10262668086418,2013-07-21 18:47:37.970000128,0.059215,0.0649075,0.0825624999999999,0.09964,0.1754299999999999,0.28576,0.25749,318.33212882,21824.0,0.13587644,0.2755298651252407,0.1472835903848825,0.1466770743287702,318.33212882,0.0905699858866545,0.9509056998588664,0.970298880953426,-121.6414902366333,38.10250765871043,-0.2755298614501953,0.2755298614501953,1,1,-0.3599620143996434,-318.33212882,318.33212882,318.7232399370126,-318.7232399370126,318.7232399370126,0.7550014992754138,1.439434735093691,22.528360097157385,553.6590507771062,897.5146976930723,0.7550014992754138,3.132029273432687,1.439434735093691,355.9079566626789,560.3394495614189,122.02210319450276,0.0068420023957569,0.3561632899943924,237.6324441106565,14.359923428198698,3.0845858712094483,20.514927526511904,0.0068420023957569,0.3561632899943924,0.4518217207225097,0.1805464625358581,-54.45976638793945,0.3018572620683972,3.524639404221738,200.6849022562596,0.4578529778017637,1,-121.64136669603069,38.10262668086418,213.2507071903025,24.80960492597051,45.95853389058776,2.423722863357647,338.6250179380596,39.227087253404974,-121.52762292791128,0.9305447340011596,548343,301.63851914,791584,38.86287008332638,-122.03687810526984,0.1762391775846481,399.6378258071742,124.61074365224184,328.49390228,99.95877350372848,2013-07-21 18:47:37.970000128+00:00,2013-07-21 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-07-21
9,9,2,2,LC08_044034_20130705,-121.64136669603069,38.10262668086418,2013-07-05 18:48:03.920000000,0.0582524999999999,0.0667499999999999,0.0878149999999999,0.1120149999999999,0.1776849999999999,0.298245,0.2730275,319.46691146,21824.0,0.1415764199999999,0.2266827752847774,0.1216877293110477,0.1247372419906293,319.46691146,0.0470679730063872,0.9504706797300638,0.970155324310921,-121.6414902366333,38.10250765871043,-0.2266827821731567,0.2266827821731567,1,1,-0.3384934086629003,-319.46691146,319.46691146,319.72436784564763,-319.72436784564763,319.72436784564763,0.758617828342762,1.3946245013344571,21.892416299947406,561.3391278462486,919.8051356834007,0.758617828342762,3.1111794717883514,1.3946245013344571,310.8428549076164,523.690309222758,117.9312514820674,0.0060483080935249,0.487147674498995,529.6416508764228,10.73563893203224,5.117782659589693,14.998868852968476,0.0060483080935249,0.487147674498995,0.6105680754360787,0.1827010959386825,-53.29621124267578,-0.1865203943532076,-2.4991721032387444,-123.88259313573224,-0.3053107275670533,2,-121.64136669603069,38.10262668086418,226.53057173238585,24.69768278940959,44.82623114419068,3.3548339279147497,356.2804917507043,37.95759636591156,-122.74888422912872,0.8651400804519653,279444,291.71258906,446001,37.49914991013982,-121.94470544781672,0.032633002847433,579.6448668787734,120.33600851730824,320.69398064,-70.87652084785078,2013-07-05 18:48:03.920000+00:00,2013-07-05 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Tw4,,,2013-07-05
