,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_PI_1,G_inst_af,G_1_1_2,G_1_1_3,H_inst_af,LE_inst_af,SH_1_1_1,WD_1_1_1,WS_1_1_1,WS_MAX_1_1_1,USTAR_1_1_1,ZL_1_1_1,TAU_1_1_1,MO_LENGTH_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_PI_1_1_1,T_SONIC_1_1_1,SWC_1_1_1,TS_1_1_1,TS_1_2_1,Rn_inst_af,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,P_1_1_1,NEE_PI_1_1_1,SC_PI_2,PA_1_1_1,WTD_1_1_1,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
31,31,0,0,LC08_014035_20150911,-76.65598305553534,35.79898696626808,2015-09-11 15:40:58.009999872,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.7228038324710868,2.2636936988695986,34.15129244438893,,784.5601820234064,0.7228038324710868,3.249137884469156,2.2636936988695986,349.7464491319442,,,,,,,,,,,,0.5560442805290222,-166.45289611816406,,,,,0,-76.65598305553534,35.79898696626808,,25.42643295257035,69.67059507354335,1.8214820503570068,206.23306686953265,35.3184161816648,-77.03777294205024,0.9261756539344788,128809,299.35186376,237945,35.30021181597311,-76.78658524027493,0.2072912007570266,473.6845713930459,86.61373498405015,308.43012488,,2015-09-11 15:40:58.009999872+00:00,2015-09-11 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2015-09-11
32,32,0,0,LC08_014035_20151013,-76.65598305553534,35.79898696626808,2015-10-13 15:41:04.404999936,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.7164509737920421,1.687409294745719,25.991769812445217,,674.369576977743,0.7164509737920421,2.7112451440905887,1.687409294745719,330.9397481281713,,,,,,,,,,,,0.7827126979827881,-230.9516448974609,,,,,0,-76.65598305553534,35.79898696626808,,22.41313361737817,62.23742985482463,3.473043900540053,174.84220507680928,35.70880529881165,-76.28299488137569,0.8749370574951172,261231,295.06566668,171531,35.79399054624172,-76.15057668869706,0.2720658481121063,436.4584447077912,59.40568226835856,299.55010892,,2015-10-13 15:41:04.404999936+00:00,2015-10-13 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2015-10-13
33,33,1,1,LC08_014035_20151029,-76.65598305553534,35.79898696626808,2015-10-29 15:41:10.305000192,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.6950540775709033,2.0065443872237614,30.51035471789804,,593.5624048328729,0.6950540775709033,2.609111522817639,2.0065443872237614,300.0760140293213,,,,,,,,,,,,1.482579469680786,-426.0462951660156,,,,,1,-76.65598305553534,35.79898696626808,,21.78267940367712,76.90527482922035,2.461932830096755,149.96159777858563,36.970292399401785,-76.64423421014081,0.733892560005188,31272,287.36828564,3251,36.965040825612384,-76.61311934802686,0.0142516670748591,460.2553977422983,35.109131340397255,290.21207828,,2015-10-29 15:41:10.305000192+00:00,2015-10-29 16:00:00+00:00,2015-10-29,44.25896787953276,53.719673410256405,28.748784757651038,34.89406558974359,2.4177726875,69.35635304166667,-21.67515864583333,-6.069172283017135,201510291200.0,201510291230.0,396.960931,19.920042,-0.187895,-0.082142,16.73634,9.353694,16.19046,184.459999,201.072453,0.947491,229.966776,2.383001,6.93175,0.449581,-0.050621,-0.239097,-43.262861,1.045873,0.909427,0.47042,62.81018,25.17698,11.89890497,28.08636,20.6831,19.65263,20.56681,365.5762,1116.573,548.1855,75.57747,356.0595,463.0913,0.0,-0.187895,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2015-10-29 12:00:00,2015-10-29 12:00:00-04:00,2015-10-29
34,34,0,0,LC08_014035_20151114,-76.65598305553534,35.79898696626808,2015-11-14 15:41:10.604999936,0.02737,0.0304224999999999,0.0431274999999999,0.0553925,0.1985575,0.2173399999999999,0.1245824999999999,288.73891166,21824.0,0.1076944125,0.5637527072258318,0.2747374531637552,0.2848298958816897,288.73891166,0.4129841184660875,0.9541298411846608,0.971362847590938,-76.65593398262045,35.79890987707693,-0.5637527108192444,0.5637527108192444,1,1,-0.6431098330471482,-288.73891166,288.73891166,288.4980261263529,-288.4980261263529,288.4980261263529,0.7307223549543158,0.4956388974866348,9.117675252659591,376.0207389113033,561.9469696558014,0.7307223549543158,1.3072743088367522,0.4956388974866348,288.3637819823592,400.5441714974977,25.46258193433355,0.0148722832164105,0.4284003256673459,75.45830662195833,14.255785990339756,0.8705775450647906,17.055692174035944,0.0148722832164105,0.4284003256673459,0.4957985953848023,0.2876286208629608,-82.1097183227539,0.4376257201143548,1.7673784232810443,299.6232829412058,0.7988216198245286,0,-76.65598305553534,35.79898696626808,63.11625416945608,10.937544498062936,37.91391708199847,2.6951819802187003,160.2004557830741,35.68320169544606,-76.34888722748494,0.87651127576828,305980,285.47128454,157500,36.75265964535331,-76.00980497208215,0.1986950635910034,339.9691120051523,34.87483571296478,292.99776458,50.12285208425042,2015-11-14 15:41:10.604999936+00:00,2015-11-14 16:00:00+00:00,2015-11-14,24.33146167521247,35.702814775,27.088203124578044,39.747924380952384,-15.821091083333334,35.792680625,-23.836967447619045,0.1941069085428246,201511141100.0,201511141130.0,395.444118,4.56602,-3.205894,-0.045341,-2.388289,-2.560582,14.40272,242.91667,91.670502,0.930147,316.808531,2.286477,7.427529,0.454475,-0.064006,-0.260167,-34.215747,1.168286,1.818769,0.57865,31.25756,12.99888,10.28747964,13.262519,26.7715,12.48951,15.28093,370.949,1197.406,616.0956,93.12459,245.4533,397.4752,0.0,-3.205894,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2015-11-14 11:00:00,2015-11-14 11:00:00-05:00,2015-11-14
35,35,0,0,LC08_014035_20151216,-76.65598305553534,35.79898696626808,2015-12-16 15:41:12.108999936,0.0261875,0.0315225,0.045135,0.064715,0.1950925,0.2118675,0.1209525,289.86344024,21824.0,0.107915155,0.5018234654503814,0.2419840548789824,0.2573892071347018,289.86344024,0.3409715108337305,0.9534097151083372,0.9711252059857512,-76.65593398262045,35.79890987707693,-0.5018234848976135,0.5018234848976135,1,1,-0.6242311975106929,-289.86344024,289.86344024,289.9205616518145,-289.9205616518145,289.9205616518145,0.6800566357538482,1.1372332677427943,18.201911694198724,381.62463433859045,447.0365524775632,0.6800566357538482,1.585932615549772,1.1372332677427943,297.4698190116075,300.7805146848762,21.75476693301996,0.0127468301254114,0.2523405871017664,114.98883274495626,19.18977720804949,1.7891782917327816,28.955564246556577,0.0127468301254114,0.2523405871017664,0.331511978972722,0.5034612417221069,-144.17457580566406,0.2399170250546573,0.7950557946546354,164.03691500690002,0.5878916778417942,0,-76.65598305553534,35.79898696626808,38.52738906249925,13.877419199546184,71.7075401938541,1.6132959756785583,126.43518095998915,36.41539913627376,-76.66390901748336,0.864121675491333,255836,286.36680578,437385,36.33415016686604,-75.81518239788684,0.324878066778183,275.5708562613768,24.66948769579749,292.18769384,22.547782336405454,2015-12-16 15:41:12.108999936+00:00,2015-12-16 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2015-12-16
36,36,0,0,LC08_014035_20160202,-76.65598305553534,35.79898696626808,2016-02-02 15:41:06.655000064,0.0286075,0.0367474999999999,0.0533299999999999,0.076705,0.205955,0.2335924999999999,0.13407,290.30436482,21824.0,0.1181103125,0.4572631429986555,0.2323672787319667,0.2477129277080724,290.30436482,0.3166630558491094,0.953166630558491,0.971044988084302,-76.65593398262045,35.79890987707693,-0.4572631418704986,0.4572631418704986,1,1,-0.5886379852286096,-290.30436482,290.30436482,290.5852504357565,-290.5852504357565,290.5852504357565,0.7032452406429703,1.03724706258809,16.78622232623415,383.8540712130384,528.5866978225098,0.7032452406429703,1.4059183298710969,1.03724706258809,294.21394864094987,362.7360046357148,28.293831749355032,0.0120721594870939,0.3640738405303323,234.5371712798176,14.116276856654329,2.682184910945153,20.06918176597271,0.0120721594870939,0.3640738405303323,0.4645192373882365,0.6068143844604492,-173.6491241455078,0.1462122260805892,0.6374108835690652,99.9050016065422,0.2987213028318918,0,-76.65598305553534,35.79898696626808,60.74990176857531,12.03623250226936,73.77719178632455,2.3407455688256937,144.13701854125878,36.3929298352277,-76.50253993960607,0.8209480047225952,220278,286.1651426,312688,35.85593412463985,-76.61924680999873,0.3082237541675567,324.3323529028332,32.18042586956052,291.45965558,18.076972658018686,2016-02-02 15:41:06.655000064+00:00,2016-02-02 16:00:00+00:00,2016-02-02,17.316150128600597,21.002606075,39.33089582351646,47.704097355555554,-0.1385713541666666,67.7575178125,-0.8106142638888869,11.249043214549616,201602021100.0,201602021130.0,404.466631,9.833313,-1.397434,-0.080337,9.899917,12.76941,18.77009,209.622097,58.971829,1.472848,45.742671,2.087454,6.414139,0.357456,-0.096008,-0.160689,-19.321217,1.070885,1.348497,0.466538,65.27582,13.4836,5.363576321,14.444859,39.645,9.975881,11.37606,355.5132,1096.524,584.1829,100.3519,279.8913,408.2092,0.0,-1.397434,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2016-02-02 11:00:00,2016-02-02 11:00:00-05:00,2016-02-02
37,37,1,1,LC08_014035_20160218,-76.65598305553534,35.79898696626808,2016-02-18 15:40:57.264000000,0.03034,0.0394424999999999,0.0601225,0.0847899999999999,0.2130775,0.2406599999999999,0.1442999999999999,283.99128188,21824.0,0.1242664625,0.4306864629407372,0.2249081564762943,0.2411819631705767,283.99128188,0.3005549389944714,0.9530055493899446,0.9709918312986816,-76.65593398262045,35.79890987707693,-0.4306864738464355,0.4306864738464355,1,1,-0.5598645680819911,-283.99128188,283.99128188,284.21942021182883,-284.21942021182883,284.21942021182883,0.7425147481625334,0.5009056073240062,9.192245790759172,351.4783027868833,624.8064242017508,0.7425147481625334,0.9049873401362526,0.5009056073240062,268.5559081803908,451.6209081494104,22.798437505864,0.011637095829633,0.4075567628013063,162.35535489706734,13.783668158954503,1.7766632876386552,17.927966724480964,0.011637095829633,0.4075567628013063,0.4959011017732319,0.5147762298583984,-144.53274536132812,0.3876096588543339,1.8862199428619988,266.46711574647907,0.6213926134667899,1,-76.65598305553534,35.79898696626808,86.94888848422454,5.527976515559629,55.34946016466829,2.630210556361416,189.1462375728535,35.735267383028614,-75.96992933971897,0.8078535199165344,271119,280.76808902,295565,35.84100785317667,-77.06368034383168,0.2923313081264496,421.6057356434989,32.193766492882546,289.16958218,53.493197579566285,2016-02-18 15:40:57.264000+00:00,2016-02-18 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-02-18
38,38,0,0,LC08_014035_20160305,-76.65598305553534,35.79898696626808,2016-03-05 15:40:57.064000000,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.75428772201866,0.5646202978693969,10.094372337603309,,709.222775496985,0.75428772201866,0.9795254757850808,0.5646202978693969,268.8774069159547,,,,,,,,,,,,0.6578558683395386,-184.98599243164065,,,,,0,-76.65598305553534,35.79898696626808,,6.672131670923648,57.642226958605534,0.9810155493968036,155.5249761009602,35.738034064100674,-75.77489085116866,0.8176692724227905,87171,281.19534152,137827,36.396705640453504,-76.21860802610489,0.2834938764572143,454.7435868121791,38.64913873920295,289.67886716,,2016-03-05 15:40:57.064000+00:00,2016-03-05 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-03-05
39,39,1,1,LC08_014035_20160321,-76.65598305553534,35.79898696626808,2016-03-21 15:40:50.329999872,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.7656402096227093,0.5879051176047492,10.42405853464725,,791.8126516479955,0.7656402096227093,1.074041741046585,0.5879051176047492,274.2601205786881,,,,,,,,,,,,0.6179643869400024,-174.84593200683594,,,,,1,-76.65598305553534,35.79898696626808,,8.017412921069253,54.7376414842009,3.413933926036788,192.75152123219087,35.811197386558185,-75.83570411726895,0.8131536841392517,49410,282.93853172,36264,36.96157998375584,-76.32460103864986,0.0260331183671951,451.6102155672285,38.70920482388712,287.7887021,,2016-03-21 15:40:50.329999872+00:00,2016-03-21 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-03-21
40,40,0,0,LC08_014035_20160406,-76.65598305553534,35.79898696626808,2016-04-06 15:40:42.046999808,0.0368574999999999,0.0495075,0.0780525,0.0986225,0.2536675,0.27971,0.1728175,292.61494634,21824.0,0.1481459775,0.4401061625365465,0.2629492477170334,0.2728736697602928,292.61494634,0.3810257261164714,0.9538102572611646,0.9712573848961844,-76.65593398262045,35.79890987707693,-0.4401061534881592,0.4401061534881592,1,1,-0.5294073314843843,-292.61494634,292.61494634,292.6508436143269,-292.6508436143269,292.6508436143269,0.7689009813562644,0.7244970000802744,12.358042082394386,396.4889327695017,855.5743374766669,0.7689009813562644,1.3093546017579063,0.7244970000802744,291.366713240989,610.2440678714971,56.12478284139295,0.0139057900398715,0.2608699848544129,287.52099855916595,16.010856007111247,3.743483806856034,28.0088339251322,0.0139057900398715,0.2608699848544129,0.3658574289111914,0.7068204879760742,-203.10812377929688,0.3909450314859657,2.3899556241660043,266.5982864709382,0.4811207508442058,0,-76.65598305553534,35.79898696626808,141.14521597862233,10.961455574685806,55.33237513409911,1.6528037164240412,236.76548669099384,36.431626283975,-76.96610481425435,0.7920607924461365,310819,287.35461356,149324,36.96157998375584,-76.32460103864986,0.0286589618772268,509.72814099276405,60.800351335787646,294.22825178,67.77914150134788,2016-04-06 15:40:42.046999808+00:00,2016-04-06 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-04-06
41,41,1,1,LC08_014035_20160422,-76.65598305553534,35.79898696626808,2016-04-22 15:40:35.517999872,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.7379872562978014,1.9669466093196408,29.9496958441349,,863.5760104216934,0.7379872562978014,2.567178998054215,1.9669466093196408,293.5147310807619,,,,,,,,,,,,7.116822719573975,-2042.1328125,,,,,1,-76.65598305553534,35.79898696626808,,21.51757683501289,76.61898959170675,2.5804217267194263,183.1679536987149,35.77780610514797,-76.02620776041823,0.8444578051567078,62575,286.94445116,25718,35.486390439861715,-76.1855294766906,0.0257340483367443,723.3991121773705,44.89342960126427,287.7374318,,2016-04-22 15:40:35.517999872+00:00,2016-04-22 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-04-22
42,42,0,0,LC08_014035_20160508,-76.65598305553534,35.79898696626808,2016-05-08 15:40:38.444999936,0.0258025,0.0351525,0.0690049999999999,0.0727999999999999,0.3108675,0.2547125,0.1365724999999999,304.76942546,21824.0,0.15096734,0.6205047339167379,0.4010506907318701,0.4041126894448421,304.76942546,0.7961811239161758,0.9579618112391616,0.9726273977089234,-76.65593398262045,35.79890987707693,-0.6205047369003296,0.6205047369003296,1,1,-0.6366938907133315,-304.76942546,304.76942546,304.75591938579936,-304.75591938579936,304.75591938579936,0.7489254961640852,1.6894358059159151,26.02046287378572,468.6157064899504,903.3094412894008,0.7489254961640852,3.018164850367591,1.6894358059159151,348.5446741758813,632.2159986223943,83.97922423872434,0.0290747062060938,0.5718150791063856,433.5324451319758,9.714549096355086,3.590088648066569,12.778019238767932,0.0290747062060938,0.5718150791063856,0.7068443333376174,0.7355083227157593,-220.5604248046875,0.1701859780673337,1.3088316759633165,114.70432925169416,0.2092240699844428,0,-76.65598305553534,35.79898696626808,175.67782424212703,24.19026762215577,55.97559741344658,3.343764160998439,290.83320222847897,36.10433901115058,-76.9379198696645,0.8801353573799133,315780,299.87482082,397541,35.4420890587004,-77.4281920297705,0.2510529458522796,570.9840405517954,100.5459952121957,305.96573246,37.118466330319656,2016-05-08 15:40:38.444999936+00:00,2016-05-08 16:00:00+00:00,2016-05-08,122.66664430677422,156.8307206585366,43.059318132339925,55.05183525581396,11.4311194375,157.218248,-66.09542735185056,-19.938833876614154,201605081200.0,201605081230.0,392.19185,16.370158,-5.984851,0.066751,78.87557,77.12303,29.57591,208.198671,350.450623,2.283855,264.305084,3.845045,9.838094,0.490813,-0.097804,-0.282313,-49.844829,1.443547,1.412631,0.621172,45.29926,27.3897,19.94437661,30.405771,41.5218,18.01925,17.48526,660.9617,2069.922,940.6906,145.4718,362.1739,496.4311,0.0,-5.984851,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2016-05-08 12:00:00,2016-05-08 12:00:00-04:00,2016-05-08
43,43,1,1,LC08_014035_20160524,-76.65598305553534,35.79898696626808,2016-05-24 15:40:41.329999872,0.0309174999999999,0.0350425,0.0673825,0.0565749999999999,0.38355,0.2491575,0.1267825,304.12341968,21824.0,0.167879785,0.7429139449020166,0.5598192005273319,0.5216992421220583,304.12341968,1.3784284973365226,0.9637842849733652,0.9745488140412104,-76.65593398262045,35.79890987707693,-0.7429139614105225,0.7429139614105225,1,1,-0.7011415233987348,-304.12341968,304.12341968,304.13315701372056,-304.13315701372056,304.13315701372056,0.7538739799807535,1.5859717647062528,24.555531357677705,467.4792734239203,922.2882100945262,0.7538739799807535,2.66251880685677,1.5859717647062528,344.36265856182234,631.8667089054351,69.24575721279024,0.0563005902839609,0.4139682881530787,374.22641037454986,11.903856031957076,3.7851833514694704,17.650299046909403,0.0563005902839609,0.4139682881530787,0.5536450388358967,0.75599604845047,-226.1382751464844,0.2793503278136071,2.24033462416498,188.39454131809504,0.3348516274612776,1,-76.65598305553534,35.79898696626808,188.00455211903767,22.11498967960227,59.56659388177498,2.2396938778882114,315.21926493592866,35.45569267173317,-76.11433427161089,0.9100825190544128,287594,299.12627444,446549,36.32663262498589,-76.34719318488821,0.2803306877613067,635.7885345775023,104.58310904829597,306.8099834,63.53588994131883,2016-05-24 15:40:41.329999872+00:00,2016-05-24 16:00:00+00:00,2016-05-24,133.35610242132745,150.79609546666666,53.05626691932567,59.994838977777775,15.932422416666666,171.54722854166667,-55.17612831944443,-30.79756321565312,201605241200.0,201605241230.0,385.282482,15.331006,-11.293973,0.157433,93.37581,26.88717,17.70744,178.339242,359.966565,2.701284,270.679402,3.573107,8.129523,0.392594,-0.162694,-0.183727,-29.964286,1.168903,1.262103,0.537237,49.11475,25.06027,16.16797549,27.9526,37.174,17.10215,16.76285,653.6846,2058.203,951.9091,158.9866,342.7117,481.9496,0.0,-11.293973,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2016-05-24 12:00:00,2016-05-24 12:00:00-04:00,2016-05-24
44,44,0,0,LC08_014035_20160609,-76.65598305553534,35.79898696626808,2016-06-09 15:40:45.300000000,0.0254449999999999,0.0294599999999999,0.0634775,0.041835,0.4433075,0.2286425,0.1081925,303.65856896,21824.0,0.177110215,0.8275352087273327,0.6812158202213636,0.6112910061234795,303.65856896,2.213588030209952,0.9721358803020996,0.9773048404996928,-76.65593398262045,35.79890987707693,-0.8275352120399475,0.8275352120399475,1,1,-0.749489428455854,-303.65856896,303.65856896,303.72487349800315,-303.72487349800315,303.72487349800315,0.7653336591467993,1.2091445114667227,19.22009198236506,468.65385703698007,938.8206878306606,0.7653336591467993,2.835617984191101,1.2091445114667227,342.2277373695728,636.5839596571099,53.754612874364334,0.0931499661258684,0.1696094508529493,115.53686449882969,21.80881543156668,2.151350602396519,43.07934519624056,0.0931499661258684,0.1696094508529493,0.2663252954204499,0.458289623260498,-137.0426025390625,0.6926235686378189,6.026010239790137,467.2924822839159,0.8017655337079362,0,-76.65598305553534,35.79898696626808,211.28213137659145,23.153445702105067,42.64130493627293,0.8611228705041495,352.029521597618,36.322233452036016,-75.92869124547084,0.90950745344162,222303,299.03056988000003,444290,36.16342567151488,-76.69758669354863,0.2777811288833618,509.7570905908536,110.52392339151912,311.22264722,170.8976504004483,2016-06-09 15:40:45.300000+00:00,2016-06-09 16:00:00+00:00,2016-06-09,171.55909172774736,233.04326746153848,39.77177794070102,54.02537977272727,-1.5662412500000005,182.85891520833331,-102.6434907759324,-26.90571321011505,201606091200.0,201606091230.0,382.312247,11.141726,-17.001404,-0.173096,56.23336,16.92675,8.607427,189.358122,546.972616,0.533291,228.893724,2.358599,5.795426,0.433055,-0.128956,-0.224118,-37.803668,1.133026,1.166111,0.471221,36.98,24.4393,19.294499,26.771563,42.1037,19.85972,19.42478,673.3274,2118.227,986.7341,165.329,326.6356,474.7133,0.0,-17.001404,-9999.0,-9999.0,-9999.0,NC,ENF,16.6,1320.0,35.799,-76.656,5.0,US-NC3,2016-06-09 12:00:00,2016-06-09 12:00:00-04:00,2016-06-09
45,45,0,0,LC08_014035_20160727,-76.65598305553534,35.79898696626808,2016-07-27 15:41:04.334000128,0.01846,0.0248124999999999,0.0594075,0.0391124999999999,0.4280725,0.2161025,0.0871825,308.26947794,21824.0,0.1680778675,0.8325609769149267,0.6585159181697131,0.6032351618356365,308.26947794,2.106506689645056,0.9710650668964506,0.9769514720758288,-76.65593398262045,35.79890987707693,-0.8325609564781189,0.8325609564781189,1,1,-0.7562669237712316,-308.26947794,308.26947794,308.5202394431998,-308.5202394431998,308.5202394431998,0.7207810496194261,3.072214962134749,45.59902120263862,497.22561973565774,858.2105356672406,0.7207810496194261,4.339087870851419,3.072214962134749,359.96893759533384,566.2919796972573,53.45719467794177,0.089026750189464,0.2978015715749849,5936.372861691002,7.035405103143373,32.40574771959382,24.53534426697685,0.089026750189464,0.2978015715749849,0.5986689039027991,4.588180541992188,-1383.140869140625,-8.076447096997036,-60.21822228858316,-5423.538076671686,-10.575604922094769,0,-76.65598305553534,35.79898696626808,159.321288962844,30.39072256508001,70.80324375942902,1.5208886681806597,268.85117265157663,35.64672204136808,-76.83701177855977,0.9849799275398254,247818,301.45736408,183910,35.93215480345792,-75.93807483753774,0.0947739109396934,730.3107433459879,86.4748874093761,303.05699744000003,-1707.7887841042184,2016-07-27 15:41:04.334000128+00:00,2016-07-27 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-07-27
46,46,0,0,LC08_014035_20160812,-76.65598305553534,35.79898696626808,2016-08-12 15:41:06.369999872,0.0283049999999999,0.0294875,0.05586,0.0346849999999999,0.413305,0.20876,0.083745,307.89007772,21824.0,0.1635040675,0.8451527935891425,0.6759822068599821,0.5990885979809913,307.89007772,2.055205614098948,0.9705520561409894,0.9767821785265264,-76.65593398262045,35.79890987707693,-0.8451527953147888,0.8451527953147888,1,1,-0.7618748201592189,-307.89007772,307.89007772,308.10497591503304,-308.10497591503304,308.10497591503304,0.7151407462003325,3.227139863260392,47.792579154129854,494.5209170026886,833.0478575551219,0.7151407462003325,4.118199554519658,3.227139863260392,371.89203576258114,563.260807391842,49.32001666618139,0.0869760853327721,0.2640789658555738,97.81947704665896,18.41379339160521,1.568593367966017,27.668481880662373,0.0869760853327721,0.2640789658555738,0.3587964668427151,0.361105352640152,-109.68975830078124,0.6194147220558048,4.136076848887605,416.1213136790017,0.809667808409326,0,-76.65598305553534,35.79898696626808,142.99107222569666,29.480248982932807,78.36288214150908,1.3527381137985244,250.2340606056348,35.89209525311939,-76.36438780666496,0.9307692050933838,305142,303.76110956,56947,36.989149464746845,-76.4417135514243,0.035634059458971,485.5848970832532,110.45702827213098,316.91706854,117.29913943445248,2016-08-12 15:41:06.369999872+00:00,2016-08-12 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-08-12
47,47,1,1,LC08_014035_20160828,-76.65598305553534,35.79898696626808,2016-08-28 15:41:13.874000128,,,,,,,,,,,,,,,,,,-76.65593398262045,35.79890987707693,,,1,1,,,,,,,0.7142815337786552,3.0016590367583267,44.60003065941563,,805.5798981290948,0.7142815337786552,3.897875006392075,3.0016590367583267,340.6237598451948,,,,,,,,,,,,0.467364102602005,-138.8727569580078,,,,,1,-76.65598305553534,35.79898696626808,,28.528754908351058,77.00757545677952,2.271270314847645,195.4282407260729,35.59836309886969,-76.52297483054689,0.915805459022522,67112,297.14040482,30101,36.92396232345298,-76.1454394338766,0.0609096102416515,544.1737513632054,85.2139436795354,305.02577696000003,,2016-08-28 15:41:13.874000128+00:00,2016-08-28 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-NC3,,,2016-08-28
