,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw_1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,LE_daily_orig,Datetime_Local_sebal,Datetime_GMT,Date_daily,LE_closed,LE_unclosed,H_closed,H_unclosed,G_unclosed,Rn_unclosed,Residual_unclosed,Residual_closed,TIMESTAMP_START,TIMESTAMP_END,H_inst_af,SH,H_SSITC_TEST,LE_inst_af,SLE,LE_SSITC_TEST,FC,SC,FC_SSITC_TEST,TAU,TAU_SSITC_TEST,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,WS_MAX,WD,USTAR,MO_LENGTH,ZL,FETCH_70,FETCH_80,FETCH_90,FETCH_MAX,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD_PI,SWC_1_1_1,SWC_1_2_1,SWC_1_3_1,SWC_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_inst_af,G_1_2_1,SW_IN,SW_OUT,Rn_inst_af,PPFD_IN,PPFD_OUT,P_RAIN,P,State,Veg,MAT,MAP,Lat,Long,Elev_insitu,Name,Datetime,Datetime_Local_flux,Date
164,164,1,1,LC08_033038_20170516,-106.60329934528464,32.58499454274526,2017-05-16 17:39:08.211000064,,,,,,,,,,,,,,,,,,-106.60320325149796,32.58504103670271,,,1,1,,,,,,,0.8035794274691259,0.6055580194691862,9.31713754229752,,990.9736141354058,0.8035794274691259,2.2474616624192314,0.6055580194691862,372.6944161475538,,,,,,,,,,,,0.2021290063858032,-62.02555847167969,,,,,1,-106.60329934528464,32.58499454274526,,19.361637484489627,26.94408672659388,5.684203019393748,312.899791926606,31.560693652715685,-107.7018841917852,0.2226762026548385,251469,306.8612537,465942,30.94046167839484,-106.44603579644873,0.0983223766088485,492.0592176434335,164.6799232792157,322.4132447,,2017-05-16 17:39:08.211000064+00:00,2017-05-16 18:00:00+00:00,2017-05-16,37.87025768414376,34.0453778125,109.46487091323888,98.40896564583332,-2.766938333333333,122.846125,-6.841280124999983,-21.72206526404928,201705161200.0,201705161230.0,318.115,-8.47677,0.0,251.682,-16.9487,0.0,-2.43093,1.13081,0.0,-0.742519,0.0,369.593,1.31631635,18.5358,0.590086631,2.0972,1.87103,0.973062,8.67453,17.5512,238.594,0.856024,-152.909,-0.0421,146.18,174.94,219.004,79.5915,17.5143,1.0878,17.82,42.04,-9999.0,9.613,3.6,10.1,8.1,23.3,31.49,23.36,23.7,29.543,6.3315,954.52,203.86,712.0,2039.7,150.83,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-05-16 12:00:00,2017-05-16 12:00:00-06:00,2017-05-16
165,165,0,0,LC08_033037_20170601,-106.60329934528464,32.58499454274526,2017-06-01 17:38:53.936999936,0.08644,0.1087974999999999,0.1586,0.206395,0.2884,0.353025,0.2957975,318.00741692,21824.0,0.2151704075,0.1657353045200537,0.1198350760723671,0.1236511039963007,318.00741692,0.0449584885417948,0.950449584885418,0.970148363012188,-106.60320325149796,32.58504103670271,-0.1657353043556213,0.1657353043556213,1,1,-0.290380313199105,-318.00741692,318.00741692,327.48595655027395,-327.48595655027395,327.48595655027395,0.7809151018217594,1.272513370615442,17.266018325039436,551.1389963537987,964.3353850949594,0.7809151018217594,2.89139258866248,1.272513370615442,305.37179044168005,495.94044242462047,145.1999635240074,0.0060115010941443,0.3378460333774823,295.2423719711198,14.29795093307776,3.946014628116409,21.62720103235641,0.0060115010941443,0.3378460333774823,0.4386724068938848,0.1085837185382843,-31.61362648010254,0.0842045376885502,0.9725834835797216,55.4981069294933,0.1582312572060421,0,-106.60329934528464,32.58499454274526,168.79751286054235,23.476265628544844,44.010397467473965,2.328004897477616,316.10545697995406,33.16024651525294,-105.69964314305643,0.4636706709861755,351149,291.14519774,546602,33.044864191141926,-107.34741789967032,0.1195921376347541,439.9702097570124,147.51655533047577,324.09491054,27.582467594320903,2017-06-01 17:38:53.936999936+00:00,2017-06-01 18:00:00+00:00,2017-06-01,73.31933404115136,58.38442034782609,68.25067723117151,54.348232708333335,-11.01669375,144.572625,42.856665693840576,14.019307477677115,201706011200.0,201706011230.0,296.118,1.52869,0.0,85.7987,1.85669,0.0,-2.57251,0.00753,0.0,-0.259266,1.0,364.807,1.54972,23.2478,0.163887861,1.78305,1.67314,0.512622,2.85457,9.15295,93.949,0.511942,-35.3256,-0.182021,161.789,193.621,242.39,91.7972,26.3276,1.07552,26.74,29.76,-9999.0,20.017,10.1,9.5,8.0,23.2,37.64,44.43,26.21,14.549,59.36,865.25,188.83,592.5,1882.0,249.08,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-06-01 12:00:00,2017-06-01 12:00:00-06:00,2017-06-01
166,166,1,1,LC08_033037_20170617,-106.60329934528464,32.58499454274526,2017-06-17 17:39:00.558000128,0.0931775,0.113115,0.164375,0.2161575,0.29478,0.3660049999999999,0.3278075,329.2321946,21824.0,0.22366491,0.1538788990825687,0.1127454846596734,0.1166578052550231,329.2321946,0.0314723076145901,0.9503147230761458,0.9701038586151282,-106.60320325149796,32.58504103670271,-0.1538788974285125,0.1538788974285125,1,1,-0.2840108460106064,-329.2321946,329.2321946,338.839835896283,-338.839835896283,338.839835896283,0.8269188224968544,0.1954622364016819,4.429550264518946,633.0816191101819,1018.2020110013576,0.8269188224968544,5.120577147324202,0.1954622364016819,356.22464719778327,495.9098576933972,177.60964933728886,0.0057798177122581,0.2654064281355895,258.691525017806,16.31918205464878,4.14590998961058,27.53009462945716,0.0057798177122581,0.2654064281355895,0.3596335042469279,0.1202867105603218,-36.61201858520508,0.0914747789590966,1.4368009510397255,59.6086833383024,0.187271895441593,1,-106.60329934528464,32.58499454274526,208.3151804638861,33.318028864928245,3.8171915152928086,1.83574642892816,380.3643420483438,32.86707876340404,-105.8069952127663,0.6912118196487427,499422,304.37293514,711819,32.85522446651359,-106.458658304098,0.101859375834465,358.4701362173488,150.24633154940057,333.88753784,40.74767497148662,2017-06-17 17:39:00.558000128+00:00,2017-06-17 18:00:00+00:00,2017-06-17,18.18991220936952,15.6288868125,118.3654098518124,101.70030354166666,-5.217835020833333,131.9498125,19.83845716666667,0.61232545965143,201706171200.0,201706171230.0,331.978,3.73847,0.0,43.7354,-0.00289,0.0,-1.2971,0.0383,0.0,0.121656,0.0,376.854,1.50890946,8.99176,0.057937924,1.28282,1.4568,0.571214,1.51389,5.73983,237.637,0.355057,-10.4718,-0.614031,110.716,132.499,165.873,67.8583,33.3914,1.06718,34.8,2.805,-9999.0,40.788,3.9,9.9,8.2,23.5,48.44,54.04,33.82,49.241,80.588,999.19,225.5,595.1,2091.1,231.83,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-06-17 12:00:00,2017-06-17 12:00:00-06:00,2017-06-17
167,167,2,2,LC08_033038_20170601,-106.60329934528464,32.58499454274526,2017-06-01 17:39:17.824000000,0.0860274999999999,0.1084399999999999,0.1584074999999999,0.2059825,0.2880425,0.3529425,0.29423,317.99716286,21824.0,0.2147986899999999,0.1661049542027224,0.1199260509605336,0.1238298835542365,317.99716286,0.0453054338065523,0.9504530543380656,0.9701495079315616,-106.60320325149796,32.58504103670271,-0.1661049574613571,0.1661049574613571,1,1,-0.290368462313809,-317.99716286,317.99716286,327.454490333155,-327.454490333155,327.454490333155,0.781164144564588,1.2720040298685975,17.259947920375165,551.0699260808356,966.9263184306408,0.781164144564588,2.892921104147985,1.2720040298685975,336.7179472472971,528.1964872360179,154.474372481923,0.0060175441317958,0.3378031503963373,382.2273871975997,13.690492120423656,4.871432413187726,21.629946533258344,0.0060175441317958,0.3378031503963373,0.4465727037146151,0.1673992127180099,-49.94419097900391,-0.0129042259283406,-0.1399869949057556,-8.505272443504794,-0.022758279769184,2,-106.60329934528464,32.58499454274526,168.92475142371524,23.48503581173128,43.96953750466087,2.3274847909538385,316.10545697995406,32.165866598751705,-106.72847607529414,0.7299566864967346,238621,298.35380192,385293,32.48382534097069,-106.32557035269242,0.1258998066186905,428.1335476829431,138.97869911954686,319.06358509999995,-3.970031175527229,2017-06-01 17:39:17.824000+00:00,2017-06-01 18:00:00+00:00,2017-06-01,73.31933404115136,58.38442034782609,68.25067723117151,54.348232708333335,-11.01669375,144.572625,42.856665693840576,14.019307477677115,201706011200.0,201706011230.0,296.118,1.52869,0.0,85.7987,1.85669,0.0,-2.57251,0.00753,0.0,-0.259266,1.0,364.807,1.54972,23.2478,0.163887861,1.78305,1.67314,0.512622,2.85457,9.15295,93.949,0.511942,-35.3256,-0.182021,161.789,193.621,242.39,91.7972,26.3276,1.07552,26.74,29.76,-9999.0,20.017,10.1,9.5,8.0,23.2,37.64,44.43,26.21,14.549,59.36,865.25,188.83,592.5,1882.0,249.08,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-06-01 12:00:00,2017-06-01 12:00:00-06:00,2017-06-01
168,168,3,3,LC08_033038_20170617,-106.60329934528464,32.58499454274526,2017-06-17 17:39:24.448999936,0.0935075,0.113335,0.1642374999999999,0.216075,0.29478,0.3660049999999999,0.3277525,329.2321946,21824.0,0.2236962875,0.1540652435622632,0.1130028270448694,0.1167897472931329,329.2321946,0.0317252245249895,0.95031725224525,0.9701046932409324,-106.60320325149796,32.58504103670271,-0.1540652364492416,0.1540652364492416,1,1,-0.2843954751180511,-329.2321946,329.2321946,338.80129735152485,-338.80129735152485,338.80129735152485,0.8270723978699879,0.1954552451900977,4.4294669421386486,633.0833039946023,1020.1175026539416,0.8270723978699879,5.12309673929483,0.1954552451900977,379.91544326891113,519.8779006347288,186.09197034975995,0.0057841051188684,0.2652157932417225,223.8791634233345,16.780545799105703,3.6963192306481134,27.54988303120989,0.0057841051188684,0.2652157932417225,0.3556842785164911,0.1253733783960342,-38.78034591674805,0.168655080251933,2.525947313995925,109.90676686163437,0.3292732164228784,3,-106.60329934528464,32.58499454274526,208.2963428459796,33.326819939438565,3.815177716456731,1.8342977108204928,380.3643420483438,32.165866598751705,-106.72847607529414,0.8004617691040039,458605,309.31881008,745836,30.94035596802184,-106.45545434582874,0.0879160538315773,483.8262809551269,178.3945823657467,329.51589026,71.63586582492444,2017-06-17 17:39:24.448999936+00:00,2017-06-17 18:00:00+00:00,2017-06-17,18.18991220936952,15.6288868125,118.3654098518124,101.70030354166666,-5.217835020833333,131.9498125,19.83845716666667,0.61232545965143,201706171200.0,201706171230.0,331.978,3.73847,0.0,43.7354,-0.00289,0.0,-1.2971,0.0383,0.0,0.121656,0.0,376.854,1.50890946,8.99176,0.057937924,1.28282,1.4568,0.571214,1.51389,5.73983,237.637,0.355057,-10.4718,-0.614031,110.716,132.499,165.873,67.8583,33.3914,1.06718,34.8,2.805,-9999.0,40.788,3.9,9.9,8.2,23.5,48.44,54.04,33.82,49.241,80.588,999.19,225.5,595.1,2091.1,231.83,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-06-17 12:00:00,2017-06-17 12:00:00-06:00,2017-06-17
169,169,0,0,LC08_033037_20170703,-106.60329934528464,32.58499454274526,2017-07-03 17:39:04.564000000,0.090675,0.11251,0.1613224999999999,0.21195,0.293295,0.3611375,0.3108125,331.93584842,21824.0,0.2204193875,0.1610010984769765,0.1181536396753371,0.1213808574029216,331.93584842,0.0405622769857353,0.9504056227698572,0.9701338555140528,-106.60320325149796,32.58504103670271,-0.1610011011362075,0.1610011011362075,1,1,-0.2902934884820757,-331.93584842,331.93584842,341.6553583723912,-341.6553583723912,341.6553583723912,0.7946653695743416,0.8316774310065675,12.012064934191631,654.1972097683081,971.1830061683748,0.7946653695743416,4.801180920755079,0.8316774310065675,339.8663071702704,425.9290823546772,158.36669235278643,0.0059352888606597,0.2479162533609429,319.3373558602579,16.009514176953722,5.06430929362292,29.472307615108964,0.0059352888606597,0.2479162533609429,0.3469760583086969,0.1202285885810852,-36.01243209838867,-0.0796790304669106,-1.3292225251407708,-51.774965858367125,-0.1935061420926956,0,-106.60329934528464,32.58499454274526,185.9805279522428,32.17198431360056,17.322351411739138,1.7104165903926325,339.9967201622205,32.79164220267325,-105.75345026647253,0.6951132416725159,463809,299.53301882,776400,33.10366707086125,-106.45406987710476,0.0862666219472885,406.9143491915978,152.73998562463103,336.0853247,-37.696750812992256,2017-07-03 17:39:04.564000+00:00,2017-07-03 18:00:00+00:00,2017-07-03,33.79455065200195,27.97763161702128,122.38328484455366,101.31794604166669,-8.147783333333333,150.65825,29.5104556746454,2.62819783677773,201707031200.0,201707031230.0,408.424,2.47374,0.0,76.855,-1.2172,1.0,-3.35815,0.0408,0.0,-0.205423,0.0,381.948,1.80980082,16.0044,0.348879425,1.26227,1.44196,0.59478,1.90186,6.81432,242.818,0.460442,-18.6662,-0.344472,131.967,157.931,197.711,87.7766,33.9111,1.24932,34.79,12.02,-9999.0,35.51,4.5,9.8,8.2,23.6,49.42,53.53,35.1,33.795,77.54,970.64,214.44,617.2,2126.6,295.53,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-07-03 12:00:00,2017-07-03 12:00:00-06:00,2017-07-03
170,170,1,1,LC08_033037_20170719,-106.60329934528464,32.58499454274526,2017-07-19 17:39:09.270999808,0.0907574999999999,0.1103925,0.162725,0.212555,0.3005825,0.3550049999999999,0.30468,317.93905652,21824.0,0.22162397,0.1715475871476943,0.1258997050147493,0.1303290520783211,317.93905652,0.0579928778769146,0.9505799287787692,0.9701913764969938,-106.60320325149796,32.58504103670271,-0.1715475916862487,0.1715475916862487,1,1,-0.297550762722382,-317.93905652,317.93905652,327.7275203364869,-327.7275203364869,327.7275203364869,0.7746028666729757,1.4376321831496726,19.233930800090096,550.7407649992437,936.6933693693962,0.7746028666729757,3.8303761444471816,1.4376321831496726,335.9763016900695,497.7312301097312,147.6523037871704,0.0062414002213906,0.4414134776975965,252.0958399917854,12.510258415553473,2.9637315083206275,16.552879445254845,0.0062414002213906,0.4414134776975965,0.5387654333637163,0.0995764657855033,-29.67021751403809,0.1487006428091086,1.7594539875841289,97.9830863307754,0.2798885593030364,1,-106.60329934528464,32.58499454274526,172.59165552669867,28.22788532779456,37.53240227421996,3.030696669067115,308.08946922061534,33.4165205917111,-105.7859052069214,0.6396171450614929,327950,297.96414764,579612,32.85537330090845,-106.44583754300048,0.092609092593193,379.0338333396599,138.74991534469478,328.63062308,49.89811508788589,2017-07-19 17:39:09.270999808+00:00,2017-07-19 18:00:00+00:00,2017-07-19,80.52705066595597,58.686452083333336,103.41545975071072,75.36705210416666,-5.65140625,178.29110416666666,49.88900622916667,-2.8421709430404014e-14,201707191200.0,201707191230.0,384.486,2.6944,0.0,214.597,-1.24936,0.0,-2.87059,0.0266,0.0,-0.242131,0.0,393.731,1.6290647,19.6274,0.48594059,2.21622,1.46102,0.654189,4.68782,12.266,89.509,0.496084,-24.8554,-0.258696,129.805,155.344,194.472,83.4375,29.9498,1.0742,30.26,31.39,-9999.0,21.806,11.7,9.7,7.9,23.4,39.56,44.84,27.07,74.718,94.108,1053.8,233.15,768.3,2328.7,314.74,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-07-19 12:00:00,2017-07-19 12:00:00-06:00,2017-07-19
171,171,2,2,LC08_033038_20170703,-106.60329934528464,32.58499454274526,2017-07-03 17:39:28.450000128,0.0899875,0.1119324999999999,0.1606075,0.2110975,0.29313,0.360505,0.308035,331.9324304,21824.0,0.219776575,0.1626894606105379,0.1192179494352834,0.1225307512490944,331.9324304,0.0427867870719364,0.9504278678707192,0.9701411963973372,-106.60320325149796,32.58504103670271,-0.1626894623041153,0.1626894623041153,1,1,-0.2920686520289814,-331.9324304,331.9324304,341.61259186812816,-341.61259186812816,341.61259186812816,0.7948622387043156,0.831069890215321,12.00482416565747,654.1855759513035,973.1732866999986,0.7948622387043156,4.80310727154609,0.831069890215321,398.8437398284584,484.1792241750219,179.74994247088674,0.0059737692957921,0.2481782384132888,204.90298163055857,17.528836112097483,3.5814949913752514,29.4411956848178,0.0059737692957921,0.2481782384132888,0.3359664001215771,0.1199972331523895,-37.41107177734375,0.1531592861901338,2.2481299501091514,99.5263000735766,0.3269274871209759,2,-106.60329934528464,32.58499454274526,186.18867403607945,32.179092336434564,17.30275513808803,1.7111626871920045,339.9967201622205,31.096301844845307,-105.9218646085682,0.2874065637588501,248404,311.7661124,414424,31.83688200850959,-107.5457516378985,0.1001002341508865,398.5090520917225,163.29624489295878,333.04670492,63.75696538509553,2017-07-03 17:39:28.450000128+00:00,2017-07-03 18:00:00+00:00,2017-07-03,33.79455065200195,27.97763161702128,122.38328484455366,101.31794604166669,-8.147783333333333,150.65825,29.5104556746454,2.62819783677773,201707031200.0,201707031230.0,408.424,2.47374,0.0,76.855,-1.2172,1.0,-3.35815,0.0408,0.0,-0.205423,0.0,381.948,1.80980082,16.0044,0.348879425,1.26227,1.44196,0.59478,1.90186,6.81432,242.818,0.460442,-18.6662,-0.344472,131.967,157.931,197.711,87.7766,33.9111,1.24932,34.79,12.02,-9999.0,35.51,4.5,9.8,8.2,23.6,49.42,53.53,35.1,33.795,77.54,970.64,214.44,617.2,2126.6,295.53,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-07-03 12:00:00,2017-07-03 12:00:00-06:00,2017-07-03
172,172,3,3,LC08_033038_20170719,-106.60329934528464,32.58499454274526,2017-07-19 17:39:33.165999872,0.0910325,0.1105574999999999,0.1627525,0.21283,0.300885,0.3552525,0.3054225,317.92880246,21824.0,0.221875045,0.1714082711230935,0.1258875425587959,0.1302954972551457,317.92880246,0.057926995724416,0.950579269957244,0.9701911590858906,-106.60320325149796,32.58504103670271,-0.1714082658290863,0.1714082658290863,1,1,-0.2979321129114879,-317.92880246,317.92880246,327.66217743250604,-327.66217743250604,327.66217743250604,0.7748835259376978,1.4374140648966056,19.231331231787376,550.6693375825866,939.5912855235568,0.7748835259376978,3.832086715838509,1.4374140648966056,377.5365031027243,539.3284626854216,159.85561828883127,0.006240223340927,0.441552055300154,324.8644517572872,12.125294556099693,3.6890424537240776,16.54768445562358,0.006240223340927,0.441552055300154,0.5474155480033468,0.1767400503158569,-54.22198867797852,0.082869149307555,0.9042963562370788,54.60839263930319,0.1439059301493296,3,-106.60329934528464,32.58499454274526,172.53903359801143,28.23556681985472,37.50995662377858,3.03170323228516,308.08946922061534,30.827481719709965,-106.45625759262816,0.8453370928764343,329286,306.78947528000003,525646,31.046815439273868,-107.04675810446224,0.0996693670749664,483.894708564818,158.48396590925557,327.37620974000004,25.645844662883555,2017-07-19 17:39:33.165999872+00:00,2017-07-19 18:00:00+00:00,2017-07-19,80.52705066595597,58.686452083333336,103.41545975071072,75.36705210416666,-5.65140625,178.29110416666666,49.88900622916667,-2.8421709430404014e-14,201707191200.0,201707191230.0,384.486,2.6944,0.0,214.597,-1.24936,0.0,-2.87059,0.0266,0.0,-0.242131,0.0,393.731,1.6290647,19.6274,0.48594059,2.21622,1.46102,0.654189,4.68782,12.266,89.509,0.496084,-24.8554,-0.258696,129.805,155.344,194.472,83.4375,29.9498,1.0742,30.26,31.39,-9999.0,21.806,11.7,9.7,7.9,23.4,39.56,44.84,27.07,74.718,94.108,1053.8,233.15,768.3,2328.7,314.74,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-07-19 12:00:00,2017-07-19 12:00:00-06:00,2017-07-19
173,173,0,0,LC08_033037_20170804,-106.60329934528464,32.58499454274526,2017-08-04 17:39:16.680999936,0.0871549999999999,0.1076424999999999,0.1631099999999999,0.2068625,0.31612,0.3602025,0.301105,321.03236461999995,21824.0,0.2246470175,0.2089123441032921,0.156084261143544,0.1602043534469065,321.03236461999995,0.1182760189528964,0.951182760189529,0.9703903108625446,-106.60320325149796,32.58504103670271,-0.2089123427867889,0.2089123427867889,1,1,-0.3192830165056445,-321.03236461999995,321.03236461999995,330.8400335611252,-330.8400335611252,330.8400335611252,0.7647813586380271,1.7542914733627728,23.00792697888324,572.8518234065419,911.378642330105,0.7647813586380271,3.318737250915042,1.7542914733627728,318.98575562128275,437.2020766039,137.51626792090784,0.0073824365898965,0.263804871224682,176.52884293556988,17.533760153777365,2.948716436271347,27.69722957699265,0.0073824365898965,0.263804871224682,0.3500558840821581,0.0796110481023788,-23.389806747436523,0.1874857211327474,2.5056441106651097,123.15696574742228,0.4109536126807319,0,-106.60329934528464,32.58499454274526,166.88070453215528,25.78389884877115,52.8602097945259,1.7819433805562717,311.0985080860923,33.447403958191344,-105.78005096687356,0.5756610631942749,182047,293.80099928,300846,32.67141148429563,-106.21251865524734,0.1527794152498245,321.52289986778067,120.99421212140297,327.99828938,71.06006697846252,2017-08-04 17:39:16.680999936+00:00,2017-08-04 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2017-08-04
174,174,1,1,LC08_033038_20170804,-106.60329934528464,32.58499454274526,2017-08-04 17:39:40.568000000,0.0894099999999999,0.109045,0.163825,0.2082375,0.3163125,0.3605875,0.3082824999999999,321.0289466,21824.0,0.2258483275,0.2060337432084644,0.1545783511642543,0.1582280025376995,321.0289466,0.1141843028811335,0.9511418430288112,0.9703768081995076,-106.60320325149796,32.58504103670271,-0.2060337364673614,0.2060337364673614,1,1,-0.3175913149878941,-321.0289466,321.0289466,330.748069301004,-330.748069301004,330.748069301004,0.7652465209795827,1.7540224640967157,23.00472088333027,572.802785868519,916.0069931958396,0.7652465209795827,3.3197270460934933,1.7540224640967157,364.7940121238339,483.2964089530743,152.03466597221035,0.0073008928817554,0.2632861433216024,231.2294463964373,16.711218492178418,3.668139827064607,27.75179882107946,0.0073008928817554,0.2632861433216024,0.3563709062754304,0.1363197863101959,-41.41936492919922,0.1522683294248075,1.8364465819197413,100.03229658442658,0.3019735864585038,1,-106.60329934528464,32.58499454274526,166.46723197901147,25.788935182327776,52.83634587249488,1.7803747635981255,311.0985080860923,32.57576381682094,-107.3188160433634,0.713242769241333,407238,303.83972402,630522,31.875139914903976,-107.49924705682498,0.1295333206653595,397.14705269972967,143.38143972318207,326.36789384,52.08162506324386,2017-08-04 17:39:40.568000+00:00,2017-08-04 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2017-08-04
175,175,0,0,LC08_033037_20170905,-106.60329934528464,32.58499454274526,2017-09-05 17:39:24.029999872,0.0772824999999999,0.0955699999999999,0.143805,0.181755,0.2885925,0.3222799999999999,0.2720375,316.98542894,21824.0,0.2016435975,0.2271458868177252,0.1606726331287532,0.1651534630634901,316.98542894,0.1285897006992698,0.9512858970069926,0.9704243460123076,-106.60320325149796,32.58504103670271,-0.2271458804607391,0.2271458804607391,1,1,-0.3348481432015679,-316.98542894,316.98542894,326.5793380021814,-326.5793380021814,326.5793380021814,0.7826123759764969,0.8934981687171043,12.7488543956116,544.5669922641721,883.4305518336806,0.7826123759764969,3.778614958426272,0.8934981687171043,317.669695581493,462.9201462695337,130.55231446800062,0.0075906539066014,0.4141690624817126,246.2514538597504,13.028922535339024,2.999632618395143,17.64174281405102,0.0075906539066014,0.4141690624817126,0.5126223108448859,0.0923310294747352,-27.15377426147461,0.1305423607788917,1.4466935373205945,86.11637794178264,0.2590996170568196,0,-106.60329934528464,32.58499454274526,153.473296398323,27.99402241041537,23.646181962113207,2.7899966180577525,297.5953055424335,32.867119967853654,-105.8005825496389,0.6963563561439514,417778,294.09153098,685902,32.64130826818408,-107.31475107420272,0.1187255084514617,349.1719087626032,120.403866238609,322.13296706,41.02822871841206,2017-09-05 17:39:24.029999872+00:00,2017-09-05 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Jo2,,,2017-09-05
176,176,1,1,LC08_033037_20170921,-106.60329934528464,32.58499454274526,2017-09-21 17:39:27.459000064,0.0831399999999999,0.1006024999999999,0.14749,0.1928099999999999,0.2951375,0.33966,0.2807,316.12066988000004,21824.0,0.209580675,0.209710061020909,0.150705126647388,0.1553637718603468,316.12066988000004,0.1082812842586275,0.9510828128425862,0.9703573282380534,-106.60320325149796,32.58504103670271,-0.2097100615501403,0.2097100615501403,1,1,-0.3335705531174633,-316.12066988000004,316.12066988000004,325.5223509843753,-325.5223509843753,325.5223509843753,0.7718615054051552,1.033167730505986,14.41345862096126,538.5338007274146,830.6500022553533,0.7718615054051552,3.6175694581434654,1.033167730505986,314.1095517355542,416.7722093718851,116.57447430475152,0.0071843114032447,0.5374623994722405,255.64388639832345,10.91164628134872,2.600604868580639,13.594744653791146,0.0071843114032447,0.5374623994722405,0.6353145409574114,0.0797235369682312,-23.351186752319336,0.067467529314922,0.6631326625953209,44.55384866881016,0.148415006058745,1,-106.60329934528464,32.58499454274526,122.9424271334401,27.248120743374585,28.55972062071219,3.640115282099016,255.63826568564144,32.867099406711844,-105.8037888828362,0.765737771987915,458980,292.90206002,764143,33.367940228499,-106.12180632300638,0.1246432214975357,331.8468214802168,107.17426517292498,320.44446518,18.8064423112033,2017-09-21 17:39:27.459000064+00:00,2017-09-21 18:00:00+00:00,2017-09-21,19.596167053552847,14.414448625,107.08467816857872,78.76880145833333,-1.8237608333333333,133.64522916666667,42.28573991666666,8.788144777868425,201709211200.0,201709211230.0,325.186,1.48826,0.0,61.563,0.0739,1.0,-3.98612,0.0719,0.0,-0.280038,1.0,388.838,1.65279015,16.5221,0.278034657,1.78563,1.64579,0.675597,5.70553,12.6839,199.68,0.533966,-36.4558,-0.176378,134.175,160.573,201.019,75.4834,28.542,1.03815,28.87,27.65,-9999.0,23.918,4.6,10.6,8.2,23.4,39.88,34.65,26.71,13.551,63.804,811.51,186.35,599.7,1769.5,244.59,0.0,0.0,NM,OSH,17.5,282.3,32.5849,-106.6032,1469.0,US-Jo2,2017-09-21 12:00:00,2017-09-21 12:00:00-06:00,2017-09-21
