,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,longitude,latitude,date,UB,B,GR,R,NIR,SWIR_1,SWIR_2,ST_B10,pixel_qa,ALFA,NDVI_model,EVI,SAVI,T_LST,LAI,e_0,e_NB,longitude.1,latitude.1,NDVI_neg,pos_NDVI,int,sd_ndvi,NDWI,LST_neg,LST_NW,T_LST_DEM,LST_neg_1,LST_NW_1,Tao_sw,EA,W_ATM,Rl_up,Rs_down,Tao_sw.1,ES,EA_1,Rl_down,Rn,Ginst,zom,u_fr,Hinst,rah,dT,rah_first,zom_1,u_fr_1,ufric_star,constant,constant_1,ET_inst,ET_24h,LEinst,EF,id.1,longitude.2,latitude.2,Rn24h_G,AirT_G,RH_G,ux_G,SW_Down,cold_pixel_lat,cold_pixel_lon,cold_pixel_ndvi,cold_pixel_sum,cold_pixel_temp,hot_pixel_sum,hot_pixel_lat,hot_pixel_lon,hot_pixel_ndvi,hot_pixel_Rn,hot_pixel_G,hot_pixel_temp,Date,Rn_daily_volk_measured,LE_closed,gridMET_ETo,Lat,Long,Elev_volk,Energy_balance,Land_cover_deets,Land_cover_volk,State,Name,Veg,LE_Daily_model,Landcover_wc,Elev_SRTM,Slope_SRTM,Canopy_height,clay_percent,silt_percent,sand_percent,Ksat,doy,R_LST,GR_LST,B_LST,NIR_LST,NDVI_LST,NDWI_LST,SWIR1_LST,SWIR2_LST,ETa
0,0,0,0,0,LC08_022039_20180810,-90.82762531474808,29.633220350656924,2018-08-10 16:31:29.612000000,,,,,,,,,,,,,,,,,,-90.82765367067334,29.63316409255608,,,1,1,,,,,,,0.7181924660860378,3.215384360109042,47.68993979008409,,857.8415708554013,0.7181924660860378,3.947761090757517,3.215384360109042,358.756907035855,,,,,,,,,,,,0.4162605702877044,-125.34822845458984,,,,,0,-90.82762531474808,29.633220350656924,,28.748216911489017,81.4483016116879,2.504108051631672,180.88377861375,30.808791916223484,-89.23488519599184,0.937389314174652,122572,301.12923416,188313,30.018280136912047,-89.96576610959475,0.3391298353672027,505.01417896982906,104.16929879694564,311.6293916,2018-08-10,,,,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,222,,,,,,,,,
1,1,1,1,2,LC08_022040_20180810,-90.82762531474808,29.633220350656924,2018-08-10 16:31:53.507000064,,,,,,,,,,,,,,,,,,-90.82765367067334,29.63316409255608,,,1,1,,,,,,,0.7186444844195425,3.2151547949496178,47.686684856731205,,861.742567867783,0.7186444844195425,3.946938963171759,3.2151547949496178,334.77543611433543,,,,,,,,,,,,0.5782398581504822,-171.1464385986328,,,,,2,-90.82762531474808,29.633220350656924,,28.74461976320413,81.45945060082511,2.5059141349420964,180.88377861375,29.67549748945959,-89.98975396071783,0.8800274133682251,79682,295.97827802,15370,29.13245804791892,-90.20142638371269,0.0352419912815094,668.1573669229077,89.45753871533483,304.52674604000003,2018-08-10,,,,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,222,,,,,,,,,
2,2,2,2,1,LC08_022039_20180826,-90.82762531474808,29.633220350656924,2018-08-26 16:31:37.340000000,0.0820675,0.1044249999999999,0.1541449999999999,0.185165,0.31106,0.3895725,0.3023975,316.52399624,21824.0,0.22023247,0.2537054763464154,0.1920463126101182,0.1895580817586389,316.52399624,0.1809131784047543,0.9518091317840476,0.9705970134887356,-90.82765367067334,29.63316409255608,-0.2537054717540741,0.2537054717540741,1,1,-0.3373029094700187,-316.52399624,316.52399624,316.7304717892434,-316.7304717892434,316.7304717892434,0.713121967647138,3.3445188167217683,49.5208972876816,541.7008124773349,835.3349358489743,0.713121967647138,4.026408660177601,3.3445188167217683,371.9554473706739,463.6968385965564,109.27897562962876,0.0087065158922361,0.2878905760595606,315.88170114988645,15.169416523261106,4.274641204152346,25.38000438169033,0.0087065158922361,0.2878905760595606,0.3922981514602894,0.3284699618816376,-99.76180267333984,0.0578498837262398,0.4441286618328142,38.53616181704115,0.1087308678361878,1,-90.82762531474808,29.633220350656924,113.37326965227594,29.089355659528493,83.06456445417652,1.913207193935835,215.89853979654683,31.067114441287867,-89.38840995722082,0.9998128414154052,172351,303.7166753,256191,30.00221779911367,-90.1300725630573,0.1447081565856933,444.8301257143981,107.33961325568562,315.88824452,2018-08-26,116.81291348958332,72.71822142710869,4.4,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,12.595488849578611,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,238,58.60916576377959,48.79059140041476,33.05301830736197,98.4579542704144,80.30387124114019,-106.76446484882923,123.30904452520738,95.7160651529854,1.541
3,3,3,3,3,LC08_022040_20180826,-90.82762531474808,29.633220350656924,2018-08-26 16:32:01.234999808,0.0817375,0.1042049999999999,0.15409,0.1851375,0.31161,0.3900125,0.3022875,316.52741426,21824.0,0.220348905,0.2546011806803255,0.192687995441519,0.190327791140685,316.52741426,0.1826046546670045,0.95182604654667,0.970602595360401,-90.82765367067334,29.63316409255608,-0.2546011805534363,0.2546011805534363,1,1,-0.3382435044019755,-316.52741426,316.52741426,316.6590780456637,-316.6590780456637,316.6590780456637,0.7138845310078988,3.344527468859914,49.52101996367082,541.733838398595,841.7423813297171,0.7138845310078988,4.026760746873547,3.344527468859914,367.4997716991348,464.3273857162177,109.25932342387298,0.0087442598258616,0.288284264904543,603.2186221612423,13.264042743350544,7.054795856463045,25.345344756358426,0.0087442598258616,0.288284264904543,0.4130279069054223,0.5099419951438904,-154.4229736328125,-0.3724935591914922,-2.853517822694919,-248.15055986889752,-0.6988816686773229,3,-90.82762531474808,29.633220350656924,113.3345148996356,29.09086977467281,83.05751642822752,1.914998220364463,215.89853979654683,29.60632096098875,-90.85796275188598,0.9539706707000732,99788,302.82457208,25871,29.13406787017076,-90.20076632257796,0.1219204515218734,577.4150074481665,107.2533443333204,312.73683008,2018-08-26,116.81291348958332,72.71822142710869,4.4,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,-80.9257654516279,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,238,58.60109415756075,48.77370926332341,32.983739202963264,98.6331075575586,80.5882533882865,-107.06334183859823,123.44964815407825,95.68228073811974,1.541
4,4,4,4,0,LC08_022039_20180911,-90.82762531474808,29.633220350656924,2018-09-11 16:31:42.632999936,,,,,,,,,,,,,,,,,,-90.82765367067334,29.63316409255608,,,1,1,,,,,,,0.713126818936181,3.063317841267249,45.53383567883254,,809.9745767589483,0.713126818936181,3.887547645738203,3.063317841267249,351.47848950416187,,,,,,,,,,,,0.5387867093086243,-161.33837890625,,,,,0,-90.82762531474808,29.633220350656924,,28.48301697807762,78.79820700398278,0.9725123794992968,133.67278853101587,30.96323863218268,-88.97623520213197,0.9112688302993774,93266,299.44756832,133035,29.50052400423828,-89.77412595676923,0.4951629936695099,521.0077754730785,87.95791519030455,309.00093422,2018-09-11,78.65747108333333,76.19654158756889,3.9,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,254,,,,,,,,,
5,5,5,5,1,LC08_022040_20180911,-90.82762531474808,29.633220350656924,2018-09-11 16:32:06.520000000,,,,,,,,,,,,,,,,,,-90.82765367067334,29.63316409255608,,,1,1,,,,,,,0.7142845774093898,3.063055185324792,45.530111561507496,,819.2973135296638,0.7142845774093898,3.886498311549262,3.063055185324792,313.8066696135096,,,,,,,,,,,,0.3198833465576172,-93.12156677246094,,,,,1,-90.82762531474808,29.633220350656924,,28.478363759083106,78.81272394284859,0.975010456449052,133.67278853101587,29.5414348376673,-90.37899315780996,0.8345605134963989,35497,291.11101754000003,37005,29.308459944679107,-90.13025712725512,0.1253964155912399,580.9792695840372,88.29412571475086,309.4589489,2018-09-11,78.65747108333333,76.19654158756889,3.9,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,254,,,,,,,,,
6,6,6,6,0,LC08_022039_20181013,-90.82762531474808,29.633220350656924,2018-10-13 16:31:55.933000192,0.0608374999999999,0.0724425,0.0982374999999999,0.121915,0.1828,0.2744025,0.230155,312.4838966,21824.0,0.142901205,0.1998096582052082,0.1110253041411335,0.1134904904220749,312.4838966,0.0254183538040594,0.9502541835380406,0.9700838805675532,-90.82765367067334,29.63316409255608,-0.199809655547142,0.199809655547142,1,1,-0.300894008806654,-312.4838966,312.4838966,312.3657588366956,-312.3657588366956,312.3657588366956,0.7159665833894169,2.115766299361224,32.098795601063415,513.7282109347954,729.2927414278228,0.7159665833894169,3.2258373722845475,2.115766299361224,343.29953520130687,437.56953847694473,83.22212842015203,0.0056778454304971,0.2502921278326315,351.8123817671532,15.750570429858003,4.84476166245716,29.192544508331142,0.0056778454304971,0.2502921278326315,0.3507452597198336,0.331913948059082,-98.83379364013672,0.0037892617141364,0.029931526400853,2.535028289639456,0.00715407596526,0,-90.82762531474808,29.633220350656924,116.62516847302167,25.305268185212576,65.58812659123086,1.734153208549651,222.9041216387808,30.77560331500583,-89.08240951416025,0.8744392991065979,426477,297.7693205,622878,30.132614740354967,-91.07771805878112,0.2624795436859131,415.3672974425048,81.2202566906576,312.52149482,2018-10-13,116.71814011666667,60.233900291216486,4.1,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,0.848858088728191,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,286,38.096474253988994,30.697636792242463,22.6371146794455,57.12205629847999,62.43730057427762,-94.02453233549797,85.7463624367815,71.919731221973,0.585
7,7,7,7,2,LC08_022040_20181013,-90.82762531474808,29.633220350656924,2018-10-13 16:32:19.824000000,0.0600674999999999,0.0720025,0.09821,0.12197,0.18313,0.275145,0.230375,312.45655244,21824.0,0.1429386325,0.2004588659455915,0.1112055602780139,0.1139485778164203,312.45655244,0.0262918742465338,0.9502629187424652,0.9700867631850136,-90.82765367067334,29.63316409255608,-0.2004588693380355,0.2004588693380355,1,1,-0.3018411885974265,-312.45655244,312.45655244,312.12940806321353,-312.12940806321353,312.12940806321353,0.7181484040150481,2.115325568174461,32.09254660995759,513.5531384899174,744.6344731547441,0.7181484040150481,3.22697846652532,2.115325568174461,356.6338123791064,463.540188833352,87.63339480938355,0.0056924815981961,0.2504322380420626,505.8320192551935,14.48815830409865,6.362378749926734,29.176212052266912,0.0056924815981961,0.2504322380420626,0.3609955101098582,0.5557665228843689,-167.10870361328125,-0.1941621876101664,-1.445972388817906,-129.925225231225,-0.3456314897648291,2,-90.82762531474808,29.633220350656924,116.64450298355824,25.31121971865528,65.55127622069813,1.7346972973541035,222.9041216387808,29.45837028239615,-90.57965684159625,0.8684920072555542,58437,300.68147354,102912,29.544490871199937,-90.68933935846766,0.1458469778299331,431.4815374883513,83.38176999131501,309.14449106,2018-10-13,116.71814011666667,60.233900291216486,4.1,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,-41.00777694687581,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,286,38.1103257011068,30.6863580151324,22.4976529170611,57.2201684483372,62.63468615939164,-94.31225717354371,85.97085812110379,71.982178268365,0.585
8,8,8,8,1,LC08_022039_20181029,-90.82762531474808,29.633220350656924,2018-10-29 16:32:00.542000128,0.0523124999999999,0.0642475,0.0880075,0.1089899999999999,0.16729,0.2431625,0.1974575,306.6390824,21824.0,0.127955615,0.2110178080208485,0.1088195135973062,0.1126526511052713,306.6390824,0.0238224839160549,0.9502382248391604,0.970078614196923,-90.82765367067334,29.63316409255608,-0.2110178023576736,0.2110178023576736,1,1,-0.3105494570060418,-306.6390824,306.6390824,306.5374421382616,-306.5374421382616,306.5374421382616,0.70064464426402,2.330994354971576,35.15044759581282,476.3493556582505,660.4306229218323,0.70064464426402,3.1177744658039863,2.330994354971576,348.1533858746965,430.4041161081005,68.08043648858822,0.0056511732484484,0.2400790241192734,338.3871168454635,16.119140747255436,4.662625373567352,30.43441262160823,0.0056511732484484,0.2400790241192734,0.3385587270865025,0.5726194977760315,-170.86669921875,0.0355761758967319,0.2390968222806774,23.93656277404881,0.0660640309217033,1,-90.82762531474808,29.633220350656924,101.4612052523724,24.733155392990525,74.7646880984535,1.6641396582418695,203.08790756775824,30.92448853260012,-89.7404623163087,0.8838163614273071,347924,298.39481816,637572,29.900677687031035,-91.02409615910832,0.4242245256900787,417.32910366676055,66.77460226223052,306.49210754,2018-10-29,111.51004341020835,76.95491779983405,3.4,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,6.780785879880011,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,302,33.42059359077597,26.986539044318,19.700794446494,51.297652094696,64.70630702157234,-95.22660053615093,74.56312587409,60.548186612998,1.121
9,9,9,9,3,LC08_022040_20181029,-90.82762531474808,29.633220350656924,2018-10-29 16:32:24.428999936,0.0521749999999999,0.0641649999999999,0.0877049999999999,0.1084399999999999,0.1669324999999999,0.242695,0.1961925,306.6390824,21824.0,0.1275819174999999,0.2124122779144613,0.1094270897641684,0.1131569020051652,306.6390824,0.0247826753727834,0.9502478267537278,0.97008178282873,-90.82765367067334,29.63316409255608,-0.2124122828245163,0.2124122828245163,1,1,-0.3111383829954348,-306.6390824,306.6390824,306.2761506339103,-306.2761506339103,306.2761506339103,0.7034741279476371,2.3305236047013964,35.14377297341312,476.3541690468278,678.0165835125342,0.7034741279476371,3.1189192054381656,2.3305236047013964,345.5392275378561,443.50765867038814,69.55994204574111,0.0056672107656771,0.2400286269074266,787.8384551026496,13.078515518129135,8.662152201513209,30.44080273248828,0.0056672107656771,0.2400286269074266,0.3623410342656028,1.0353139638900757,-308.4298095703125,-0.6149964198838914,-4.007415082994872,-413.8907384780026,-1.1068144558118769,3,-90.82762531474808,29.633220350656924,101.52929834236708,24.73930595665471,74.72215377166174,1.663340170076192,203.08790756775824,29.64886705235857,-91.26919273861688,0.8253850936889648,96318,297.90945932,156504,29.66330504475383,-90.4532993005312,0.263685941696167,446.336495474304,64.59636770659068,302.8450802,2018-10-29,111.51004341020835,76.95491779983405,3.4,29.633321,-90.827662,2.0,0.77,Sugarcane,Annual crops,LA,Ellendale,CRO,-113.65029175373458,40,2,0.9274099368611016,0,53.658050537109375,39.9716796875,2.08203125,-0.5494523048400879,302,33.251942095455966,26.893780721891968,19.67549672219597,51.18802862273797,65.1339059901842,-95.4071882611399,74.419772103068,60.160288173762,1.121
