,Date,ETa
0,2016-02-04,0.855
1,2016-02-05,0.862
0,2016-03-23,2.582
1,2016-03-24,2.701
0,2016-03-23,2.582
1,2016-03-24,2.701
0,2016-04-24,0.418
1,2016-04-25,0.743
0,2016-04-24,0.418
1,2016-04-25,0.743
0,2016-05-10,3.796
1,2016-05-11,3.666
0,2016-05-26,4.212
1,2016-05-27,4.341
0,2016-05-10,3.796
1,2016-05-11,3.666
0,2016-05-26,4.212
1,2016-05-27,4.341
0,2016-06-11,2.43
1,2016-06-12,2.512
0,2016-06-27,4.93
1,2016-06-28,5.337
0,2016-06-11,2.43
1,2016-06-12,2.512
0,2016-06-27,4.93
1,2016-06-28,5.337
0,2016-07-13,1.148
1,2016-07-14,1.282
0,2016-07-29,3.95
1,2016-07-30,3.167
0,2016-07-29,3.95
1,2016-07-30,3.167
0,2016-08-14,0.74
1,2016-08-15,0.793
0,2016-08-14,0.74
1,2016-08-15,0.793
0,2017-04-27,3.598
1,2017-04-28,4.425
0,2017-04-27,3.598
1,2017-04-28,4.425
0,2017-05-13,4.212
1,2017-05-14,4.299
0,2017-05-29,2.481
1,2017-05-30,2.24
0,2017-05-13,4.212
1,2017-05-14,4.299
0,2017-05-29,2.481
1,2017-05-30,2.24
0,2017-06-14,0.328
1,2017-06-15,0.647
0,2017-06-14,0.328
1,2017-06-15,0.647
0,2017-07-16,1.828
1,2017-07-17,1.584
0,2017-07-16,1.828
1,2017-07-17,1.584
0,2017-08-01,1.162
1,2017-08-02,1.119
0,2017-08-17,2.797
1,2017-08-18,2.598
0,2017-08-01,1.162
1,2017-08-02,1.119
0,2017-08-17,2.797
1,2017-08-18,2.598
0,2017-09-02,2.494
1,2017-09-03,2.694
0,2017-09-02,2.494
1,2017-09-03,2.694
0,2017-10-04,0.428
1,2017-10-05,0.538
0,2017-10-04,0.428
1,2017-10-05,0.538
0,2017-11-05,0.356
1,2017-11-06,0.37
0,2017-11-05,0.356
1,2017-11-06,0.37
0,2018-02-25,0.824
1,2018-02-26,0.718
0,2018-02-25,0.824
1,2018-02-26,0.718
0,2018-03-29,3.376
1,2018-03-30,2.882
0,2018-03-29,3.376
1,2018-03-30,2.882
0,2018-04-14,1.662
1,2018-04-15,1.119
0,2018-04-14,1.662
1,2018-04-15,1.119
0,2018-06-01,1.969
1,2018-06-02,2.411
0,2018-06-01,1.969
1,2018-06-02,2.411
