,Date,ETa
1,2022-06-29,5.782
0,2022-06-12,3.362
1,2022-06-13,5.829
0,2022-06-28,5.894
1,2022-06-29,5.782
0,2022-07-14,6.155
1,2022-07-15,6.302
0,2022-07-30,3.734
1,2022-07-31,3.72
0,2022-07-14,6.155
1,2022-07-15,6.302
0,2022-07-30,3.734
1,2022-07-31,3.72
0,2022-08-15,5.382
1,2022-08-16,5.883
0,2022-08-15,5.382
1,2022-08-16,5.883
0,2022-10-02,3.322
1,2022-10-03,3.844
0,2022-10-02,3.322
1,2022-10-03,3.844
0,2022-11-03,1.4
1,2022-11-04,1.027
0,2022-11-03,1.4
1,2022-11-04,1.027
