,Date,ETa
0,2016-04-03,2.987
1,2016-04-04,1.716
0,2016-05-05,2.806
1,2016-05-06,3.613
0,2016-05-21,2.232
1,2016-05-22,2.347
0,2016-06-06,2.303
1,2016-06-07,1.969
0,2016-06-22,3.866
1,2016-06-23,3.112
0,2016-07-24,5.734
1,2016-07-25,4.573
0,2016-08-09,2.849
1,2016-08-10,2.753
0,2016-09-26,2.725
1,2016-09-27,2.913
0,2016-11-13,0.622
1,2016-11-14,0.595
0,2017-02-17,0.804
1,2017-02-18,0.784
0,2017-04-06,2.618
1,2017-04-07,2.695
0,2017-06-09,3.242
1,2017-06-10,3.627
0,2017-06-25,3.568
1,2017-06-26,2.325
0,2017-07-11,4.115
1,2017-07-12,4.4
0,2017-08-28,4.652
1,2017-08-29,4.501
0,2017-09-13,3.082
1,2017-09-14,3.469
0,2017-09-29,1.042
1,2017-09-30,1.122
0,2017-11-16,0.418
1,2017-11-17,0.581
0,2018-03-08,1.293
1,2018-03-09,1.561
0,2018-05-27,5.704
1,2018-05-28,5.494
0,2018-06-12,4.213
1,2018-06-13,5.762
0,2018-06-28,5.712
1,2018-06-29,6.439
0,2018-09-16,3.029
1,2018-09-17,2.717
0,2018-10-18,1.084
1,2018-10-19,0.759
0,2018-11-19,0.484
1,2018-11-20,0.519
0,2019-03-11,2.198
1,2019-03-12,1.84
0,2019-04-12,2.412
1,2019-04-13,1.975
0,2019-05-30,2.88
1,2019-05-31,3.439
0,2019-07-17,0.431
1,2019-07-18,1.096
0,2019-08-02,5.233
1,2019-08-03,4.907
0,2019-09-03,3.866
1,2019-09-04,4.108
0,2019-09-19,3.784
1,2019-09-20,3.658
0,2020-03-29,4.142
1,2020-03-30,3.007
0,2020-04-14,2.498
1,2020-04-15,2.484
0,2020-06-01,5.351
1,2020-06-02,5.97
0,2020-06-17,5.011
1,2020-06-18,5.378
0,2020-08-20,4.457
1,2020-08-21,4.289
0,2020-09-05,1.956
1,2020-09-06,2.449
0,2020-10-07,1.478
1,2020-10-08,1.508
0,2020-12-10,0.174
1,2020-12-11,0.063
