,Date,ETa
0,2017-05-06,1.747
1,2017-05-07,1.483
0,2017-05-22,2.892
1,2017-05-23,1.368
0,2017-06-07,5.198
1,2017-06-08,5.183
0,2017-07-02,4.906
1,2017-07-03,6.084
0,2017-09-11,0.177
1,2017-09-12,0.348
0,2017-09-27,2.06
1,2017-09-28,2.518
0,2017-11-07,0.614
1,2017-11-08,0.648
0,2018-07-05,6.611
1,2018-07-06,6.736
0,2018-07-21,4.481
1,2018-07-22,4.531
0,2018-08-13,3.774
1,2018-08-14,2.705
0,2018-08-22,1.955
1,2018-08-23,2.018
0,2018-09-23,0.48
1,2018-09-24,0.486
0,2018-10-16,0.588
1,2018-10-17,0.409
0,2019-03-25,0.982
1,2019-03-26,1.119
0,2019-04-19,1.061
1,2019-04-20,2.038
0,2019-04-26,3.179
1,2019-04-27,2.008
0,2019-05-05,1.252
1,2019-05-06,0.999
0,2019-06-13,5.508
1,2019-06-14,7.022
0,2019-07-08,4.411
1,2019-07-09,3.181
0,2019-08-09,5.144
1,2019-08-10,2.85
0,2019-08-16,4.651
1,2019-08-17,5.173
0,2020-03-20,1.605
1,2020-03-21,1.521
0,2020-04-21,1.126
1,2020-04-22,1.759
0,2020-07-10,5.554
1,2020-07-11,4.55
0,2020-07-17,5.774
1,2020-07-18,5.873
0,2020-08-27,4.66
1,2020-08-28,3.397
0,2020-09-19,2.276
1,2020-09-20,2.846
0,2020-10-05,1.503
1,2020-10-06,1.03
0,2020-10-30,0.634
1,2020-10-31,1.228
0,2021-03-30,2.301
1,2021-03-31,2.058
0,2021-05-01,4.447
1,2021-05-02,2.232
0,2021-05-26,2.148
1,2021-05-27,0.552
0,2021-06-18,3.887
1,2021-06-19,3.384
0,2021-07-04,4.777
1,2021-07-05,4.335
0,2021-07-20,1.926
1,2021-07-21,1.804
0,2021-09-15,2.511
1,2021-09-16,3.635
0,2022-04-11,0.783
1,2022-04-12,0.754
0,2022-04-27,3.082
1,2022-04-28,2.614
0,2022-05-04,3.492
1,2022-05-05,2.082
0,2022-09-02,3.226
1,2022-09-03,2.738
0,2022-09-25,2.085
1,2022-09-26,2.221
