,Date,ETa
0,2016-03-30,3.322
1,2016-03-31,3.283
0,2016-05-01,4.868
1,2016-05-02,5.107
0,2016-05-17,5.214
1,2016-05-18,5.2
0,2016-07-04,5.175
1,2016-07-05,4.607
0,2016-07-20,5.012
1,2016-07-21,5.777
0,2016-08-05,5.192
1,2016-08-06,4.685
0,2016-08-21,3.888
1,2016-08-22,3.209
0,2016-09-22,1.785
1,2016-09-23,0.988
0,2016-10-08,1.342
1,2016-10-09,1.244
0,2016-11-09,0.49
1,2016-11-10,0.425
0,2017-04-02,3.246
1,2017-04-03,3.357
0,2017-05-04,4.531
1,2017-05-05,1.841
0,2017-05-20,4.873
1,2017-05-21,5.241
0,2017-06-05,5.379
1,2017-06-06,5.896
0,2017-06-21,4.912
1,2017-06-22,4.859
0,2017-07-07,5.19
1,2017-07-08,5.342
0,2017-07-23,4.852
1,2017-07-24,4.664
0,2017-08-08,4.625
1,2017-08-09,5.146
0,2017-08-24,3.748
1,2017-08-25,4.015
0,2017-09-09,2.816
1,2017-09-10,2.883
0,2017-10-27,1.0
1,2017-10-28,1.037
0,2018-04-21,3.769
1,2018-04-22,4.517
0,2018-05-07,4.984
1,2018-05-08,5.385
0,2018-06-24,5.473
1,2018-06-25,4.712
0,2018-07-10,5.285
1,2018-07-11,5.799
0,2018-07-26,5.162
1,2018-07-27,4.901
0,2018-08-11,4.772
1,2018-08-12,4.692
0,2018-09-12,2.865
1,2018-09-13,3.211
0,2018-09-28,2.427
1,2018-09-29,1.609
0,2018-10-14,1.518
1,2018-10-15,1.874
0,2018-10-30,0.887
1,2018-10-31,0.441
0,2019-04-24,3.495
1,2019-04-25,3.689
0,2019-05-10,5.268
1,2019-05-11,5.911
0,2019-06-11,5.831
1,2019-06-12,5.702
0,2019-07-13,5.68
1,2019-07-14,5.745
0,2019-07-29,4.685
1,2019-07-30,4.256
0,2019-08-14,4.481
1,2019-08-15,4.477
0,2019-08-30,3.824
1,2019-08-31,3.642
0,2020-02-22,1.242
1,2020-02-23,0.901
0,2020-04-10,2.942
1,2020-04-11,2.277
0,2020-04-26,3.847
1,2020-04-27,3.182
0,2020-05-28,5.395
1,2020-05-29,4.986
0,2020-06-29,5.726
1,2020-06-30,4.725
0,2020-07-15,4.669
1,2020-07-16,4.743
