,Date,ETa
0,2016-02-07,0.538
1,2016-02-08,0.472
0,2016-02-07,0.538
1,2016-02-08,0.472
0,2016-03-10,0.0
1,2016-03-11,0.0
0,2016-03-10,0.0
1,2016-03-11,0.0
0,2016-05-13,0.0
1,2016-05-14,0.146
0,2016-05-13,0.0
1,2016-05-14,0.146
0,2016-07-16,0.234
1,2016-07-17,0.285
0,2016-07-16,0.234
1,2016-07-17,0.285
0,2016-08-17,2.873
1,2016-08-18,2.62
0,2016-08-17,2.873
1,2016-08-18,2.62
0,2016-09-18,0.786
1,2016-09-19,0.783
0,2016-09-18,0.786
1,2016-09-19,0.783
0,2016-10-20,1.005
1,2016-10-21,0.734
0,2016-10-20,1.005
1,2016-10-21,0.734
0,2016-12-23,0.473
1,2016-12-24,0.671
0,2016-12-23,0.473
1,2016-12-24,0.671
0,2017-02-25,1.24
1,2017-02-26,1.089
0,2017-02-25,1.24
1,2017-02-26,1.089
0,2017-03-13,1.194
1,2017-03-14,1.114
0,2017-03-13,1.194
1,2017-03-14,1.114
0,2017-04-14,1.74
1,2017-04-15,1.525
0,2017-04-14,1.74
1,2017-04-15,1.525
0,2017-06-01,1.399
1,2017-06-02,1.334
0,2017-06-17,2.374
1,2017-06-18,1.75
0,2017-06-01,1.399
1,2017-06-02,1.334
0,2017-06-17,2.374
1,2017-06-18,1.75
0,2017-07-03,1.652
1,2017-07-04,1.582
0,2017-07-19,3.665
1,2017-07-20,2.934
0,2017-07-03,1.652
1,2017-07-04,1.582
0,2017-07-19,3.665
1,2017-07-20,2.934
0,2017-09-21,1.404
1,2017-09-22,1.614
0,2017-10-23,0.283
1,2017-10-24,0.244
0,2017-10-23,0.283
1,2017-10-24,0.244
0,2018-02-12,0.134
1,2018-02-13,0.139
0,2018-02-12,0.134
1,2018-02-13,0.139
0,2018-04-01,0.8
1,2018-04-02,0.904
0,2018-04-17,0.592
1,2018-04-18,0.451
0,2018-04-01,0.8
1,2018-04-02,0.904
0,2018-04-17,0.592
1,2018-04-18,0.451
0,2018-05-03,0.572
1,2018-05-04,0.883
0,2018-05-19,0.518
1,2018-05-20,0.551
0,2018-05-03,0.572
1,2018-05-04,0.883
0,2018-05-19,0.518
1,2018-05-20,0.551
0,2018-06-04,0.0
1,2018-06-05,0.0
0,2018-06-04,0.0
1,2018-06-05,0.0
0,2018-06-20,0.0
1,2018-06-21,0.216
0,2018-07-06,3.797
1,2018-07-07,3.342
0,2018-07-22,2.226
1,2018-07-23,2.521
0,2018-07-06,3.797
1,2018-07-07,3.342
0,2018-07-22,2.226
1,2018-07-23,2.521
0,2018-08-07,0.608
1,2018-08-08,0.676
0,2018-08-23,3.644
1,2018-08-24,3.865
0,2018-08-07,0.608
1,2018-08-08,0.676
0,2018-08-23,3.644
1,2018-08-24,3.865
0,2018-09-24,1.584
1,2018-09-25,1.55
0,2018-09-24,1.584
1,2018-09-25,1.55
0,2018-10-10,0.438
1,2018-10-11,0.471
0,2018-10-26,0.99
1,2018-10-27,0.928
0,2018-10-10,0.438
1,2018-10-11,0.471
0,2018-10-26,0.99
1,2018-10-27,0.928
0,2018-11-11,0.69
1,2018-11-12,0.353
0,2018-11-27,0.024
1,2018-11-28,0.048
0,2018-11-11,0.69
1,2018-11-12,0.353
0,2018-11-27,0.024
1,2018-11-28,0.048
0,2018-12-13,0.338
1,2018-12-14,0.298
0,2018-12-13,0.338
1,2018-12-14,0.298
0,2019-03-03,1.018
1,2019-03-04,0.819
0,2019-03-19,1.122
1,2019-03-20,1.387
0,2019-03-03,1.018
1,2019-03-04,0.819
0,2019-03-19,1.122
1,2019-03-20,1.387
0,2019-04-04,2.672
1,2019-04-05,2.899
0,2019-04-04,2.672
1,2019-04-05,2.899
0,2019-05-06,1.077
1,2019-05-07,0.929
0,2019-05-22,0.202
1,2019-05-23,0.186
0,2019-05-06,1.077
1,2019-05-07,0.929
0,2019-05-22,0.202
1,2019-05-23,0.186
0,2019-06-07,1.926
1,2019-06-08,1.876
0,2019-06-23,1.336
1,2019-06-24,1.542
0,2019-06-07,1.926
1,2019-06-08,1.876
0,2019-06-23,1.336
1,2019-06-24,1.542
0,2019-07-09,0.983
1,2019-07-10,1.229
0,2019-07-25,1.778
1,2019-07-26,1.594
0,2019-07-09,0.983
1,2019-07-10,1.229
0,2019-07-25,1.778
1,2019-07-26,1.594
0,2019-08-10,3.29
1,2019-08-11,3.679
0,2019-08-26,3.086
1,2019-08-27,2.567
0,2019-08-10,3.29
1,2019-08-11,3.679
0,2019-08-26,3.086
1,2019-08-27,2.567
0,2019-09-11,0.0
1,2019-09-12,0.116
0,2019-10-13,0.582
1,2019-10-14,0.627
0,2019-10-13,0.582
1,2019-10-14,0.627
0,2020-01-01,0.595
1,2020-01-02,0.412
0,2020-01-01,0.595
1,2020-01-02,0.412
0,2020-04-22,2.103
1,2020-04-23,2.285
0,2020-04-22,2.103
1,2020-04-23,2.285
0,2020-05-08,4.556
1,2020-05-09,3.928
0,2020-05-24,1.322
1,2020-05-25,1.183
0,2020-05-08,4.556
1,2020-05-09,3.928
0,2020-05-24,1.322
1,2020-05-25,1.183
0,2020-06-09,0.0
1,2020-06-10,0.113
0,2020-06-25,1.853
1,2020-06-26,2.272
0,2020-06-09,0.0
1,2020-06-10,0.113
0,2020-06-25,1.853
1,2020-06-26,2.272
0,2020-07-11,1.178
1,2020-07-12,1.019
0,2020-08-12,0.296
1,2020-08-13,0.441
0,2020-08-28,1.729
1,2020-08-29,1.664
0,2020-08-12,0.296
1,2020-08-13,0.441
0,2020-08-28,1.729
1,2020-08-29,1.664
0,2020-09-29,0.5
1,2020-09-30,0.389
0,2020-09-29,0.5
1,2020-09-30,0.389
0,2020-10-15,0.348
1,2020-10-16,0.288
0,2020-10-15,0.348
1,2020-10-16,0.288
0,2020-11-16,0.198
1,2020-11-17,0.215
0,2020-11-16,0.198
1,2020-11-17,0.215
