,Date,ETa
0,2016-02-20,0.924
1,2016-02-21,1.107
0,2016-03-07,1.767
1,2016-03-08,0.846
0,2016-03-07,1.767
1,2016-03-08,0.846
0,2016-04-08,1.434
1,2016-04-09,1.687
0,2016-05-10,2.447
1,2016-05-11,1.847
0,2016-05-10,2.447
1,2016-05-11,1.847
0,2016-06-11,1.016
1,2016-06-12,1.469
0,2016-06-11,1.016
1,2016-06-12,1.469
0,2016-06-27,3.126
1,2016-06-28,3.372
0,2016-06-27,3.126
1,2016-06-28,3.372
0,2017-02-22,0.648
1,2017-02-23,0.132
0,2017-02-22,0.648
1,2017-02-23,0.132
0,2017-04-11,0.289
1,2017-04-12,0.408
0,2017-05-13,1.725
1,2017-05-14,2.625
0,2017-05-13,1.725
1,2017-05-14,2.625
0,2017-05-29,1.89
1,2017-05-30,1.765
0,2017-05-29,1.89
1,2017-05-30,1.765
0,2017-06-14,3.228
1,2017-06-15,3.972
0,2017-06-14,3.228
1,2017-06-15,3.972
0,2017-07-16,6.969
1,2017-07-17,7.845
0,2017-07-16,6.969
1,2017-07-17,7.845
0,2017-08-17,5.088
1,2017-08-18,4.978
0,2017-08-17,5.088
1,2017-08-18,4.978
0,2017-09-02,4.283
1,2017-09-03,5.486
0,2017-09-02,4.283
1,2017-09-03,5.486
0,2017-10-20,1.464
1,2017-10-21,0.937
0,2017-10-20,1.464
1,2017-10-21,0.937
0,2017-11-05,0.406
1,2017-11-06,0.474
0,2017-11-21,0.406
1,2017-11-22,0.494
0,2017-11-21,0.406
1,2017-11-22,0.494
0,2018-03-13,1.142
1,2018-03-14,2.116
0,2018-05-16,0.167
1,2018-05-17,0.18
0,2018-05-16,0.167
1,2018-05-17,0.18
0,2018-06-01,0.724
1,2018-06-02,0.756
0,2018-07-03,5.557
1,2018-07-04,5.257
0,2018-07-03,5.557
1,2018-07-04,5.257
0,2018-07-19,6.309
1,2018-07-20,4.609
0,2018-07-19,6.309
1,2018-07-20,4.609
0,2018-10-23,0.048
1,2018-10-24,0.048
0,2019-03-16,1.002
1,2019-03-17,0.722
0,2019-04-01,0.0
1,2019-04-02,0.0
0,2019-05-03,0.0
1,2019-05-04,0.165
0,2019-05-03,0.0
1,2019-05-04,0.165
0,2019-06-04,3.141
1,2019-06-05,3.672
0,2019-06-04,3.141
1,2019-06-05,3.672
0,2019-07-06,5.881
1,2019-07-07,6.002
0,2019-07-06,5.881
1,2019-07-07,6.002
0,2019-07-22,6.016
1,2019-07-23,5.784
0,2019-07-22,6.016
1,2019-07-23,5.784
0,2019-08-07,5.234
1,2019-08-08,5.343
0,2019-08-07,5.234
1,2019-08-08,5.343
0,2019-08-23,5.113
1,2019-08-24,3.974
0,2019-08-23,5.113
1,2019-08-24,3.974
0,2019-09-24,2.614
1,2019-09-25,2.196
0,2019-09-24,2.614
1,2019-09-25,2.196
0,2019-10-26,0.946
1,2019-10-27,0.266
0,2019-10-26,0.946
1,2019-10-27,0.266
0,2019-12-13,0.134
1,2019-12-14,0.122
0,2019-12-13,0.134
1,2019-12-14,0.122
0,2020-01-14,0.028
1,2020-01-15,0.021
0,2020-03-02,1.14
1,2020-03-03,1.756
0,2020-03-02,1.14
1,2020-03-03,1.756
0,2020-04-19,0.074
1,2020-04-20,0.089
0,2020-05-05,2.594
1,2020-05-06,2.02
0,2020-05-05,2.594
1,2020-05-06,2.02
0,2020-07-08,1.806
1,2020-07-09,1.571
0,2020-07-08,1.806
1,2020-07-09,1.571
0,2020-08-09,5.811
1,2020-08-10,4.691
0,2020-08-09,5.811
1,2020-08-10,4.691
0,2020-08-25,5.15
1,2020-08-26,5.286
0,2020-08-25,5.15
1,2020-08-26,5.286
0,2020-09-26,2.366
1,2020-09-27,1.177
0,2020-09-26,2.366
1,2020-09-27,1.177
0,2020-10-12,0.87
1,2020-10-13,0.802
0,2020-10-28,0.664
1,2020-10-29,0.382
0,2020-10-28,0.664
1,2020-10-29,0.382
