,Date,ETa
0,2017-05-06,2.253
1,2017-05-07,2.106
0,2017-05-22,3.181
1,2017-05-23,1.445
0,2017-06-07,0.0
1,2017-06-08,0.539
0,2017-08-19,4.227
1,2017-08-20,4.327
0,2017-09-04,2.989
1,2017-09-05,2.574
0,2017-09-11,3.753
1,2017-09-12,2.216
0,2017-09-20,0.964
1,2017-09-21,1.221
0,2017-11-07,0.449
1,2017-11-08,0.474
0,2017-11-23,0.0
1,2017-11-24,0.0
0,2018-04-23,1.287
1,2018-04-24,1.281
0,2018-07-05,6.65
1,2018-07-06,6.736
0,2018-07-21,5.1
1,2018-07-22,5.229
0,2018-08-13,5.479
1,2018-08-14,4.012
0,2018-09-23,1.468
1,2018-09-24,1.432
0,2018-10-16,0.997
1,2018-10-17,0.984
0,2019-03-25,1.585
1,2019-03-26,1.871
0,2019-04-26,2.78
1,2019-04-27,1.717
0,2019-05-05,0.01
1,2019-05-06,0.058
0,2019-06-13,1.791
1,2019-06-14,2.388
0,2019-07-08,3.647
1,2019-07-09,2.688
0,2019-07-15,5.602
1,2019-07-16,4.289
0,2019-07-24,3.575
1,2019-07-25,3.509
0,2019-08-09,5.301
1,2019-08-10,2.874
0,2020-03-20,0.48
1,2020-03-21,0.455
0,2020-04-21,0.0
1,2020-04-22,0.032
0,2020-06-08,2.923
1,2020-06-09,1.497
0,2020-06-24,3.731
1,2020-06-25,5.077
0,2020-07-10,6.13
1,2020-07-11,4.993
0,2020-07-17,6.133
1,2020-07-18,5.448
0,2020-08-11,4.579
1,2020-08-12,2.579
0,2020-08-18,4.885
1,2020-08-19,5.576
0,2020-09-19,2.428
1,2020-09-20,3.147
0,2020-10-05,1.579
1,2020-10-06,1.776
0,2020-10-30,0.677
1,2020-10-31,1.299
0,2020-12-01,0.01
1,2020-12-02,0.017
0,2021-03-30,2.826
1,2021-03-31,2.178
0,2021-06-18,0.981
1,2021-06-19,0.883
0,2021-07-04,4.585
1,2021-07-05,5.4
0,2021-07-13,3.923
1,2021-07-14,1.837
0,2021-07-20,5.249
1,2021-07-21,4.939
0,2021-07-29,5.851
1,2021-07-30,3.799
0,2021-08-14,2.741
1,2021-08-15,3.023
0,2021-08-30,3.512
1,2021-08-31,2.849
0,2021-09-15,0.724
1,2021-09-16,1.096
0,2021-11-02,0.464
1,2021-11-03,0.344
0,2022-04-11,0.49
1,2022-04-12,0.61
0,2022-04-27,1.715
1,2022-04-28,1.492
0,2022-06-14,6.017
1,2022-06-15,3.271
0,2022-08-01,3.359
1,2022-08-02,5.026
0,2022-08-08,4.733
1,2022-08-09,4.535
0,2022-09-02,3.117
1,2022-09-03,2.639
0,2022-09-25,1.883
1,2022-09-26,2.277
