,Date,ETa
0,2016-02-20,1.046
1,2016-02-21,1.252
0,2016-03-07,0.742
1,2016-03-08,0.365
0,2016-03-07,0.742
1,2016-03-08,0.365
0,2016-04-08,1.067
1,2016-04-09,1.283
0,2016-05-10,0.98
1,2016-05-11,0.882
0,2016-05-10,0.98
1,2016-05-11,0.882
0,2016-05-26,2.553
1,2016-05-27,2.337
0,2016-06-11,2.92
1,2016-06-12,2.879
0,2016-06-11,2.92
1,2016-06-12,2.879
0,2016-06-27,2.574
1,2016-06-28,2.847
0,2016-07-29,5.172
1,2016-07-30,5.332
0,2016-07-29,5.172
1,2016-07-30,5.332
0,2017-04-11,0.919
1,2017-04-12,1.022
0,2017-04-27,0.582
1,2017-04-28,0.147
0,2017-05-13,1.848
1,2017-05-14,1.816
0,2017-05-13,1.848
1,2017-05-14,1.816
0,2017-06-14,2.218
1,2017-06-15,2.729
0,2017-07-16,6.504
1,2017-07-17,7.25
0,2017-07-16,6.504
1,2017-07-17,7.25
0,2017-08-17,4.81
1,2017-08-18,4.592
0,2017-08-17,4.81
1,2017-08-18,4.592
0,2017-09-02,4.152
1,2017-09-03,5.057
0,2017-09-02,4.152
1,2017-09-03,5.057
0,2017-10-20,1.895
1,2017-10-21,1.183
0,2017-10-20,1.895
1,2017-10-21,1.183
0,2017-11-21,0.414
1,2017-11-22,0.466
0,2017-11-21,0.414
1,2017-11-22,0.466
0,2018-03-13,1.06
1,2018-03-14,1.874
0,2018-05-16,0.19
1,2018-05-17,0.205
0,2018-05-16,0.19
1,2018-05-17,0.205
0,2018-06-01,0.278
1,2018-06-02,0.357
0,2018-07-03,4.517
1,2018-07-04,4.433
0,2018-07-03,4.517
1,2018-07-04,4.433
0,2018-07-19,6.493
1,2018-07-20,4.926
0,2018-07-19,6.493
1,2018-07-20,4.926
0,2018-10-23,0.504
1,2018-10-24,0.475
0,2019-03-16,0.942
1,2019-03-17,0.714
0,2019-04-01,0.011
1,2019-04-02,0.007
0,2019-05-03,2.324
1,2019-05-04,3.019
0,2019-05-03,2.324
1,2019-05-04,3.019
0,2019-06-04,3.08
1,2019-06-05,3.516
0,2019-06-04,3.08
1,2019-06-05,3.516
0,2019-07-06,5.804
1,2019-07-07,5.839
0,2019-07-06,5.804
1,2019-07-07,5.839
0,2019-07-22,5.661
1,2019-07-23,5.341
0,2019-07-22,5.661
1,2019-07-23,5.341
0,2019-08-07,5.073
1,2019-08-08,5.077
0,2019-08-07,5.073
1,2019-08-08,5.077
0,2019-08-23,5.142
1,2019-08-24,4.205
0,2019-08-23,5.142
1,2019-08-24,4.205
0,2019-10-26,0.972
1,2019-10-27,0.351
0,2019-10-26,0.972
1,2019-10-27,0.351
0,2019-12-13,0.226
1,2019-12-14,0.253
0,2020-01-14,0.041
1,2020-01-15,0.03
0,2020-03-02,1.231
1,2020-03-03,1.921
0,2020-03-02,1.231
1,2020-03-03,1.921
0,2020-04-19,0.567
1,2020-04-20,0.677
0,2020-05-05,2.494
1,2020-05-06,1.935
0,2020-07-08,1.687
1,2020-07-09,1.467
0,2020-08-09,5.814
1,2020-08-10,4.669
0,2020-08-09,5.814
1,2020-08-10,4.669
0,2020-08-25,4.409
1,2020-08-26,4.546
0,2020-08-25,4.409
1,2020-08-26,4.546
0,2020-09-26,1.204
1,2020-09-27,0.658
0,2020-10-12,0.738
1,2020-10-13,0.698
0,2020-10-28,0.734
1,2020-10-29,0.428
0,2020-10-28,0.734
1,2020-10-29,0.428
